year,wave,st,sub_reg,mode_fx,area_x,species,Trips,SE,PSE
2022,5,51,5,7,2,black sea bass,2420.8952917999995,2420.8952917999995,100
2022,6,10,5,4,2,black sea bass,13.527863462000001,0,0
2022,6,10,5,5,2,black sea bass,25.0519659001,25.051965900099997,100
2022,6,24,5,4,2,black sea bass,100.88350503060003,20.276833517400007,20.1
2022,6,24,5,7,2,black sea bass,5548.424316580001,4914.313240821113,88.6
2022,6,34,5,3,5,black sea bass,5327.1085324,5327.108532399999,100
2022,6,34,5,7,2,black sea bass,47861.72890299999,26560.45055118357,55.5
2022,6,36,5,4,1,black sea bass,72.039123905,72.039123905,100
2022,6,36,5,5,1,black sea bass,69.715594731,69.715594731,100
2022,6,36,5,7,1,black sea bass,49247.0476935,49247.0476935,100
2022,6,36,5,7,5,black sea bass,9028.47086,9028.470859999998,100
2022,6,51,5,4,2,black sea bass,791.2669632953997,103.68310856635105,13.1
2022,6,51,5,5,2,black sea bass,134.722143012,0,0
2022,6,51,5,7,5,black sea bass,5590.0165801,5590.016580099999,100
2023,2,34,5,7,1,black sea bass,3245.3114866,3245.3114865999996,100
2023,2,51,5,7,2,black sea bass,5915.5271512,4319.096870887461,73
2023,3,10,5,3,5,black sea bass,118.16537522,118.16537522000004,100
2023,3,10,5,4,2,black sea bass,1410.548476455,1410.548476455,100
2023,3,10,5,5,2,black sea bass,146.08308742399998,69.50936040465722,47.6
2023,3,10,5,7,2,black sea bass,1216.08914864,662.6204910498561,54.5
2023,3,24,5,4,2,black sea bass,1403.865782302,925.9394167734139,66
2023,3,24,5,5,2,black sea bass,1203.2843138399996,1203.2843138399999,100
2023,3,24,5,7,1,black sea bass,1862.3536724199998,1418.679319044638,76.2
2023,3,24,5,7,2,black sea bass,9340.908215260002,7439.3545296815855,79.6
2023,3,34,5,3,5,black sea bass,7283.8728181999995,4503.685586021727,61.8
2023,3,34,5,4,1,black sea bass,194.02979102,194.02979102,100
2023,3,34,5,4,2,black sea bass,11111.814157162016,6131.652771962704,55.2
2023,3,34,5,5,1,black sea bass,1345.439909799,561.8869092496004,41.8
2023,3,34,5,5,2,black sea bass,4281.624121341,1137.1188959330789,26.6
2023,3,34,5,7,1,black sea bass,30628.30842836,14702.432615737484,48
2023,3,34,5,7,2,black sea bass,98097.87255822003,27937.046371827135,28.5
2023,3,34,5,7,5,black sea bass,609.50279852,609.5027985199997,100
2023,3,36,5,3,5,black sea bass,2562.0253464,2562.0253464000016,100
2023,3,36,5,4,1,black sea bass,551.7021175859999,443.96131678188567,80.5
2023,3,36,5,7,1,black sea bass,3107.4830063199997,1558.5178239904849,50.2
2023,3,36,5,7,5,black sea bass,21816.809456099993,13465.11902565683,61.7
2023,3,51,5,4,2,black sea bass,59.553860889999996,37.29884133389627,62.6
2023,3,51,5,4,5,black sea bass,5.4574706229,5.457470622899999,100
2023,3,51,5,5,2,black sea bass,854.651748582,0,0
2023,3,51,5,7,1,black sea bass,2358.05627,2358.05627,100
2023,3,51,5,7,2,black sea bass,10778.599023650002,7865.062896542966,73
2023,4,10,5,3,1,black sea bass,102.53919619,102.53919618999993,100
2023,4,10,5,3,5,black sea bass,1589.3822010800002,1197.210049073303,75.3
2023,4,10,5,4,5,black sea bass,56.016880945,42.67726503468019,76.2
2023,4,10,5,5,2,black sea bass,536.3226340716,232.47933803681917,43.3
2023,4,10,5,7,2,black sea bass,4880.93485996,4342.526012394295,89
2023,4,10,5,7,5,black sea bass,1904.3499001600003,1351.1579296181274,71
2023,4,24,5,4,2,black sea bass,1641.767739198,772.1396366321054,47
2023,4,24,5,4,5,black sea bass,178.391675522,178.391675522,100
2023,4,24,5,5,2,black sea bass,192.56166833999998,192.56166833999998,100
2023,4,24,5,7,2,black sea bass,3047.25177861,2526.8212686989145,82.9
2023,4,34,5,3,1,black sea bass,9051.0268632,7318.560731373421,80.9
2023,4,34,5,3,5,black sea bass,34584.688260799994,21445.611347046564,62
2023,4,34,5,4,2,black sea bass,6354.802616041996,4298.006402699908,67.6
2023,4,34,5,5,1,black sea bass,1114.622628218,576.5038671063483,51.7
2023,4,34,5,5,2,black sea bass,1350.8468146880002,553.5909176162756,41
2023,4,34,5,5,5,black sea bass,150.05972608,150.05972608000002,100
2023,4,34,5,7,1,black sea bass,1621.5251918,1621.5251917999988,100
2023,4,34,5,7,2,black sea bass,28517.3412402,18041.692818086292,63.3
2023,4,34,5,7,5,black sea bass,3154.2591166700004,2230.6685335421594,70.7
2023,4,36,5,3,1,black sea bass,50840.812507799994,49627.26110339858,97.6
2023,4,36,5,3,5,black sea bass,5431.2111141000005,3209.4724019599826,59.1
2023,4,36,5,4,1,black sea bass,309.61932909,309.61932908999995,100
2023,4,36,5,4,5,black sea bass,1913.79274894,1430.9911703132323,74.8
2023,4,36,5,5,1,black sea bass,1108.1561563371995,868.2425261750024,78.4
2023,4,36,5,5,2,black sea bass,305.81203626990003,125.92298200841051,41.2
2023,4,36,5,5,5,black sea bass,1159.43674205,1159.4367420500005,100
2023,4,36,5,7,1,black sea bass,39369.136941610006,13567.125985091134,34.5
2023,4,36,5,7,2,black sea bass,55466.49133192,19282.874190015762,34.8
2023,4,36,5,7,5,black sea bass,65873.15220590003,17203.33941269023,26.1
2023,4,51,5,3,5,black sea bass,7328.5179626,7328.517962599999,100
2023,4,51,5,5,2,black sea bass,41.314996187999995,41.314996188,100
2023,4,51,5,7,2,black sea bass,40557.88046219,39849.33948442962,98.3
2023,5,10,5,4,2,black sea bass,466.7377769924,387.49711142932085,83
2023,5,10,5,5,2,black sea bass,43.103246083799995,22.02652293362005,51.1
2023,5,10,5,7,2,black sea bass,3746.0809726359994,2526.5875767081197,67.4
2023,5,10,5,7,5,black sea bass,177.69615348,177.69615347999996,100
2023,5,24,5,4,2,black sea bass,848.1432900074001,433.67346038998943,51.1
2023,5,24,5,7,2,black sea bass,415.76781828,415.76781828,100
2023,5,34,5,3,5,black sea bass,52299.09161659999,24530.734420216602,46.9
2023,5,34,5,4,2,black sea bass,5832.950780759998,3053.138097815192,52.3
2023,5,34,5,5,1,black sea bass,707.5122014259999,435.16786020714943,61.5
2023,5,34,5,5,2,black sea bass,1816.8868802619997,503.15446242648255,27.7
2023,5,34,5,7,1,black sea bass,14328.429027519998,10274.556797291849,71.7
2023,5,34,5,7,2,black sea bass,50291.518376,16930.082193922175,33.7
2023,5,34,5,7,5,black sea bass,5319.570597280001,4789.415776904113,90
2023,5,36,5,3,5,black sea bass,54835.93725766,54528.83027317805,99.4
2023,5,36,5,4,1,black sea bass,1040.4128344820006,700.7889605038497,67.4
2023,5,36,5,4,2,black sea bass,3512.1640065599995,1601.182825486623,45.6
2023,5,36,5,5,1,black sea bass,664.99178536,432.0967678301689,65
2023,5,36,5,5,2,black sea bass,125.23784465400003,90.6611594434174,72.4
2023,5,36,5,5,5,black sea bass,152.30382006,152.30382005999996,100
2023,5,36,5,7,1,black sea bass,10931.943300149998,9051.59615654803,82.8
2023,5,36,5,7,2,black sea bass,13804.697466,13804.697466000003,100
2023,5,36,5,7,5,black sea bass,78588.68858793001,25892.469924736306,32.9
2023,5,51,5,4,2,black sea bass,1654.5766275660005,23.303896166000186,1.4
2023,5,51,5,5,2,black sea bass,89.36364271859999,69.3539786054,77.6
2023,5,51,5,7,2,black sea bass,2801.4493382,2801.4493382000005,100
2023,5,51,5,7,5,black sea bass,4386.12538462,2953.2259297341225,67.3
2023,6,10,5,5,2,black sea bass,162.4039049325,28.929591897745503,17.8
2023,6,10,5,7,2,black sea bass,19060.99634609,10945.307363081121,57.4
2023,6,24,5,4,2,black sea bass,927.7951255646005,0,0
2023,6,24,5,7,1,black sea bass,425.51612592,425.51612592000004,100
2023,6,24,5,7,2,black sea bass,3704.52109739,2008.5057651371515,54.2
2023,6,24,5,7,5,black sea bass,10790.397835,10790.397835,100
2023,6,34,5,4,2,black sea bass,1419.5685294599998,1084.2592038998878,76.4
2023,6,34,5,5,2,black sea bass,384.2944966250001,42.79080284823102,11.1
2023,6,34,5,7,1,black sea bass,5296.61973308,3524.3280255483724,66.5
2023,6,34,5,7,2,black sea bass,12850.252990930003,7308.018021549809,56.9
2023,6,34,5,7,5,black sea bass,12613.94313516,11183.510816074648,88.7
2023,6,36,5,3,5,black sea bass,758.4098646099999,758.4098646099998,100
2023,6,36,5,4,2,black sea bass,4200.9404216839985,3024.0926174025367,72
2023,6,36,5,5,2,black sea bass,38.020259659999994,11.77181915099999,31
2023,6,36,5,7,2,black sea bass,24511.372540099997,22891.921728992893,93.4
2023,6,36,5,7,5,black sea bass,4352.3500755000005,3193.9624947720135,73.4
2023,6,51,5,4,2,black sea bass,1055.9615384523997,252.85569524735587,23.9
2023,6,51,5,5,2,black sea bass,190.67506862500002,14.650049982000008,7.7
2023,6,51,5,7,2,black sea bass,2356.56956435,1475.1489015536986,62.6
2024,2,36,5,3,5,black sea bass,1498.90180792,1498.9018079200007,100
2024,3,10,5,3,1,black sea bass,418.62857195,418.62857194999964,100
2024,3,10,5,5,2,black sea bass,44.036125872000014,18.84481174985824,42.8
2024,3,10,5,7,1,black sea bass,1570.2834020399998,1570.2834020400014,100
2024,3,10,5,7,2,black sea bass,18077.485766090005,7881.484417092555,43.6
2024,3,10,5,7,5,black sea bass,1000.2342069599999,1000.2342069599995,100
2024,3,24,5,4,2,black sea bass,1616.7432178966,789.4386604354677,48.8
2024,3,24,5,5,2,black sea bass,3105.5249085600003,0,0
2024,3,24,5,7,2,black sea bass,13884.162752450002,5195.965620680905,37.4
2024,3,34,5,3,1,black sea bass,4556.8616954,3137.0237500912754,68.8
2024,3,34,5,3,5,black sea bass,3002.1538361000003,2164.0713111826312,72.1
2024,3,34,5,4,2,black sea bass,15275.501099912988,5822.6364912676745,38.1
2024,3,34,5,5,1,black sea bass,1326.983004772,474.6854075294589,35.8
2024,3,34,5,5,2,black sea bass,6740.246073847999,1594.7882545967168,23.7
2024,3,34,5,7,1,black sea bass,23763.19523227,7926.559115926398,33.4
2024,3,34,5,7,2,black sea bass,126147.28387136005,29239.80067329728,23.2
2024,3,34,5,7,5,black sea bass,833.0381688000001,833.0381687999993,100
2024,3,36,5,3,5,black sea bass,726.32079687,726.3207968699999,100
2024,3,36,5,4,5,black sea bass,306.71699015300004,306.716990153,100
2024,3,36,5,7,1,black sea bass,2359.4024638,2359.4024638000037,100
2024,3,36,5,7,5,black sea bass,4183.9584026,3106.8017963955513,74.3
2024,3,51,5,4,5,black sea bass,27.114036301,27.114036300999995,100
2024,3,51,5,5,2,black sea bass,549.90547548,416.1696001173629,75.7
2024,3,51,5,7,2,black sea bass,3000.9277059,3000.9277058999987,100
2024,4,10,5,3,1,black sea bass,558.19172199,558.1917219899997,100
2024,4,10,5,4,2,black sea bass,48.30709873799999,48.30709873799998,100
2024,4,10,5,5,2,black sea bass,123.3610823026,33.98532670051138,27.5
2024,4,10,5,7,2,black sea bass,14549.782083500006,6347.824480152876,43.6
2024,4,10,5,7,5,black sea bass,397.49926131999996,397.49926132,100
2024,4,24,5,4,2,black sea bass,1998.9611333149996,1054.0435687591591,52.7
2024,4,24,5,5,5,black sea bass,796.34150511,796.3415051100002,100
2024,4,24,5,7,1,black sea bass,489.23047412000005,489.23047412000005,100
2024,4,24,5,7,2,black sea bass,14389.5502938,9229.500837719354,64.1
2024,4,24,5,7,5,black sea bass,6084.278997820002,3233.555786669859,53.1
2024,4,34,5,3,5,black sea bass,6413.37133131,3225.09772854799,50.3
2024,4,34,5,4,2,black sea bass,4512.018463473,2405.597420804196,53.3
2024,4,34,5,5,2,black sea bass,1120.4992648459995,581.3492253995182,51.9
2024,4,34,5,7,1,black sea bass,3265.6899227599997,1733.0173868907484,53.1
2024,4,34,5,7,2,black sea bass,23110.576882339996,15822.27481972295,68.5
2024,4,34,5,7,5,black sea bass,1442.66777724,1442.6677772399996,100
2024,4,36,5,4,1,black sea bass,3557.058923700001,3557.0589237000004,100
2024,4,36,5,4,2,black sea bass,3578.040332910002,3578.040332910002,100
2024,4,36,5,4,5,black sea bass,1985.4947796989993,1985.4947796989993,100
2024,4,36,5,5,1,black sea bass,3920.4257129330013,1795.6132243597103,45.8
2024,4,36,5,5,2,black sea bass,1377.1254710389999,645.2381541889903,46.9
2024,4,36,5,5,5,black sea bass,16786.853225250004,12288.186442181724,73.2
2024,4,36,5,7,1,black sea bass,42113.6775644,15451.297291245466,36.7
2024,4,36,5,7,2,black sea bass,57588.33069489999,25662.568469179085,44.6
2024,4,36,5,7,5,black sea bass,28768.855958500004,13580.661017670145,47.2
2024,4,51,5,3,5,black sea bass,3488.3915504,3488.3915503999997,100
2024,4,51,5,4,5,black sea bass,51.327660965,51.327660965,100
2024,4,51,5,5,1,black sea bass,53.406919155,53.406919155000004,100
2024,5,10,5,5,2,black sea bass,23.5893644234,12.040833279400001,51
2024,5,10,5,7,5,black sea bass,759.78282628,759.7828262799998,100
2024,5,24,5,4,2,black sea bass,1105.0941198285,431.4586871930598,39
2024,5,24,5,4,5,black sea bass,52.258147557,52.258147557000015,100
2024,5,24,5,7,2,black sea bass,392.25905623999995,392.2590562399998,100
2024,5,24,5,7,5,black sea bass,785.5275389999999,785.5275390000004,100
2024,5,34,5,3,1,black sea bass,2813.7424042,2813.7424042,100
2024,5,34,5,3,5,black sea bass,5309.273959,3929.297683037443,74
2024,5,34,5,4,2,black sea bass,3667.493719074999,1992.973789159265,54.3
2024,5,34,5,5,1,black sea bass,1672.743936384,491.50457588357614,29.4
2024,5,34,5,5,2,black sea bass,2473.59581398,1009.4522070383517,40.8
2024,5,34,5,7,1,black sea bass,15350.509141220002,6927.740524721742,45.1
2024,5,34,5,7,2,black sea bass,52057.941781069996,14747.616062193309,28.3
2024,5,34,5,7,5,black sea bass,13823.5107764,13823.510776399991,100
2024,5,36,5,3,5,black sea bass,43746.49854089999,22036.75388261392,50.4
2024,5,36,5,4,2,black sea bass,6404.421812792998,3932.973539910775,61.4
2024,5,36,5,4,5,black sea bass,1144.26646313,1144.2664631300001,100
2024,5,36,5,5,2,black sea bass,883.9889136109997,502.4645724791164,56.8
2024,5,36,5,5,5,black sea bass,2694.7652839800003,2694.76528398,100
2024,5,36,5,7,1,black sea bass,17443.0110726,8178.863206167129,46.9
2024,5,36,5,7,2,black sea bass,3851.14469618,1974.2255653564544,51.3
2024,5,36,5,7,5,black sea bass,19322.214652489998,6505.334391233938,33.7
2024,5,51,5,4,2,black sea bass,516.354777895,411.26427060842036,79.6
2024,5,51,5,7,5,black sea bass,7726.049411,7726.049411000001,100
2024,6,10,5,4,2,black sea bass,18.3909612624,0,0
2024,6,10,5,5,2,black sea bass,5.526073371599999,5.526073371599998,100
2024,6,10,5,7,2,black sea bass,1854.92722488,1854.9272248799998,100
2024,6,24,5,4,2,black sea bass,525.5951635340001,143.09392508925964,27.2
2024,6,24,5,7,2,black sea bass,1939.4976853500002,1939.49768535,100
2024,6,24,5,7,5,black sea bass,528.66181013999994,528.66181013999994,100
2024,6,34,5,7,1,black sea bass,1009.02881462,1009.0288146199999,100
2024,6,34,5,7,2,black sea bass,6745.19293477,5626.678721577346,83.4
2024,6,36,5,3,1,black sea bass,3865.9913826000006,3865.9913825999993,100
2024,6,36,5,3,5,black sea bass,9342.6942056,9342.694205600004,100
2024,6,36,5,4,2,black sea bass,1591.5077201099998,1591.5077201099998,100
2024,6,36,5,4,5,black sea bass,1083.12650432,1083.12650432,100
2024,6,36,5,5,2,black sea bass,222.072690702,111.27831792000002,50.1
2024,6,36,5,7,2,black sea bass,68102.9571758,45642.68721238122,67
2024,6,36,5,7,5,black sea bass,11639.019915,11639.019914999999,100
2024,6,51,5,4,2,black sea bass,389.5,0,0
2000,3,51,5,3,1,spanish mackerel,15914.570050600001,15914.570050600003,100
2000,3,51,5,7,2,spanish mackerel,531.49528499,531.4952849899995,100
2000,4,51,5,3,1,spanish mackerel,13486.0807376,13486.080737600003,100
2000,4,51,5,7,1,spanish mackerel,740.71718304,740.71718304,100
2000,4,51,5,7,2,spanish mackerel,1048.4582892,1048.458289199999,100
2000,4,51,5,7,5,spanish mackerel,8658.074257600001,5024.0702806887075,58
2000,5,24,5,7,5,spanish mackerel,1737.3585311,1737.3585310999995,100
2000,5,51,5,7,5,spanish mackerel,924.82622524,924.8262252400001,100
2001,3,51,5,7,1,spanish mackerel,376.5208925,376.5208924999999,100
2001,3,51,5,7,2,spanish mackerel,383.75662587,383.7566258700003,100
2001,4,51,5,3,1,spanish mackerel,6611.0476886,4702.7824537039205,71.1
2001,4,51,5,7,1,spanish mackerel,1133.99937972,885.6818287936479,78.1
2001,4,51,5,7,5,spanish mackerel,859.1533981599999,859.1533981599991,100
2001,5,24,5,7,5,spanish mackerel,2423.0223501,2423.0223501000005,100
2001,5,51,5,7,1,spanish mackerel,521.73775614,521.73775614,100
2002,4,51,5,3,1,spanish mackerel,2262.0352113,2262.0352113000004,100
2002,4,51,5,7,1,spanish mackerel,1392.72130254,755.8694145063962,54.3
2003,4,24,5,7,5,spanish mackerel,1785.0779677000003,1785.0779677000003,100
2003,4,36,5,3,5,spanish mackerel,34779.283706,34779.28370599999,100
2003,4,51,5,3,5,spanish mackerel,3606.4854782000007,3606.4854781999998,100
2003,4,51,5,7,1,spanish mackerel,758.8296582800001,758.8296582799992,100
2003,4,51,5,7,5,spanish mackerel,8493.83284318,4273.209631067263,50.3
2004,3,51,5,3,1,spanish mackerel,31863.300043600004,31863.300043600004,100
2004,3,51,5,5,2,spanish mackerel,227.80450868,227.80450867999997,100
2004,3,51,5,7,5,spanish mackerel,12621.1005814,9234.882167982478,73.2
2004,4,10,5,3,1,spanish mackerel,3246.6515944,3246.6515944,100
2004,4,24,5,7,5,spanish mackerel,1696.18468494,1696.1846849399992,100
2004,4,51,5,3,1,spanish mackerel,1785.5676603,1785.5676603000004,100
2004,5,24,5,7,5,spanish mackerel,1748.07516252,1748.0751625199996,100
2004,5,34,5,7,2,spanish mackerel,5693.287094,5693.287093999999,100
2004,5,51,5,3,1,spanish mackerel,676.46759246,676.4675924600001,100
2005,4,51,5,3,1,spanish mackerel,23497.878408,23497.878408000004,100
2005,4,51,5,7,1,spanish mackerel,1295.79301365,1295.7930136499997,100
2005,4,51,5,7,2,spanish mackerel,3414.7408172,3414.740817199999,100
2005,5,24,5,5,5,spanish mackerel,174.04714934,174.04714933999998,100
2005,5,24,5,7,5,spanish mackerel,8687.404729340002,7461.529966238964,85.9
2006,5,24,5,5,5,spanish mackerel,174.940393828,174.940393828,100
2007,4,24,5,7,5,spanish mackerel,10170.6643114,7094.043339670548,69.8
2007,4,51,5,7,1,spanish mackerel,2096.53190432,1831.6442217261383,87.4
2007,4,51,5,7,2,spanish mackerel,3931.9285531999994,3931.928553200001,100
2008,3,51,5,3,1,spanish mackerel,6347.9828247000005,6347.9828247,100
2008,3,51,5,3,5,spanish mackerel,1257.9475375,1257.9475374999997,100
2008,3,51,5,7,5,spanish mackerel,12619.019121650002,4920.873758822107,39
2008,4,51,5,5,2,spanish mackerel,560.17297316,560.17297316,100
2008,4,51,5,5,5,spanish mackerel,947.08279045,947.0827904500002,100
2008,4,51,5,7,1,spanish mackerel,556.3700902,556.3700902000006,100
2008,4,51,5,7,5,spanish mackerel,19155.122546439998,6699.039154408591,35
2008,5,24,5,7,5,spanish mackerel,3466.730346,3466.7303459999985,100
2008,5,51,5,7,1,spanish mackerel,283.89601649,283.89601648999997,100
2008,5,51,5,7,5,spanish mackerel,2864.0372656,2864.0372655999986,100
2009,3,51,5,3,5,spanish mackerel,9406.7667151,9406.7667151,100
2009,4,24,5,7,5,spanish mackerel,4637.584055700001,4637.5840557,100
2009,4,51,5,3,1,spanish mackerel,3409.4452867,3409.4452866999995,100
2009,4,51,5,5,5,spanish mackerel,1115.7554094,1115.7554093999995,100
2009,4,51,5,7,5,spanish mackerel,8297.32570651,5427.7239234068065,65.4
2009,5,24,5,4,5,spanish mackerel,7.2367103081,7.236710308100002,100
2009,5,24,5,7,5,spanish mackerel,544.95515432,389.0533763223975,71.4
2010,3,51,5,3,1,spanish mackerel,4336.5574712,4336.557471199999,100
2010,3,51,5,5,1,spanish mackerel,908.21717472,908.2171747200001,100
2010,3,51,5,7,1,spanish mackerel,1419.05938976,1003.4438976163052,70.7
2010,4,24,5,5,5,spanish mackerel,109.26558616,109.26558615999998,100
2010,4,24,5,7,5,spanish mackerel,3341.6407392999995,3341.6407392999995,100
2010,4,51,5,4,5,spanish mackerel,20.988115952,20.988115952,100
2010,4,51,5,5,5,spanish mackerel,1181.43833364,1181.43833364,100
2010,4,51,5,7,5,spanish mackerel,34860.734375800006,14419.412798216648,41.4
2010,5,24,5,7,5,spanish mackerel,1449.5130146,1449.5130146000006,100
2010,5,51,5,7,1,spanish mackerel,731.26751648,731.2675164800002,100
2010,5,51,5,7,5,spanish mackerel,4511.0519594,4511.0519594000025,100
2011,3,51,5,5,1,spanish mackerel,11.639329134899999,11.639329134900002,100
2011,4,51,5,3,5,spanish mackerel,56659.482912,41065.909808981676,72.5
2011,4,51,5,5,1,spanish mackerel,62.268187966800006,44.789590691725685,71.9
2011,4,51,5,7,1,spanish mackerel,3329.2475981899997,2314.5463302944822,69.5
2011,4,51,5,7,5,spanish mackerel,11453.827351200001,7251.425420161139,63.3
2011,5,24,5,7,5,spanish mackerel,9237.2702869,6572.559075340371,71.2
2011,5,51,5,7,2,spanish mackerel,6737.05241,6737.052409999998,100
2011,5,51,5,7,5,spanish mackerel,5488.172028,4245.958375375658,77.4
2012,3,51,5,3,1,spanish mackerel,3601.4706821,3601.4706821,100
2012,3,51,5,5,1,spanish mackerel,464.69252362179986,265.67762296243785,57.2
2012,4,51,5,3,1,spanish mackerel,29799.15934,29799.15934,100
2012,4,51,5,5,1,spanish mackerel,103.89421603,103.89421603,100
2012,4,51,5,7,1,spanish mackerel,1021.96527296,759.6080431401733,74.3
2012,4,51,5,7,5,spanish mackerel,10643.702598,7207.155552262336,67.7
2012,5,24,5,7,2,spanish mackerel,6564.3938514,6564.393851400001,100
2012,5,24,5,7,5,spanish mackerel,3119.802241,3119.802241000001,100
2012,5,51,5,7,5,spanish mackerel,2471.7952349,2471.7952348999997,100
2013,4,51,5,7,1,spanish mackerel,13779.937846612,7832.673796505172,56.8
2013,4,51,5,7,2,spanish mackerel,2975.49650306,2843.8111092858176,95.6
2013,4,51,5,7,5,spanish mackerel,6506.317677261,1645.8092835755162,25.3
2013,5,24,5,7,5,spanish mackerel,8568.681242,6411.614381358349,74.8
2014,3,51,5,7,5,spanish mackerel,348.71496485,348.71496484999994,100
2014,4,24,5,7,5,spanish mackerel,3503.6652371,0,0
2014,4,51,5,5,1,spanish mackerel,179.53384682,179.53384682,100
2014,4,51,5,7,1,spanish mackerel,4909.67542573,2306.1930089826883,47
2014,4,51,5,7,5,spanish mackerel,1495.732771,1495.732771,100
2014,5,24,5,7,5,spanish mackerel,10090.28734618,8871.328608448495,87.9
2014,5,51,5,7,5,spanish mackerel,3262.46443805,2508.8421810928585,76.9
2015,3,51,5,3,1,spanish mackerel,15466.21783,15466.217829999998,100
2015,3,51,5,7,1,spanish mackerel,1275.4671542199999,895.3499938035874,70.2
2015,3,51,5,7,2,spanish mackerel,470.57734284000003,470.57734283999986,100
2015,4,51,5,7,5,spanish mackerel,5741.00493648,3200.49649782131,55.7
2015,5,24,5,7,5,spanish mackerel,4856.0476984,4856.0476984,100
2015,5,51,5,5,1,spanish mackerel,18.8652838062,0,0
2016,3,51,5,3,1,spanish mackerel,49055.6869574,49055.6869574,100
2016,3,51,5,7,1,spanish mackerel,2696.3004427,2696.300442700001,100
2016,3,51,5,7,2,spanish mackerel,714.54028507,714.5402850699995,100
2016,3,51,5,7,5,spanish mackerel,4614.89090672,4096.736641429545,88.8
2016,4,24,5,7,5,spanish mackerel,12327.9043534,8075.728637199999,65.5
2016,4,51,5,3,1,spanish mackerel,64375.8059979,64375.8059979,100
2016,4,51,5,5,1,spanish mackerel,916.2901773954002,630.5791079762005,68.8
2016,4,51,5,5,2,spanish mackerel,336.38076927400004,242.25480824284745,72
2016,4,51,5,5,5,spanish mackerel,4597.736046973,3611.2445123059265,78.5
2016,4,51,5,7,1,spanish mackerel,2749.18226861,2023.5165547470435,73.6
2016,4,51,5,7,2,spanish mackerel,278.64880665,278.64880665000004,100
2016,4,51,5,7,5,spanish mackerel,6484.2626605099995,2836.7089637933227,43.7
2016,5,24,5,7,5,spanish mackerel,9918.340824,9918.340824,100
2016,5,51,5,7,5,spanish mackerel,2811.4536036299996,2266.758110873213,80.6
2017,3,51,5,5,1,spanish mackerel,60.742599917199996,21.0974705468,34.7
2017,3,51,5,5,2,spanish mackerel,299.53788868,299.53788868,100
2017,3,51,5,7,1,spanish mackerel,405.56730121,405.56730120999987,100
2017,3,51,5,7,5,spanish mackerel,680.01413433,680.0141343300003,100
2017,4,51,5,4,5,spanish mackerel,7.7735635765,7.7735635765,100
2017,4,51,5,7,1,spanish mackerel,5764.74067555,3947.8208550534605,68.5
2017,4,51,5,7,5,spanish mackerel,9067.32192128,3712.5169571173114,40.9
2017,5,24,5,5,5,spanish mackerel,414.70920857,0,0
2017,5,24,5,7,5,spanish mackerel,754.0210485599999,754.02104856,100
2017,5,51,5,7,2,spanish mackerel,698.50869538,698.5086953799998,100
2017,5,51,5,7,5,spanish mackerel,2457.97034868,2457.9703486799995,100
2018,3,51,5,5,1,spanish mackerel,17.313772476,17.313772476000004,100
2018,3,51,5,7,1,spanish mackerel,1822.589472453,1009.0414735644157,55.4
2018,3,51,5,7,5,spanish mackerel,288.29985624,288.29985624000005,100
2018,4,24,5,4,5,spanish mackerel,87.905864814,87.90586481399998,100
2018,4,24,5,5,5,spanish mackerel,1335.748881,1335.748881,100
2018,4,24,5,7,5,spanish mackerel,15694.5675911,9540.709140048719,60.8
2018,4,51,5,3,1,spanish mackerel,4298.1628518,4298.1628518,100
2018,4,51,5,5,1,spanish mackerel,577.9177094267999,228.53096854308916,39.5
2018,4,51,5,7,1,spanish mackerel,4207.843875119999,3023.7705100532876,71.9
2018,4,51,5,7,5,spanish mackerel,15917.938916,7567.508692859831,47.5
2018,5,10,5,7,1,spanish mackerel,948.5726463000001,948.5726462999997,100
2018,5,24,5,7,5,spanish mackerel,7808.4923588,7808.492358800001,100
2018,5,51,5,3,5,spanish mackerel,18114.695133799996,18114.695133799996,100
2018,5,51,5,7,5,spanish mackerel,8595.304761260002,4250.280218777078,49.4
2018,6,51,5,3,5,spanish mackerel,7561.7279238,7561.7279238,100
2019,3,51,5,3,1,spanish mackerel,19243.810791,12386.858929990405,64.4
2019,3,51,5,3,5,spanish mackerel,5058.663011,5058.663010999999,100
2019,3,51,5,5,1,spanish mackerel,388.9343182817999,192.53876610719453,49.5
2019,3,51,5,5,2,spanish mackerel,102.04453874000001,102.04453874000001,100
2019,3,51,5,7,1,spanish mackerel,13608.83611375,10370.662075572694,76.2
2019,3,51,5,7,5,spanish mackerel,1586.6055182599998,963.5144307661111,60.7
2019,4,10,5,3,5,spanish mackerel,395.20761908,395.20761907999974,100
2019,4,24,5,4,5,spanish mackerel,294.6336099,294.63360990000007,100
2019,4,24,5,5,5,spanish mackerel,232.24119060200002,164.24536694661919,70.7
2019,4,24,5,7,1,spanish mackerel,452.10976548,452.1097654799998,100
2019,4,24,5,7,5,spanish mackerel,36552.61088525999,10415.931669109272,28.5
2019,4,34,5,3,1,spanish mackerel,9411.0245477,9411.024547699997,100
2019,4,34,5,3,5,spanish mackerel,46584.764898,0,0
2019,4,36,5,3,5,spanish mackerel,1315.9339916,1315.9339916,100
2019,4,51,5,3,1,spanish mackerel,34297.3612057,25506.67223417105,74.4
2019,4,51,5,3,5,spanish mackerel,10491.6694818,10491.669481799998,100
