PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,STRIPED BASS,200565108311we,1647720051127565,2005,5,42,133,10,5,65,1,3,E,5,3.5,,20,4,1,1,0,0,0,0,,,1647720051127004,5,6,2,,0,0,O,,1647720051127,1,11,we,1647720051127004,,,,,1409,,1,1,8,1,8,,20060403,8,0,,,,,8835020102,,555.00203853,200565108311we,,0,1647720051127004,8,17331,03/03/2025
,STRIPED BASS,200565108311we,1647720051127565,2005,5,42,45,10,5,65,1,3,E,5,3.5,,10,1,1,1,0,0,0,0,,,1647720051127005,5,6,2,,0,0,O,,1647720051127,1,11,we,1647720051127005,,,,,1451,,1,1,8,1,8,,20060403,8,0,,,,,8835020102,,555.00203853,200565108311we,,0,1647720051127005,8,19061,03/03/2025
,STRIPED BASS,200565108311we,1647720051127565,2005,5,42,45,10,5,65,1,3,E,5,3.5,,10,1,1,1,0,0,0,0,,,1647720051127006,5,6,2,,0,0,O,,1647720051127,1,11,we,1647720051127006,,,,,1452,,1,1,8,1,8,,20060403,8,0,,,,,8835020102,,555.00203853,200565108311we,,0,1647720051127006,8,19061,03/03/2025
,STRIPED BASS,200565108311we,1647720051127565,2005,5,42,45,10,5,65,1,3,E,5,3.5,,10,1,1,1,0,0,0,0,,,1647720051127007,5,6,2,,0,0,O,,1647720051127,1,11,we,1647720051127007,,,,,1453,,1,1,8,1,8,,20060403,8,0,,,,,8835020102,,555.00203853,200565108311we,,0,1647720051127007,8,19061,03/03/2025
,STRIPED BASS,200565108311we,1647720051127565,2005,5,42,45,10,5,65,1,3,E,5,3.5,,10,1,1,1,0,0,0,0,,,1647720051127008,5,6,2,,0,0,O,,1647720051127,1,11,we,1647720051127008,,,,,1454,,1,1,8,1,8,,20060403,8,0,,,,,8835020102,,555.00203853,200565108311we,,0,1647720051127008,8,19061,03/03/2025
,STRIPED BASS,200565108311we,1647720051127565,2005,5,42,101,10,5,65,1,3,E,5,5,0,12,6,2,1,1,0,0,0,,,1647720051127009,5,6,2,,0,0,O,,1647720051127,1,11,we,1647720051127009,1,,,,1456,,1,1,8,1,8,,20060403,8,0,,,,,8835020102,,555.00203853,200565108311we,,0,1647720051127009,8,19114,03/03/2025
,STRIPED BASS,200565108311we,164772005112751,2005,5,10,5,10,5,1,4,3,5,5,3,,300,50,1,1,0,0,0,0,,,1647720051127010,5,6,2,,0,0,Y,,1647720051127,1,11,we,1647720051127010,,,,SUSSEX,1556,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,998.34857496,200565108311we,,0,1647720051127010,8,19970,03/03/2025
,STRIPED BASS,200565108311we,164772005112751,2005,5,10,5,10,5,1,4,3,5,5,3,0,200,50,1,1,1,0,0,0,,,1647720051127011,5,6,2,,0,0,Y,,1647720051127,1,11,we,1647720051127011,1,,,SUSSEX,1601,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,998.34857496,200565108311we,,0,1647720051127011,8,19966,03/03/2025
,STRIPED BASS,200565108311we,164772005112751,2005,5,10,5,10,5,1,4,3,5,5,5,0,200,50,2,1,1,0,0,0,,,1647720051127012,5,6,2,,0,0,Y,,1647720051127,1,11,we,1647720051127012,1,,,SUSSEX,1611,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,998.34857496,200565108311we,,0,1647720051127012,8,19958,03/03/2025
,STRIPED BASS,200565108311we,164772005112751,2005,5,10,5,10,5,1,4,3,5,5,4,0,300,50,2,1,1,0,0,0,,,1647720051127013,5,6,2,,0,0,Y,,1647720051127,1,11,we,1647720051127013,1,,,SUSSEX,1614,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,998.34857496,200565108311we,,0,1647720051127013,8,19975,03/03/2025
,TAUTOG,200565108311we,164772005112751,2005,5,10,5,10,5,1,2,3,5,5,5,0,250,30,2,1,0,3,0,0,,,1647720051127014,5,6,1,,0,0,Y,,1647720051127,1,11,we,1647720051127014,1,3,0,SUSSEX,1647,,1,1,8,2,1,,20060403,8,2,,,,,8839010101,,998.34857496,200565108311we,,0,1647720051127014,8,19933,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,5,0,150,20,1,1,1,0,0,0,,,1647720051211001,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211001,1,,,SUSSEX,1416,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211001,8,19939,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,4,0,150,8,1,1,1,0,0,0,,,1647720051211002,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211002,1,,,SUSSEX,1420,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211002,8,19979,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,3,,250,30,1,1,0,0,0,0,,,1647720051211003,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211003,,,,SUSSEX,1546,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211003,8,19970,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,5,,200,16,1,1,0,0,0,0,,,1647720051211004,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211004,,,,SUSSEX,1549,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211004,8,19966,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,7,0,250,45,1,1,2,0,0,0,,,1647720051211005,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211005,1,,,SUSSEX,1551,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211005,8,19971,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,3,0,200,30,1,1,1,0,0,0,,,1647720051211006,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211006,1,,,SUSSEX,1554,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211006,8,19971,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,4,0,75,10,1,1,0,1,0,0,,,1647720051211007,5,6,1,,0,0,Y,,1647720051211,1,12,we,1647720051211007,1,1,0,SUSSEX,1603,,1,1,8,2,1,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211007,8,19930,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,3.5,0,250,30,1,1,1,0,0,0,,,1647720051211008,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211008,1,,,SUSSEX,1607,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211008,8,19970,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,10,5,10,5,1,4,3,5,5,2.5,0,100,15,1,1,1,0,0,0,,,1647720051211009,5,6,2,,0,0,Y,,1647720051211,1,12,we,1647720051211009,1,,,SUSSEX,1616,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,143.7617809,200565108312we,,0,1647720051211009,8,19970,03/03/2025
,STRIPED BASS,200565108312we,164772005121151,2005,5,24,510,10,5,1,4,3,5,5,8,0,50,4,1,1,1,0,0,0,,,1647720051211010,5,6,2,,0,0,O,,1647720051211,1,12,we,1647720051211010,1,,,BALTIMORE CITY,1623,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,152.47915507,200565108312we,,0,1647720051211010,8,21223,03/03/2025
,STRIPED BASS,200565108312we,214132005121051,2005,7,12,119,10,5,1,4,3,5,5,8,0,300,60,1,1,1,0,0,0,,,2141320051210001,5,6,2,,0,0,O,,2141320051210,1,12,we,2141320051210001,1,,,SUMTER,1448,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,369.44373801,200565108312we,,0,2141320051210001,8,33597,03/03/2025
,STRIPED BASS,200565108312we,214132005121051,2005,5,42,71,10,5,1,4,3,5,5,1.5,,50,8,1,1,0,0,0,0,,,2141320051210002,5,6,2,,0,0,O,,2141320051210,1,12,we,2141320051210002,,,,,1515,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,369.44373801,200565108312we,,0,2141320051210002,8,17527,03/03/2025
,STRIPED BASS,200565108312we,214132005121051,2005,5,10,5,10,5,1,4,3,5,5,1,,300,40,1,1,0,0,0,0,,,2141320051210003,5,6,2,,0,0,Y,,2141320051210,1,12,we,2141320051210003,,,,SUSSEX,1546,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,348.32229818,200565108312we,,0,2141320051210003,8,19970,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,1,10,1,27,1,3,E,5,1.5,,10,5,1,1,0,0,0,0,,,2611420051106001,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106001,,,,KENT,1509,,1,1,8,2,8,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106001,8,19904,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,1,10,1,27,1,3,E,5,1.5,,18,0,1,1,0,0,0,0,,,2611420051106002,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106002,,,,KENT,1512,,1,1,8,1,8,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106002,8,19904,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,1,10,1,27,5,3,E,5,1.5,0,69,8,1,1,0,0,0,0,,,2611420051106003,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106003,,,,KENT,1548,,1,1,8,1,8,,20060403,8,5,,,,,,,1195.4624156,200565108311we,,0,2611420051106003,8,19977,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,1,10,1,27,1,3,E,5,9,0,15,9,1,1,3,4,0,0,,,2611420051106004,5,6,1,,0,0,Y,,2611420051106,1,11,we,2611420051106004,1,1,0,KENT,1603,,1,1,8,1,1,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106004,8,19904,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,1,10,1,27,1,3,E,5,9,,15,9,1,1,0,0,0,0,,,2611420051106005,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106005,,,,KENT,1607,,1,1,8,1,8,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106005,8,19904,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,1,10,1,27,1,3,E,5,2,,50,5,2,1,0,0,0,0,,,2611420051106006,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106006,,,,KENT,1629,,1,1,8,1,8,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106006,8,19977,03/03/2025
,ATLANTIC CROAKER,200565108311we,2611420051106127,2005,5,10,1,10,1,27,5,3,E,5,4,0,60,1,2,1,2,0,0,0,,,2611420051106007,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106007,1,,,KENT,1651,,1,1,8,1,8,,20060403,8,5,,,,,8835440702,,1195.4624156,200565108311we,,0,2611420051106007,8,19938,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,3,10,1,27,5,3,E,5,4.5,0,150,2,1,1,1,5,0,0,,,2611420051106008,5,6,1,,0,0,Y,,2611420051106,1,11,we,2611420051106008,1,1,0,NEW CASTLE,1706,,1,1,8,1,1,,20060403,8,5,,,,,,,1195.4624156,200565108311we,,0,2611420051106008,8,19802,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,3,10,1,27,1,3,E,5,4,0,16,1,1,2,3,3,0,0,,,2611420051106009,5,6,1,,0,0,Y,,2611420051106,1,11,we,2611420051106009,1,,,NEW CASTLE,1719,,1,1,2,1,2,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106009,8,19702,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,3,10,1,27,1,3,E,5,4.5,0,16,1,1,0,4,0,1,0,,,2611420051106010,5,6,3,,0,0,Y,,2611420051106,1,11,we,2611420051106009,1,,,NEW CASTLE,1722,,1,1,8,1,8,,20060403,8,0,,,,,,,1195.4624156,200565108311we,,0,2611420051106009,8,19702,03/03/2025
,,200565108311we,2611420051106127,2005,5,10,3,10,1,27,5,3,E,5,6.5,0,998,9,1,1,1,1,0,0,,,2611420051106011,5,6,1,,0,0,Y,,2611420051106,1,11,we,2611420051106011,1,0,1,NEW CASTLE,1731,,1,1,8,1,1,,20060403,8,5,,,,,,,1195.4624156,200565108311we,,0,2611420051106011,8,19720,03/03/2025
STRIPED BASS,ATLANTIC CROAKER,200565108311we,2611420051106127,2005,5,10,1,10,1,27,1,3,E,5,17.5,0,15,4,1,1,4,0,0,0,,,2611420051106012,5,6,2,,0,0,Y,,2611420051106,1,11,we,2611420051106012,1,,,KENT,1739,,1,1,8,2,8,,20060403,8,0,,,,,8835440702,8835020102,1195.4624156,200565108311we,,0,2611420051106012,8,19901,03/03/2025
,STRIPED BASS,200565108312we,261842005120451,2005,5,10,5,10,5,1,2,3,5,5,1.5,,10,10,1,1,0,0,0,0,,,2618420051204001,5,6,2,,0,0,Y,,2618420051204,1,12,we,2618420051204001,,,,SUSSEX,1417,,1,1,8,2,8,,20060403,8,2,,,,,8835020102,,277.17081391,200565108312we,,0,2618420051204001,8,19968,03/03/2025
,STRIPED BASS,200565108312we,261842005120451,2005,5,42,133,10,5,1,2,3,5,5,3.5,,4,2,1,1,0,0,0,0,,,2618420051204002,5,6,2,,0,0,O,,2618420051204,1,12,we,2618420051204002,,,,,1427,,1,1,8,1,8,,20060403,8,2,,,,,8835020102,,293.97779612,200565108312we,,0,2618420051204002,8,17362,03/03/2025
,TAUTOG,200565108312we,261842005120451,2005,5,10,5,10,5,1,2,3,5,5,3,,60,15,1,1,0,0,0,0,,,2618420051204003,5,6,2,,0,0,Y,,2618420051204,1,12,we,2618420051204003,,,,SUSSEX,1436,,1,1,8,1,8,,20060403,8,2,,,,,8839010101,,277.17081391,200565108312we,,0,2618420051204003,8,19971,03/03/2025
,TAUTOG,200565108312we,261842005120451,2005,5,10,5,10,5,1,2,3,5,5,4,0,50,10,1,1,1,0,0,0,,,2618420051204004,5,6,2,,0,0,Y,,2618420051204,1,12,we,2618420051204004,1,,,SUSSEX,1458,,1,1,8,1,8,,20060403,8,2,,,,,8839010101,,277.17081391,200565108312we,,0,2618420051204004,8,19958,03/03/2025
,STRIPED BASS,200565108312we,261842005120451,2005,5,10,5,10,5,1,2,3,5,5,3,,100,20,1,1,0,0,0,0,,,2618420051204005,5,6,2,,0,0,Y,,2618420051204,1,12,we,2618420051204005,,,,SUSSEX,1534,,1,1,8,1,8,,20060403,8,2,,,,,8835020102,,277.17081391,200565108312we,,0,2618420051204005,8,19960,03/03/2025
,STRIPED BASS,200565108312we,261842005120451,2005,5,10,5,10,5,1,2,3,5,5,1,,300,60,1,1,0,0,0,0,,,2618420051204006,5,6,2,,0,0,Y,,2618420051204,1,12,we,2618420051204006,,,,SUSSEX,1546,,1,1,8,1,8,,20060403,8,2,,,,,8835020102,,277.17081391,200565108312we,,0,2618420051204006,8,19945,03/03/2025
,,200565108312we,2618420051204565,2005,5,24,31,10,5,65,1,3,E,5,3,,10,3,1,1,0,0,0,0,,,2618420051204007,5,6,2,,0,0,O,,2618420051204,1,12,we,2618420051204007,,,,MONTGOMERY,1701,,1,1,8,1,8,,20060403,8,0,,,,,,,1066.0490326,200565108312we,,0,2618420051204007,8,20817,03/03/2025
,,200565108312we,2618420051204565,2005,5,24,31,10,5,65,1,3,E,5,3,,10,3,8,1,0,0,0,0,,,2618420051204008,5,6,2,,0,0,O,,2618420051204,1,12,we,2618420051204008,,,,MONTGOMERY,1706,,1,8,8,2,8,,20060403,8,0,,,,,,,1066.0490326,200565108312we,,0,2618420051204008,8,99998,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,42,71,10,5,1,4,3,5,5,5,0,40,8,1,1,1,0,0,0,,,2618620051102001,5,6,2,,0,0,O,,2618620051102,1,11,wd,2618620051102001,1,,,,1230,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,452.32260555,200565108311wd,,0,2618620051102001,8,17522,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,3.5,,20,2,1,1,0,0,0,0,,,2618620051102002,5,6,2,,0,0,Y,,2618620051102,1,11,wd,2618620051102002,,,,SUSSEX,1250,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102002,8,19939,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,6,0,100,40,1,1,1,0,0,0,,,2618620051102003,5,6,2,,0,0,Y,,2618620051102,1,11,wd,2618620051102003,1,,,SUSSEX,1340,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102003,8,19970,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,5.5,0,300,60,2,1,1,0,0,0,,,2618620051102004,5,6,2,,0,0,Y,,2618620051102,1,11,wd,2618620051102004,1,,,SUSSEX,1349,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102004,8,19958,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,5,,90,24,1,1,0,0,0,0,,,2618620051102005,5,6,2,,0,0,Y,,2618620051102,1,11,wd,2618620051102005,,,,SUSSEX,1400,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102005,8,19958,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,3,,5,5,1,1,0,0,0,0,,,2618620051102006,5,6,2,,0,0,Y,,2618620051102,1,11,wd,2618620051102006,,,,SUSSEX,1502,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102006,8,19945,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,3,0,85,35,1,1,1,0,0,0,,,2618620051102007,5,6,2,,0,0,Y,,2618620051102,1,11,wd,2618620051102007,1,,,SUSSEX,1534,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102007,8,19966,03/03/2025
,STRIPED BASS,200565108311wd,261862005110251,2005,5,10,5,10,5,1,4,3,5,5,3,0,150,40,1,1,0,1,0,0,,,2618620051102008,5,6,1,,0,0,Y,,2618620051102,1,11,wd,2618620051102008,1,1,0,SUSSEX,1559,,1,1,8,1,1,,20060403,8,4,,,,,8835020102,,426.46290429,200565108311wd,,0,2618620051102008,8,19970,03/03/2025
,STRIPED BASS,200565108312wd,261862005120651,2005,5,10,5,10,5,1,4,3,5,5,2,0,250,45,1,1,1,0,0,0,,,2618620051206001,5,6,2,,0,0,Y,,2618620051206,1,12,wd,2618620051206001,1,,,SUSSEX,912,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,1293.0115803,200565108312wd,,0,2618620051206001,8,19958,03/03/2025
,STRIPED BASS,200565108312wd,261862005120651,2005,5,10,5,10,5,1,4,3,5,5,2.5,0,300,58,2,1,1,0,0,0,,,2618620051206002,5,6,2,,0,0,Y,,2618620051206,1,12,wd,2618620051206002,1,,,SUSSEX,952,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,1293.0115803,200565108312wd,,0,2618620051206002,8,99998,03/03/2025
,STRIPED BASS,200565108312wd,264772005121551,2005,5,10,5,10,5,1,4,3,5,5,4.5,0,45,8,2,1,1,0,0,0,,,2647720051215001,5,6,2,,0,0,Y,,2647720051215,1,12,wd,2647720051215001,1,,,SUSSEX,1320,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,626.63637936,200565108312wd,,0,2647720051215001,8,19966,03/03/2025
,STRIPED BASS,200565108312wd,264772005121551,2005,5,10,3,10,5,1,4,3,5,5,4.5,0,70,10,1,1,1,0,0,0,,,2647720051215002,5,6,2,,0,0,Y,,2647720051215,1,12,wd,2647720051215002,1,,,NEW CASTLE,1323,,1,1,8,2,8,,20060403,8,4,,,,,8835020102,,626.63637936,200565108312wd,,0,2647720051215002,8,19707,03/03/2025
,STRIPED BASS,200565108312wd,264772005122951,2005,5,10,5,10,5,1,4,3,5,5,3,,300,45,1,1,0,0,0,0,,,2647720051229001,5,6,2,,0,0,Y,,2647720051229,1,12,wd,2647720051229001,,,,SUSSEX,1333,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,787.06003884,200565108312wd,,0,2647720051229001,8,19970,03/03/2025
,STRIPED BASS,200565108312wd,264772005122951,2005,5,42,29,10,5,1,4,3,5,5,3,0,250,20,1,1,1,0,0,0,,,2647720051229002,5,6,2,,0,0,O,,2647720051229,1,12,wd,2647720051229002,1,,,,1334,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,834.78549697,200565108312wd,,0,2647720051229002,8,19311,03/03/2025
,STRIPED BASS,200565108312wd,264772005122951,2005,5,10,5,10,5,1,4,3,5,5,3.5,,175,20,1,1,0,0,0,0,,,2647720051229003,5,6,2,,0,0,Y,,2647720051229,1,12,wd,2647720051229003,,,,SUSSEX,1357,,1,1,8,1,8,,20060403,8,4,,,,,8835020102,,787.06003884,200565108312wd,,0,2647720051229003,8,19930,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,3,10,5,77,6,4,1,1,4.5,,0,0,1,1,0,0,0,0,16,1,1611420051109001,5,6,2,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,,,,NEW CASTLE,1505,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109001,8,19713,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,3,10,5,77,6,4,1,1,5,,12,2,1,1,0,0,0,1,16,2,1611420051109002,5,6,2,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,,,,NEW CASTLE,1508,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109002,8,19713,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,3,10,5,77,6,4,1,1,5,,18,4,1,1,0,0,0,1,16,2,1611420051109003,5,6,2,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,,,,NEW CASTLE,1511,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109003,8,19809,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,5,10,5,77,6,4,1,1,5,,30,10,1,1,0,0,0,1,16,2,1611420051109004,5,6,2,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,,,,SUSSEX,1514,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109004,8,19970,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,3,10,5,77,6,4,1,1,5,0,36,0,1,1,0,0,0,1,16,2,1611420051109005,5,6,2,1,1,8,Y,1,1611420051109,6,11,wd,1611420051109001,1,,,NEW CASTLE,1518,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109005,8,19720,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,24,3,10,5,77,6,4,1,1,5,0,0,0,1,1,0,1,0,1,16,2,1611420051109006,5,6,1,1,0,8,O,1,1611420051109,6,11,wd,1611420051109001,1,1,0,ANNE ARUNDEL,1521,,1,1,8,1,1,,20060403,1,6,,1,,,8835020102,,5.4380035336,200565108411wd,,0,1611420051109006,8,21144,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,42,133,10,5,77,6,4,1,1,5,,15,2,1,1,0,0,0,1,16,2,1611420051109007,5,6,2,1,0,8,O,1,1611420051109,6,11,wd,1611420051109001,,,,,1524,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,5.4380035336,200565108411wd,,0,1611420051109007,8,17402,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,42,133,10,5,77,6,4,1,1,5,0,10,2,1,1,0,1,0,1,16,2,1611420051109008,5,6,1,1,0,8,O,1,1611420051109,6,11,wd,1611420051109001,1,1,0,,1527,,1,1,8,2,1,,20060403,1,6,,1,,,8835020102,,5.4380035336,200565108411wd,,0,1611420051109008,8,17302,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,5,10,5,77,6,4,1,1,5,0,6,0,1,1,0,1,0,1,16,2,1611420051109009,5,6,1,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,1,1,0,SUSSEX,1530,,1,1,8,1,1,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109009,8,19971,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,34,29,10,5,77,6,4,1,1,5,0,0,0,1,1,0,1,0,1,16,2,1611420051109010,5,6,1,1,0,8,O,1,1611420051109,6,11,wd,1611420051109001,1,1,0,OCEAN,1533,,1,1,8,1,1,,20060403,1,6,,1,,,8835020102,,5.4380035336,200565108411wd,,0,1611420051109010,8,08050,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,24,33,10,5,77,6,4,1,1,5,,0,0,1,1,0,0,0,1,16,2,1611420051109011,5,6,2,1,0,8,O,1,1611420051109,6,11,wd,1611420051109001,,,,PRINCE GEORGES,1536,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,5.4380035336,200565108411wd,,0,1611420051109011,8,20735,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,5,10,5,77,6,4,1,1,5,0,301,60,1,1,0,1,0,1,16,2,1611420051109012,5,6,1,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,1,1,0,SUSSEX,1630,,1,1,8,1,1,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109012,8,19971,03/03/2025
,STRIPED BASS,200565108411wd,1611420051109577,2005,5,10,1,10,5,77,6,4,1,1,2,,25,25,1,1,0,0,0,1,16,2,1611420051109013,5,6,2,1,0,8,Y,1,1611420051109,6,11,wd,1611420051109001,,,,KENT,1539,,1,1,8,1,8,,20060403,1,6,,1,,,8835020102,,4.5170289418,200565108411wd,,0,1611420051109013,8,19946,03/03/2025
