PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,PRIM1,PRIM2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,MUNI_RES,MUNI_TRP,TSN1,TSN2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200526128703we,123412005031311306,2005,6,12,11,12,11,306,8,7,5,5,2,,8,0,1,1,0,0,0,1,5,2,1234120050313018,6,2,2,,,,Y,,1234120050313,,03,we,1234120050313017,,,,BROWARD,2217,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2779.311876,200526128703we,,0,1234120050313018,8,33060,03/03/2025
,,200526128703we,123412005031311306,2005,0,99,998,12,11,306,8,7,5,5,2,,0,0,1,1,0,0,0,1,5,2,1234120050313019,6,2,2,,,,O,,1234120050313,,03,we,1234120050313017,,,,,2219,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2547.3171427,200526128703we,,0,1234120050313019,8,99997,03/03/2025
,,200526128703we,123412005031311306,2005,0,99,998,12,11,306,8,7,5,5,2,,0,0,1,1,0,0,0,1,5,2,1234120050313020,6,2,2,,,,O,,1234120050313,,03,we,1234120050313017,,,,,2220,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2547.3171427,200526128703we,,0,1234120050313020,8,99997,03/03/2025
,,200526128703we,123412005031311306,2005,0,99,998,12,11,306,8,7,5,5,2,,0,0,1,1,0,0,0,1,5,2,1234120050313021,6,2,2,,,,O,,1234120050313,,03,we,1234120050313017,,,,,2221,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2547.3171427,200526128703we,,0,1234120050313021,8,99997,03/03/2025
,,200526128703we,123412005031311306,2005,6,12,11,12,11,306,8,7,5,5,3,,15,7,1,1,0,0,0,0,2,1,1234120050313023,6,2,2,,,,Y,,1234120050313,,03,we,1234120050313023,,,,BROWARD,33,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2779.311876,200526128703we,,0,1234120050313023,8,33060,03/03/2025
,,200526128703we,123412005031311306,2005,6,12,11,12,11,306,8,7,5,5,3,,6,1,1,1,0,0,0,1,2,2,1234120050313024,6,2,2,,,,Y,,1234120050313,,03,we,1234120050313023,,,,BROWARD,37,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2779.311876,200526128703we,,0,1234120050313024,8,33060,03/03/2025
,,200526128703we,123412005031925296,2005,6,12,86,12,86,296,8,7,H,5,1,,40,6,1,1,0,0,0,0,6,1,1234120050319001,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319001,,,,MIAMI-DADE,1812,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1564.2417433,200526128703we,,0,1234120050319001,8,33012,03/03/2025
,,200526128703we,123412005031925296,2005,6,12,86,12,86,296,8,7,H,5,1,,40,6,1,1,0,0,0,1,6,2,1234120050319002,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319001,,,,MIAMI-DADE,1814,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1564.2417433,200526128703we,,0,1234120050319002,8,33012,03/03/2025
,,200526128703we,123412005031925296,2005,6,12,86,12,86,296,8,7,H,5,1,0,60,12,1,1,1,0,0,1,6,2,1234120050319003,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319001,1,,,MIAMI-DADE,1816,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1564.2417433,200526128703we,,0,1234120050319003,8,33012,03/03/2025
,,200526128703we,123412005031925296,2005,0,99,998,12,86,296,8,7,H,5,1,,2,2,1,1,0,0,0,1,6,2,1234120050319004,6,2,2,,,,O,,1234120050319,,03,we,1234120050319001,,,,,1818,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,1433.6713495,200526128703we,,0,1234120050319004,8,99997,03/03/2025
,,200526128703we,123412005031925296,2005,0,99,998,12,86,296,8,7,H,5,1,,2,2,1,1,0,0,0,1,6,2,1234120050319005,6,2,2,,,,O,,1234120050319,,03,we,1234120050319001,,,,,1820,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,1433.6713495,200526128703we,,0,1234120050319005,8,99997,03/03/2025
,,200526128703we,123412005031925296,2005,6,12,86,12,86,296,8,7,H,5,1,,0,0,2,1,0,0,0,1,6,2,1234120050319006,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319001,,,,MIAMI-DADE,1821,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1564.2417433,200526128703we,,0,1234120050319006,8,33012,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,1.5,,35,4,1,1,0,0,0,0,3,1,1234120050319011,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319011,,,,BROWARD,2129,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319011,8,33060,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,1.5,0,12,1,1,1,1,0,0,1,3,2,1234120050319012,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319011,1,,,BROWARD,2131,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319012,8,33067,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,1.5,,1,1,1,1,0,0,0,1,3,2,1234120050319013,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319011,,,,BROWARD,2133,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319013,8,33067,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,3,0,2,1,1,2,1,2,0,0,2,1,1234120050319014,6,2,1,,,,Y,,1234120050319,,03,we,1234120050319014,1,2,0,BROWARD,2238,,,8,1,1,2,1,2,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319014,8,33064,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,3,0,3,1,1,0,1,0,1,1,2,2,1234120050319015,6,2,3,,,,Y,,1234120050319,,03,we,1234120050319014,1,,,BROWARD,2241,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319014,8,33064,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,2,,60,10,1,1,0,0,0,0,3,1,1234120050319016,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319016,,,,BROWARD,101,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319016,8,33060,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,2,,75,20,1,1,0,0,0,1,3,2,1234120050319017,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319016,,,,BROWARD,103,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319017,8,33060,03/03/2025
,,200526128703we,123412005031911306,2005,6,12,11,12,11,306,8,7,5,5,2,,12,2,1,1,0,0,0,1,3,2,1234120050319018,6,2,2,,,,Y,,1234120050319,,03,we,1234120050319016,,,,BROWARD,109,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2792.7601593,200526128703we,,0,1234120050319018,8,33060,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,3,0,30,4,1,1,2,0,0,0,5,1,1234120050320013,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320013,1,,,MIAMI-DADE,11,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320013,8,33010,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,3,0,22,3,1,1,1,0,0,1,5,2,1234120050320014,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320013,1,,,MIAMI-DADE,12,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320014,8,33010,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,3,0,12,2,1,1,1,0,0,1,5,2,1234120050320015,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320013,1,,,MIAMI-DADE,14,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320015,8,33010,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,3,0,12,2,1,1,1,0,0,1,5,2,1234120050320016,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320013,1,,,MIAMI-DADE,15,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320016,8,33010,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,3,,5,2,1,1,0,0,0,1,5,2,1234120050320017,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320013,,,,MIAMI-DADE,17,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320017,8,99998,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,2,,998,8,2,1,0,0,0,0,4,1,1234120050320018,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320018,,,,MIAMI-DADE,112,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320018,8,33155,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,2,,54,8,2,1,0,0,0,1,4,2,1234120050320019,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320018,,,,MIAMI-DADE,114,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320019,8,33155,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,2,,20,4,2,1,0,0,0,1,4,2,1234120050320020,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320018,,,,MIAMI-DADE,117,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320020,8,33155,03/03/2025
,,200526128703we,123412005032025134,2005,6,12,86,12,86,134,8,7,H,5,2,0,120,24,2,1,3,0,0,1,4,2,1234120050320021,6,2,2,,,,Y,,1234120050320,,03,we,1234120050320018,1,0,3,MIAMI-DADE,127,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2556.8331739,200526128703we,,0,1234120050320021,8,33155,03/03/2025
,,200526128703wd,123412005033111236,2005,6,12,11,12,11,236,8,7,5,5,0.5,0,5,2,1,1,1,0,0,0,3,1,1234120050331003,6,2,2,,,,Y,,1234120050331,,03,wd,1234120050331003,1,,,BROWARD,2015,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1460.9914477,200526128703wd,,0,1234120050331003,8,33334,03/03/2025
,,200526128703wd,123412005033111236,2005,6,12,11,12,11,236,8,7,5,5,0.5,,2,2,1,1,0,0,0,1,3,2,1234120050331004,6,2,2,,,,Y,,1234120050331,,03,wd,1234120050331003,,,,BROWARD,2017,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1460.9914477,200526128703wd,,0,1234120050331004,8,33334,03/03/2025
,,200526128703wd,123412005033111236,2005,6,12,11,12,11,236,8,7,5,5,0.5,,1,1,2,1,0,0,0,1,3,2,1234120050331005,6,2,2,,,,Y,,1234120050331,,03,wd,1234120050331003,,,,BROWARD,2019,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1460.9914477,200526128703wd,,0,1234120050331005,8,33067,03/03/2025
,,200526128703wd,123412005033111236,2005,6,12,11,12,11,236,8,7,5,5,1,0,25,3,1,1,1,0,0,0,2,1,1234120050331006,6,2,2,,,,Y,,1234120050331,,03,wd,1234120050331006,1,,,BROWARD,2103,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,1460.9914477,200526128703wd,,0,1234120050331006,8,33060,03/03/2025
,CREVALLE JACK,200526128703wd,123412005033111236,2005,6,12,11,12,11,236,8,7,5,5,1,0,30,5,1,1,1,0,0,1,2,2,1234120050331007,6,2,2,,,,Y,,1234120050331,,03,wd,1234120050331006,1,,,BROWARD,2112,8835280303,,8,1,1,8,2,8,,20APR200515:29,8,,,,,168609,,1460.9914477,200526128703wd,,0,1234120050331007,8,33067,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,0.5,,5,2,1,1,0,0,0,0,4,1,1234120050413001,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413001,,,,BROWARD,1751,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413001,8,33327,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,0.5,,5,2,1,1,0,0,0,1,4,2,1234120050413002,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413001,,,,BROWARD,1753,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413002,8,33327,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,0.5,,5,2,1,1,0,0,0,1,4,2,1234120050413003,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413001,,,,BROWARD,1755,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413003,8,33327,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,0.5,,5,2,1,1,0,0,0,1,4,2,1234120050413004,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413001,,,,BROWARD,1757,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413004,8,33327,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,1.5,,10,6,2,1,0,0,0,0,6,1,1234120050413005,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413005,,,,BROWARD,1904,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413005,8,99998,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,1.5,0,2,2,2,1,1,0,0,1,6,2,1234120050413006,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413005,1,,,BROWARD,1906,,,8,1,1,8,1,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413006,8,99998,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,1.5,,2,2,2,1,0,0,0,1,6,2,1234120050413007,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413005,,,,BROWARD,1908,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413007,8,99998,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,1.5,,50,10,1,1,0,0,0,1,6,2,1234120050413008,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413005,,,,BROWARD,1910,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413008,8,99998,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,1.5,0,50,12,1,1,1,0,0,1,6,2,1234120050413009,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413005,1,,,BROWARD,1912,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413009,8,99998,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,1.5,,100,10,1,1,0,0,0,1,6,2,1234120050413010,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413005,,,,BROWARD,1918,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413010,8,33334,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,2,0,4,0,1,3,0,3,0,0,3,1,1234120050413011,6,2,1,,,,Y,,1234120050413,,04,wd,1234120050413011,1,1,0,BROWARD,2218,,,8,1,1,2,1,2,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413011,8,33321,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,2,,4,0,1,0,0,0,1,1,3,2,1234120050413012,6,2,3,,,,Y,,1234120050413,,04,wd,1234120050413011,,,,BROWARD,2220,,,8,1,1,8,1,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413011,8,33321,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,11,12,11,236,8,7,5,5,2,,4,0,1,0,0,0,1,1,3,2,1234120050413013,6,2,3,,,,Y,,1234120050413,,04,wd,1234120050413011,,,,BROWARD,2222,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413011,8,33321,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,86,12,11,236,8,7,5,5,1,,15,8,2,1,0,0,0,0,2,1,1234120050413017,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413017,,,,MIAMI-DADE,25,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413017,8,33010,03/03/2025
,,200526128704wd,123412005041311236,2005,6,12,86,12,11,236,8,7,5,5,1,,3,3,1,1,0,0,0,1,2,2,1234120050413018,6,2,2,,,,Y,,1234120050413,,04,wd,1234120050413017,,,,MIAMI-DADE,27,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,1773.0994105,200526128704wd,,0,1234120050413018,8,33012,03/03/2025
,,200526128704we,123412005041611306,2005,6,12,11,12,11,306,8,7,5,5,1,,3,1,1,1,0,0,0,0,4,1,1234120050416017,6,2,2,,,,Y,,1234120050416,,04,we,1234120050416017,,,,BROWARD,47,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,3275.4663897,200526128704we,,0,1234120050416017,8,33060,03/03/2025
,,200526128704we,123412005041611306,2005,6,12,11,12,11,306,8,7,5,5,1,,0,0,1,1,0,0,0,1,4,2,1234120050416018,6,2,2,,,,Y,,1234120050416,,04,we,1234120050416017,,,,BROWARD,50,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,3275.4663897,200526128704we,,0,1234120050416018,8,33067,03/03/2025
,,200526128704we,123412005041611306,2005,6,12,11,12,11,306,8,7,5,5,1,,20,5,1,1,0,0,0,1,4,2,1234120050416019,6,2,2,,,,Y,,1234120050416,,04,we,1234120050416017,,,,BROWARD,52,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,3275.4663897,200526128704we,,0,1234120050416019,8,33060,03/03/2025
,,200526128704we,123412005041611306,2005,6,12,11,12,11,306,8,7,5,5,1,,12,3,1,1,0,0,0,1,4,2,1234120050416020,6,2,2,,,,Y,,1234120050416,,04,we,1234120050416017,,,,BROWARD,55,,,8,1,1,8,2,8,,18MAY200509:49,8,,,,,,,3275.4663897,200526128704we,,0,1234120050416020,8,33067,03/03/2025
,,200526128704we,123412005042311306,2005,0,99,998,12,11,306,8,7,5,5,2,0,2,2,1,1,1,0,0,0,4,1,1234120050423016,6,2,2,,,,O,,1234120050423,,04,we,1234120050423016,1,,,,17,,,8,1,1,8,1,8,,18MAY200509:49,8,,,,,,,2760.1847823,200526128704we,,0,1234120050423016,8,99997,03/03/2025
,,200526128704we,123412005042311306,2005,0,99,998,12,11,306,8,7,5,5,2,,2,2,1,1,0,0,0,1,4,2,1234120050423017,6,2,2,,,,O,,1234120050423,,04,we,1234120050423016,,,,,20,,,8,1,1,8,1,8,,18MAY200509:49,8,,,,,,,2760.1847823,200526128704we,,0,1234120050423017,8,99997,03/03/2025
,,200526128704we,123412005042311306,2005,0,99,998,12,11,306,8,7,5,5,2,0,2,2,1,1,1,0,0,1,4,2,1234120050423018,6,2,2,,,,O,,1234120050423,,04,we,1234120050423016,1,,,,22,,,8,1,1,8,1,8,,18MAY200509:49,8,,,,,,,2760.1847823,200526128704we,,0,1234120050423018,8,99997,03/03/2025
,,200526128704we,123412005042311306,2005,0,99,998,12,11,306,8,7,5,5,2,,2,2,1,1,0,0,0,1,4,2,1234120050423019,6,2,2,,,,O,,1234120050423,,04,we,1234120050423016,,,,,24,,,8,1,1,8,1,8,,18MAY200509:49,8,,,,,,,2760.1847823,200526128704we,,0,1234120050423019,8,99997,03/03/2025
RED DRUM,SPOTTED SEATROUT,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,4.5,,75,5,1,1,0,0,0,0,1,8,1511220050312001,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312001,,,,VOLUSIA,1105,8835440102,8835440901,8,1,1,8,2,8,,20APR200515:29,8,,,,,169239,169290,2317.3962321,200526128703we,,0,1511220050312001,8,32141,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,1.5,,80,7,2,1,0,0,0,0,2,1,1511220050312002,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312002,,,,VOLUSIA,1330,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312002,8,32168,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,1.5,,80,7,2,1,0,0,0,1,2,2,1511220050312003,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312002,,,,VOLUSIA,1331,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312003,8,32168,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,2,0,30,6,1,1,2,0,0,0,2,1,1511220050312004,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312004,1,,,VOLUSIA,1345,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312004,8,32141,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,2,,30,6,1,1,0,0,0,1,2,2,1511220050312005,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312004,,,,VOLUSIA,1346,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312005,8,32141,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,1,,200,10,1,1,0,0,0,0,3,1,1511220050312006,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312006,,,,VOLUSIA,1407,,,8,1,1,8,1,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312006,8,32132,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,1,,200,10,1,1,0,0,0,1,3,2,1511220050312007,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312006,,,,VOLUSIA,1408,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312007,8,32132,03/03/2025
,,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,1,0,998,2,1,1,1,0,0,1,3,2,1511220050312008,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312006,1,,,VOLUSIA,1409,,,8,1,1,8,2,8,,20APR200515:29,8,,,,,,,2317.3962321,200526128703we,,0,1511220050312008,8,32132,03/03/2025
RED DRUM,SPOTTED SEATROUT,200526128703we,15112200503121274,2005,0,40,145,12,127,4,8,7,3,5,6.5,0,0,0,1,1,4,0,0,0,3,1,1511220050312009,6,2,2,,,,O,,1511220050312,,03,we,1511220050312009,1,,,,1415,8835440102,8835440901,8,1,1,8,1,8,,20APR200515:29,8,,,,,169239,169290,3096.2510828,200526128703we,,0,1511220050312009,8,99998,03/03/2025
RED DRUM,SPOTTED SEATROUT,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,6.5,0,6,2,1,1,3,0,0,1,3,2,1511220050312010,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312009,1,,,VOLUSIA,1416,8835440102,8835440901,8,1,1,8,2,8,,20APR200515:29,8,,,,,169239,169290,3378.2395058,200526128703we,,0,1511220050312010,8,32774,03/03/2025
RED DRUM,SPOTTED SEATROUT,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,4.5,0,50,7,1,2,2,4,0,0,2,1,1511220050312011,6,2,1,,,,Y,,1511220050312,,03,we,1511220050312011,1,4,0,VOLUSIA,1425,8835440102,8835440901,8,1,1,2,1,2,,20APR200515:29,8,,,,,169239,169290,2317.3962321,200526128703we,,0,1511220050312011,8,32168,03/03/2025
RED DRUM,SPOTTED SEATROUT,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,4.5,0,5,0,1,0,3,0,1,1,2,2,1511220050312012,6,2,3,,,,Y,,1511220050312,,03,we,1511220050312011,1,,,VOLUSIA,1426,8835440102,8835440901,8,1,1,8,2,8,,20APR200515:29,8,,,,,169239,169290,2317.3962321,200526128703we,,0,1511220050312011,8,32724,03/03/2025
SPOTTED SEATROUT,RED DRUM,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,3,0,998,10,1,1,1,0,0,0,3,1,1511220050312013,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312013,1,0,6,VOLUSIA,1502,8835440901,8835440102,8,1,1,8,1,8,,20APR200515:29,8,,,,,169290,169239,3378.2395058,200526128703we,,0,1511220050312013,8,32141,03/03/2025
SPOTTED SEATROUT,RED DRUM,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,3,5,3,0,998,10,1,1,1,0,0,1,3,2,1511220050312014,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312013,1,0,6,VOLUSIA,1505,8835440901,8835440102,8,1,1,8,2,8,,20APR200515:29,8,,,,,169290,169239,3378.2395058,200526128703we,,0,1511220050312014,8,32141,03/03/2025
SPOTTED SEATROUT,RED DRUM,200526128703we,15112200503121274,2005,6,12,99,12,127,4,8,7,5,5,3,0,10,2,1,1,1,0,0,0,2,1,1511220050312015,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312015,1,,,PALM BEACH,1550,8835440901,8835440102,8,1,1,8,1,8,,20APR200515:29,8,,,,,169290,169239,2317.3962321,200526128703we,,0,1511220050312015,8,33467,03/03/2025
SPOTTED SEATROUT,RED DRUM,200526128703we,15112200503121274,2005,6,12,127,12,127,4,8,7,5,5,3,,3,2,1,1,0,0,0,1,2,2,1511220050312016,6,2,2,,,,Y,,1511220050312,,03,we,1511220050312015,,,,VOLUSIA,1551,8835440901,8835440102,8,1,1,8,2,8,,20APR200515:29,8,,,,,169290,169239,2317.3962321,200526128703we,,0,1511220050312016,8,32168,03/03/2025
