PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DATE1,DIST,MODE2001,AREA_NC,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200516128702wd,123412005020811306,2005,0,99,998,12,11,306,8,7,5,5,0.5,,2,2,1,1,0,0,0,1,6,2,1234120050208007,6,1,2,,,,O,,1234120050208,,02,wd,1234120050208005,,,,,2207,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2600.8254973,200516128702wd,,0,1234120050208007,8,99997,03/03/2025
,,200516128702wd,123412005020811306,2005,0,99,998,12,11,306,8,7,5,5,0.5,,2,2,1,1,0,0,0,1,6,2,1234120050208008,6,1,2,,,,O,,1234120050208,,02,wd,1234120050208005,,,,,2208,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2600.8254973,200516128702wd,,0,1234120050208008,8,99997,03/03/2025
,,200516128702wd,123412005020811306,2005,0,99,998,12,11,306,8,7,5,5,0.5,,2,2,1,1,0,0,0,1,6,2,1234120050208009,6,1,2,,,,O,,1234120050208,,02,wd,1234120050208005,,,,,2210,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2600.8254973,200516128702wd,,0,1234120050208009,8,99997,03/03/2025
,,200516128702wd,123412005020811306,2005,0,99,998,12,11,306,8,7,5,5,0.5,,0,0,1,1,0,0,0,1,6,2,1234120050208010,6,1,2,,,,O,,1234120050208,,02,wd,1234120050208005,,,,,2212,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2600.8254973,200516128702wd,,0,1234120050208010,8,99997,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,2,0,20,5,2,3,0,8,0,0,4,1,1234120050208011,6,1,1,,,,Y,,1234120050208,,02,wd,1234120050208011,1,3,0,BROWARD,2256,8,1,1,2,2,2,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208011,8,33060,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,2,,5,3,2,0,0,0,1,1,4,2,1234120050208012,6,1,3,,,,Y,,1234120050208,,02,wd,1234120050208011,,,,BROWARD,2258,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208011,8,33060,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,2,0,20,5,1,0,1,0,1,1,4,2,1234120050208013,6,1,3,,,,Y,,1234120050208,,02,wd,1234120050208011,1,,,BROWARD,2300,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208011,8,33060,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,2,,5,2,1,1,0,0,0,1,4,2,1234120050208014,6,1,2,,,,Y,,1234120050208,,02,wd,1234120050208011,,,,BROWARD,2303,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208014,8,33060,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,1,,45,12,1,1,0,0,0,0,4,1,1234120050208015,6,1,2,,,,Y,,1234120050208,,02,wd,1234120050208015,,,,BROWARD,1,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208015,8,33063,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,1,,10,8,1,1,0,0,0,1,4,2,1234120050208016,6,1,2,,,,Y,,1234120050208,,02,wd,1234120050208015,,,,BROWARD,4,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208016,8,33060,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,1,,4,4,1,1,0,0,0,1,4,2,1234120050208017,6,1,2,,,,Y,,1234120050208,,02,wd,1234120050208015,,,,BROWARD,6,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208017,8,33060,03/03/2025
,,200516128702wd,123412005020811306,2005,6,12,11,12,11,306,8,7,5,5,1,,120,25,2,1,0,0,0,1,4,2,1234120050208018,6,1,2,,,,Y,,1234120050208,,02,wd,1234120050208015,,,,BROWARD,9,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,2837.6934583,200516128702wd,,0,1234120050208018,8,33063,03/03/2025
,,200516128702we,123412005021325296,2005,6,12,86,12,86,296,8,7,H,5,1.5,0,22,6,1,1,2,0,0,0,4,1,1234120050213003,6,1,2,,,,Y,,1234120050213,,02,we,1234120050213003,1,,,MIAMI-DADE,1755,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,1405.6221903,200516128702we,,0,1234120050213003,8,33157,03/03/2025
,,200516128702we,123412005021325296,2005,6,12,86,12,86,296,8,7,H,5,1.5,,22,6,1,1,0,0,0,1,4,2,1234120050213004,6,1,2,,,,Y,,1234120050213,,02,we,1234120050213003,,,,MIAMI-DADE,1759,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,1405.6221903,200516128702we,,0,1234120050213004,8,33157,03/03/2025
,,200516128702we,123412005021325296,2005,6,12,86,12,86,296,8,7,H,5,1.5,,10,4,2,1,0,0,0,1,4,2,1234120050213005,6,1,2,,,,Y,,1234120050213,,02,we,1234120050213003,,,,MIAMI-DADE,1802,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,1405.6221903,200516128702we,,0,1234120050213005,8,33156,03/03/2025
,,200516128702we,123412005021325296,2005,6,12,86,12,86,296,8,7,H,5,1.5,,12,5,1,1,0,0,0,1,4,2,1234120050213006,6,1,2,,,,Y,,1234120050213,,02,we,1234120050213003,,,,MIAMI-DADE,1804,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,1405.6221903,200516128702we,,0,1234120050213006,8,33157,03/03/2025
,,200516128702we,123412005021325134,2005,6,12,86,12,86,134,8,7,H,5,3,0,100,20,2,3,2,6,0,0,3,1,1234120050213007,6,1,1,,,,Y,,1234120050213,,02,we,1234120050213007,1,,,MIAMI-DADE,2212,8,1,1,2,2,2,,18MAR200510:54,8,,,,,,,3727.3457963,200516128702we,,0,1234120050213007,8,33010,03/03/2025
,,200516128702we,123412005021325134,2005,6,12,86,12,86,134,8,7,H,5,3,0,125,28,2,0,1,0,1,1,3,2,1234120050213008,6,1,3,,,,Y,,1234120050213,,02,we,1234120050213007,1,,,MIAMI-DADE,2216,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,3727.3457963,200516128702we,,0,1234120050213007,8,33010,03/03/2025
,,200516128702we,123412005021325134,2005,6,12,86,12,86,134,8,7,H,5,3,,60,15,2,0,0,0,1,1,3,2,1234120050213009,6,1,3,,,,Y,,1234120050213,,02,we,1234120050213007,,,,MIAMI-DADE,2218,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,3727.3457963,200516128702we,,0,1234120050213007,8,33010,03/03/2025
SPANISH MACKEREL,KING MACKEREL,200516128702we,123412005021325134,2005,6,12,86,12,86,134,8,7,H,5,12,,300,50,1,1,0,0,0,0,1,8,1234120050213010,6,1,2,,,,Y,,1234120050213,,02,we,1234120050213010,,,,MIAMI-DADE,2251,8,1,1,8,2,8,,18MAR200510:54,8,,,,,8850030501,8850030502,3727.3457963,200516128702we,,0,1234120050213010,8,33142,03/03/2025
,,200516128702we,123412005021325134,2005,0,99,998,12,86,134,8,7,H,5,5,0,7,7,1,1,3,0,0,0,2,1,1234120050213011,6,1,2,,,,O,,1234120050213,,02,we,1234120050213011,1,,,,100,8,1,1,8,1,8,,18MAR200510:54,8,,,,,,,3416.2167714,200516128702we,,0,1234120050213011,8,99997,03/03/2025
,,200516128702we,123412005021325134,2005,0,99,998,12,86,134,8,7,H,5,5,0,7,7,1,1,2,0,0,1,2,2,1234120050213012,6,1,2,,,,O,,1234120050213,,02,we,1234120050213011,1,,,,109,8,1,1,8,1,8,,18MAR200510:54,8,,,,,,,3416.2167714,200516128702we,,0,1234120050213012,8,99997,03/03/2025
,,200516128702we,123412005022611306,2005,6,12,11,12,11,306,8,7,5,5,0.5,,150,20,1,1,0,0,0,0,2,1,1234120050226005,6,1,2,,,,Y,,1234120050226,,02,we,1234120050226005,,,,BROWARD,2013,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,1653.3116361,200516128702we,,0,1234120050226005,8,33060,03/03/2025
,,200516128702we,123412005022611306,2005,6,12,11,12,11,306,8,7,5,5,0.5,0,200,30,1,1,1,0,0,1,2,2,1234120050226006,6,1,2,,,,Y,,1234120050226,,02,we,1234120050226005,1,,,BROWARD,2015,8,1,1,8,2,8,,18MAR200510:54,8,,,,,,,1653.3116361,200516128702we,,0,1234120050226006,8,33060,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,5,5,3,0,75,4,2,1,1,0,0,0,3,1,1511220050101001,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101001,1,,,VOLUSIA,1211,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,5666.6148718,200516128701we,,0,1511220050101001,8,32725,03/03/2025
,RED DRUM,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,5,5,4.5,,998,7,1,1,0,0,0,0,2,1,1511220050101002,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101002,,,,SEMINOLE,1217,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440901,,3893.6282645,200516128701we,,0,1511220050101002,8,99998,03/03/2025
RED DRUM,SPOTTED SEATROUT,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,5,5,6,0,100,15,1,1,1,0,0,0,2,1,1511220050101006,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101006,1,,,VOLUSIA,1333,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440102,8835440901,3893.6282645,200516128701we,,0,1511220050101006,8,32744,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,97,12,127,242,8,7,3,5,5,0,8,0,1,1,2,0,0,0,2,1,1511220050101007,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101007,1,,,OSCEOLA,1340,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101007,8,34744,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,3,5,5,0,10,0,1,1,2,0,0,1,2,2,1511220050101008,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101007,1,,,SEMINOLE,1341,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101008,8,32708,03/03/2025
,SHEEPSHEAD,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,3,5,3.5,0,12,2,1,4,2,6,0,0,4,1,1511220050101009,6,1,1,,,,Y,,1511220050101,,01,we,1511220050101009,1,,,SEMINOLE,1357,8,1,1,2,1,2,,18FEB200510:04,8,,,,,8835430301,,2634.3805152,200516128701we,,0,1511220050101009,8,32746,03/03/2025
,SHEEPSHEAD,200516128701we,1511220050101127242,2005,7,22,73,12,127,242,8,7,3,5,3.5,0,0,0,1,0,2,0,1,1,4,2,1511220050101010,6,1,3,,,,O,,1511220050101,,01,we,1511220050101009,1,,,,1358,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835430301,,2414.4834931,200516128701we,,0,1511220050101009,8,71238,03/03/2025
,SHEEPSHEAD,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,3,5,3.5,0,12,2,1,0,2,0,1,1,4,2,1511220050101011,6,1,3,,,,Y,,1511220050101,,01,we,1511220050101009,1,,,SEMINOLE,1359,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835430301,,2634.3805152,200516128701we,,0,1511220050101009,8,32746,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,1.5,,2,0,1,1,0,0,0,0,2,1,1511220050101012,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101012,,,,VOLUSIA,1450,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101012,8,32141,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,1.5,,0,0,1,1,0,0,0,1,2,2,1511220050101013,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101012,,,,VOLUSIA,1451,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101013,8,32141,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,95,12,127,242,8,7,5,5,4,0,51,7,1,2,3,3,0,0,2,1,1511220050101014,6,1,1,,,,Y,,1511220050101,,01,we,1511220050101014,1,,,ORANGE,1510,8,1,1,2,1,2,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101014,8,32826,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,5,5,4,0,51,7,1,0,3,0,1,1,2,2,1511220050101015,6,1,3,,,,Y,,1511220050101,,01,we,1511220050101014,1,,,VOLUSIA,1511,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101014,8,99998,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,130,24,1,1,1,1,0,0,3,1,1511220050101016,6,1,1,,,,Y,,1511220050101,,01,we,1511220050101016,1,,,VOLUSIA,1525,8,1,1,8,1,1,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101016,8,32132,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,50,5,1,1,2,0,0,1,3,2,1511220050101017,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101016,1,,,VOLUSIA,1526,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101017,8,32168,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,100,15,1,1,1,0,0,1,3,2,1511220050101018,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101016,1,,,VOLUSIA,1527,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101018,8,32132,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,3,5,4,0,1,0,1,1,1,0,0,0,3,1,1511220050101019,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101019,1,,,SEMINOLE,1530,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101019,8,32707,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,3,5,4,0,1,0,1,1,2,0,0,1,3,2,1511220050101020,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101019,1,,,SEMINOLE,1531,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101020,8,32707,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,117,12,127,242,8,7,3,5,4,0,0,0,1,1,1,0,0,1,3,2,1511220050101021,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101019,1,,,SEMINOLE,1532,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101021,8,32707,03/03/2025
BLACK DRUM,SHEEPSHEAD,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,50,7,1,2,1,2,0,0,3,1,1511220050101022,6,1,1,,,,Y,,1511220050101,,01,we,1511220050101022,1,2,0,VOLUSIA,1538,8,1,1,2,2,2,,18FEB200510:04,8,,,,,8835430301,8835440801,2004.7566405,200516128701we,,0,1511220050101022,8,32117,03/03/2025
BLACK DRUM,SHEEPSHEAD,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,50,7,2,1,1,1,0,1,3,2,1511220050101023,6,1,1,,,,Y,,1511220050101,,01,we,1511220050101022,1,,,VOLUSIA,1539,8,1,1,8,2,1,,18FEB200510:04,8,,,,,8835430301,8835440801,2004.7566405,200516128701we,,0,1511220050101023,8,32117,03/03/2025
BLACK DRUM,SHEEPSHEAD,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4,0,50,7,1,0,1,0,1,1,3,2,1511220050101024,6,1,3,,,,Y,,1511220050101,,01,we,1511220050101022,1,,,VOLUSIA,1540,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835430301,8835440801,2004.7566405,200516128701we,,0,1511220050101022,8,32117,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,2,0,5,0,1,1,3,0,0,0,2,1,1511220050101025,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101025,1,,,VOLUSIA,1552,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101025,8,32127,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,2,0,5,0,1,1,3,0,0,1,2,2,1511220050101026,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101025,1,,,VOLUSIA,1553,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101026,8,32127,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,5,5,2.5,,8,3,1,1,0,0,0,0,2,1,1511220050101027,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101027,,,,VOLUSIA,1600,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101027,8,32763,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,5,5,2.5,,8,3,1,1,0,0,0,1,2,2,1511220050101028,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101027,,,,VOLUSIA,1601,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,2004.7566405,200516128701we,,0,1511220050101028,8,32763,03/03/2025
,RED DRUM,200516128701we,1511220050101127242,2005,6,12,95,12,127,242,8,7,5,5,4.5,0,0,0,1,1,2,0,0,0,2,1,1511220050101029,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101029,1,,,ORANGE,1625,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440901,,3893.6282645,200516128701we,,0,1511220050101029,8,32703,03/03/2025
,,200516128701we,1511220050101127242,2005,6,12,127,12,127,242,8,7,3,5,4.5,0,100,10,1,1,4,0,0,0,4,1,1511220050101030,6,1,2,,,,Y,,1511220050101,,01,we,1511220050101030,1,,,VOLUSIA,1651,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,7555.4864957,200516128701we,,0,1511220050101030,8,32738,03/03/2025
SPOTTED SEATROUT,RED DRUM,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,3.5,0,250,30,1,1,2,0,0,0,1,8,1511220050122001,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122001,1,,,FLAGLER,1057,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440901,8835440102,1256.5913791,200516128701we,,0,1511220050122001,8,32137,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,3,0,75,7,1,1,3,1,0,0,2,1,1511220050122002,6,1,1,,,,Y,,1511220050122,,01,we,1511220050122002,1,,,FLAGLER,1114,8,1,1,8,1,1,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122002,8,32136,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,3,0,75,7,1,1,3,0,0,1,2,2,1511220050122003,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122002,1,,,FLAGLER,1115,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122003,8,32136,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,127,12,35,161,8,7,3,5,3,,1,1,1,1,0,0,0,0,2,1,1511220050122004,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122004,,,,VOLUSIA,1122,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122004,8,32127,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,3,,1,1,1,1,0,0,0,1,2,2,1511220050122005,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122004,,,,FLAGLER,1123,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122005,8,32164,03/03/2025
,RED DRUM,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,4,0,50,10,1,1,1,0,0,0,3,1,1511220050122006,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122006,1,,,FLAGLER,1135,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835440901,,1256.5913791,200516128701we,,0,1511220050122006,8,32136,03/03/2025
,RED DRUM,200516128701we,151122005012235161,2005,6,12,99,12,35,161,8,7,3,5,4,,0,0,1,1,0,0,0,1,3,2,1511220050122007,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122006,,,,PALM BEACH,1136,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835440901,,1256.5913791,200516128701we,,0,1511220050122007,8,33414,03/03/2025
,RED DRUM,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,4,0,4,0,1,1,1,0,0,1,3,2,1511220050122008,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122006,1,,,FLAGLER,1137,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440901,,1256.5913791,200516128701we,,0,1511220050122008,8,32136,03/03/2025
,RED DRUM,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,3.5,0,30,10,1,1,1,0,0,0,1,8,1511220050122009,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122009,1,,,FLAGLER,1204,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440901,,1256.5913791,200516128701we,,0,1511220050122009,8,32164,03/03/2025
,RED DRUM,200516128701we,151122005012235161,2005,6,12,107,12,35,161,8,7,3,5,5,0,105,4,1,1,2,0,0,0,2,1,1511220050122013,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122013,1,,,PUTNAM,1341,8,1,1,8,1,8,,18FEB200510:04,8,,,,,8835440901,,1256.5913791,200516128701we,,0,1511220050122013,8,32131,03/03/2025
,RED DRUM,200516128701we,151122005012235161,2005,6,12,107,12,35,161,8,7,3,5,5,0,105,4,1,1,1,0,0,1,2,2,1511220050122014,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122013,1,,,PUTNAM,1342,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835440901,,1256.5913791,200516128701we,,0,1511220050122014,8,32131,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,5,0,4,0,1,1,0,1,0,0,2,1,1511220050122016,6,1,1,,,,Y,,1511220050122,,01,we,1511220050122016,1,1,0,FLAGLER,1525,8,1,1,8,1,1,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122016,8,32110,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,19,12,35,161,8,7,3,5,5,0,10,0,1,1,1,0,0,1,2,2,1511220050122017,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122016,1,,,CLAY,1526,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122017,8,32003,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,7,0,100,14,1,1,1,2,0,0,1,8,1511220050122018,6,1,1,,,,Y,,1511220050122,,01,we,1511220050122018,1,1,0,FLAGLER,1530,8,1,1,8,1,1,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122018,8,32136,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,109,12,35,161,8,7,3,5,0.5,0,50,3,1,1,1,0,0,0,2,1,1511220050122019,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122019,1,,,ST JOHNS,1542,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,2397.2977415,200516128701we,,0,1511220050122019,8,32086,03/03/2025
,KINGFISH GENUS,200516128701we,151122005012235161,2005,6,12,31,12,35,161,8,7,3,5,6.5,0,25,3,1,1,2,1,0,0,2,1,1511220050122020,6,1,1,,,,Y,,1511220050122,,01,we,1511220050122020,1,,,DUVAL,1550,8,1,1,8,1,1,,18FEB200510:04,8,,,,,8835440600,,1256.5913791,200516128701we,,0,1511220050122020,8,32258,03/03/2025
,KINGFISH GENUS,200516128701we,151122005012235161,2005,6,12,19,12,35,161,8,7,3,5,6.5,0,0,0,1,1,1,0,0,1,2,2,1511220050122021,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122020,1,,,CLAY,1551,8,1,1,8,2,8,,18FEB200510:04,8,,,,,8835440600,,1256.5913791,200516128701we,,0,1511220050122021,8,32068,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,2,0,20,0,1,1,1,0,0,0,2,1,1511220050122022,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122022,1,,,FLAGLER,1555,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122022,8,32137,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,35,12,35,161,8,7,3,5,2,,20,0,1,1,0,0,0,1,2,2,1511220050122023,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122022,,,,FLAGLER,1556,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122023,8,32137,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,109,12,35,161,8,7,5,5,2,,75,6,1,1,0,0,0,0,2,1,1511220050122024,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122024,,,,ST JOHNS,1600,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122024,8,32145,03/03/2025
,,200516128701we,151122005012235161,2005,1,6,65,12,35,161,8,7,5,5,2,,0,0,1,1,0,0,0,1,2,2,1511220050122025,6,1,2,,,,O,,1511220050122,,01,we,1511220050122024,,,,RIVERSIDE,1601,8,1,1,8,2,8,,18FEB200510:04,8,,,,,,,1151.7011779,200516128701we,,0,1511220050122025,8,92562,03/03/2025
,,200516128701we,151122005012235161,2005,6,12,127,12,35,161,8,7,3,5,5,0,40,4,1,1,1,0,0,0,2,1,1511220050122026,6,1,2,,,,Y,,1511220050122,,01,we,1511220050122026,1,,,VOLUSIA,1728,8,1,1,8,1,8,,18FEB200510:04,8,,,,,,,1256.5913791,200516128701we,,0,1511220050122026,8,32174,03/03/2025
