PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,TAUTOG,201265108511we,1664920121111513,2012,5,10,3,10,5,13,7,5,E,5,5,,999,99,9,1,0,0,0,1,10,2,1664920121111011,5,6,2,1,0,7,Y,1,1664920121111,5,11,we,1664920121111008,,,,NEW CASTLE,170479,,1425,,1,9,8,0,8,,,,29MAR201315:43,8,8839010101,,7,8,,,,11.026719812,201265108511we,,0,1664920121111011,8,19706,03/03/2025
,TAUTOG,201265108511we,1664920121111513,2012,5,10,998,10,5,13,7,5,E,5,5,0,999,99,9,1,0,1,0,1,10,2,1664920121111012,5,6,1,1,0,7,Y,1,1664920121111,5,11,we,1664920121111008,1,3,0,,170479,,1427,,1,9,8,0,1,,,,29MAR201315:43,8,8839010101,,7,8,,,,11.026719812,201265108511we,,0,1664920121111012,8,19805,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,42,75,10,5,13,7,5,E,5,5.5,0,0,0,1,1,0,2,0,0,6,1,1664920121117001,5,6,1,1,0,9.5,O,1,1664920121117,5,11,we,1664920121117001,1,1,0,,167680,,1535,,1,1,8,1,1,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.2308308483,201265108511we,,0,1664920121117001,8,17073,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,42,71,10,5,13,7,5,E,5,5.5,0,0,0,2,1,1,0,0,1,6,2,1664920121117002,5,6,2,1,0,9.5,O,1,1664920121117,5,11,we,1664920121117001,1,,,,167680,,1540,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.2308308483,201265108511we,,0,1664920121117002,8,17522,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,42,71,10,5,13,7,5,E,5,5.5,0,1,1,1,1,2,0,0,1,6,2,1664920121117003,5,6,2,1,0,9.5,O,1,1664920121117,5,11,we,1664920121117001,1,,,,167680,,1545,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.2308308483,201265108511we,,0,1664920121117003,8,17532,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,42,71,10,5,13,7,5,E,5,5.5,0,0,0,1,1,1,0,0,1,6,2,1664920121117004,5,6,2,1,0,9.5,O,1,1664920121117,5,11,we,1664920121117001,1,,,,167680,,1550,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.2308308483,201265108511we,,0,1664920121117004,8,17545,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,42,11,10,5,13,7,5,E,5,5.5,,0,0,2,1,0,0,0,1,6,2,1664920121117005,5,6,2,1,0,9.5,O,1,1664920121117,5,11,we,1664920121117001,,,,,167680,,1555,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.2308308483,201265108511we,,0,1664920121117005,8,19567,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,42,71,10,5,13,7,5,E,5,5.5,0,0,0,1,1,2,0,0,1,6,2,1664920121117006,5,6,2,1,0,9.5,O,1,1664920121117,5,11,we,1664920121117001,1,,,,167680,,1600,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.2308308483,201265108511we,,0,1664920121117006,8,17578,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,24,15,10,5,13,7,5,E,5,2.5,0,0,0,2,1,1,0,0,0,8,1,1664920121117007,5,6,2,1,0,8.5,O,1,1664920121117,5,11,we,1664920121117007,1,,,CECIL,167680,,1610,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.4066638266,201265108511we,,0,1664920121117007,8,21921,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,5,10,5,13,7,5,E,5,5.5,0,999,99,9,1,1,0,0,1,8,2,1664920121117008,5,6,2,1,0,8.5,Y,1,1664920121117,5,11,we,1664920121117007,1,,,SUSSEX,167680,,1612,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.4665031159,201265108511we,,0,1664920121117008,8,19966,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,3,10,5,13,7,5,E,5,5.5,0,999,99,9,1,2,0,0,1,8,2,1664920121117009,5,6,2,1,0,8.5,Y,1,1664920121117,5,11,we,1664920121117007,1,,,NEW CASTLE,167680,,1614,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.4665031159,201265108511we,,0,1664920121117009,8,19711,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,24,15,10,5,13,7,5,E,5,5.5,0,999,99,9,1,1,0,0,1,8,2,1664920121117010,5,6,2,1,0,8.5,O,1,1664920121117,5,11,we,1664920121117007,1,,,CECIL,167680,,1616,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.4066638266,201265108511we,,0,1664920121117010,8,21921,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,24,15,10,5,13,7,5,E,5,5.5,,999,99,9,1,0,0,0,1,8,2,1664920121117011,5,6,2,1,0,8.5,O,1,1664920121117,5,11,we,1664920121117007,,,,CECIL,167680,,1618,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.4066638266,201265108511we,,0,1664920121117011,8,21921,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,3,10,5,13,7,5,E,5,5.5,,999,99,9,1,0,0,0,1,8,2,1664920121117012,5,6,2,1,0,8.5,Y,1,1664920121117,5,11,we,1664920121117007,,,,NEW CASTLE,167680,,1620,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.4665031159,201265108511we,,0,1664920121117012,8,19702,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,24,15,10,5,13,7,5,E,5,5.5,,999,99,9,1,0,0,0,1,8,2,1664920121117013,5,6,2,1,0,8.5,O,1,1664920121117,5,11,we,1664920121117007,,,,CECIL,167680,,1622,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.4066638266,201265108511we,,0,1664920121117013,8,21921,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,5,10,5,13,7,5,E,5,9,0,999,99,9,1,1,0,0,0,5,1,1664920121117014,5,6,2,1,0,11,Y,1,1664920121117,5,11,we,1664920121117014,1,,,SUSSEX,167680,,1815,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.1581902264,201265108511we,,0,1664920121117014,8,19973,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,5,10,5,13,7,5,E,5,9,0,35,6,2,1,2,1,0,1,5,2,1664920121117015,5,6,1,1,0,11,Y,1,1664920121117,5,11,we,1664920121117014,1,,,SUSSEX,167680,,1820,,1,1,8,0,1,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.1581902264,201265108511we,,0,1664920121117015,8,19951,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,5,10,5,13,7,5,E,5,9,0,998,19,2,1,2,1,0,1,5,2,1664920121117016,5,6,1,1,0,11,Y,1,1664920121117,5,11,we,1664920121117014,1,,,SUSSEX,167680,,1825,,1,1,8,0,1,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.1581902264,201265108511we,,0,1664920121117016,8,19951,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,3,10,5,13,7,5,E,5,9,0,50,10,1,1,3,0,0,1,5,2,1664920121117017,5,6,2,1,0,11,Y,1,1664920121117,5,11,we,1664920121117014,1,,,NEW CASTLE,167680,,1830,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.1581902264,201265108511we,,0,1664920121117017,8,19720,03/03/2025
,STRIPED BASS,201265108511we,1664920121117513,2012,5,10,5,10,5,13,7,5,E,5,9,,3,0,1,1,0,0,0,1,5,2,1664920121117018,5,6,2,1,0,11,Y,1,1664920121117,5,11,we,1664920121117014,,,,SUSSEX,167680,,1835,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.1581902264,201265108511we,,0,1664920121117018,8,19950,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,42,29,10,5,13,7,5,E,5,7,0,999,99,9,1,1,0,0,0,6,1,1664920121123001,5,6,2,1,0,8,O,1,1664920121123,5,11,wd,1664920121123001,1,,,,167680,,1310,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,6.9174554413,201265108511wd,,0,1664920121123001,8,19344,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,42,71,10,5,13,7,5,E,5,7,0,999,99,9,1,1,0,0,1,6,2,1664920121123002,5,6,2,1,0,8,O,1,1664920121123,5,11,wd,1664920121123001,1,,,,167680,,1312,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,6.9174554413,201265108511wd,,0,1664920121123002,8,17603,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,42,29,10,5,13,7,5,E,5,7,,999,99,9,1,0,0,0,1,6,2,1664920121123003,5,6,2,1,0,8,O,1,1664920121123,5,11,wd,1664920121123001,,,,,167680,,1314,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,6.9174554413,201265108511wd,,0,1664920121123003,8,19320,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,42,29,10,5,13,7,5,E,5,7,0,999,99,9,1,1,0,0,1,6,2,1664920121123004,5,6,2,1,0,8,O,1,1664920121123,5,11,wd,1664920121123001,1,,,,167680,,1316,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,6.9174554413,201265108511wd,,0,1664920121123004,8,19320,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,42,29,10,5,13,7,5,E,5,7,0,999,99,9,1,1,0,0,1,6,2,1664920121123005,5,6,2,1,0,8,O,1,1664920121123,5,11,wd,1664920121123001,1,,,,167680,,1318,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,6.9174554413,201265108511wd,,0,1664920121123005,8,19320,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,42,71,10,5,13,7,5,E,5,7,,999,99,9,1,0,0,0,1,6,2,1664920121123006,5,6,2,1,0,8,O,1,1664920121123,5,11,wd,1664920121123001,,,,,167680,,1320,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,6.9174554413,201265108511wd,,0,1664920121123006,8,17603,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,4,25,17,10,5,13,7,5,E,5,4.5,0,0,0,1,1,1,0,0,0,6,1,1664920121123007,5,6,2,1,0,8.5,O,1,1664920121123,5,11,wd,1664920121123007,1,,,MIDDLESEX,167680,,1340,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.7960035373,201265108511wd,,0,1664920121123007,8,01701,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,24,5,10,5,13,7,5,E,5,5.5,,0,0,1,1,0,0,0,1,6,2,1664920121123008,5,6,2,1,0,8.5,O,1,1664920121123,5,11,wd,1664920121123007,,,,BALTIMORE,167680,,1343,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.7960035373,201265108511wd,,0,1664920121123008,8,21286,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,24,5,10,5,13,7,5,E,5,5.5,0,999,99,1,1,1,0,0,1,6,2,1664920121123009,5,6,2,1,0,8.5,O,1,1664920121123,5,11,wd,1664920121123007,1,,,BALTIMORE,167680,,1347,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.7960035373,201265108511wd,,0,1664920121123009,8,21228,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,24,5,10,5,13,7,5,E,5,5.5,,999,99,9,1,0,0,0,1,6,2,1664920121123010,5,6,2,1,0,8.5,O,1,1664920121123,5,11,wd,1664920121123007,,,,BALTIMORE,167680,,1350,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.7960035373,201265108511wd,,0,1664920121123010,8,21228,03/03/2025
,STRIPED BASS,201265108511wd,1664920121123513,2012,5,24,5,10,5,13,7,5,E,5,5.5,0,999,99,9,1,1,0,0,1,6,2,1664920121123011,5,6,2,1,0,8.5,O,1,1664920121123,5,11,wd,1664920121123007,1,,,BALTIMORE,167680,,1355,,1,9,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.7960035373,201265108511wd,,0,1664920121123011,8,21229,03/03/2025
,STRIPED BASS,201265108512we,1664920121202513,2012,5,42,71,10,5,13,7,5,E,5,7,0,3,0,1,3,1,5,0,0,4,1,1664920121202001,5,6,1,1,0,9,O,1,1664920121202,5,12,we,1664920121202001,1,5,0,,167680,,1605,,1,1,2,0,2,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.7447782611,201265108512we,,0,1664920121202001,8,17602,03/03/2025
,STRIPED BASS,201265108512we,1664920121202513,2012,5,42,71,10,5,13,7,5,E,5,7,0,3,0,1,0,1,0,1,1,4,2,1664920121202002,5,6,3,1,0,9,O,1,1664920121202,5,12,we,1664920121202001,1,,,,167680,,1610,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.7447782611,201265108512we,,0,1664920121202001,8,17602,03/03/2025
,STRIPED BASS,201265108512we,1664920121202513,2012,5,42,71,10,5,13,7,5,E,5,7,0,6,3,2,0,3,0,1,1,4,2,1664920121202003,5,6,3,1,0,9,O,1,1664920121202,5,12,we,1664920121202001,1,,,,167680,,1615,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.7447782611,201265108512we,,0,1664920121202001,8,17543,03/03/2025
,STRIPED BASS,201265108512we,1664920121202513,2012,5,42,71,10,5,13,7,5,E,5,7,0,1,0,2,1,3,0,0,1,4,2,1664920121202004,5,6,2,1,0,9,O,1,1664920121202,5,12,we,1664920121202001,1,,,,167680,,1620,,1,1,8,0,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.7447782611,201265108512we,,0,1664920121202004,8,17557,03/03/2025
BLUEFISH,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,2,3,3,0,0,7,1,1692720121112003,5,6,1,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,168559,1525,,1,1,2,1,2,,,,29MAR201315:43,8,8835020102,8835250101,7,8,,,,17.032982014,201265108511wd,,0,1692720121112003,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,1,1,0,0,1,7,2,1692720121112004,5,6,2,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,,1530,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,17.032982014,201265108511wd,,0,1692720121112004,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,1,1,0,0,1,7,2,1692720121112005,5,6,2,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,,1535,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,17.032982014,201265108511wd,,0,1692720121112005,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,0,1,0,1,1,7,2,1692720121112006,5,6,3,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,,1540,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,17.032982014,201265108511wd,,0,1692720121112003,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,1,2,0,0,1,7,2,1692720121112007,5,6,2,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,,1545,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,17.032982014,201265108511wd,,0,1692720121112007,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,1,1,0,0,1,7,2,1692720121112008,5,6,2,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,,1550,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,17.032982014,201265108511wd,,0,1692720121112008,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121112513,2012,5,10,5,10,5,13,7,5,E,5,8,0,998,98,1,1,1,0,0,1,7,2,1692720121112009,5,6,2,1,0,9,Y,1,1692720121112,5,11,wd,1692720121112003,1,,,SUSSEX,167680,,1605,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,17.032982014,201265108511wd,,0,1692720121112009,8,19955,03/03/2025
,STRIPED BASS,201265108511wd,1692720121120513,2012,7,12,17,10,5,13,7,5,E,5,6,0,0,0,1,1,2,0,0,0,5,1,1692720121120007,5,6,2,1,0,9,O,1,1692720121120,5,11,wd,1692720121120007,1,,,CITRUS,167680,,1530,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.3947951658,201265108511wd,,0,1692720121120007,8,34434,03/03/2025
,STRIPED BASS,201265108511wd,1692720121120513,2012,7,12,17,10,5,13,7,5,E,5,6,0,0,0,1,1,1,0,0,1,5,2,1692720121120008,5,6,2,1,0,9,O,1,1692720121120,5,11,wd,1692720121120007,1,,,CITRUS,167680,,1540,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.3947951658,201265108511wd,,0,1692720121120008,8,34434,03/03/2025
,STRIPED BASS,201265108511wd,1692720121120513,2012,0,20,91,10,5,13,7,5,E,5,6,0,0,0,2,1,1,1,0,1,5,2,1692720121120009,5,6,1,1,0,9,O,1,1692720121120,5,11,wd,1692720121120007,1,,,,167680,,1550,,1,1,8,1,1,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.3947951658,201265108511wd,,0,1692720121120009,8,66208,03/03/2025
,STRIPED BASS,201265108511wd,1692720121120513,2012,7,48,215,10,5,13,7,5,E,5,6,0,0,0,2,1,1,0,0,1,5,2,1692720121120010,5,6,2,1,0,9,O,1,1692720121120,5,11,wd,1692720121120007,1,,,,167680,,1605,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.3947951658,201265108511wd,,0,1692720121120010,8,78586,03/03/2025
,STRIPED BASS,201265108511wd,1692720121120513,2012,7,12,17,10,5,13,7,5,E,5,6,0,0,0,1,1,1,0,0,1,5,2,1692720121120011,5,6,2,1,0,9,O,1,1692720121120,5,11,wd,1692720121120007,1,,,CITRUS,167680,,1610,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.3947951658,201265108511wd,,0,1692720121120011,8,34433,03/03/2025
,STRIPED BASS,201265108511we,1692720121125513,2012,5,10,3,10,5,13,7,5,E,5,6,0,998,98,1,6,1,5,0,0,6,1,1692720121125001,5,6,1,1,0,8,Y,1,1692720121125,5,11,we,1692720121125001,1,11,0,NEW CASTLE,167680,,1430,,1,1,2,1,2,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.2603235638,201265108511we,,0,1692720121125001,8,19805,03/03/2025
,STRIPED BASS,201265108511we,1692720121125513,2012,5,10,3,10,5,13,7,5,E,5,6,0,998,98,1,0,1,0,1,1,6,2,1692720121125002,5,6,3,1,0,8,Y,1,1692720121125,5,11,we,1692720121125001,1,,,NEW CASTLE,167680,,1440,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.2603235638,201265108511we,,0,1692720121125001,8,19702,03/03/2025
,STRIPED BASS,201265108511we,1692720121125513,2012,5,10,3,10,5,13,7,5,E,5,6,0,998,98,1,0,2,0,1,1,6,2,1692720121125003,5,6,3,1,0,8,Y,1,1692720121125,5,11,we,1692720121125001,1,,,NEW CASTLE,167680,,1450,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.2603235638,201265108511we,,0,1692720121125001,8,19720,03/03/2025
,STRIPED BASS,201265108511we,1692720121125513,2012,5,10,3,10,5,13,7,5,E,5,6,0,998,98,1,0,1,0,1,1,6,2,1692720121125004,5,6,3,1,0,8,Y,1,1692720121125,5,11,we,1692720121125001,1,,,NEW CASTLE,167680,,1500,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.2603235638,201265108511we,,0,1692720121125001,8,19706,03/03/2025
TAUTOG,STRIPED BASS,201265108512we,1692720121208513,2012,5,24,15,10,5,13,7,5,4,5,6.5,0,998,98,1,3,2,4,0,0,10,1,1692720121208003,5,6,1,1,0,9,O,1,1692720121208,5,12,we,1692720121208003,1,,,CECIL,167680,170479,1545,,1,1,2,1,2,,,,29MAR201315:43,8,8835020102,8839010101,7,8,,,,6.9252866896,201265108512we,,0,1692720121208003,8,21921,03/03/2025
,STRIPED BASS,201265108512we,1692720121208513,2012,5,10,1,10,5,13,7,5,4,5,6.5,0,998,98,1,0,2,0,1,1,10,2,1692720121208004,5,6,3,1,0,9,Y,1,1692720121208,5,12,we,1692720121208003,1,,,KENT,167680,,1555,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,12.14308698,201265108512we,,0,1692720121208003,8,19938,03/03/2025
,TAUTOG,201265108512we,1692720121208513,2012,5,10,3,10,5,13,7,5,4,5,6.5,0,998,98,1,0,2,0,1,1,10,2,1692720121208005,5,6,3,1,0,9,Y,1,1692720121208,5,12,we,1692720121208003,1,,,NEW CASTLE,170479,,1600,,1,1,8,1,8,,,,29MAR201315:43,8,8839010101,,7,8,,,,12.14308698,201265108512we,,0,1692720121208003,8,19702,03/03/2025
,STRIPED BASS,201265108511we,1696320121110513,2012,5,10,3,10,5,13,7,5,E,5,7.5,0,3,1,1,1,1,0,0,0,5,1,1696320121110001,5,6,2,1,0,9,Y,1,1696320121110,5,11,we,1696320121110001,1,,,NEW CASTLE,167680,,1537,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.2163089351,201265108511we,,0,1696320121110001,8,19711,03/03/2025
,STRIPED BASS,201265108511we,1696320121110513,2012,5,10,3,10,5,13,7,5,E,5,7.5,,6,1,1,1,0,0,0,1,5,2,1696320121110002,5,6,2,1,0,9,Y,1,1696320121110,5,11,we,1696320121110001,,,,NEW CASTLE,167680,,1542,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,7.2163089351,201265108511we,,0,1696320121110002,8,19810,03/03/2025
,WINTER FLOUNDER,201265108511we,1696320121110513,2012,5,36,61,10,5,13,7,5,E,5,6,,0,0,1,1,0,0,0,0,14,1,1696320121110007,5,6,2,1,0,8,O,1,1696320121110,5,11,we,1696320121110007,,,,NEW YORK,172904,,1618,,1,1,8,1,8,,,,29MAR201315:43,8,8857042001,,7,8,,,,11.523430841,201265108511we,,0,1696320121110007,8,10027,03/03/2025
,WINTER FLOUNDER,201265108511we,1696320121110513,2012,5,36,119,10,5,13,7,5,E,5,6,,0,0,1,1,0,0,0,1,14,2,1696320121110008,5,6,2,1,0,8,O,1,1696320121110,5,11,we,1696320121110007,,,,WESTCHESTER,172904,,1623,,1,1,8,1,8,,,,29MAR201315:43,8,8857042001,,7,8,,,,11.523430841,201265108511we,,0,1696320121110008,8,10523,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,24,47,10,5,13,7,5,E,5,8.5,,998,98,1,1,0,0,0,0,6,1,1696320121201001,5,6,2,1,0,5.5,O,1,1696320121201,5,12,we,1696320121201001,,,,WORCESTER,167680,,1528,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.7829328876,201265108512we,,0,1696320121201001,8,21842,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,42,75,10,5,13,7,5,E,5,8.5,0,998,98,1,1,1,0,0,1,6,2,1696320121201002,5,6,2,1,0,5.5,O,1,1696320121201,5,12,we,1696320121201001,1,,,,167680,,1533,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.7829328876,201265108512we,,0,1696320121201002,8,17042,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,42,75,10,5,13,7,5,E,5,8.5,,998,98,1,1,0,0,0,1,6,2,1696320121201003,5,6,2,1,0,5.5,O,1,1696320121201,5,12,we,1696320121201001,,,,,167680,,1538,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.7829328876,201265108512we,,0,1696320121201003,8,17067,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,42,75,10,5,13,7,5,E,5,8.5,0,998,98,1,1,1,0,0,1,6,2,1696320121201004,5,6,2,1,0,5.5,O,1,1696320121201,5,12,we,1696320121201001,1,,,,167680,,1543,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.7829328876,201265108512we,,0,1696320121201004,8,17067,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,42,75,10,5,13,7,5,E,5,8.5,,998,98,1,1,0,0,0,1,6,2,1696320121201005,5,6,2,1,0,5.5,O,1,1696320121201,5,12,we,1696320121201001,,,,,167680,,1548,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.7829328876,201265108512we,,0,1696320121201005,8,17067,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,42,75,10,5,13,7,5,E,5,8.5,,998,98,2,1,0,0,0,1,6,2,1696320121201006,5,6,2,1,0,5.5,O,1,1696320121201,5,12,we,1696320121201001,,,,,167680,,1553,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,1.7829328876,201265108512we,,0,1696320121201006,8,17042,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,42,71,10,5,13,7,5,E,5,8,,998,98,2,1,0,0,0,0,7,1,1696320121201016,5,6,2,1,0,7,O,1,1696320121201,5,12,we,1696320121201016,,,,,167680,,1702,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,2.4961060426,201265108512we,,0,1696320121201016,8,17563,03/03/2025
,STRIPED BASS,201265108512we,1696320121201513,2012,5,10,3,10,5,13,7,5,E,5,8,0,998,98,2,1,1,0,0,1,7,2,1696320121201017,5,6,2,1,0,7,Y,1,1696320121201,5,12,we,1696320121201016,1,,,NEW CASTLE,167680,,1707,,1,1,8,1,8,,,,29MAR201315:43,8,8835020102,,7,8,,,,4.376776608,201265108512we,,0,1696320121201017,8,19707,03/03/2025
