PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,NEW_LIST,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,SEX,AGE,REEF,DATE1,DIST,PRIM1,PRIM2,MODE2001,TURTLE,REEFCODE,AREA_NC,ART_REEF,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,STRIPED BASS,201903917weS:8AM-8PM,201929171764520190317,2019,5,36,103,9,1,4334,8,7,3,5,5,0.00,12,8,1,1,0,0,0,1,8,1764520190317029,4,2,2,,7.00,,,O,we,,1764520190317,3,1764520190317029,1,1,S:8AM-8PM,03,,,SUFFOLK,1605,167680,,,1,,8,1,8,1,49,,17MAY19:12:33,8,8835020102,,8,,,,2,,,90.107151645,201903917weS:8AM-8PM,,0,1764520190317029,11751,03/03/2025
,STRIPED BASS,201903917wdS:8AM-8PM,201929171764520190325,2019,5,36,103,9,1,4334,8,7,3,5,5,0.00,14,8,1,1,0,0,0,1,8,1764520190325001,4,2,2,,6.50,,,O,wd,,1764520190325,3,1764520190325001,1,1,S:8AM-8PM,03,,,SUFFOLK,1112,167680,,,1,,8,1,8,1,49,,17MAY19:12:33,8,8835020102,,8,,,,2,,,97.23107822,201903917wdS:8AM-8PM,,0,1764520190325001,11751,03/03/2025
,STRIPED BASS,201903917wdS:8AM-8PM,201929171764520190325,2019,4,9,9,9,1,4334,8,7,3,5,4,0.00,6,2,1,1,0,0,0,3,1,1764520190325006,4,2,2,,5.50,,,Y,wd,,1764520190325,3,1764520190325006,1,1,S:8AM-8PM,03,,,NEW HAVEN,1342,167680,,,1,,8,1,8,1,89,,17MAY19:12:33,8,8835020102,,8,,,,2,,,97.23107822,201903917wdS:8AM-8PM,,0,1764520190325006,06483,03/03/2025
,STRIPED BASS,201903917wdS:8AM-8PM,201929171764520190325,2019,4,9,5,9,1,4334,8,7,3,5,4,0.00,60,8,1,1,0,0,1,3,2,1764520190325007,4,2,2,,5.50,,,Y,wd,,1764520190325,3,1764520190325006,1,1,S:8AM-8PM,03,,,LITCHFIELD,1342,167680,,,1,,8,2,8,1,63,,17MAY19:12:33,8,8835020102,,8,,,,2,,,97.23107822,201903917wdS:8AM-8PM,,0,1764520190325007,06790,03/03/2025
,STRIPED BASS,201903917wdS:8AM-8PM,201929171764520190325,2019,4,9,9,9,1,4334,8,7,3,5,4,0.00,60,20,1,1,0,0,1,3,2,1764520190325008,4,2,2,,5.50,,,Y,wd,,1764520190325,3,1764520190325006,1,1,S:8AM-8PM,03,,,NEW HAVEN,1342,167680,,,1,,8,1,8,1,65,,17MAY19:12:33,8,8835020102,,8,,,,2,,,97.23107822,201903917wdS:8AM-8PM,,0,1764520190325008,06477,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190406,2019,4,9,9,9,1,4334,8,7,3,5,5,0.00,20,0,1,1,0,0,0,2,1,1764520190406003,4,2,2,,6.00,,,Y,we,,1764520190406,3,1764520190406003,1,1,S:8AM-8PM,04,,,NEW HAVEN,1245,167680,,,1,,8,1,8,1,53,,17MAY19:12:33,8,8835020102,,8,,,,2,,,90.839693369,201904917weS:8AM-8PM,,0,1764520190406003,06410,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190406,2019,4,9,9,9,1,4334,8,7,3,5,5,0.00,20,0,1,2,0,0,1,2,2,1764520190406004,4,2,2,,6.00,,,Y,we,,1764520190406,3,1764520190406003,1,1,S:8AM-8PM,04,,,NEW HAVEN,1245,167680,,,1,,8,1,8,1,55,,17MAY19:12:33,8,8835020102,,8,,,,2,,,90.839693369,201904917weS:8AM-8PM,,0,1764520190406004,06488,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190406,2019,4,9,9,9,1,4334,8,7,3,5,3.5,,25,10,1,0,0,0,0,2,1,1764520190406006,4,2,2,,4.00,,,Y,we,,1764520190406,3,1764520190406006,,1,S:8AM-8PM,04,,,NEW HAVEN,1330,167680,,,1,,8,2,8,1,30,,17MAY19:12:33,8,8835020102,,8,,,,2,,,90.839693369,201904917weS:8AM-8PM,,0,1764520190406006,06708,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190406,2019,4,9,5,9,1,4334,8,7,3,5,3.5,,3,1,1,0,0,0,1,2,2,1764520190406007,4,2,2,,4.00,,,Y,we,,1764520190406,3,1764520190406006,,1,S:8AM-8PM,04,,,LITCHFIELD,1330,167680,,,1,,8,2,8,1,25,,17MAY19:12:33,8,8835020102,,8,,,,2,,,90.839693369,201904917weS:8AM-8PM,,0,1764520190406007,06790,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,2.5,,6,0,1,0,0,0,0,1,8,1764520190407001,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407001,,1,S:8AM-8PM,04,,,FAIRFIELD,1135,167680,,,1,,8,2,8,1,62,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407001,06840,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,2.5,0.00,50,0,1,1,0,0,0,1,8,1764520190407002,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407002,1,1,S:8AM-8PM,04,,,FAIRFIELD,1135,167680,,,1,,8,2,8,1,63,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407002,06820,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,2.5,,40,0,1,0,0,0,0,1,8,1764520190407003,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407003,,1,S:8AM-8PM,04,,,FAIRFIELD,1210,167680,,,1,,8,1,8,1,46,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407003,06484,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,4.5,,3,0,1,0,0,0,0,2,1,1764520190407004,4,2,2,,5.00,,,Y,we,,1764520190407,3,1764520190407004,,1,S:8AM-8PM,04,,,FAIRFIELD,1217,167680,,,1,,8,2,8,1,33,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407004,99999,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,4.5,,0,0,1,0,0,0,1,2,2,1764520190407005,4,2,2,,5.00,,,Y,we,,1764520190407,3,1764520190407004,,1,S:8AM-8PM,04,,,NEW HAVEN,1217,167680,,,1,,8,2,8,1,32,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407005,06488,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,4.5,0.00,30,10,1,1,0,0,0,1,8,1764520190407006,4,2,2,,5.00,,,Y,we,,1764520190407,3,1764520190407006,1,1,S:8AM-8PM,04,,,NEW HAVEN,1226,167680,,,1,,8,1,8,1,52,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407006,06798,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,5.5,0.00,12,2,1,1,0,0,0,1,8,1764520190407007,4,2,2,,6.00,,,Y,we,,1764520190407,3,1764520190407007,1,1,S:8AM-8PM,04,,,NEW HAVEN,1233,167680,,,1,,8,2,8,1,51,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407007,06516,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,5.5,0.00,60,1,1,1,0,0,0,1,8,1764520190407008,4,2,2,,6.00,,,Y,we,,1764520190407,3,1764520190407008,1,1,S:8AM-8PM,04,,,NEW HAVEN,1240,167680,,,1,,8,1,8,1,70,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407008,06795,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,1.5,,20,5,1,0,0,0,0,2,1,1764520190407009,4,2,2,,2.00,,,Y,we,,1764520190407,3,1764520190407009,,1,S:8AM-8PM,04,,,NEW HAVEN,1244,167680,,,1,,8,2,8,1,29,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407009,06483,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,1.5,,20,5,1,0,0,0,1,2,2,1764520190407010,4,2,2,,2.00,,,Y,we,,1764520190407,3,1764520190407009,,1,S:8AM-8PM,04,,,FAIRFIELD,1244,167680,,,1,,8,2,8,1,28,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407010,06615,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,4.5,0.00,5,0,1,1,0,0,0,1,8,1764520190407011,4,2,2,,5.00,,,Y,we,,1764520190407,3,1764520190407011,1,1,S:8AM-8PM,04,,,LITCHFIELD,1253,167680,,,1,,8,2,8,1,50,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407011,06751,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,3,9,1,4334,8,7,3,5,2.5,0.00,100,10,1,1,0,0,0,1,8,1764520190407012,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407012,1,1,S:8AM-8PM,04,,,HARTFORD,1256,167680,,,1,,8,2,8,1,48,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407012,06082,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,15,9,1,4334,8,7,3,5,6.5,0.00,2,0,1,1,0,0,0,4,1,1764520190407016,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407016,1,1,S:8AM-8PM,04,,,WINDHAM,1318,167680,,,1,,8,2,8,1,47,,17MAY19:12:33,8,8835020102,,8,,,,2,,,114.94347308,201904917weS:8AM-8PM,,0,1764520190407016,06277,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,15,9,1,4334,8,7,3,5,6.5,0.00,3,0,1,1,0,0,1,4,2,1764520190407017,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407016,1,1,S:8AM-8PM,04,,,WINDHAM,1319,167680,,,1,,8,2,8,1,,,17MAY19:12:33,8,8835020102,,8,,,,2,,,114.94347308,201904917weS:8AM-8PM,,0,1764520190407017,06277,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,6.5,0.00,50,8,1,1,0,0,0,2,1,1764520190407020,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407020,1,1,S:8AM-8PM,04,,,LITCHFIELD,1322,167680,,,1,,8,2,8,1,,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407020,06798,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,6.5,0.00,50,8,1,1,0,0,1,2,2,1764520190407021,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407020,1,1,S:8AM-8PM,04,,,LITCHFIELD,1322,167680,,,1,,8,2,8,1,,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407021,06798,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,6.5,0.00,5,2,1,1,0,0,0,2,1,1764520190407022,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407022,1,1,S:8AM-8PM,04,,,NEW HAVEN,1331,167680,,,1,,8,2,8,1,27,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407022,06516,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,6.5,0.00,5,2,1,1,0,0,1,2,2,1764520190407023,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407022,1,1,S:8AM-8PM,04,,,NEW HAVEN,1331,167680,,,1,,8,1,8,1,25,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407023,06516,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,6.5,0.00,50,3,1,1,1,0,0,3,1,1764520190407024,4,2,1,,7.00,,,Y,we,,1764520190407,3,1764520190407024,1,1,S:8AM-8PM,04,1,0,LITCHFIELD,1343,167680,,,1,,8,1,1,1,44,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407024,06795,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,6.5,0.00,50,0,1,1,0,0,1,3,2,1764520190407025,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407024,1,1,S:8AM-8PM,04,,,LITCHFIELD,1343,167680,,,1,,8,1,8,1,70,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407025,06795,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,6.5,0.00,0,0,1,1,1,0,1,3,2,1764520190407026,4,2,1,,7.00,,,Y,we,,1764520190407,3,1764520190407024,1,1,S:8AM-8PM,04,1,0,LITCHFIELD,1343,167680,,,1,,8,2,1,1,12,,17MAY19:12:33,8,8835020102,,8,,,,2,,,75.976722503,201904917weS:8AM-8PM,,0,1764520190407026,06795,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,3,9,1,4334,8,7,3,5,5,0.00,3,0,1,1,0,0,0,2,1,1764520190407028,4,2,2,,6.00,,,Y,we,,1764520190407,3,1764520190407028,1,1,S:8AM-8PM,04,,,HARTFORD,1427,167680,,,1,,8,2,8,1,34,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407028,06010,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,3,9,1,4334,8,7,3,5,5,0.00,0,0,1,1,0,0,1,2,2,1764520190407029,4,2,2,,6.00,,,Y,we,,1764520190407,3,1764520190407028,1,1,S:8AM-8PM,04,,,HARTFORD,1428,167680,,,1,,8,2,8,1,,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407029,99999,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,2.5,,30,0,1,0,0,0,0,1,8,1764520190407032,4,2,2,,4.00,,,Y,we,,1764520190407,3,1764520190407032,,1,S:8AM-8PM,04,,,FAIRFIELD,1519,167680,,,1,,8,2,8,1,37,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407032,06810,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,3,,1,0,1,0,0,0,0,3,1,1764520190407033,4,2,2,,3.50,,,Y,we,,1764520190407,3,1764520190407033,,1,S:8AM-8PM,04,,,FAIRFIELD,1530,167680,,,1,,8,2,8,1,44,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407033,06811,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,3,,5,0,1,0,0,0,1,3,2,1764520190407034,4,2,2,,3.50,,,Y,we,,1764520190407,3,1764520190407033,,1,S:8AM-8PM,04,,,NEW HAVEN,1531,167680,,,1,,8,2,8,1,40,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407034,06516,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,3,0.00,100,20,1,1,0,0,1,3,2,1764520190407035,4,2,2,,3.50,,,Y,we,,1764520190407,3,1764520190407033,1,1,S:8AM-8PM,04,,,FAIRFIELD,1531,167680,,,1,,8,2,8,1,28,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407035,06484,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,1.5,,52,25,1,0,0,0,0,1,8,1764520190407036,4,2,2,,4.00,,,Y,we,,1764520190407,3,1764520190407036,,1,S:8AM-8PM,04,,,NEW HAVEN,1552,167680,,,1,,8,2,8,1,54,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407036,06716,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,9,9,1,4334,8,7,3,5,7,0.00,10,2,1,1,0,0,0,1,8,1764520190407037,4,2,2,,8.00,,,Y,we,,1764520190407,3,1764520190407037,1,1,S:8AM-8PM,04,,,NEW HAVEN,1558,167680,,,1,,8,1,8,1,49,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407037,06762,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,998,9,1,4334,8,7,3,5,5,0.00,0,0,1,1,0,0,0,2,1,1764520190407038,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407038,1,1,S:8AM-8PM,04,,,,1603,167680,,,1,,8,2,8,1,50,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407038,99998,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,5,0.00,0,0,1,1,0,0,1,2,2,1764520190407039,4,2,2,,7.00,,,Y,we,,1764520190407,3,1764520190407038,1,1,S:8AM-8PM,04,,,LITCHFIELD,1603,167680,,,1,,8,1,8,1,52,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407039,06786,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,2.5,0.00,50,15,1,1,0,0,0,2,1,1764520190407041,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407041,1,1,S:8AM-8PM,04,,,FAIRFIELD,1619,167680,,,1,,8,1,8,1,44,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407041,06824,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,2.5,0.00,5,2,1,1,0,0,1,2,2,1764520190407042,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407041,1,1,S:8AM-8PM,04,,,FAIRFIELD,1620,167680,,,1,,8,2,8,1,13,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407042,06824,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,25,27,9,1,4334,8,7,3,5,8,0.00,0,0,1,1,0,0,0,2,1,1764520190407043,4,2,2,,9.00,,,O,we,,1764520190407,3,1764520190407043,1,1,S:8AM-8PM,04,,,,1622,167680,,,1,,8,1,8,1,53,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407043,01516,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,25,27,9,1,4334,8,7,3,5,8,0.00,0,0,1,1,0,0,1,2,2,1764520190407044,4,2,2,,9.00,,,O,we,,1764520190407,3,1764520190407043,1,1,S:8AM-8PM,04,,,,1622,167680,,,1,,8,2,8,1,16,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407044,01516,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,5,9,1,4334,8,7,3,5,2.5,,4,0,1,0,0,0,0,1,8,1764520190407045,4,2,2,,3.00,,,Y,we,,1764520190407,3,1764520190407045,,1,S:8AM-8PM,04,,,LITCHFIELD,1651,167680,,,1,,8,2,8,1,57,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407045,06786,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,7,,1,0,1,0,0,0,0,2,1,1764520190407046,4,2,2,,8.00,,,Y,we,,1764520190407,3,1764520190407046,,1,S:8AM-8PM,04,,,FAIRFIELD,1654,167680,,,1,,8,1,8,1,21,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407046,06470,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190407,2019,4,9,1,9,1,4334,8,7,3,5,7,,0,0,1,0,0,0,1,2,2,1764520190407047,4,2,2,,8.00,,,Y,we,,1764520190407,3,1764520190407046,,1,S:8AM-8PM,04,,,FAIRFIELD,1654,167680,,,1,,8,1,8,1,21,,17MAY19:12:33,8,8835020102,,8,,,,2,,,79.655973541,201904917weS:8AM-8PM,,0,1764520190407047,06470,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,4,9,1,9,1,4334,8,7,3,5,4,0.00,20,10,1,1,0,0,0,4,1,1764520190420001,4,2,2,,5.00,,,Y,we,,1764520190420,3,1764520190420001,1,1,S:8AM-8PM,04,,,FAIRFIELD,1131,167680,,,1,,8,2,8,1,44,,17MAY19:12:33,8,8835020102,,8,,,,2,,,81.428929282,201904917weS:8AM-8PM,,0,1764520190420001,06812,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,4,9,1,9,1,4334,8,7,3,5,4,0.00,0,0,1,1,0,0,1,4,2,1764520190420002,4,2,2,,5.00,,,Y,we,,1764520190420,3,1764520190420001,1,1,S:8AM-8PM,04,,,FAIRFIELD,1131,167680,,,1,,8,2,8,1,30,,17MAY19:12:33,8,8835020102,,8,,,,2,,,81.428929282,201904917weS:8AM-8PM,,0,1764520190420002,06824,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,5,42,133,9,1,4334,8,7,3,5,4,0.00,0,0,1,1,0,0,1,4,2,1764520190420003,4,2,2,,5.00,,,O,we,,1764520190420,3,1764520190420001,1,1,S:8AM-8PM,04,,,,1131,167680,,,1,,8,1,8,1,63,,17MAY19:12:33,8,8835020102,,8,,,,2,,,81.428929282,201904917weS:8AM-8PM,,0,1764520190420003,17055,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,5,42,133,9,1,4334,8,7,3,5,4,0.00,0,0,1,1,0,0,1,4,2,1764520190420004,4,2,2,,5.00,,,O,we,,1764520190420,3,1764520190420001,1,1,S:8AM-8PM,04,,,,1131,167680,,,1,,8,2,8,1,14,,17MAY19:12:33,8,8835020102,,8,,,,2,,,81.428929282,201904917weS:8AM-8PM,,0,1764520190420004,17055,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,5,36,27,9,1,4334,8,7,3,5,6,0.00,6,4,1,1,0,0,0,2,1,1764520190420008,4,2,2,,8.00,,,O,we,,1764520190420,3,1764520190420008,1,1,S:8AM-8PM,04,,,,1409,167680,,,1,,8,1,8,1,52,,17MAY19:12:33,8,8835020102,,8,,,,2,,,85.296613731,201904917weS:8AM-8PM,,0,1764520190420008,12533,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,5,36,27,9,1,4334,8,7,3,5,6,0.00,25,6,1,1,0,0,1,2,2,1764520190420009,4,2,2,,8.00,,,O,we,,1764520190420,3,1764520190420008,1,1,S:8AM-8PM,04,,,,1409,167680,,,1,,8,1,8,1,58,,17MAY19:12:33,8,8835020102,,8,,,,2,,,85.296613731,201904917weS:8AM-8PM,,0,1764520190420009,12522,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190420,2019,4,9,3,9,1,4334,8,7,3,5,3.5,0.00,2,0,1,2,0,0,0,1,8,1764520190420011,4,2,2,,4.00,,,Y,we,,1764520190420,3,1764520190420011,1,1,S:8AM-8PM,04,,,HARTFORD,1648,167680,,,1,,8,1,8,1,31,,17MAY19:12:33,8,8835020102,,8,,,,2,,,85.296613731,201904917weS:8AM-8PM,,0,1764520190420011,06118,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190428,2019,4,9,1,9,1,4334,8,7,3,5,5,0.00,200,12,1,1,0,0,0,2,1,1764520190428001,4,2,2,,6.00,,,Y,we,,1764520190428,3,1764520190428001,1,1,S:8AM-8PM,04,,,FAIRFIELD,1125,167680,,,1,,8,1,8,1,53,,17MAY19:12:33,8,8835020102,,8,,,,2,,,74.782084148,201904917weS:8AM-8PM,,0,1764520190428001,06903,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190428,2019,4,9,1,9,1,4334,8,7,3,5,5,0.00,125,6,1,1,0,0,1,2,2,1764520190428002,4,2,2,,6.00,,,Y,we,,1764520190428,3,1764520190428001,1,1,S:8AM-8PM,04,,,FAIRFIELD,1125,167680,,,1,,8,1,8,1,57,,17MAY19:12:33,8,8835020102,,8,,,,2,,,74.782084148,201904917weS:8AM-8PM,,0,1764520190428002,06902,03/03/2025
,STRIPED BASS,201904917weS:8AM-8PM,201929171764520190428,2019,0,50,21,9,1,4334,8,7,3,5,4.5,0.00,2,2,1,1,0,0,0,2,1,1764520190428003,4,2,2,,5.00,,,O,we,,1764520190428,3,1764520190428003,1,1,S:8AM-8PM,04,,,,1144,167680,,,1,,8,1,8,1,53,,17MAY19:12:33,8,8835020102,,8,,,,2,,,74.782084148,201904917weS:8AM-8PM,,0,1764520190428003,05739,03/03/2025
