PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,3,,12,0,2,1,0,0,0,0,,,1534720090111008,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111008,,,,PALM BEACH,1255,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111008,8,33412,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,1,,3,0,8,1,0,0,0,0,,,1534720090111009,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111009,,,,PALM BEACH,1308,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111009,8,33418,03/03/2025
BLUEFISH,SPANISH MACKEREL,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,4.5,0,250,40,8,1,1,0,0,0,,,1534720090111010,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111010,2,,,PALM BEACH,1313,172436,168559,1,1,1,8,2,8,,2,,20FEB200908:17,1,8850030502,8835250101,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111010,8,33458,03/03/2025
BLUEFISH,SPANISH MACKEREL,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,4.5,,150,24,8,1,0,0,0,0,,,1534720090111011,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111011,,,,PALM BEACH,1314,172436,168559,1,1,1,8,2,8,,2,,20FEB200908:17,1,8850030502,8835250101,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111011,8,99998,03/03/2025
SPANISH MACKEREL,FLORIDA POMPANO,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,1,,50,8,8,1,0,0,0,0,,,1534720090111012,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111012,,,,PALM BEACH,1333,168708,172436,1,1,1,8,2,8,,1,,20FEB200908:17,1,8835280901,8850030502,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111012,8,33477,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,2,,150,24,2,1,0,0,0,0,,,1534720090111013,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111013,,,,PALM BEACH,1345,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111013,8,33407,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,2,,0,0,2,1,0,0,0,0,,,1534720090111014,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111014,,,,PALM BEACH,1346,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111014,8,33414,03/03/2025
,COBIA,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,7,0,100,15,8,1,2,0,0,0,,,1534720090111015,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111015,2,,,PALM BEACH,1400,168566,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835260101,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111015,8,33407,03/03/2025
,COBIA,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,7,,100,15,8,1,0,0,0,0,,,1534720090111016,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111016,,,,PALM BEACH,1401,168566,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835260101,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111016,8,33410,03/03/2025
KING MACKEREL,COBIA,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,8,,24,16,2,1,0,0,0,0,,,1534720090111017,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111017,,,,PALM BEACH,1403,168566,172435,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835260101,8850030501,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111017,8,33411,03/03/2025
,FLORIDA POMPANO,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,1,,24,4,1,1,0,0,0,0,,,1534720090111018,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111018,,,,PALM BEACH,1405,168708,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835280901,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111018,8,33461,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,2,,25,3,8,1,0,0,0,0,,,1534720090111019,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111019,,,,PALM BEACH,1418,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111019,8,33410,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,2,,6,3,8,1,0,0,0,0,,,1534720090111020,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111020,,,,PALM BEACH,1119,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111020,8,33410,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,2.5,,8,0,1,1,0,0,0,0,,,1534720090111021,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111021,,,,PALM BEACH,1431,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111021,8,33458,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,2.5,,8,0,1,1,0,0,0,0,,,1534720090111022,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111022,,,,PALM BEACH,1432,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111022,8,33458,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,3,,26,8,8,1,0,0,0,0,,,1534720090111023,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111023,,,,PALM BEACH,1435,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111023,8,33458,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,3,,26,0,8,1,0,0,0,0,,,1534720090111024,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111024,,,,PALM BEACH,1436,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111024,8,33458,03/03/2025
,FLORIDA POMPANO,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,1,,50,8,8,1,0,0,0,0,,,1534720090111025,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111025,,,,PALM BEACH,1445,168708,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835280901,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111025,8,33477,03/03/2025
,,200916128301we,1534720090111991448,2009,6,12,99,12,99,1448,1,3,1,1,4,,998,98,8,1,0,0,0,0,,,1534720090111026,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111026,,,,PALM BEACH,1458,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111026,8,33431,03/03/2025
,PERMIT,200916128301we,1534720090111991448,2009,6,12,86,12,99,1448,1,3,1,1,8.5,,250,40,8,1,0,0,0,0,,,1534720090111027,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111027,,,,MIAMI-DADE,1521,168709,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,8835280902,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111027,8,33168,03/03/2025
,PERMIT,200916128301we,1534720090111991448,2009,6,12,86,12,99,1448,1,3,1,1,8.5,,250,40,8,1,0,0,0,0,,,1534720090111028,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111028,,,,MIAMI-DADE,1522,168709,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,8835280902,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111028,8,33168,03/03/2025
,PERMIT,200916128301we,1534720090111991448,2009,6,12,86,12,99,1448,1,3,1,1,8.5,,6,0,8,1,0,0,0,0,,,1534720090111029,6,1,2,,,,Y,,1534720090111,,01,we,1534720090111029,,,,MIAMI-DADE,1523,168709,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,8835280902,,,,,,,,,,,,,,1620.6281179,200916128301we,,0,1534720090111029,8,33168,03/03/2025
,,200916128301we,1534720090111991448,2009,4,9,13,12,99,1448,1,3,1,1,2,,10,10,8,1,0,0,0,0,,,1534720090111030,6,1,2,,,,O,,1534720090111,,01,we,1534720090111030,,,,TOLLAND,1527,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,1490.5245794,200916128301we,,0,1534720090111030,8,99998,03/03/2025
,SPANISH MACKEREL,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,0.5,,300,48,2,1,0,0,0,0,,,1543720090108001,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108001,,,,PALM BEACH,955,172436,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,8850030502,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108001,8,99998,03/03/2025
,SPANISH MACKEREL,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,0.5,,150,24,2,1,0,0,0,0,,,1543720090108002,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108002,,,,PALM BEACH,956,172436,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,8850030502,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108002,8,33418,03/03/2025
,SPANISH MACKEREL,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,1.5,,34,3,1,1,0,0,0,0,,,1543720090108003,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108003,,,,PALM BEACH,1040,172436,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,8850030502,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108003,8,33470,03/03/2025
,,200916128301wd,15437200901089918,2009,6,12,11,12,99,18,2,3,1,1,4,,12,1,2,1,0,0,0,0,,,1543720090108004,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108004,,,,BROWARD,1103,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108004,8,33313,03/03/2025
,,200916128301wd,15437200901089918,2009,6,12,11,12,99,18,2,3,1,1,4,,50,7,1,1,0,0,0,0,,,1543720090108005,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108005,,,,BROWARD,1115,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108005,8,33323,03/03/2025
BLUEFISH,IRISH POMPANO,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,0.5,,100,15,2,1,0,0,0,0,,,1543720090108006,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108006,,,,PALM BEACH,1127,169029,168559,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835390201,8835250101,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108006,8,33460,03/03/2025
BLUEFISH,IRISH POMPANO,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,0.5,,100,15,2,1,0,0,0,0,,,1543720090108007,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108007,,,,PALM BEACH,1128,169029,168559,1,1,1,8,2,8,,2,,20FEB200908:17,1,8835390201,8835250101,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108007,8,33460,03/03/2025
,,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,1,,100,15,2,1,0,0,0,0,,,1543720090108008,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108008,,,,PALM BEACH,1232,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108008,8,99998,03/03/2025
,,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,4,,150,23,1,1,0,0,0,0,,,1543720090108009,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108009,,,,PALM BEACH,1315,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108009,8,33410,03/03/2025
,,200916128301wd,15437200901089918,2009,5,34,41,12,99,18,2,3,1,1,4,,0,0,8,1,0,0,0,0,,,1543720090108010,6,1,2,,,,O,,1543720090108,,01,wd,1543720090108010,,,,,1316,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,8489.1045657,200916128301wd,,0,1543720090108010,8,99998,03/03/2025
,,200916128301wd,15437200901089918,2009,6,12,99,12,99,18,2,3,1,1,4,0,200,32,1,1,0,1,0,0,,,1543720090108011,6,1,1,,,,Y,,1543720090108,,01,wd,1543720090108011,2,1,0,PALM BEACH,1343,0,0,1,1,1,8,1,1,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108011,8,33478,03/03/2025
,,200916128301wd,15437200901089918,2009,6,12,11,12,99,18,2,3,1,1,4,,200,32,8,1,0,0,0,0,,,1543720090108012,6,1,2,,,,Y,,1543720090108,,01,wd,1543720090108012,,,,BROWARD,1344,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,9230.0937165,200916128301wd,,0,1543720090108012,8,33064,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,2,,50,7,2,1,0,0,0,0,,,1543720090114001,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114001,,,,ST LUCIE,1025,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114001,8,34945,03/03/2025
,LEFTEYE FLOUNDER FAMILY,200916128301wd,1543720090114111929,2009,5,36,25,12,111,929,2,3,1,1,0.5,,90,30,1,1,0,0,0,0,,,1543720090114002,6,1,2,,,,O,,1543720090114,,01,wd,1543720090114002,,,,,1131,172714,0,1,1,1,8,1,8,,1,,20FEB200908:17,1,8857030000,,,,,,,,,,,,,,16976.270736,200916128301wd,,0,1543720090114002,8,13839,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,3,0,100,15,2,1,1,0,0,0,,,1543720090114003,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114003,2,,,ST LUCIE,1147,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114003,8,34953,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,3,,100,15,2,1,0,0,0,0,,,1543720090114004,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114004,,,,ST LUCIE,1148,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114004,8,34953,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,3,,100,15,2,1,0,0,0,0,,,1543720090114005,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114005,,,,ST LUCIE,1149,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114005,8,34953,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,3,,50,7,2,1,0,0,0,0,,,1543720090114006,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114006,,,,ST LUCIE,1153,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114006,8,34945,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,2,,150,23,2,1,0,0,0,0,,,1543720090114007,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114007,,,,ST LUCIE,1159,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114007,8,34953,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,3,,300,48,1,1,0,0,0,0,,,1543720090114008,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114008,,,,ST LUCIE,1206,0,0,1,1,1,8,1,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114008,8,34953,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,2.5,0,150,23,2,1,1,0,0,0,,,1543720090114009,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114009,2,,,ST LUCIE,1312,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114009,8,34950,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,2.5,,150,23,2,1,0,0,0,0,,,1543720090114010,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114010,,,,ST LUCIE,1313,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114010,8,34950,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,61,12,111,929,2,3,1,1,0.5,,300,48,2,1,0,0,0,0,,,1543720090114011,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114011,,,,INDIAN RIVER,1350,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114011,8,32966,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,0.5,,100,15,2,1,0,0,0,0,,,1543720090114012,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114012,,,,ST LUCIE,1352,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114012,8,34445,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,0.5,,100,15,2,1,0,0,0,0,,,1543720090114013,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114013,,,,ST LUCIE,1353,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114013,8,34945,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,1,,100,15,1,1,0,0,0,0,,,1543720090114014,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114014,,,,ST LUCIE,1354,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114014,8,34986,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,111,12,111,929,2,3,1,1,1,,100,15,1,1,0,0,0,0,,,1543720090114015,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114015,,,,ST LUCIE,1355,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114015,8,34986,03/03/2025
,,200916128301wd,1543720090114111929,2009,6,12,61,12,111,929,2,3,1,1,0.5,0,150,25,1,1,1,0,0,0,,,1543720090114016,6,1,2,,,,Y,,1543720090114,,01,wd,1543720090114016,2,,,INDIAN RIVER,1356,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,18458.079841,200916128301wd,,0,1543720090114016,8,32960,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,4,,200,32,2,1,0,0,0,0,,,1543720090124001,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124001,,,,PALM BEACH,1100,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124001,8,33463,03/03/2025
,SNAPPER FAMILY,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,1,0,50,7,1,1,0,1,0,0,,,1543720090124002,6,1,1,,,,Y,,1543720090124,,01,we,1543720090124002,2,1,0,PALM BEACH,1105,168845,0,1,1,1,8,1,1,,2,,20FEB200908:17,1,8835360000,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124002,8,33461,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,3,,150,24,1,1,0,0,0,0,,,1543720090124003,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124003,,,,PALM BEACH,1110,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124003,8,33461,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,3,,150,24,8,1,0,0,0,0,,,1543720090124004,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124004,,,,PALM BEACH,1111,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124004,8,33461,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,3,,150,24,8,1,0,0,0,0,,,1543720090124005,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124005,,,,PALM BEACH,1112,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124005,8,33461,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,3,,150,24,8,1,0,0,0,0,,,1543720090124006,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124006,,,,PALM BEACH,1113,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124006,8,33461,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,1.5,0,50,7,2,1,0,1,0,0,,,1543720090124007,6,1,1,,,,Y,,1543720090124,,01,we,1543720090124007,2,6,0,PALM BEACH,1119,0,0,1,1,1,8,2,1,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124007,8,33435,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,4,0,300,50,1,1,1,0,0,0,,,1543720090124008,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124008,2,0,1,PALM BEACH,1125,0,0,1,1,1,8,1,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124008,8,33461,03/03/2025
,,200916128301we,154372009012499237,2009,0,99,998,12,99,237,2,3,1,1,1.5,0,0,0,8,1,0,1,0,0,,,1543720090124009,6,1,1,,,,O,,1543720090124,,01,we,1543720090124009,2,1,0,,1155,0,0,1,1,1,8,2,1,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,5775.2486803,200916128301we,,0,1543720090124009,8,99997,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,0.5,0,100,15,2,1,1,0,0,0,,,1543720090124010,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124010,2,,,PALM BEACH,1202,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124010,8,33403,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,5,0,24,3,1,1,1,0,0,0,,,1543720090124011,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124011,2,0,1,PALM BEACH,1205,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124011,8,33467,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,11,12,99,237,2,3,1,1,3,0,24,3,2,1,1,0,0,0,,,1543720090124012,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124012,2,0,1,BROWARD,1212,0,0,1,1,1,8,2,8,,1,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124012,8,99998,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,11,12,99,237,2,3,1,1,3,,0,0,2,1,0,0,0,0,,,1543720090124013,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124013,,,,BROWARD,1213,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124013,8,99998,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,11,12,99,237,2,3,1,1,3,,0,0,2,1,0,0,0,0,,,1543720090124014,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124014,,,,BROWARD,1214,0,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124014,8,33321,03/03/2025
,SPANISH MACKEREL,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,0.5,,200,32,2,1,0,0,0,0,,,1543720090124015,6,1,2,,,,Y,,1543720090124,,01,we,1543720090124015,,,,PALM BEACH,1226,172436,0,1,1,1,8,2,8,,2,,20FEB200908:17,1,8850030502,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124015,8,33415,03/03/2025
,,200916128301we,154372009012499237,2009,6,12,99,12,99,237,2,3,1,1,1,0,50,7,2,1,1,4,0,0,,,1543720090124016,6,1,1,,,,Y,,1543720090124,,01,we,1543720090124016,2,1,0,PALM BEACH,1244,0,0,1,1,1,8,2,1,,2,,20FEB200908:17,1,,,,,,,,,,,,,,,6279.3532748,200916128301we,,0,1543720090124016,8,33435,03/03/2025
