COMMON,STRAT_ID,PSU_ID,YEAR,ST,ID_CODE,WAVE,SUB_REG,MODE_FX,AREA_X,KOD,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,TOT_LEN_A,WGT_A,TOT_LEN_B1,WGT_B1,REGION,MONTH,WP_INT,FL_REG,WP_CATCH,TOT_CAT,WGT_AB1,TOT_LEN,LANDING,VAR_ID,ARX_METHOD,ALT_FLAG,DATE_PUBLISHED
TOMTATE,2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227006,1,6,7,2,wd,8835400101,3.9868427427,0,0,4,0,0,724.60866848,0.4584869154,0,0,6,02,1360.7539473,8,1360.7539473,3.9868427427,0.4584869154,724.60866848,3.9868427427,2025021267wdS:8AM-8PM,,0,02/19/2026
LITTLE TUNNY,2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227008,1,6,7,2,wd,8850030102,0,1,0,0,0,1,0,0,0,0,6,02,1360.7539473,8,1360.7539473,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
KING MACKEREL,2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227008,1,6,7,2,wd,8850030501,0,1,0,0,0,1,0,0,0,0,6,02,1360.7539473,8,1360.7539473,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
,2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227009,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,6,02,1360.7539473,8,1360.7539473,0,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
LITTLE TUNNY,2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227010,1,6,7,2,wd,8850030102,0,1,0,0,0,1,0,0,0,0,6,02,1360.7539473,8,1360.7539473,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
GROUPER GENUS (EPINEPHELUS),2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227013,1,6,7,2,wd,8835020400,0,1,0,0,0,1,0,0,0,0,6,02,1328.768939,8,1328.768939,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
UNIDENTIFIED FLOUNDER OR SOLE,2025021267wdS:8AM-8PM,2025112671602820250227,2025,12,1602820250227013,1,6,7,2,wd,8857000000,0,1,0,0,0,1,0,0,0,0,6,02,1328.768939,8,1328.768939,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
SCORPIONFISH FAMILY,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8826010000,0,1,0,0,0,1,0,0,0,0,5,02,1518.9381063,8,1518.9381063,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
DOLPHIN,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8835290101,0.988303238,0,0,1,0,0,606.81818816,2.3521617066,0,0,5,02,1518.9381063,8,1518.9381063,0.988303238,2.3521617066,606.81818816,0.988303238,2025021257weS:8AM-8PM,,0,02/19/2026
VERMILION SNAPPER,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8835360501,8.8947291424,0,0,9,0,0,2851.8725313,5.3209618486,0,0,5,02,1518.9381063,8,1518.9381063,8.8947291424,5.3209618486,2851.8725313,8.8947291424,2025021257weS:8AM-8PM,,0,02/19/2026
WHITE GRUNT,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8835400102,0.988303238,0,0,1,0,0,242.13429332,0.2964909714,0,0,5,02,1518.9381063,8,1518.9381063,0.988303238,0.2964909714,242.13429332,0.988303238,2025021257weS:8AM-8PM,,0,02/19/2026
LITTLEHEAD PORGY,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8835430508,1.9766064761,0,0,2,0,0,505.02295464,0.7511104609,0,0,5,02,1518.9381063,8,1518.9381063,1.9766064761,0.7511104609,505.02295464,1.9766064761,2025021257weS:8AM-8PM,,0,02/19/2026
LITTLE TUNNY,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8850030102,0.988303238,0,0,1,0,0,410.14584379,0.9290050438,0,0,5,02,1518.9381063,8,1518.9381063,0.988303238,0.9290050438,410.14584379,0.988303238,2025021257weS:8AM-8PM,,0,02/19/2026
WAHOO,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8850030601,0.988303238,0,0,1,0,0,996.20966395,6.7995262778,0,0,5,02,1518.9381063,8,1518.9381063,0.988303238,6.7995262778,996.20966395,0.988303238,2025021257weS:8AM-8PM,,0,02/19/2026
GRAY TRIGGERFISH,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228006,1,6,7,2,we,8860020201,1.9766064761,1,0,2,0,1,590.01703312,1.1068996266,0,0,5,02,1518.9381063,8,1518.9381063,2.9766064761,1.1068996266,590.01703312,1.9766064761,2025021257weS:8AM-8PM,,0,02/19/2026
GROUPER GENUS (EPINEPHELUS),2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228007,1,6,7,2,we,8835020400,0,1,0,0,0,1,0,0,0,0,5,02,1222.5879407,8,1222.5879407,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
SAND TILEFISH,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228008,1,6,7,2,we,8835220301,0,1,0,0,0,1,0,0,0,0,5,02,1222.5879407,8,1222.5879407,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
PORGY FAMILY,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228008,1,6,7,2,we,8835430000,0,1,0,0,0,1,0,0,0,0,5,02,1222.5879407,8,1222.5879407,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
BLACKFIN TUNA,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228011,1,6,7,2,we,8850030404,1.9766064761,0,0,2,0,0,835.11623615,2.9056115199,0,0,5,02,1518.9381063,8,1518.9381063,1.9766064761,2.9056115199,835.11623615,1.9766064761,2025021257weS:8AM-8PM,,0,02/19/2026
,2025021257weS:8AM-8PM,2025112571602820250228,2025,12,1602820250228012,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,1222.5879407,8,1222.5879407,0,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
,2025011267weS:8AM-8PM,2025112671602920250112,2025,12,1602920250112007,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,01,1669.1343974,8,1669.1343974,0,0,0,0,2025011267weS:8AM-8PM,,0,02/19/2026
,2025011267weS:8AM-8PM,2025112671602920250112,2025,12,1602920250112008,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,01,1669.1343974,8,1669.1343974,0,0,0,0,2025011267weS:8AM-8PM,,0,02/19/2026
SPANISH MACKEREL,2025021267wdS:8AM-8PM,2025112671602920250210,2025,12,1602920250210001,1,6,7,2,wd,8850030502,0,1,0,0,0,1,0,0,0,0,6,02,3978.590923,8,3978.590923,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
MUTTON SNAPPER,2025021267wdS:8AM-8PM,2025112671602920250210,2025,12,1602920250210002,1,6,7,2,wd,8835360103,0,1,0,0,0,1,0,0,0,0,6,02,3978.590923,8,3978.590923,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
LANE SNAPPER,2025021267wdS:8AM-8PM,2025112671602920250210,2025,12,1602920250210002,1,6,7,2,wd,8835360112,0,1,0,0,0,1,0,0,0,0,6,02,3978.590923,8,3978.590923,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
GRAY TRIGGERFISH,2025021267wdS:8AM-8PM,2025112671602920250210,2025,12,1602920250210002,1,6,7,2,wd,8860020201,0,1,0,0,0,1,0,0,0,0,6,02,3978.590923,8,3978.590923,1,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
,2025021267wdS:8AM-8PM,2025112671602920250212,2025,12,1602920250212003,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,6,02,1669.1600145,8,1669.1600145,0,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
,2025021267wdS:8AM-8PM,2025112671602920250212,2025,12,1602920250212004,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,6,02,1669.1600145,8,1669.1600145,0,0,0,0,2025021267wdS:8AM-8PM,,0,02/19/2026
ALMACO JACK,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103001,1,6,7,2,we,8835280803,0,1,0,0,0,1,0,0,0,0,5,01,4075.317874,8,4075.317874,1,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103001,1,6,7,2,we,8835360107,0,1,0,0,0,1,0,0,0,0,5,01,4075.317874,8,4075.317874,1,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
VERMILION SNAPPER,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103001,1,6,7,2,we,8835360501,0.994481347,0,4,1,4,0,294.16758244,0.4296159419,1183.2,1.728,5,01,4075.317874,8,4075.317874,4.994481347,2.1576159419,1477.3675824,4.994481347,2025011257weS:8AM-8PM,,0,02/19/2026
LITTLE TUNNY,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103001,1,6,7,2,we,8850030102,0,0,1,0,1,0,0,0,300,0.42,5,01,4075.317874,8,4075.317874,1,0.42,300,1,2025011257weS:8AM-8PM,,0,02/19/2026
TILEFISH,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103003,1,6,7,2,we,8835220201,0.9896175986,1,0,1,0,1,588.82247117,2.2959128288,0,0,5,01,1752.8595009,8,1752.8595009,1.9896175986,2.2959128288,588.82247117,0.9896175986,2025011257weS:8AM-8PM,,0,02/19/2026
,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103004,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,01,1915.6665902,8,1915.6665902,0,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
SAILFISH,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103005,1,6,7,2,we,8850060101,0,1,0,0,0,1,0,0,0,0,5,01,1915.6665902,8,1915.6665902,1,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
KING MACKEREL,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103006,1,6,7,2,we,8850030501,0.9918665535,0,0,1,0,0,773.65591175,4.205514187,0,0,5,01,1915.6665902,8,1915.6665902,0.9918665535,4.205514187,773.65591175,0.9918665535,2025011257weS:8AM-8PM,,0,02/19/2026
SAILFISH,2025011257weS:8AM-8PM,2025112571603620250103,2025,12,1603620250103006,1,6,7,2,we,8850060101,0,1,0,0,0,1,0,0,0,0,5,01,1915.6665902,8,1915.6665902,1,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
,2025011257weS:8AM-8PM,2025112571603620250118,2025,12,1603620250118001,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,01,1649.1554139,8,1649.1554139,0,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
,2025011257weS:8AM-8PM,2025112571603620250118,2025,12,1603620250118002,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,01,1649.1554139,8,1649.1554139,0,0,0,0,2025011257weS:8AM-8PM,,0,02/19/2026
BLACKFIN TUNA,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207002,1,6,7,2,we,8850030404,0.985621934,0,0,1,0,0,493.79658895,2.5429045898,0,0,6,02,1193.9070271,8,1193.9070271,0.985621934,2.5429045898,493.79658895,0.985621934,2025021267weS:8AM-8PM,,0,02/19/2026
,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207005,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,02,960.97156794,8,960.97156794,0,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207006,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,02,960.97156794,8,960.97156794,0,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
BLUE RUNNER,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207007,1,6,7,2,we,8835280306,0,2,0,0,0,2,0,0,0,0,6,02,960.97156794,8,960.97156794,2,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
TOMTATE,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207007,1,6,7,2,we,8835400101,0,2,0,0,0,2,0,0,0,0,6,02,960.97156794,8,960.97156794,2,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
PORGY FAMILY,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207007,1,6,7,2,we,8835430000,0,1,0,0,0,1,0,0,0,0,6,02,960.97156794,8,960.97156794,1,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
REMORA FAMILY,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207008,1,6,7,2,we,8835270000,0,1,0,0,0,1,0,0,0,0,6,02,5156.4990926,8,5156.4990926,1,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
GREAT BARRACUDA,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207008,1,6,7,2,we,8837010104,2.0814780339,0,0,3,0,0,1452.8716676,5.4673489689,0,0,6,02,5156.4990926,8,5156.4990926,2.0814780339,5.4673489689,1452.8716676,2.0814780339,2025021267weS:8AM-8PM,,0,02/19/2026
OCEAN TRIGGERFISH,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207008,1,6,7,2,we,8860020502,2.0814780339,0,0,3,0,0,847.85538579,3.0250814092,0,0,6,02,5156.4990926,8,5156.4990926,2.0814780339,3.0250814092,847.85538579,2.0814780339,2025021267weS:8AM-8PM,,0,02/19/2026
GREAT BARRACUDA,2025021267weS:8AM-8PM,2025112671603620250207,2025,12,1603620250207009,1,6,7,2,we,8837010104,0,1,0,0,0,1,0,0,0,0,6,02,5156.4990926,8,5156.4990926,1,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
DOLPHIN,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209001,1,6,7,2,we,8835290101,0.9897882777,0,0,1,0,0,574.07720108,1.5836612444,0,0,5,02,1439.661406,8,1439.661406,0.9897882777,1.5836612444,574.07720108,0.9897882777,2025021257weS:8AM-8PM,,0,02/19/2026
,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209003,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,1439.661406,8,1439.661406,0,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
YELLOWTAIL SNAPPER,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209010,1,6,7,2,we,8835360401,0,4,0,0,0,4,0,0,0,0,5,02,2403.1216524,8,2403.1216524,4,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
YELLOWTAIL SNAPPER,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209011,1,6,7,2,we,8835360401,0,4,0,0,0,4,0,0,0,0,5,02,2403.1216524,8,2403.1216524,4,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
YELLOWTAIL SNAPPER,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209015,1,6,7,2,we,8835360401,0,1,0,0,0,1,0,0,0,0,5,02,2409.1087271,8,2409.1087271,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
GRUNT FAMILY,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209015,1,6,7,2,we,8835400000,0,3,0,0,0,3,0,0,0,0,5,02,2409.1087271,8,2409.1087271,3,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
BLUESTRIPED GRUNT,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209015,1,6,7,2,we,8835400113,0,4,0,0,0,4,0,0,0,0,5,02,2409.1087271,8,2409.1087271,4,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
PORGY FAMILY,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209015,1,6,7,2,we,8835430000,0,1,0,0,0,1,0,0,0,0,5,02,2409.1087271,8,2409.1087271,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
LITTLEHEAD PORGY,2025021257weS:8AM-8PM,2025112571603620250209,2025,12,1603620250209015,1,6,7,2,we,8835430508,0,1,0,0,0,1,0,0,0,0,5,02,2409.1087271,8,2409.1087271,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
BONNETHEAD,2025011267weS:8AM-8PM,2025112671603720250117,2025,12,1603720250117007,1,6,7,2,we,8708030101,0,1,0,0,0,1,0,0,0,0,6,01,1599.2049891,8,1599.2049891,1,0,0,0,2025011267weS:8AM-8PM,,0,02/19/2026
BLUEFISH,2025011267weS:8AM-8PM,2025112671603720250117,2025,12,1603720250117007,1,6,7,2,we,8835250101,0,15,0,0,0,15,0,0,0,0,6,01,1599.2049891,8,1599.2049891,15,0,0,0,2025011267weS:8AM-8PM,,0,02/19/2026
SPOTTED SEATROUT,2025011267weS:8AM-8PM,2025112671603720250117,2025,12,1603720250117007,1,6,7,2,we,8835440102,0,2,0,0,0,2,0,0,0,0,6,01,1599.2049891,8,1599.2049891,2,0,0,0,2025011267weS:8AM-8PM,,0,02/19/2026
SPOT,2025011267weS:8AM-8PM,2025112671603720250117,2025,12,1603720250117007,1,6,7,2,we,8835440401,0,1,0,0,0,1,0,0,0,0,6,01,1599.2049891,8,1599.2049891,1,0,0,0,2025011267weS:8AM-8PM,,0,02/19/2026
KINGFISH GENUS,2025011267weS:8AM-8PM,2025112671603720250117,2025,12,1603720250117007,1,6,7,2,we,8835440600,0,0,15,0,15,0,0,0,0,0,6,01,1599.2049891,8,1599.2049891,15,0,0,15,2025011267weS:8AM-8PM,,0,02/19/2026
ATLANTIC CROAKER,2025011267weS:8AM-8PM,2025112671603720250117,2025,12,1603720250117007,1,6,7,2,we,8835440702,0,0,2,0,2,0,0,0,661,0.88,6,01,1599.2049891,8,1599.2049891,2,0.88,661,2,2025011267weS:8AM-8PM,,0,02/19/2026
INSHORE LIZARDFISH,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118024,1,6,7,2,we,8762020101,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
GRUNT FAMILY,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118024,1,6,7,2,we,8835400000,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
LANE SNAPPER,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118025,1,6,7,2,we,8835360112,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
PIGFISH,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118025,1,6,7,2,we,8835400201,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
SHEEPSHEAD,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118025,1,6,7,2,we,8835430301,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
GRAY SNAPPER,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118026,1,6,7,2,we,8835360102,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
RED SNAPPER,2025011277weS:8AM-8PM,2025112771603720250118,2025,12,1603720250118026,1,6,7,2,we,8835360107,0,1,0,0,0,1,0,0,0,0,7,01,4191.8393571,8,4191.8393571,1,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
,2025021257wdS:8AM-8PM,2025112571604020250205,2025,12,1604020250205003,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,3594.5669293,8,3594.5669293,0,0,0,0,2025021257wdS:8AM-8PM,,0,02/19/2026
,2025021257wdS:8AM-8PM,2025112571604020250205,2025,12,1604020250205004,1,6,7,2,wd,,0,0,0,0,0,0,0,0,0,0,5,02,3594.5669293,8,3594.5669293,0,0,0,0,2025021257wdS:8AM-8PM,,0,02/19/2026
,2025021267weS:8AM-8PM,2025112671604020250207,2025,12,1604020250207005,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,02,1339.5379249,8,1339.5379249,0,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
,2025021267weS:8AM-8PM,2025112671604020250207,2025,12,1604020250207009,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,02,1628.3056564,8,1628.3056564,0,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
,2025021267weS:8AM-8PM,2025112671604020250207,2025,12,1604020250207011,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,6,02,1628.3056564,8,1628.3056564,0,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
UNIDENTIFIED FISH,2025021267weS:8AM-8PM,2025112671604020250207,2025,12,1604020250207012,1,6,7,2,we,1000000000,0,3,0,0,0,3,0,0,0,0,6,02,1052.253408,8,1052.253408,3,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
SAND PERCH GENUS,2025021267weS:8AM-8PM,2025112671604020250207,2025,12,1604020250207012,1,6,7,2,we,8835021000,0,2,0,0,0,2,0,0,0,0,6,02,1052.253408,8,1052.253408,2,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
UNIDENTIFIED FLOUNDER OR SOLE,2025021267weS:8AM-8PM,2025112671604020250207,2025,12,1604020250207012,1,6,7,2,we,8857000000,0,1,0,0,0,1,0,0,0,0,6,02,1052.253408,8,1052.253408,1,0,0,0,2025021267weS:8AM-8PM,,0,02/19/2026
ALMACO JACK,2025021257weS:8AM-8PM,2025112571604020250208,2025,12,1604020250208015,1,6,7,2,we,8835280803,0,1,0,0,0,1,0,0,0,0,5,02,3329.6585729,8,3329.6585729,1,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
,2025021257weS:8AM-8PM,2025112571604020250208,2025,12,1604020250208018,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,3329.6585729,8,3329.6585729,0,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
,2025021257weS:8AM-8PM,2025112571604020250208,2025,12,1604020250208019,1,6,7,2,we,,0,0,0,0,0,0,0,0,0,0,5,02,3329.6585729,8,3329.6585729,0,0,0,0,2025021257weS:8AM-8PM,,0,02/19/2026
MUTTON SNAPPER,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209009,1,6,7,2,we,8835360103,1.0423518691,8,0,2,0,8,529.51474951,2.6267267102,0,0,5,02,1617.5419802,8,1617.5419802,9.0423518691,2.6267267102,529.51474951,1.0423518691,2025021257weS:8AM-8PM,,0,02/19/2026
YELLOWTAIL SNAPPER,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209009,1,6,7,2,we,8835360401,1.0423518691,0,0,2,0,0,351.27257989,0.6879522336,0,0,5,02,1617.5419802,8,1617.5419802,1.0423518691,0.6879522336,351.27257989,1.0423518691,2025021257weS:8AM-8PM,,0,02/19/2026
KING MACKEREL,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209009,1,6,7,2,we,8850030501,0.5211759346,0,0,1,0,0,373.16196914,1.4801396541,0,0,5,02,1617.5419802,8,1617.5419802,0.5211759346,1.4801396541,373.16196914,0.5211759346,2025021257weS:8AM-8PM,,0,02/19/2026
GREAT BARRACUDA,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209010,1,6,7,2,we,8837010104,0.9884187346,0,0,1,0,0,799.63075633,4.3095056831,0,0,5,02,1237.09504,8,1237.09504,0.9884187346,4.3095056831,799.63075633,0.9884187346,2025021257weS:8AM-8PM,,0,02/19/2026
WAHOO,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209010,1,6,7,2,we,8850030601,1.9768374693,0,0,2,0,0,2316.853514,20.064900313,0,0,5,02,1237.09504,8,1237.09504,1.9768374693,20.064900313,2316.853514,1.9768374693,2025021257weS:8AM-8PM,,0,02/19/2026
WAHOO,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209011,1,6,7,2,we,8850030601,0,0,1,0,1,0,0,0,1010,6.64,5,02,856.64809983,8,856.64809983,1,6.64,1010,1,2025021257weS:8AM-8PM,,0,02/19/2026
LITTLE TUNNY,2025021257weS:8AM-8PM,2025112571604020250209,2025,12,1604020250209016,1,6,7,2,we,8850030102,0,0,2,0,2,0,0,0,940,3.04,5,02,3242.4428394,8,3242.4428394,2,3.04,940,2,2025021257weS:8AM-8PM,,0,02/19/2026
SPOTTED SEATROUT,2025021277weS:8AM-8PM,2025112771515620250223,2025,12,1515620250223001,1,6,7,5,we,8835440102,0,2,0,0,0,2,0,0,0,0,7,02,8327.9513345,8,8327.9513345,2,0,0,0,2025021277weS:8AM-8PM,,0,02/19/2026
RED DRUM,2025021277weS:8AM-8PM,2025112771515620250223,2025,12,1515620250223001,1,6,7,5,we,8835440901,0,8,0,0,0,8,0,0,0,0,7,02,8327.9513345,8,8327.9513345,8,0,0,0,2025021277weS:8AM-8PM,,0,02/19/2026
RED DRUM,2025021277weS:8AM-8PM,2025112771515620250223,2025,12,1515620250223002,1,6,7,5,we,8835440901,0,9,0,0,0,9,0,0,0,0,7,02,8327.9513345,8,8327.9513345,9,0,0,0,2025021277weS:8AM-8PM,,0,02/19/2026
,2025011277weS:8AM-8PM,2025112771587720250131,2025,12,1587720250131001,1,6,7,5,we,,0,0,0,0,0,0,0,0,0,0,7,01,651.06922167,8,651.06922167,0,0,0,0,2025011277weS:8AM-8PM,,0,02/19/2026
SPOTTED SEATROUT,2025021277wdS:8AM-8PM,2025112771587720250219,2025,12,1587720250219001,1,6,7,5,wd,8835440102,0,2,0,0,0,2,0,0,0,0,7,02,1382.9493957,8,1382.9493957,2,0,0,0,2025021277wdS:8AM-8PM,,0,02/19/2026
MULLET GENUS,2025021277wdS:8AM-8PM,2025112771587720250219,2025,12,1587720250219001,1,6,7,5,wd,8836010100,0,0,8,0,8,0,0,0,0,0,7,02,1382.9493957,8,1382.9493957,8,0,0,8,2025021277wdS:8AM-8PM,,0,02/19/2026
RED DRUM,2025021277wdS:8AM-8PM,2025112771587720250219,2025,12,1587720250219002,1,6,7,5,wd,8835440901,0,1,0,0,0,1,0,0,0,0,7,02,1382.9493957,8,1382.9493957,1,0,0,0,2025021277wdS:8AM-8PM,,0,02/19/2026
RED DRUM,2025021277wdS:8AM-8PM,2025112771587720250219,2025,12,1587720250219003,1,6,7,5,wd,8835440901,0,1,0,0,0,1,0,0,0,0,7,02,1382.9493957,8,1382.9493957,1,0,0,0,2025021277wdS:8AM-8PM,,0,02/19/2026
,2025021277wdS:8AM-8PM,2025112771587720250219,2025,12,1587720250219004,1,6,7,5,wd,,0,0,0,0,0,0,0,0,0,0,7,02,1382.0230394,8,1382.0230394,0,0,0,0,2025021277wdS:8AM-8PM,,0,02/19/2026
