PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,MONTH,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,DATE1,DIST,PRIM1,PRIM2,MODE2001,TURTLE,SEX,REEFCODE,AGE,AREA_NC,ART_REEF,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,FSHINSP_A,NUM_FISH_A,ZIP,DATE_PUBLISHED
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,3,10,5,3339,8,7,1,1,4,,50,10,1,0,0,0,0,2,1,1664920171202027,5,6,2,,6.00,,,Y,,we,1664920171202,3,1664920171202027,,1,S:8AM-8PM,12,NEW CASTLE,1626,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,261.47525936,2017121017weS:8AM-8PM,,0,1664920171202027,8,,,19707,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,3,10,5,3339,8,7,1,1,4,,50,10,1,0,0,0,1,2,2,1664920171202028,5,6,2,,6.00,,,Y,,we,1664920171202,3,1664920171202027,,1,S:8AM-8PM,12,NEW CASTLE,1633,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,261.47525936,2017121017weS:8AM-8PM,,0,1664920171202028,8,,,19707,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,5,10,5,3339,8,7,1,1,3.5,,100,15,1,0,0,0,0,2,1,1664920171202029,5,6,2,,4.00,,,Y,,we,1664920171202,3,1664920171202029,,1,S:8AM-8PM,12,SUSSEX,1652,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,261.47525936,2017121017weS:8AM-8PM,,0,1664920171202029,8,,,19968,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,5,10,5,3339,8,7,1,1,3.5,,5,2,1,0,0,0,1,2,2,1664920171202030,5,6,2,,4.00,,,Y,,we,1664920171202,3,1664920171202029,,1,S:8AM-8PM,12,SUSSEX,1653,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,261.47525936,2017121017weS:8AM-8PM,,0,1664920171202030,8,,,19968,03/03/2025
TAUTOG,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,5,10,5,3339,8,7,1,1,5,,20,6,1,0,0,0,0,3,1,1744420171207001,5,6,2,,6.00,,,Y,,wd,1744420171207,3,1744420171207001,,1,S:8AM-8PM,12,SUSSEX,1230,167680,170479,,1,1,8,1,8,18JAN18:08:30,1,8835020102,8839010101,8,,0,,,,,,,164.37019917,2017121017wdS:8AM-8PM,,0,1744420171207001,8,,,19968,03/03/2025
TAUTOG,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,5,10,5,3339,8,7,1,1,5,,20,6,1,0,0,0,1,3,2,1744420171207002,5,6,2,,6.00,,,Y,,wd,1744420171207,3,1744420171207001,,1,S:8AM-8PM,12,SUSSEX,1240,167680,170479,,1,1,8,2,8,18JAN18:08:30,1,8835020102,8839010101,8,,0,,,,,,,138.38790007,2017121017wdS:8AM-8PM,,0,1744420171207002,8,,,19968,03/03/2025
TAUTOG,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,5,10,5,3339,8,7,1,1,5,,20,6,1,0,0,0,1,3,2,1744420171207003,5,6,2,,6.00,,,Y,,wd,1744420171207,3,1744420171207001,,1,S:8AM-8PM,12,SUSSEX,1245,167680,170479,,1,1,8,2,8,18JAN18:08:30,1,8835020102,8839010101,8,,0,,,,,,,138.38790007,2017121017wdS:8AM-8PM,,0,1744420171207003,8,,,19968,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,5,10,5,3339,8,7,1,1,5.5,,2,1,1,0,0,0,0,3,1,1744420171207004,5,6,2,,6.50,,,Y,,wd,1744420171207,3,1744420171207004,,1,S:8AM-8PM,12,SUSSEX,1315,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,138.38790007,2017121017wdS:8AM-8PM,,0,1744420171207004,8,,,19958,03/03/2025
,,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,5,10,5,3339,8,7,1,1,5.5,,30,6,1,0,0,0,1,3,2,1744420171207005,5,6,2,,6.50,,,Y,,wd,1744420171207,3,1744420171207004,,1,S:8AM-8PM,12,SUSSEX,1320,,,,1,1,8,2,8,18JAN18:08:30,1,,,8,,0,,,,,,,138.38790007,2017121017wdS:8AM-8PM,,0,1744420171207005,8,,,19958,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,5,10,5,3339,8,7,1,1,5.5,,20,2,1,0,0,0,1,3,2,1744420171207006,5,6,2,,6.50,,,Y,,wd,1744420171207,3,1744420171207004,,1,S:8AM-8PM,12,SUSSEX,1330,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,138.38790007,2017121017wdS:8AM-8PM,,0,1744420171207006,8,,,19971,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,3,10,5,3339,8,7,1,1,6.5,,70,15,1,0,0,0,0,2,1,1744420171207007,5,6,2,,8.00,,,Y,,wd,1744420171207,3,1744420171207007,,1,S:8AM-8PM,12,NEW CASTLE,1420,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,380.46785871,2017121017wdS:8AM-8PM,,0,1744420171207007,8,,,19709,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171207,2017,5,10,3,10,5,3339,8,7,1,1,6.5,,75,22,1,0,0,0,1,2,2,1744420171207008,5,6,2,,8.00,,,Y,,wd,1744420171207,3,1744420171207007,,1,S:8AM-8PM,12,NEW CASTLE,1430,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,380.46785871,2017121017wdS:8AM-8PM,,0,1744420171207008,8,,,19709,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171747220171222,2017,5,42,133,10,5,1220,8,7,1,1,4,,4,0,1,0,0,0,0,2,1,1747220171222001,5,6,2,,5.00,,,O,,we,1747220171222,3,1747220171222001,,1,S:8AM-8PM,12,,1147,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,632.77121461,2017121017weS:8AM-8PM,,0,1747220171222001,8,,,17402,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171747220171222,2017,5,42,133,10,5,1220,8,7,1,1,4,,4,0,1,0,0,0,1,2,2,1747220171222002,5,6,2,,5.00,,,O,,we,1747220171222,3,1747220171222001,,1,S:8AM-8PM,12,,1148,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,632.77121461,2017121017weS:8AM-8PM,,0,1747220171222002,8,,,17402,03/03/2025
,TAUTOG,2017111017weS:8AM-8PM,2017610171765120171126,2017,5,10,5,10,5,3339,8,7,1,1,3,0.00,30,10,1,1,0,0,0,3,1,1765120171126003,5,6,2,,4.00,,,Y,,we,1765120171126,3,1765120171126003,1,1,S:8AM-8PM,11,SUSSEX,1520,170479,,,1,1,8,1,8,18JAN18:08:30,1,8839010101,,8,,0,,,,,,,411.65572467,2017111017weS:8AM-8PM,,0,1765120171126003,8,,,19966,03/03/2025
,TAUTOG,2017111017weS:8AM-8PM,2017610171765120171126,2017,5,10,5,10,5,3339,8,7,1,1,3,,30,2,1,0,0,0,1,3,2,1765120171126004,5,6,2,,4.00,,,Y,,we,1765120171126,3,1765120171126003,,1,S:8AM-8PM,11,SUSSEX,1525,170479,,,1,1,8,1,8,18JAN18:08:30,1,8839010101,,8,,0,,,,,,,411.65572467,2017111017weS:8AM-8PM,,0,1765120171126004,8,,,19966,03/03/2025
,TAUTOG,2017111017weS:8AM-8PM,2017610171765120171126,2017,5,10,5,10,5,3339,8,7,1,1,3,0.00,3,1,1,1,0,0,1,3,2,1765120171126005,5,6,2,,4.00,,,Y,,we,1765120171126,3,1765120171126003,1,1,S:8AM-8PM,11,SUSSEX,1530,170479,,,1,1,8,2,8,18JAN18:08:30,1,8839010101,,8,,0,,,,,,,411.65572467,2017111017weS:8AM-8PM,,0,1765120171126005,8,,,19966,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,1220,8,7,1,1,2.5,,300,30,1,0,0,0,0,3,1,1765120171221001,5,6,2,,5.00,,,Y,,wd,1765120171221,3,1765120171221001,,1,S:8AM-8PM,12,SUSSEX,1130,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,435.72253088,2017121017wdS:8AM-8PM,,0,1765120171221001,8,,,19966,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,1220,8,7,1,1,2.5,,60,12,1,0,0,0,1,3,2,1765120171221002,5,6,2,,5.00,,,Y,,wd,1765120171221,3,1765120171221001,,1,S:8AM-8PM,12,SUSSEX,1135,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,435.72253088,2017121017wdS:8AM-8PM,,0,1765120171221002,8,,,19966,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,42,71,10,5,1220,8,7,1,1,2.5,,2,0,1,0,0,0,1,3,2,1765120171221003,5,6,2,,5.00,,,O,,wd,1765120171221,3,1765120171221001,,1,S:8AM-8PM,12,,1138,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,435.72253088,2017121017wdS:8AM-8PM,,0,1765120171221003,8,,,17516,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,1,10,5,106,8,7,1,1,2,,12,6,1,0,0,0,0,2,1,1765120171221004,5,6,2,,4.50,,,Y,,wd,1765120171221,3,1765120171221004,,1,S:8AM-8PM,12,KENT,1525,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,3489.1209843,2017121017wdS:8AM-8PM,,0,1765120171221004,8,,,19946,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,2.5,0.00,30,3,3,1,4,0,0,3,1,1765120171221005,5,6,1,,3.50,,,Y,,wd,1765120171221,3,1765120171221005,1,1,S:8AM-8PM,12,SUSSEX,1610,167680,,,1,1,2,2,2,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221005,8,4,0,19967,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,2.5,0.00,70,12,0,1,0,1,1,3,2,1765120171221006,5,6,3,,3.50,,,Y,,wd,1765120171221,3,1765120171221005,1,1,S:8AM-8PM,12,SUSSEX,1612,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221005,8,,,19945,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,3,10,5,106,8,7,1,1,2.5,0.00,20,3,0,1,0,1,1,3,2,1765120171221007,5,6,3,,3.50,,,Y,,wd,1765120171221,3,1765120171221005,1,1,S:8AM-8PM,12,NEW CASTLE,1615,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221005,8,,,19807,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,2,,100,20,1,0,0,0,0,2,1,1765120171221008,5,6,2,,3.00,,,Y,,wd,1765120171221,3,1765120171221008,,1,S:8AM-8PM,12,SUSSEX,1628,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221008,8,,,19970,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,2,,100,20,1,0,0,0,1,2,2,1765120171221009,5,6,2,,3.00,,,Y,,wd,1765120171221,3,1765120171221008,,1,S:8AM-8PM,12,SUSSEX,1630,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221009,8,,,19970,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,1.5,0.00,6,4,1,1,2,0,0,2,1,1765120171221010,5,6,1,,2.00,,,Y,,wd,1765120171221,3,1765120171221010,1,1,S:8AM-8PM,12,SUSSEX,1635,167680,,,1,1,8,1,1,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221010,8,2,0,19971,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,1.5,,6,4,1,0,0,0,1,2,2,1765120171221011,5,6,2,,2.00,,,Y,,wd,1765120171221,3,1765120171221010,,1,S:8AM-8PM,12,SUSSEX,1638,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,1744.5604921,2017121017wdS:8AM-8PM,,0,1765120171221011,8,,,19971,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171765120171221,2017,5,10,5,10,5,106,8,7,1,1,1,,30,10,1,0,0,0,0,2,1,1765120171221012,5,6,2,,1.50,,,Y,,wd,1765120171221,3,1765120171221012,,1,S:8AM-8PM,12,SUSSEX,1642,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,3489.1209843,2017121017wdS:8AM-8PM,,0,1765120171221012,8,,,19968,03/03/2025
,TAUTOG,2017111017weS:8AM-8PM,2017610171769120171125,2017,5,10,5,10,5,1220,8,7,1,1,5.5,0.00,20,5,1,3,0,0,0,3,1,1769120171125003,5,6,2,,6.00,,,Y,,we,1769120171125,3,1769120171125003,1,1,S:8AM-8PM,11,SUSSEX,1439,170479,,,1,1,8,1,8,18JAN18:08:30,1,8839010101,,8,,0,,,,,,,913.29859975,2017111017weS:8AM-8PM,,0,1769120171125003,8,0,1,19941,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171769120171208,2017,5,10,5,10,5,106,8,7,1,1,2.5,,16,5,1,0,0,0,0,2,1,1769120171208002,5,6,2,,3.00,,,Y,,we,1769120171208,3,1769120171208002,,1,S:8AM-8PM,12,SUSSEX,1311,167680,,,1,1,8,1,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,913.29859975,2017121017weS:8AM-8PM,,0,1769120171208002,8,,,19970,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171769120171208,2017,5,10,5,10,5,106,8,7,1,1,2.5,,20,4,1,0,0,0,1,2,2,1769120171208003,5,6,2,,3.00,,,Y,,we,1769120171208,3,1769120171208002,,1,S:8AM-8PM,12,SUSSEX,1312,167680,,,1,1,8,2,8,18JAN18:08:30,1,8835020102,,8,,0,,,,,,,913.29859975,2017121017weS:8AM-8PM,,0,1769120171208003,8,,,19970,03/03/2025
,BLACK SEA BASS,2017111017weS:8AM-8PM,2017610171664920171124,2017,5,10,5,10,5,1220,8,7,1,2,4,0.00,40,5,1,2,0,0,0,4,1,1664920171124005,5,6,2,,6.00,,,Y,,we,1664920171124,3,1664920171124005,1,1,S:8AM-8PM,11,SUSSEX,1511,167687,,,1,1,8,2,8,18JAN18:08:30,2,8835020301,,8,,0,,,,,,,913.29859975,2017111017weS:8AM-8PM,,0,1664920171124005,8,0,15,19958,03/03/2025
,TAUTOG,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,1,10,5,3339,8,7,1,2,2,,15,3,1,0,0,0,0,2,1,1664920171202011,5,6,2,,5.00,,,Y,,we,1664920171202,3,1664920171202011,,1,S:8AM-8PM,12,KENT,1357,170479,,,1,1,8,2,8,18JAN18:08:30,2,8839010101,,8,,0,,,,,,,474.73633795,2017121017weS:8AM-8PM,,0,1664920171202011,8,,,19901,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,24,47,10,5,3339,8,7,1,2,5.5,0.00,2,0,1,1,2,0,0,4,1,1744420171211003,5,6,1,,7.50,,,O,,wd,1744420171211,3,1744420171211003,1,1,S:8AM-8PM,12,WORCESTER,1500,167680,,,1,1,8,1,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211003,8,2,0,21813,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,5.5,0.00,20,3,1,1,2,0,1,4,2,1744420171211004,5,6,1,,7.50,,,Y,,wd,1744420171211,3,1744420171211003,1,1,S:8AM-8PM,12,SUSSEX,1515,167680,,,1,1,8,1,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211004,8,2,0,19960,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,5.5,0.00,30,4,1,1,2,0,1,4,2,1744420171211005,5,6,1,,7.50,,,Y,,wd,1744420171211,3,1744420171211003,1,1,S:8AM-8PM,12,SUSSEX,1525,167680,,,1,1,8,2,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211005,8,2,0,19975,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,5.5,0.00,30,4,1,0,2,0,1,4,2,1744420171211006,5,6,1,,7.50,,,Y,,wd,1744420171211,3,1744420171211003,1,1,S:8AM-8PM,12,SUSSEX,1535,167680,,,1,1,8,2,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211006,8,2,0,19975,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,2,,20,1,1,0,0,0,0,1,8,1744420171211008,5,6,2,,3.00,,,Y,,wd,1744420171211,3,1744420171211008,,1,S:8AM-8PM,12,SUSSEX,1615,167680,,,1,1,8,1,8,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211008,8,,,19968,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,5,0.00,25,6,1,1,1,0,0,3,1,1744420171211009,5,6,1,,9.00,,,Y,,wd,1744420171211,3,1744420171211009,1,1,S:8AM-8PM,12,SUSSEX,1625,167680,,,1,1,8,2,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211009,8,1,0,19956,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,5,0.00,5,0,1,1,1,0,1,3,2,1744420171211010,5,6,1,,9.00,,,Y,,wd,1744420171211,3,1744420171211009,1,1,S:8AM-8PM,12,SUSSEX,1635,167680,,,1,1,8,1,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211010,8,1,0,19973,03/03/2025
,STRIPED BASS,2017121017wdS:8AM-8PM,2017610171744420171211,2017,5,10,5,10,5,3339,8,7,1,2,5,0.00,40,10,1,1,1,0,1,3,2,1744420171211011,5,6,1,,9.00,,,Y,,wd,1744420171211,3,1744420171211009,1,1,S:8AM-8PM,12,SUSSEX,1640,167680,,,1,1,8,2,1,18JAN18:08:30,2,8835020102,,8,,0,,,,,,,325.87638032,2017121017wdS:8AM-8PM,,0,1744420171211011,8,1,0,19960,03/03/2025
,TAUTOG,2017111017weS:8AM-8PM,2017610171765120171126,2017,5,10,5,10,5,3339,8,7,1,2,4.5,0.00,70,6,1,2,1,0,0,2,1,1765120171126001,5,6,1,,6.00,,,Y,,we,1765120171126,3,1765120171126001,1,1,S:8AM-8PM,11,SUSSEX,1445,170479,,,1,1,8,1,1,18JAN18:08:30,2,8839010101,,8,,0,,,,,,,411.65572467,2017111017weS:8AM-8PM,,0,1765120171126001,8,1,0,19966,03/03/2025
,TAUTOG,2017111017weS:8AM-8PM,2017610171765120171126,2017,5,10,5,10,5,3339,8,7,1,2,4.5,0.00,70,6,1,2,6,0,1,2,2,1765120171126002,5,6,1,,6.00,,,Y,,we,1765120171126,3,1765120171126001,1,1,S:8AM-8PM,11,SUSSEX,1450,170479,,,1,1,8,1,1,18JAN18:08:30,2,8839010101,,8,,0,,,,,,,411.65572467,2017111017weS:8AM-8PM,,0,1765120171126002,8,6,0,19939,03/03/2025
,TAUTOG,2017121017weS:8AM-8PM,2017610171765120171215,2017,5,10,3,10,5,106,8,7,1,2,7,0.00,0,0,1,1,0,0,0,3,1,1765120171215001,5,6,2,,9.00,,,Y,,we,1765120171215,3,1765120171215001,1,1,S:8AM-8PM,12,NEW CASTLE,1615,170479,,,1,1,8,1,8,18JAN18:08:30,2,8839010101,,8,,0,,,,,,,734.85263625,2017121017weS:8AM-8PM,,0,1765120171215001,8,,,19703,03/03/2025
,TAUTOG,2017121017weS:8AM-8PM,2017610171765120171215,2017,5,10,3,10,5,106,8,7,1,2,7,0.00,60,15,1,1,0,0,1,3,2,1765120171215002,5,6,2,,9.00,,,Y,,we,1765120171215,3,1765120171215001,1,1,S:8AM-8PM,12,NEW CASTLE,1620,170479,,,1,1,8,1,8,18JAN18:08:30,2,8839010101,,8,,0,,,,,,,734.85263625,2017121017weS:8AM-8PM,,0,1765120171215002,8,0,4,19806,03/03/2025
,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171103,2017,5,10,5,10,5,1220,8,7,4,5,2.5,0.00,40,5,1,1,1,0,0,1,8,1664920171103001,5,6,1,,4.50,,,Y,,we,1664920171103,3,1664920171103001,1,1,S:8AM-8PM,11,SUSSEX,1057,167680,,,1,1,8,1,1,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,1100.5714513,2017111017weS:8AM-8PM,,0,1664920171103001,8,1,0,19947,03/03/2025
BLUEFISH,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171103,2017,5,10,5,10,5,1220,8,7,4,5,2,0.00,40,15,1,1,0,0,0,1,8,1664920171103002,5,6,2,,3.00,,,Y,,we,1664920171103,3,1664920171103002,1,1,S:8AM-8PM,11,SUSSEX,1112,167680,168559,,1,1,8,1,8,18JAN18:08:30,8,8835020102,8835250101,8,,0,,,,,,,356.16378818,2017111017weS:8AM-8PM,,0,1664920171103002,8,,,19958,03/03/2025
,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171103,2017,5,10,5,10,5,1220,8,7,4,5,4,0.00,7,3,1,2,0,0,0,1,8,1664920171103003,5,6,2,,5.00,,,Y,,we,1664920171103,3,1664920171103003,1,1,S:8AM-8PM,11,SUSSEX,1209,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,356.16378818,2017111017weS:8AM-8PM,,0,1664920171103003,8,,,19968,03/03/2025
SPOTTED SEATROUT,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171105,2017,5,10,5,10,5,1220,8,7,4,5,2,0.00,41,6,1,1,0,0,0,1,8,1664920171105002,5,6,2,,4.00,,,Y,,we,1664920171105,3,1664920171105002,1,1,S:8AM-8PM,11,SUSSEX,1058,167680,169239,,1,1,8,1,8,18JAN18:08:30,8,8835020102,8835440102,8,,0,,,,,,,913.29859975,2017111017weS:8AM-8PM,,0,1664920171105002,8,,,19947,03/03/2025
,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171124,2017,5,10,5,10,5,1220,8,7,4,5,2.5,0.00,15,3,1,1,0,0,0,2,1,1664920171124001,5,6,2,,3.00,,,Y,,we,1664920171124,3,1664920171124001,1,1,S:8AM-8PM,11,SUSSEX,1155,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,385.64407888,2017111017weS:8AM-8PM,,0,1664920171124001,8,,,19966,03/03/2025
,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171124,2017,6,45,13,10,5,1220,8,7,4,5,2.5,0.00,0,0,1,1,0,0,1,2,2,1664920171124002,5,6,2,,3.00,,,O,,we,1664920171124,3,1664920171124001,1,1,S:8AM-8PM,11,BEAUFORT,1207,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,385.64407888,2017111017weS:8AM-8PM,,0,1664920171124002,8,,,29902,03/03/2025
,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171124,2017,5,42,45,10,5,1220,8,7,4,5,2,,1,0,1,0,0,0,0,2,1,1664920171124003,5,6,2,,3.00,,,O,,we,1664920171124,3,1664920171124003,,1,S:8AM-8PM,11,,1229,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,385.64407888,2017111017weS:8AM-8PM,,0,1664920171124003,8,,,19060,03/03/2025
,STRIPED BASS,2017111017weS:8AM-8PM,2017610171664920171124,2017,5,42,29,10,5,1220,8,7,4,5,2.5,,0,0,1,0,0,0,1,2,2,1664920171124004,5,6,2,,3.00,,,O,,we,1664920171124,3,1664920171124003,,1,S:8AM-8PM,11,,1236,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,385.64407888,2017111017weS:8AM-8PM,,0,1664920171124004,8,,,19382,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,5,10,5,3339,8,7,E,5,3.5,0.00,50,10,1,1,0,0,0,2,1,1664920171202001,5,6,2,,4.00,,,Y,,we,1664920171202,3,1664920171202001,1,1,S:8AM-8PM,12,SUSSEX,1144,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,314.96530013,2017121017weS:8AM-8PM,,0,1664920171202001,8,,,19966,03/03/2025
,STRIPED BASS,2017121017weS:8AM-8PM,2017610171664920171202,2017,5,10,1,10,5,3339,8,7,E,5,3.5,0.00,6,2,1,1,0,0,1,2,2,1664920171202002,5,6,2,,4.00,,,Y,,we,1664920171202,3,1664920171202001,1,1,S:8AM-8PM,12,KENT,1149,167680,,,1,1,8,1,8,18JAN18:08:30,8,8835020102,,8,,0,,,,,,,314.96530013,2017121017weS:8AM-8PM,,0,1664920171202002,8,,,19977,03/03/2025
