PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,TAUTOG,200865108411we,1618620081108513,2008,5,42,71,10,5,13,6,4,E,5,2.5,0,0,0,2,1,0,0,0,1,8,2,1618620081108005,5,6,2,1,3,8.5,O,1,1618620081108,6,11,we,1618620081108001,1,,,,1605,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5529763867,200865108411we,,0,1618620081108005,8,17543,03/03/2025
,,200865108411we,1618620081108513,2008,5,24,3,10,5,13,6,4,E,5,2.5,0,0,0,1,1,0,0,0,1,8,2,1618620081108006,5,6,2,1,1,8.5,O,1,1618620081108,6,11,we,1618620081108001,1,,,ANNE ARUNDEL,1510,,,,1,1,8,1,8,,,20090325,8,,,6,,1,2,,,,,,,,,5.5529763867,200865108411we,,0,1618620081108006,8,21122,03/03/2025
,,200865108411we,1618620081108513,2008,5,24,3,10,5,13,6,4,E,5,2.5,0,12,2,1,1,0,0,0,1,8,2,1618620081108007,5,6,2,1,1,8.5,O,1,1618620081108,6,11,we,1618620081108001,1,,,ANNE ARUNDEL,1513,,,,1,1,8,1,8,,,20090325,8,,,6,,1,2,,,,,,,,,5.5529763867,200865108411we,,0,1618620081108007,8,21122,03/03/2025
,TAUTOG,200865108411we,1618620081108513,2008,5,42,71,10,5,13,6,4,E,5,2.5,,30,0,2,1,0,0,0,1,8,2,1618620081108008,5,6,2,1,0,8.5,O,1,1618620081108,6,11,we,1618620081108001,,,,,1516,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5529763867,200865108411we,,0,1618620081108008,8,17601,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,3,10,1,30,6,4,E,5,5,0,40,10,1,2,0,8,0,0,23,1,1653720081101001,5,6,1,2,2,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,8,0,NEW CASTLE,1255,170479,,,1,1,2,1,2,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101001,8,19705,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,3,10,1,30,6,4,E,5,5,0,16,2,1,3,0,5,0,1,23,2,1653720081101002,5,6,1,2,1,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,NEW CASTLE,1305,170479,,,1,1,2,1,2,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101002,8,19720,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,3,10,1,30,6,4,E,5,5,,10,1,1,0,0,0,1,1,23,2,1653720081101003,5,6,3,2,0,7.5,Y,2,1653720081101,6,11,we,1653720081101001,,,,NEW CASTLE,1310,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101002,8,19708,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,3,10,1,30,6,4,E,5,5,0,10,1,1,0,0,0,1,1,23,2,1653720081101004,5,6,3,2,1,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,NEW CASTLE,1315,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101002,8,19720,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,5,10,1,30,6,4,E,5,5,0,50,10,1,3,0,11,0,1,23,2,1653720081101005,5,6,1,2,1,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,SUSSEX,1325,170479,,,1,1,2,2,2,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101005,8,19958,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,5,10,1,30,6,4,E,5,5,0,2,0,1,0,0,0,1,1,23,2,1653720081101006,5,6,3,2,6,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,SUSSEX,1335,170479,,,1,1,8,2,8,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101005,8,19958,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,5,10,1,30,6,4,E,5,5,0,50,20,1,0,0,0,1,1,23,2,1653720081101007,5,6,3,2,3,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,SUSSEX,1345,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101005,8,19968,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,0,15,5,1,1,0,3,0,1,23,2,1653720081101008,5,6,1,2,2,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,3,0,KENT,1350,170479,,,1,1,8,1,1,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101008,8,19962,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,0,2,1,1,2,0,3,0,1,23,2,1653720081101009,5,6,1,2,1,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,3,0,KENT,1400,170479,,,1,1,2,1,2,,,20090325,8,8839010101,,6,,1,1,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101009,8,19962,03/03/2025
,,200865108411we,1653720081101130,2008,5,42,45,10,1,30,6,4,E,5,5,,3,2,1,1,0,0,0,1,23,2,1653720081101010,5,6,2,2,0,7.5,O,2,1653720081101,6,11,we,1653720081101001,,,,,1405,,,,1,1,8,1,8,,,20090325,8,,,6,,1,1,,,,,,,,,6.722024047,200865108411we,,0,1653720081101010,8,19082,03/03/2025
,,200865108411we,1653720081101130,2008,5,42,45,10,1,30,6,4,E,5,5,,5,0,1,1,0,0,0,1,23,2,1653720081101011,5,6,2,2,0,7.5,O,2,1653720081101,6,11,we,1653720081101001,,,,,1415,,,,1,1,8,1,8,,,20090325,8,,,6,,1,1,,,,,,,,,6.722024047,200865108411we,,0,1653720081101011,8,19013,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,,50,2,1,1,0,0,0,1,23,2,1653720081101012,5,6,2,2,0,7.5,Y,2,1653720081101,6,11,we,1653720081101001,,,,KENT,1329,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101012,8,19963,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,0,9,1,1,1,0,0,0,1,23,2,1653720081101013,5,6,2,2,1,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,KENT,1332,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101013,8,19963,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,0,19,4,1,1,0,3,0,1,23,2,1653720081101014,5,6,1,2,4,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,KENT,1336,170479,,,1,1,8,1,1,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101014,8,19946,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,42,45,10,1,30,6,4,E,5,5,0,2,2,1,1,0,2,0,1,23,2,1653720081101015,5,6,1,2,0,7.5,O,2,1653720081101,6,11,we,1653720081101001,1,2,0,,1341,170479,,,1,1,8,2,1,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,6.722024047,200865108411we,,0,1653720081101015,8,19061,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,0,5,1,1,1,0,2,0,1,23,2,1653720081101016,5,6,1,2,0,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,2,0,KENT,1347,170479,,,1,1,8,1,1,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101016,8,19946,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,,14,5,1,1,0,0,0,1,23,2,1653720081101017,5,6,2,2,0,7.5,Y,2,1653720081101,6,11,we,1653720081101001,,,,KENT,1351,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101017,8,19946,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,1,10,1,30,6,4,E,5,5,0,6,1,1,1,0,1,0,1,23,2,1653720081101018,5,6,1,2,0,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,1,0,KENT,1354,170479,,,1,1,8,1,1,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101018,8,19904,03/03/2025
,TAUTOG,200865108411we,1653720081101130,2008,5,10,3,10,1,30,6,4,E,5,5,0,59,8,1,1,0,0,0,1,23,2,1653720081101019,5,6,2,2,1,7.5,Y,2,1653720081101,6,11,we,1653720081101001,1,,,NEW CASTLE,1357,170479,,,1,1,8,1,8,,,20090325,8,8839010101,,6,,1,2,,,,,,,,,5.5835890837,200865108411we,,0,1653720081101019,8,19808,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,5,10,5,13,6,4,E,5,5,,25,5,1,1,0,0,0,0,8,1,1653720081120001,5,6,2,1,0,8,Y,1,1653720081120,6,11,wd,1653720081120001,,,,SUSSEX,1515,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120001,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,5,10,5,13,6,4,E,5,5,0,100,20,1,1,0,1,0,1,8,2,1653720081120002,5,6,1,1,1,8,Y,1,1653720081120,6,11,wd,1653720081120001,1,,,SUSSEX,1530,167680,,,1,1,8,1,1,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120002,8,19970,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,1,10,5,13,6,4,E,5,5,0,4,1,1,1,0,0,0,1,8,2,1653720081120003,5,6,2,1,2,8,Y,1,1653720081120,6,11,wd,1653720081120001,1,,,KENT,1545,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120003,8,19904,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,1,10,5,13,6,4,E,5,5,,0,0,1,1,0,0,0,1,8,2,1653720081120004,5,6,2,1,0,8,Y,1,1653720081120,6,11,wd,1653720081120001,,,,KENT,1350,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,2,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120004,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,1,10,5,13,6,4,E,5,5,0,2,1,1,1,0,1,0,1,8,2,1653720081120005,5,6,1,1,0,8,Y,1,1653720081120,6,11,wd,1653720081120001,1,1,0,KENT,1356,167680,,,1,1,8,1,1,,,20090325,8,8835020102,,6,,1,2,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120005,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,1,10,5,13,6,4,E,5,5,,11,2,1,1,0,0,0,1,8,2,1653720081120006,5,6,2,1,0,8,Y,1,1653720081120,6,11,wd,1653720081120001,,,,KENT,1400,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,2,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120006,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1653720081120513,2008,5,10,1,10,5,13,6,4,E,5,5,,4,1,9,1,0,0,0,1,8,2,1653720081120007,5,6,2,1,0,8,Y,1,1653720081120,6,11,wd,1653720081120001,,,,KENT,1404,167680,,,1,1,8,2,8,,,20090325,8,8835020102,,6,,1,2,,,,,,,,,10.152447232,200865108411wd,,0,1653720081120007,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,42,91,10,1,29,6,4,E,5,4.5,,25,3,1,1,0,0,0,0,31,1,1662820081128001,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,,1500,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128001,8,19525,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,42,17,10,1,29,6,4,E,5,4.5,,15,3,1,1,0,0,0,1,31,2,1662820081128002,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,,1508,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128002,8,18972,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,10,1,10,1,29,6,4,E,5,4.5,,12,2,1,1,0,0,0,1,31,2,1662820081128003,5,6,2,1,0,10.5,Y,1,1662820081128,6,11,wd,1662820081128001,,,,KENT,1515,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,21.183471628,200865108411wd,,0,1662820081128003,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,24,25,10,1,29,6,4,E,5,4.5,,0,0,1,1,0,0,0,1,31,2,1662820081128004,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,HARFORD,1525,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128004,8,21015,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,24,25,10,1,29,6,4,E,5,4.5,,12,3,1,1,0,0,0,1,31,2,1662820081128005,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,HARFORD,1535,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128005,8,21014,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,10,1,10,1,29,6,4,E,5,4.5,,10,3,1,1,0,0,0,1,31,2,1662820081128006,5,6,2,1,0,10.5,Y,1,1662820081128,6,11,wd,1662820081128001,,,,KENT,1545,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,21.183471628,200865108411wd,,0,1662820081128006,8,19962,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,10,1,10,1,29,6,4,E,5,4.5,,1,0,1,1,0,0,0,1,31,2,1662820081128007,5,6,2,1,0,10.5,Y,1,1662820081128,6,11,wd,1662820081128001,,,,KENT,1550,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,21.183471628,200865108411wd,,0,1662820081128007,8,19980,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,10,1,10,1,29,6,4,E,5,4.5,,0,0,1,1,0,0,0,1,31,2,1662820081128008,5,6,2,1,0,10.5,Y,1,1662820081128,6,11,wd,1662820081128001,,,,KENT,1558,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,21.183471628,200865108411wd,,0,1662820081128008,8,19934,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,10,3,10,1,29,6,4,E,5,4.5,,5,1,1,1,0,0,0,1,31,2,1662820081128009,5,6,2,1,0,10.5,Y,1,1662820081128,6,11,wd,1662820081128001,,,,NEW CASTLE,1603,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,21.183471628,200865108411wd,,0,1662820081128009,8,19809,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,2,6,97,10,1,29,6,4,E,5,4.5,,0,0,1,1,0,0,0,1,31,2,1662820081128010,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,SONOMA,1610,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128010,8,95401,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,51,165,10,1,29,6,4,E,5,4.5,,3,0,1,1,0,0,0,1,31,2,1662820081128011,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,,1615,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128011,8,22801,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,51,165,10,1,29,6,4,E,5,4,,2,0,1,1,0,0,0,1,31,2,1662820081128012,5,6,2,1,0,10.5,O,1,1662820081128,6,11,wd,1662820081128001,,,,,1625,167680,,,1,1,8,1,8,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,25.50255822,200865108411wd,,0,1662820081128012,8,22801,03/03/2025
,STRIPED BASS,200865108411wd,1662820081128129,2008,5,10,3,10,1,29,6,4,E,5,4.5,0,12,2,1,1,0,1,0,1,31,2,1662820081128013,5,6,1,1,0,10.5,Y,1,1662820081128,6,11,wd,1662820081128001,1,1,0,NEW CASTLE,1645,167680,,,1,1,8,1,1,,,20090325,8,8835020102,,6,,1,1,,,,,,,,,21.183471628,200865108411wd,,0,1662820081128013,8,19808,03/03/2025
,STRIPED BASS,200865108511we,1618420081122513,2008,5,10,3,10,5,13,7,5,1,1,5,0,0,0,1,1,1,0,0,0,6,1,1618420081122001,5,6,2,1,0,8,Y,1,1618420081122,5,11,we,1618420081122001,1,,,NEW CASTLE,1456,167680,,,1,1,8,1,8,,,20090325,1,8835020102,,7,,8,,,,,,,,,,128.33412433,200865108511we,,0,1618420081122001,8,19807,03/03/2025
,STRIPED BASS,200865108511we,1618420081122513,2008,5,10,5,10,5,13,7,5,1,1,5.5,0,5,5,1,3,0,3,0,1,6,2,1618420081122002,5,6,1,1,0,8,Y,1,1618420081122,5,11,we,1618420081122001,1,3,0,SUSSEX,1507,167680,,,1,1,2,1,2,,,20090325,1,8835020102,,7,,8,,,,,,,,,,128.33412433,200865108511we,,0,1618420081122002,8,19958,03/03/2025
,STRIPED BASS,200865108511we,1618420081122513,2008,5,10,5,10,5,13,7,5,1,1,6,,6,0,1,0,0,0,1,1,6,2,1618420081122003,5,6,3,1,0,8,Y,1,1618420081122,5,11,we,1618420081122001,,,,SUSSEX,1510,167680,,,1,1,8,1,8,,,20090325,1,8835020102,,7,,8,,,,,,,,,,128.33412433,200865108511we,,0,1618420081122002,8,19971,03/03/2025
,STRIPED BASS,200865108511we,1618420081122513,2008,5,10,5,10,5,13,7,5,1,1,6,,5,0,1,0,0,0,1,1,6,2,1618420081122004,5,6,3,1,0,8,Y,1,1618420081122,5,11,we,1618420081122001,,,,SUSSEX,1515,167680,,,1,1,8,1,8,,,20090325,1,8835020102,,7,,8,,,,,,,,,,128.33412433,200865108511we,,0,1618420081122002,8,19958,03/03/2025
,TAUTOG,200865108512we,1618420081227513,2008,5,24,27,10,5,13,7,5,1,1,4,0,10,3,2,1,1,0,0,0,43,1,1618420081227014,5,6,2,1,0,8,O,1,1618420081227,5,12,we,1618420081227014,1,0,3,HOWARD,1639,170479,,,1,1,8,2,8,,,20090325,1,8839010101,,7,,8,,,,,,,,,,62.795336793,200865108512we,,0,1618420081227014,8,21043,03/03/2025
,TAUTOG,200865108512we,1618420081227513,2008,5,51,59,10,5,13,7,5,1,1,4,,5,5,2,1,0,0,0,1,43,2,1618420081227015,5,6,2,1,0,8,O,1,1618420081227,5,12,we,1618420081227014,,,,,1646,170479,,,1,1,8,2,8,,,20090325,1,8839010101,,7,,8,,,,,,,,,,62.795336793,200865108512we,,0,1618420081227015,8,22060,03/03/2025
,STRIPED BASS,200865108511wd,1618620081124513,2008,5,10,5,10,5,13,7,5,1,1,6.5,0,1,0,1,4,2,1,0,0,4,1,1618620081124001,5,6,1,1,0,7.5,Y,1,1618620081124,5,11,wd,1618620081124001,1,,,SUSSEX,1455,167680,,,1,1,2,2,2,,,20090325,1,8835020102,,7,,8,,,,,,,,,,112.96549415,200865108511wd,,0,1618620081124001,8,19958,03/03/2025
,STRIPED BASS,200865108511wd,1618620081124513,2008,5,10,5,10,5,13,7,5,1,1,6.5,0,1,0,1,0,2,0,1,1,4,2,1618620081124002,5,6,3,1,0,7.5,Y,1,1618620081124,5,11,wd,1618620081124001,1,,,SUSSEX,1456,167680,,,1,1,8,2,8,,,20090325,1,8835020102,,7,,8,,,,,,,,,,112.96549415,200865108511wd,,0,1618620081124001,8,19958,03/03/2025
,STRIPED BASS,200865108511wd,1618620081124513,2008,5,10,3,10,5,13,7,5,1,1,5.5,0,18,2,1,7,1,1,0,0,7,1,1618620081124011,5,6,1,1,0,8,Y,1,1618620081124,5,11,wd,1618620081124011,1,,,NEW CASTLE,1655,167680,,,1,1,2,1,2,,,20090325,1,8835020102,,7,,8,,,,,,,,,,395.37922952,200865108511wd,,0,1618620081124011,8,19803,03/03/2025
,TAUTOG,200865108512wd,161142008121851599,2008,5,36,61,10,5,1599,7,5,1,2,5,0,1,0,2,5,3,9,0,0,5,1,1611420081218001,5,6,1,1,0,8,O,1,1611420081218,5,12,wd,1611420081218001,1,,,NEW YORK,1525,170479,,,1,1,2,1,2,,,20090325,2,8839010101,,7,,8,,,,,,,,,,24.08046758,200865108512wd,,0,1611420081218001,8,10039,03/03/2025
,TAUTOG,200865108512wd,161142008121851599,2008,5,36,59,10,5,1599,7,5,1,2,5,0,0,0,1,0,2,0,1,1,5,2,1611420081218002,5,6,3,1,0,8,O,1,1611420081218,5,12,wd,1611420081218001,1,0,2,NASSAU,1529,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,24.08046758,200865108512wd,,0,1611420081218001,8,11581,03/03/2025
,TAUTOG,200865108512wd,161142008121851599,2008,5,36,85,10,5,1599,7,5,1,2,5,0,1,0,1,0,3,0,1,1,5,2,1611420081218003,5,6,3,1,0,8,O,1,1611420081218,5,12,wd,1611420081218001,1,,,RICHMOND,1533,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,24.08046758,200865108512wd,,0,1611420081218001,8,10310,03/03/2025
,TAUTOG,200865108512wd,161142008121851599,2008,5,36,81,10,5,1599,7,5,1,2,5,0,2,0,1,0,3,0,1,1,5,2,1611420081218004,5,6,3,1,0,8,O,1,1611420081218,5,12,wd,1611420081218001,1,,,QUEENS,1537,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,24.08046758,200865108512wd,,0,1611420081218001,8,11692,03/03/2025
,TAUTOG,200865108512wd,161142008121851599,2008,5,36,81,10,5,1599,7,5,1,2,3,0,2,0,1,0,3,0,1,1,5,2,1611420081218005,5,6,3,1,0,8,O,1,1611420081218,5,12,wd,1611420081218001,1,,,QUEENS,1540,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,24.08046758,200865108512wd,,0,1611420081218001,8,11434,03/03/2025
,TAUTOG,200865108512wd,1618420081223513,2008,5,51,183,10,5,13,7,5,1,2,6.5,0,50,8,1,1,3,0,0,0,6,1,1618420081223001,5,6,2,1,0,8.5,O,1,1618420081223,5,12,wd,1618420081223001,1,,,SUSSEX,1615,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,58.443424381,200865108512wd,,0,1618420081223001,8,22153,03/03/2025
,TAUTOG,200865108511wd,161862008111751599,2008,5,42,133,10,5,1599,7,5,1,2,6,0,998,0,1,4,2,3,0,0,4,1,1618620081117001,5,6,1,1,0,8,O,1,1618620081117,5,11,wd,1618620081117001,1,27,0,,1545,170479,,,1,1,2,1,2,,,20090325,2,8839010101,,7,,8,,,,,,,,,,10.391160344,200865108511wd,,0,1618620081117001,8,17364,03/03/2025
,TAUTOG,200865108511wd,161862008111751599,2008,5,42,133,10,5,1599,7,5,1,2,6,0,12,0,1,0,3,0,1,1,4,2,1618620081117002,5,6,3,1,0,8,O,1,1618620081117,5,11,wd,1618620081117001,1,,,,1551,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,10.391160344,200865108511wd,,0,1618620081117001,8,17406,03/03/2025
,TAUTOG,200865108511wd,161862008111751599,2008,5,42,43,10,5,1599,7,5,1,2,6,0,20,4,1,0,3,0,1,1,4,2,1618620081117003,5,6,3,1,0,8,O,1,1618620081117,5,11,wd,1618620081117001,1,,,,1555,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,10.391160344,200865108511wd,,0,1618620081117001,8,17109,03/03/2025
,TAUTOG,200865108511wd,161862008111751599,2008,5,42,43,10,5,1599,7,5,1,2,6,0,0,0,1,0,3,0,1,1,4,2,1618620081117004,5,6,3,1,0,8,O,1,1618620081117,5,11,wd,1618620081117001,1,,,,1600,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,10.391160344,200865108511wd,,0,1618620081117001,8,17113,03/03/2025
,TAUTOG,200865108512we,161862008120651599,2008,5,34,25,10,5,1599,7,5,1,2,5,0,0,0,1,6,2,9,0,0,6,1,1618620081206001,5,6,1,1,0,8,O,1,1618620081206,5,12,we,1618620081206001,1,13,0,MONMOUTH,1605,170479,,,1,1,2,2,2,,,20090325,2,8839010101,,7,,8,,,,,,,,,,15.879437912,200865108512we,,0,1618620081206001,8,07731,03/03/2025
,TAUTOG,200865108512we,161862008120651599,2008,5,34,35,10,5,1599,7,5,1,2,5,0,0,0,1,0,2,0,1,1,6,2,1618620081206002,5,6,3,1,0,8,O,1,1618620081206,5,12,we,1618620081206001,1,,,SOMERSET,1609,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,15.879437912,200865108512we,,0,1618620081206001,8,08812,03/03/2025
,TAUTOG,200865108512we,161862008120651599,2008,5,34,37,10,5,1599,7,5,1,2,5,0,0,0,1,0,2,0,1,1,6,2,1618620081206003,5,6,3,1,0,8,O,1,1618620081206,5,12,we,1618620081206001,1,,,,1614,170479,,,1,1,8,1,8,,,20090325,2,8839010101,,7,,8,,,,,,,,,,15.879437912,200865108512we,,0,1618620081206001,8,08857,03/03/2025
