PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,TELEFON,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,MODE2001,MONITOR,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
KING MACKEREL,COBIA,201316128301wd,15558201301229985,2013,6,12,99,12,99,85,1,3,1,1,5,0,250,25,1,1,0,0,0,,,1555820130122004,6,1,2,,,,,Y,,1555820130122,,01,wd,1555820130122004,2,,,PALM BEACH,168566,172435,1308,1,1,1,8,1,8,,,20FEB201311:19,1,8835260101,8850030501,,,,,,5988.2627921,201316128301wd,,0,1555820130122004,8,33406,03/03/2025
,,201316128301wd,15558201301229985,2013,0,26,37,12,99,85,1,3,1,1,3,0,0,0,1,1,0,0,0,,,1555820130122005,6,1,2,,,,,O,,1555820130122,,01,wd,1555820130122005,2,,,,,,1349,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,5574.5639542,201316128301wd,,0,1555820130122005,8,48820,03/03/2025
,,201316128301wd,15558201301229985,2013,0,26,37,12,99,85,1,3,1,1,3,,0,0,1,0,0,0,0,,,1555820130122006,6,1,2,,,,,O,,1555820130122,,01,wd,1555820130122006,,,,,,,1350,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,5574.5639542,201316128301wd,,0,1555820130122006,8,48820,03/03/2025
,COBIA,201316128301wd,15558201301229985,2013,6,12,99,12,99,85,1,3,1,1,5,0,100,15,1,1,0,0,0,,,1555820130122007,6,1,2,,,,,Y,,1555820130122,,01,wd,1555820130122007,2,0,1,PALM BEACH,168566,,1452,1,1,1,8,1,8,,,20FEB201311:19,1,8835260101,,,,,,,5988.2627921,201316128301wd,,0,1555820130122007,8,33463,03/03/2025
,,201316128301wd,15558201301229985,2013,6,12,11,12,99,85,1,3,1,1,5.5,0,100,3,1,3,0,0,0,,,1555820130122008,6,1,2,,,,,Y,,1555820130122,,01,wd,1555820130122008,2,0,2,BROWARD,,,1553,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,5988.2627921,201316128301wd,,0,1555820130122008,8,33076,03/03/2025
,,201316128301wd,15558201301229985,2013,6,12,11,12,99,85,1,3,1,1,5.5,0,100,3,1,4,0,0,0,,,1555820130122009,6,1,2,,,,,Y,,1555820130122,,01,wd,1555820130122009,2,0,3,BROWARD,,,1554,1,1,1,8,2,8,,,20FEB201311:19,1,,,,,,,,5988.2627921,201316128301wd,,0,1555820130122009,8,33076,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,1.5,,3,0,1,0,0,0,0,,,1555820130212001,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212001,,,,PALM BEACH,,,1205,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212001,8,33405,03/03/2025
,,201316128302wd,15558201302129985,2013,0,99,998,12,99,85,1,3,1,1,1.5,,0,0,1,0,0,0,0,,,1555820130212002,6,1,2,,,,,O,,1555820130212,,02,wd,1555820130212002,,,,,,,1206,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,6903.8351217,201316128302wd,,0,1555820130212002,8,99997,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,6,0,250,32,1,2,0,0,0,,,1555820130212003,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212003,2,,,PALM BEACH,,,1318,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212003,8,99998,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,5,0,30,7,1,1,0,0,0,,,1555820130212004,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212004,2,,,PALM BEACH,,,1324,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212004,8,33461,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,2,,20,7,1,0,0,0,0,,,1555820130212005,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212005,,,,PALM BEACH,,,1338,1,1,1,8,1,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212005,8,33411,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,2,,20,7,1,0,0,0,0,,,1555820130212006,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212006,,,,PALM BEACH,,,1339,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212006,8,33411,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,2,0,0,0,1,1,0,0,0,,,1555820130212007,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212007,2,,,PALM BEACH,,,1340,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212007,8,33411,03/03/2025
,MACKEREL FAMILY,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,0.5,,300,40,1,0,0,0,0,,,1555820130212008,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212008,,,,PALM BEACH,172398,,1343,1,1,1,8,2,8,,,22MAR201307:43,1,8850030000,,,,,,,7433.5621585,201316128302wd,,0,1555820130212008,8,33411,03/03/2025
,KING MACKEREL,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,0.5,,300,40,1,0,0,0,0,,,1555820130212009,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212009,,,,PALM BEACH,172435,,1344,1,1,1,8,1,8,,,22MAR201307:43,1,8850030501,,,,,,,7433.5621585,201316128302wd,,0,1555820130212009,8,33411,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,0.5,,12,1,1,0,0,0,0,,,1555820130212010,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212010,,,,PALM BEACH,,,1456,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212010,8,99998,03/03/2025
,,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,0.5,,12,1,1,0,0,0,0,,,1555820130212011,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212011,,,,PALM BEACH,,,1457,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,7433.5621585,201316128302wd,,0,1555820130212011,8,33415,03/03/2025
,KING MACKEREL,201316128302wd,15558201302129985,2013,6,12,99,12,99,85,1,3,1,1,4,0,300,55,1,2,0,0,0,,,1555820130212012,6,1,2,,,,,Y,,1555820130212,,02,wd,1555820130212012,2,0,1,PALM BEACH,172435,,1459,1,1,1,8,1,8,,,22MAR201307:43,1,8850030501,,,,,,,7433.5621585,201316128302wd,,0,1555820130212012,8,33405,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,35,12,86,170,2,3,1,1,1,,12,12,1,0,0,0,0,,,1555820130217001,6,1,2,,,,,Y,,1555820130217,,02,we,1555820130217001,,,,FLAGLER,,,836,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217001,8,32164,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,35,12,86,170,2,3,1,1,1,,12,12,1,0,0,0,0,,,1555820130217002,6,1,2,,,,,Y,,1555820130217,,02,we,1555820130217002,,,,FLAGLER,,,837,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217002,8,32164,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,35,12,86,170,2,3,1,1,1,,12,12,1,0,0,0,0,,,1555820130217003,6,1,2,,,,,Y,,1555820130217,,02,we,1555820130217003,,,,FLAGLER,,,838,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217003,8,32164,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,35,12,86,170,2,3,1,1,1,,12,12,1,0,0,0,0,,,1555820130217004,6,1,2,,,,,Y,,1555820130217,,02,we,1555820130217004,,,,FLAGLER,,,839,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217004,8,32164,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,86,12,86,170,2,3,1,1,3,0,0,0,2,0,3,0,0,,,1555820130217005,6,1,1,,,,,Y,,1555820130217,,02,we,1555820130217005,2,3,0,MIAMI-DADE,,,1513,1,1,1,2,2,2,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217005,8,33012,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,86,12,86,170,2,3,1,1,3,,0,0,0,0,0,1,0,,,1555820130217006,6,1,3,,,,,Y,,1555820130217,,02,we,1555820130217005,,,,MIAMI-DADE,,,1514,1,1,1,8,2,8,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217005,8,33012,03/03/2025
,,201316128302we,155582013021725170,2013,6,12,86,12,86,170,2,3,1,1,3,0,4,2,1,0,1,0,0,,,1555820130217007,6,1,1,,,,,Y,,1555820130217,,02,we,1555820130217007,2,1,0,MIAMI-DADE,,,1519,1,1,1,8,2,1,,,22MAR201307:43,1,,,,,,,,5574.0621814,201316128302we,,0,1555820130217007,8,33141,03/03/2025
,,201316128301wd,15112201301301273330,2013,6,12,127,12,127,3330,5,3,3,5,1,0,3,3,1,0,0,0,0,,,1511220130130001,6,1,2,,,,,Y,,1511220130130,,01,wd,1511220130130001,,,,VOLUSIA,,,1217,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,40937.746578,201316128301wd,,0,1511220130130001,8,32169,03/03/2025
,KINGFISH GENUS,201316128301wd,15112201301301273330,2013,6,12,127,12,127,3330,5,3,3,5,4,0,15,15,1,1,10,0,0,,,1511220130130002,6,1,1,,,,,Y,,1511220130130,,01,wd,1511220130130002,1,,,VOLUSIA,169273,,1237,8,1,1,8,1,1,,,20FEB201311:19,8,8835440600,,,,,,,40937.746578,201316128301wd,,0,1511220130130002,8,32168,03/03/2025
,GULF KINGFISH,201316128302wd,15112201302051271397,2013,6,12,127,12,127,1397,1,3,3,5,1,,10,10,1,0,0,0,0,,,1511220130205013,6,1,2,,,,,Y,,1511220130205,,02,wd,1511220130205013,,,,VOLUSIA,169275,,1747,8,1,1,8,1,8,,,22MAR201307:43,8,8835440602,,,,,,,29133.863307,201316128302wd,,0,1511220130205013,8,32119,03/03/2025
,,201316128302wd,15112201302051271397,2013,5,42,5,12,127,1397,1,3,3,5,4,,6,6,1,0,0,0,0,,,1511220130205014,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205014,,,,,,,1824,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,26862.042613,201316128302wd,,0,1511220130205014,8,16259,03/03/2025
,,201316128302wd,15112201302051271397,2013,5,42,5,12,127,1397,1,3,3,5,4,,6,6,1,0,0,0,0,,,1511220130205015,6,1,2,,,,,O,,1511220130205,,02,wd,1511220130205015,,,,,,,1825,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,26862.042613,201316128302wd,,0,1511220130205015,8,16259,03/03/2025
,,201316128301we,1515620130106313399,2013,6,12,31,12,31,3399,1,3,3,5,2,0,1,1,1,1,0,0,0,,,1515620130106001,6,1,2,,,,,Y,,1515620130106,,01,we,1515620130106001,1,,,DUVAL,,,1217,8,1,1,8,2,8,,,20FEB201311:19,8,,,,,,,,33924.50585,201316128301we,,0,1515620130106001,8,32211,03/03/2025
,,201316128301we,1515620130106313399,2013,6,12,31,12,31,3399,1,3,3,5,1,,20,2,1,0,0,0,0,,,1515620130106002,6,1,2,,,,,Y,,1515620130106,,01,we,1515620130106002,,,,DUVAL,,,1309,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,33924.50585,201316128301we,,0,1515620130106002,8,32277,03/03/2025
,,201316128301we,1515620130106313399,2013,6,13,39,12,31,3399,1,3,3,5,1,,20,2,1,0,0,0,0,,,1515620130106003,6,1,2,,,,,O,,1515620130106,,01,we,1515620130106003,,,,CAMDEN,,,1310,8,1,1,8,2,8,,,20FEB201311:19,8,,,,,,,,31268.093812,201316128301we,,0,1515620130106003,8,31558,03/03/2025
,,201316128301we,1515620130106313399,2013,6,12,31,12,31,3399,1,3,3,5,1,,20,2,1,0,0,0,0,,,1515620130106004,6,1,2,,,,,Y,,1515620130106,,01,we,1515620130106004,,,,DUVAL,,,1311,8,1,1,8,2,8,,,20FEB201311:19,8,,,,,,,,33924.50585,201316128301we,,0,1515620130106004,8,99998,03/03/2025
,,201316128301we,151562013010631370,2013,5,24,45,12,31,370,1,3,3,5,2,,30,0,1,0,0,0,0,,,1515620130106005,6,1,2,,,,,O,,1515620130106,,01,we,1515620130106005,,,,WICOMICO,,,1406,8,1,1,8,1,8,,,20FEB201311:19,8,,,,,,,,8479.1141852,201316128301we,,0,1515620130106005,8,21801,03/03/2025
,SHEEPSHEAD,201316128302wd,1515620130207311845,2013,6,12,31,12,31,1845,3,3,3,5,1,,100,20,1,0,0,0,0,,,1515620130207001,6,1,2,,,,,Y,,1515620130207,,02,wd,1515620130207001,,,,DUVAL,169189,,1133,8,1,1,8,1,8,,,22MAR201307:43,8,8835430301,,,,,,,59243.624602,201316128302wd,,0,1515620130207001,8,32246,03/03/2025
,,201316128302wd,1515620130207311845,2013,6,12,31,12,31,1845,3,3,3,5,1,0,1,0,1,1,0,0,0,,,1515620130207002,6,1,2,,,,,Y,,1515620130207,,02,wd,1515620130207002,1,,,DUVAL,,,1304,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,59243.624602,201316128302wd,,0,1515620130207002,8,32224,03/03/2025
,SHEEPSHEAD,201316128302wd,1515620130207311845,2013,6,12,31,12,31,1845,3,3,3,5,2.5,0,19,2,1,4,1,0,0,,,1515620130207003,6,1,1,,,,,Y,,1515620130207,,02,wd,1515620130207003,1,,,DUVAL,169189,,1429,8,1,1,8,1,1,,,22MAR201307:43,8,8835430301,,,,,,,59243.624602,201316128302wd,,0,1515620130207003,8,32210,03/03/2025
,,201316128302we,1515620130210311414,2013,6,12,31,12,31,1414,5,3,3,5,2.5,,10,0,1,0,0,0,0,,,1515620130210001,6,1,2,,,,,Y,,1515620130210,,02,we,1515620130210001,,,,DUVAL,,,1519,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,4238.9155369,201316128302we,,0,1515620130210001,8,32224,03/03/2025
,,201316128302we,1515620130210311414,2013,6,12,31,12,31,1414,5,3,3,5,2.5,0,10,0,1,0,0,0,0,,,1515620130210002,6,1,2,,,,,Y,,1515620130210,,02,we,1515620130210002,,,,DUVAL,,,1520,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,4238.9155369,201316128302we,,0,1515620130210002,8,32224,03/03/2025
,,201316128302we,1515620130210311414,2013,6,12,31,12,31,1414,5,3,3,5,1,0,0,0,1,0,0,0,0,,,1515620130210003,6,1,2,,,,,Y,,1515620130210,,02,we,1515620130210003,,,,DUVAL,,,1615,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,4238.9155369,201316128302we,,0,1515620130210003,8,32250,03/03/2025
,,201316128302we,1515620130210311414,2013,6,12,31,12,31,1414,5,3,3,5,2,0,1,0,1,0,0,0,0,,,1515620130210004,6,1,2,,,,,Y,,1515620130210,,02,we,1515620130210004,,,,DUVAL,,,1711,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,4238.9155369,201316128302we,,0,1515620130210004,8,32216,03/03/2025
,,201316128302we,1515620130210311414,2013,6,12,31,12,31,1414,5,3,3,5,2,0,30,5,1,0,0,0,0,,,1515620130210005,6,1,2,,,,,Y,,1515620130210,,02,we,1515620130210005,,,,DUVAL,,,1712,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,4238.9155369,201316128302we,,0,1515620130210005,8,32246,03/03/2025
,,201316128302we,1515620130210311414,2013,6,12,31,12,31,1414,5,3,3,5,2,0,2,0,1,0,0,0,0,,,1515620130210006,6,1,2,,,,,Y,,1515620130210,,02,we,1515620130210006,,,,DUVAL,,,1713,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,4238.9155369,201316128302we,,0,1515620130210006,8,32246,03/03/2025
,KINGFISH GENUS,201316128302wd,1515620130221313134,2013,6,12,31,12,31,3134,1,3,3,5,2.5,0,2,0,1,1,0,0,0,,,1515620130221001,6,1,2,,,,,Y,,1515620130221,,02,wd,1515620130221001,1,,,DUVAL,169273,,1333,8,1,1,8,1,8,,,22MAR201307:43,8,8835440600,,,,,,,17601.718375,201316128302wd,,0,1515620130221001,8,32210,03/03/2025
,KINGFISH GENUS,201316128302wd,1515620130221313134,2013,6,12,31,12,31,3134,1,3,3,5,2.5,,60,0,1,0,0,0,0,,,1515620130221002,6,1,2,,,,,Y,,1515620130221,,02,wd,1515620130221002,,,,DUVAL,169273,,1334,8,1,1,8,2,8,,,22MAR201307:43,8,8835440600,,,,,,,17601.718375,201316128302wd,,0,1515620130221002,8,32205,03/03/2025
,,201316128302wd,1515620130221313134,2013,6,12,31,12,31,3134,1,3,3,5,3,0,20,4,2,2,3,0,0,,,1515620130221003,6,1,1,,,,,Y,,1515620130221,,02,wd,1515620130221003,1,,,DUVAL,,,1630,8,1,1,2,1,2,,,22MAR201307:43,8,,,,,,,,17601.718375,201316128302wd,,0,1515620130221003,8,32209,03/03/2025
,,201316128302wd,1515620130221313134,2013,6,12,31,12,31,3134,1,3,3,5,3,,60,4,0,0,0,1,0,,,1515620130221004,6,1,3,,,,,Y,,1515620130221,,02,wd,1515620130221003,,,,DUVAL,,,1631,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,17601.718375,201316128302wd,,0,1515620130221003,8,32209,03/03/2025
,,201316128302wd,1515620130221313134,2013,6,12,31,12,31,3134,1,3,3,5,2.5,0,75,20,1,0,4,0,0,,,1515620130221005,6,1,1,,,,,Y,,1515620130221,,02,wd,1515620130221005,1,1,0,DUVAL,,,1641,8,1,1,8,1,1,,,22MAR201307:43,8,,,,,,,,17601.718375,201316128302wd,,0,1515620130221005,8,32254,03/03/2025
,,201316128302we,151562013022331350,2013,6,12,31,12,31,350,1,3,3,5,2,,0,0,1,0,0,0,0,,,1515620130223001,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223001,,,,DUVAL,,,1156,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,9146.342732,201316128302we,,0,1515620130223001,8,32206,03/03/2025
,,201316128302we,151562013022331350,2013,6,12,31,12,31,350,1,3,3,5,2,,0,0,1,0,0,0,0,,,1515620130223002,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223002,,,,DUVAL,,,1157,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,9146.342732,201316128302we,,0,1515620130223002,8,32206,03/03/2025
,,201316128302we,1515620130223313066,2013,6,12,19,12,31,3066,3,3,3,5,2,0,90,9,1,1,0,0,0,,,1515620130223003,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223003,1,,,CLAY,,,1521,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,7372.7566389,201316128302we,,0,1515620130223003,8,32073,03/03/2025
,,201316128302we,1515620130223313066,2013,6,12,19,12,31,3066,3,3,3,5,2,,90,9,1,0,0,0,0,,,1515620130223004,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223004,,,,CLAY,,,1522,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,7372.7566389,201316128302we,,0,1515620130223004,8,32073,03/03/2025
,SILVER PERCH,201316128302we,1515620130223313066,2013,6,12,31,12,31,3066,3,3,3,5,3.5,,25,3,1,0,0,0,0,,,1515620130223005,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223005,,,,DUVAL,169259,,1629,8,1,1,8,2,8,,,22MAR201307:43,8,8835440301,,,,,,,7372.7566389,201316128302we,,0,1515620130223005,8,32206,03/03/2025
,,201316128302we,1515620130223313066,2013,6,12,31,12,31,3066,3,3,3,5,3.5,,12,2,1,0,0,0,0,,,1515620130223006,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223006,,,,DUVAL,,,1728,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,7372.7566389,201316128302we,,0,1515620130223006,8,32244,03/03/2025
,,201316128302we,1515620130223313066,2013,6,12,31,12,31,3066,3,3,3,5,3.5,0,12,2,1,2,0,0,0,,,1515620130223007,6,1,2,,,,,Y,,1515620130223,,02,we,1515620130223007,1,0,3,DUVAL,,,1729,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,7372.7566389,201316128302we,,0,1515620130223007,8,32244,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,9,12,9,363,4,3,5,5,2,0,250,40,1,1,0,0,0,,,1530420130223001,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223001,1,,,BREVARD,,,1012,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223001,8,32920,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,13,,52,8,1,0,0,0,0,,,1530420130223002,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223002,,,,ORANGE,,,1058,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223002,8,32807,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,10,0,52,8,1,2,0,0,0,,,1530420130223003,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223003,1,,,ORANGE,,,1059,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223003,8,32807,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,11,0,52,8,1,1,0,0,0,,,1530420130223004,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223004,1,,,ORANGE,,,1100,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223004,8,32807,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,14,0,2,2,1,1,0,0,0,,,1530420130223005,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223005,1,,,ORANGE,,,1101,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223005,8,32807,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,8,0,2,2,1,1,0,0,0,,,1530420130223006,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223006,1,,,ORANGE,,,1102,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223006,8,32807,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,2,0,0,0,1,1,0,0,0,,,1530420130223007,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223007,1,0,1,ORANGE,,,1108,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223007,8,32825,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,2,,0,0,1,0,0,0,0,,,1530420130223008,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223008,,,,ORANGE,,,1109,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223008,8,32825,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,2,,0,0,1,0,0,0,0,,,1530420130223009,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223009,,,,ORANGE,,,1110,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223009,8,99998,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,12,,2,2,1,0,0,0,0,,,1530420130223010,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223010,,,,ORANGE,,,1113,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223010,8,32807,03/03/2025
,BLUEFISH,201316128302we,15304201302239363,2013,4,9,1,12,9,363,4,3,5,5,4,0,7,4,1,0,3,0,0,,,1530420130223011,6,1,1,,,,,O,,1530420130223,,02,we,1530420130223011,1,3,0,FAIRFIELD,168559,,1159,8,1,1,8,2,1,,,22MAR201307:43,8,8835250101,,,,,,,5224.1195144,201316128302we,,0,1530420130223011,8,99998,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,4,,26,5,1,0,0,0,0,,,1530420130223012,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223012,,,,ORANGE,,,1201,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223012,8,32826,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,4,0,26,5,1,1,0,0,0,,,1530420130223013,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223013,1,,,ORANGE,,,1202,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223013,8,32826,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,95,12,9,363,4,3,5,5,1,,5,0,1,0,0,0,0,,,1530420130223014,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223014,,,,ORANGE,,,1221,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223014,8,32828,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,97,12,9,363,4,3,5,5,3,0,2,1,1,2,0,0,0,,,1530420130223015,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223015,1,0,4,OSCEOLA,,,1235,8,1,1,8,1,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223015,8,34741,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,97,12,9,363,4,3,5,5,3,,2,1,1,0,0,0,0,,,1530420130223016,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223016,,,,OSCEOLA,,,1236,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223016,8,34741,03/03/2025
,,201316128302we,15304201302239363,2013,6,12,97,12,9,363,4,3,5,5,3,,2,1,1,0,0,0,0,,,1530420130223017,6,1,2,,,,,Y,,1530420130223,,02,we,1530420130223017,,,,OSCEOLA,,,1237,8,1,1,8,2,8,,,22MAR201307:43,8,,,,,,,,5607.2290804,201316128302we,,0,1530420130223017,8,34741,03/03/2025
