PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,DATE1,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,200616128701wd,153432006011299278,2006,6,12,11,12,99,278,8,7,5,5,8,0,24,3,1,1,5,0,0,1,2,2,1534320060112019,6,1,2,,,,Y,,1534320060112,,01,wd,1534320060112018,1,,,BROWARD,1737,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,311.05349609,200616128701wd,,0,1534320060112019,8,33061,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,93,12,111,288,8,7,5,5,4,0,100,12,1,2,1,2,0,0,2,1,1534320060116010,6,1,1,,,,Y,,1534320060116,,01,we,1534320060116010,1,,,OKEECHOBEE,1248,0,0,8,1,1,2,2,2,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116010,8,34972,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,93,12,111,288,8,7,5,5,4,0,25,3,1,0,2,0,1,1,2,2,1534320060116011,6,1,3,,,,Y,,1534320060116,,01,we,1534320060116010,1,,,OKEECHOBEE,1249,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116010,8,34972,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3,0,75,10,1,1,1,0,0,0,2,1,1534320060116013,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116013,1,,,ST LUCIE,1314,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116013,8,34984,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3,0,35,4,1,1,1,0,0,1,2,2,1534320060116014,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116013,1,,,ST LUCIE,1315,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116014,8,34983,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3.5,0,30,2,1,1,1,0,0,0,5,1,1534320060116018,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116018,1,0,1,ST LUCIE,1440,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116018,8,34947,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3.5,0,30,2,1,1,1,0,0,1,5,2,1534320060116019,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116018,1,,,ST LUCIE,1441,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116019,8,34947,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3.5,0,30,2,1,1,1,0,0,1,5,2,1534320060116020,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116018,1,0,1,ST LUCIE,1442,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116020,8,34947,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3.5,0,30,2,1,1,2,0,0,1,5,2,1534320060116021,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116018,1,,,ST LUCIE,1443,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116021,8,34947,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,3.5,0,30,2,1,1,1,0,0,1,5,2,1534320060116022,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116018,1,0,1,ST LUCIE,1444,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116022,8,34947,03/03/2025
,SHEEPSHEAD,200616128701we,1534320060116111288,2006,0,18,35,12,111,288,8,7,5,5,4,0,1,1,1,2,0,3,0,0,3,1,1534320060116024,6,1,1,,,,O,,1534320060116,,01,we,1534320060116024,1,1,0,,1530,169189,0,8,1,1,2,2,2,,8,8835430301,,,,,,,30APR200714:33,400.99205303,200616128701we,,0,1534320060116024,8,47302,03/03/2025
,SHEEPSHEAD,200616128701we,1534320060116111288,2006,0,18,35,12,111,288,8,7,5,5,4,,1,1,1,0,0,0,1,1,3,2,1534320060116025,6,1,3,,,,O,,1534320060116,,01,we,1534320060116024,,,,,1531,169189,0,8,1,1,8,2,8,,8,8835430301,,,,,,,30APR200714:33,400.99205303,200616128701we,,0,1534320060116024,8,47302,03/03/2025
,SHEEPSHEAD,200616128701we,1534320060116111288,2006,0,18,35,12,111,288,8,7,5,5,4,,1,1,1,1,0,0,0,1,3,2,1534320060116026,6,1,2,,,,O,,1534320060116,,01,we,1534320060116024,,,,,1532,169189,0,8,1,1,8,2,8,,8,8835430301,,,,,,,30APR200714:33,400.99205303,200616128701we,,0,1534320060116026,8,47302,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,5,0,25,4,1,2,2,2,0,0,2,1,1534320060116027,6,1,1,,,,Y,,1534320060116,,01,we,1534320060116027,1,1,0,ST LUCIE,1606,0,0,8,1,1,2,2,2,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116027,8,34982,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,5,0,25,4,1,0,3,0,1,1,2,2,1534320060116028,6,1,3,,,,Y,,1534320060116,,01,we,1534320060116027,1,,,ST LUCIE,1607,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116027,8,34982,03/03/2025
,,200616128701we,1534320060116111288,2006,6,12,111,12,111,288,8,7,5,5,4,,6,0,1,1,0,0,0,0,4,1,1534320060116034,6,1,2,,,,Y,,1534320060116,,01,we,1534320060116034,,,,ST LUCIE,1710,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,437.5120618,200616128701we,,0,1534320060116034,8,34982,03/03/2025
,,200616128701we,1534320060116111288,2006,0,26,107,12,111,288,8,7,5,5,4,,3,3,1,1,0,0,0,1,4,2,1534320060116035,6,1,2,,,,O,,1534320060116,,01,we,1534320060116034,,,,,1711,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,400.99205303,200616128701we,,0,1534320060116035,8,99998,03/03/2025
,,200616128701we,1534320060116111288,2006,0,26,107,12,111,288,8,7,5,5,4,,3,3,1,1,0,0,0,1,4,2,1534320060116036,6,1,2,,,,O,,1534320060116,,01,we,1534320060116034,,,,,1712,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,400.99205303,200616128701we,,0,1534320060116036,8,99998,03/03/2025
,,200616128701we,1534320060116111288,2006,0,26,107,12,111,288,8,7,5,5,4,,3,3,1,1,0,0,0,1,4,2,1534320060116037,6,1,2,,,,O,,1534320060116,,01,we,1534320060116034,,,,,1713,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,400.99205303,200616128701we,,0,1534320060116037,8,99998,03/03/2025
ATLANTIC TARPON,COMMON SNOOK,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,4,0,50,12,1,1,1,0,0,0,2,1,1534320060121005,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121005,1,,,PALM BEACH,1231,167648,161116,8,1,1,8,2,8,,8,8835010105,8738020201,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121005,8,33437,03/03/2025
ATLANTIC TARPON,COMMON SNOOK,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,4,,24,6,1,1,0,0,0,1,2,2,1534320060121006,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121005,,,,PALM BEACH,1232,167648,161116,8,1,1,8,2,8,,8,8835010105,8738020201,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121006,8,33437,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,4.5,0,24,2,1,1,1,0,0,0,2,1,1534320060121010,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121010,1,,,PALM BEACH,1406,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121010,8,33435,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,4.5,,24,2,1,1,0,0,0,1,2,2,1534320060121011,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121010,,,,PALM BEACH,1407,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121011,8,33435,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,2,0,24,0,1,1,1,0,0,0,2,1,1534320060121012,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121012,1,,,PALM BEACH,1415,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121012,8,33415,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,2,,24,0,1,1,0,0,0,1,2,2,1534320060121013,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121012,,,,PALM BEACH,1416,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121013,8,33415,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,6,,50,7,1,1,0,0,0,0,3,1,1534320060121014,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121014,,,,PALM BEACH,1502,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121014,8,33435,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,6,,50,7,1,1,0,0,0,1,3,2,1534320060121015,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121014,,,,PALM BEACH,1503,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121015,8,33435,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,6,,50,7,1,1,0,0,0,1,3,2,1534320060121016,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121014,,,,PALM BEACH,1504,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121016,8,33435,03/03/2025
,,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,3,0,100,15,1,1,1,0,0,0,1,8,1534320060121017,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121017,1,,,PALM BEACH,1505,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121017,8,33413,03/03/2025
COMMON SNOOK,ATLANTIC TARPON,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,1,0,50,6,1,1,1,0,0,0,2,1,1534320060121018,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121018,1,0,6,PALM BEACH,1516,161116,167648,8,1,1,8,2,8,,8,8738020201,8835010105,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121018,8,33415,03/03/2025
COMMON SNOOK,ATLANTIC TARPON,200616128701we,1534320060121991499,2006,6,12,99,12,99,1499,8,7,5,5,1,,50,6,1,1,0,0,0,1,2,2,1534320060121019,6,1,2,,,,Y,,1534320060121,,01,we,1534320060121018,,,,PALM BEACH,1517,161116,167648,8,1,1,8,2,8,,8,8738020201,8835010105,,,,,,30APR200714:33,451.74069104,200616128701we,,0,1534320060121019,8,33415,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,5,0,24,4,1,1,1,0,0,0,2,1,1534320060122001,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122001,1,,,PALM BEACH,1129,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122001,8,33403,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,5,0,24,4,1,1,1,0,0,1,2,2,1534320060122002,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122001,1,,,PALM BEACH,1130,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122002,8,33403,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,0,25,3,1,1,1,0,0,0,3,1,1534320060122005,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122005,1,,,PALM BEACH,1211,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122005,8,33469,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,,25,3,1,1,0,0,0,1,3,2,1534320060122006,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122005,,,,PALM BEACH,1212,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122006,8,33458,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,0,25,3,1,1,1,0,0,1,3,2,1534320060122007,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122005,1,,,PALM BEACH,1213,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122007,8,33458,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,5.5,0,50,7,1,1,1,0,0,0,2,1,1534320060122010,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122010,1,,,PALM BEACH,1353,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122010,8,33458,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,5.5,,50,7,1,1,0,0,0,1,2,2,1534320060122011,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122010,,,,PALM BEACH,1354,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122011,8,33458,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,,25,2,1,1,0,0,0,0,4,1,1534320060122012,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122012,,,,PALM BEACH,1502,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122012,8,33478,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,,25,2,1,1,0,0,0,1,4,2,1534320060122013,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122012,,,,PALM BEACH,1503,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122013,8,33478,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,,25,2,1,1,0,0,0,1,4,2,1534320060122014,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122012,,,,PALM BEACH,1504,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122014,8,33478,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,4,,25,2,1,1,0,0,0,1,4,2,1534320060122015,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122012,,,,PALM BEACH,1505,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122015,8,33478,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,6,0,100,10,1,1,3,0,0,0,2,1,1534320060122016,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122016,1,,,PALM BEACH,1603,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122016,8,33458,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,99,12,99,286,8,7,5,5,6,0,75,8,1,1,3,0,0,1,2,2,1534320060122017,6,1,2,,,,Y,,1534320060122,,01,we,1534320060122016,1,,,PALM BEACH,1604,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122017,8,33458,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,85,12,99,286,8,7,5,5,6,0,24,2,1,3,2,2,0,0,3,1,1534320060122018,6,1,1,,,,Y,,1534320060122,,01,we,1534320060122018,1,,,MARTIN,1647,0,0,8,1,1,2,2,2,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122018,8,34997,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,85,12,99,286,8,7,5,5,6,0,24,2,1,0,2,0,1,1,3,2,1534320060122019,6,1,3,,,,Y,,1534320060122,,01,we,1534320060122018,1,,,MARTIN,1648,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122018,8,34997,03/03/2025
,,200616128701we,153432006012299286,2006,6,12,85,12,99,286,8,7,5,5,6,0,24,2,1,0,1,0,1,1,3,2,1534320060122020,6,1,3,,,,Y,,1534320060122,,01,we,1534320060122018,1,,,MARTIN,1649,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,248.53649052,200616128701we,,0,1534320060122018,8,34997,03/03/2025
,,200616128702wd,153432006020185314,2006,4,9,7,12,85,314,8,7,5,5,5,0,80,55,1,2,3,1,0,0,2,1,1534320060201007,6,1,1,,,,O,,1534320060201,,02,wd,1534320060201007,1,,,MIDDLESEX,1227,0,0,8,1,1,2,2,2,,8,,,,,,,,30APR200714:33,801.63899714,200616128702wd,,0,1534320060201007,8,06498,03/03/2025
,,200616128702wd,153432006020185314,2006,5,34,29,12,85,314,8,7,5,5,5,0,80,55,1,0,3,0,1,1,2,2,1534320060201008,6,1,3,,,,O,,1534320060201,,02,wd,1534320060201007,1,,,OCEAN,1228,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,801.63899714,200616128702wd,,0,1534320060201007,8,08742,03/03/2025
,,200616128702wd,153432006020185314,2006,5,42,95,12,85,314,8,7,5,5,3.5,0,15,4,1,1,2,2,0,0,4,1,1534320060201013,6,1,1,,,,O,,1534320060201,,02,wd,1534320060201013,1,1,0,,1300,0,0,8,1,1,8,2,1,,8,,,,,,,,30APR200714:33,801.63899714,200616128702wd,,0,1534320060201013,8,18045,03/03/2025
,,200616128702wd,153432006020185314,2006,5,42,95,12,85,314,8,7,5,5,3.5,0,15,4,1,1,2,0,0,1,4,2,1534320060201014,6,1,2,,,,O,,1534320060201,,02,wd,1534320060201013,1,,,,1301,0,0,8,1,1,8,1,8,,8,,,,,,,,30APR200714:33,801.63899714,200616128702wd,,0,1534320060201014,8,18045,03/03/2025
,,200616128702wd,153432006020185314,2006,5,34,41,12,85,314,8,7,5,5,3.5,0,15,4,1,1,3,0,0,1,4,2,1534320060201015,6,1,2,,,,O,,1534320060201,,02,wd,1534320060201013,1,,,,1302,0,0,8,1,1,8,1,8,,8,,,,,,,,30APR200714:33,801.63899714,200616128702wd,,0,1534320060201015,8,08865,03/03/2025
,,200616128702wd,153432006020185314,2006,5,34,41,12,85,314,8,7,5,5,3.5,0,15,4,1,1,2,0,0,1,4,2,1534320060201016,6,1,2,,,,O,,1534320060201,,02,wd,1534320060201013,1,,,,1303,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,801.63899714,200616128702wd,,0,1534320060201016,8,08865,03/03/2025
,,200616128702wd,153432006020185314,2006,6,12,85,12,85,314,8,7,5,5,2,0,24,4,1,1,0,4,0,0,1,8,1534320060201017,6,1,1,,,,Y,,1534320060201,,02,wd,1534320060201017,1,3,0,MARTIN,1308,0,0,8,8,1,8,2,1,,8,,,,,,,,30APR200714:33,874.64758418,200616128702wd,,0,1534320060201017,8,34997,03/03/2025
,COMMON SNOOK,200616128702wd,153432006020185314,2006,6,12,85,12,85,314,8,7,5,5,4,0,50,7,1,1,2,0,0,0,3,1,1534320060201022,6,1,2,,,,Y,,1534320060201,,02,wd,1534320060201022,1,0,6,MARTIN,1340,167648,0,8,1,1,8,2,8,,8,8835010105,,,,,,,30APR200714:33,874.64758418,200616128702wd,,0,1534320060201022,8,34997,03/03/2025
,COMMON SNOOK,200616128702wd,153432006020185314,2006,6,12,111,12,85,314,8,7,5,5,4,0,24,2,1,1,2,0,0,1,3,2,1534320060201023,6,1,2,,,,Y,,1534320060201,,02,wd,1534320060201022,1,0,6,ST LUCIE,1341,167648,0,8,1,1,8,2,8,,8,8835010105,,,,,,,30APR200714:33,874.64758418,200616128702wd,,0,1534320060201023,8,99998,03/03/2025
,COMMON SNOOK,200616128702wd,153432006020185314,2006,6,12,111,12,85,314,8,7,5,5,4,0,24,2,1,1,1,0,0,1,3,2,1534320060201024,6,1,2,,,,Y,,1534320060201,,02,wd,1534320060201022,1,,,ST LUCIE,1342,167648,0,8,1,1,8,2,8,,8,8835010105,,,,,,,30APR200714:33,874.64758418,200616128702wd,,0,1534320060201024,8,34953,03/03/2025
,CREVALLE JACK,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,4,0,100,15,1,1,1,0,0,0,4,1,1534320060205008,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205008,1,,,PALM BEACH,1358,168609,0,8,1,1,8,2,8,,8,8835280303,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205008,8,33418,03/03/2025
,CREVALLE JACK,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,4,0,100,15,1,1,2,0,0,1,4,2,1534320060205009,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205008,1,,,PALM BEACH,1359,168609,0,8,1,1,8,2,8,,8,8835280303,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205009,8,33418,03/03/2025
,CREVALLE JACK,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,4,0,100,15,1,1,2,0,0,1,4,2,1534320060205010,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205008,1,,,PALM BEACH,1400,168609,0,8,1,1,8,2,8,,8,8835280303,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205010,8,33418,03/03/2025
,CREVALLE JACK,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,4,0,100,15,1,1,2,0,0,1,4,2,1534320060205011,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205008,1,,,PALM BEACH,1401,168609,0,8,1,1,8,2,8,,8,8835280303,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205011,8,33418,03/03/2025
,SPOTTED SEATROUT,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,5,0,12,1,1,1,2,0,0,0,3,1,1534320060205016,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205016,1,,,PALM BEACH,1457,169239,0,8,1,1,8,2,8,,8,8835440102,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205016,8,33410,03/03/2025
,SPOTTED SEATROUT,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,5,0,12,1,1,1,2,0,0,1,3,2,1534320060205017,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205016,1,,,PALM BEACH,1458,169239,0,8,1,1,8,2,8,,8,8835440102,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205017,8,33410,03/03/2025
,SPOTTED SEATROUT,200616128702we,153432006020599308,2006,6,12,99,12,99,308,8,7,5,5,5,0,12,1,1,1,2,0,0,1,3,2,1534320060205018,6,1,2,,,,Y,,1534320060205,,02,we,1534320060205016,1,,,PALM BEACH,1459,169239,0,8,1,1,8,2,8,,8,8835440102,,,,,,,30APR200714:33,328.89300639,200616128702we,,0,1534320060205018,8,33410,03/03/2025
,COMMON SNOOK,200616128702wd,153432006021799278,2006,6,12,99,12,99,278,8,7,5,5,2.5,0,150,20,1,1,1,0,0,0,1,8,1534320060217003,6,1,2,,,,Y,,1534320060217,,02,wd,1534320060217003,1,,,PALM BEACH,1237,167648,0,8,1,1,8,2,8,,8,8835010105,,,,,,,30APR200714:33,353.33416249,200616128702wd,,0,1534320060217003,8,33406,03/03/2025
,,200616128702wd,153432006021799278,2006,6,12,99,12,99,278,8,7,5,5,2,0,20,3,1,1,2,0,0,0,1,8,1534320060217004,6,1,2,,,,Y,,1534320060217,,02,wd,1534320060217004,1,,,PALM BEACH,1332,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,353.33416249,200616128702wd,,0,1534320060217004,8,33470,03/03/2025
,,200616128702wd,153432006021799278,2006,6,12,99,12,99,278,8,7,5,5,4,0,50,7,1,1,3,0,0,0,2,1,1534320060217021,6,1,2,,,,Y,,1534320060217,,02,wd,1534320060217021,1,,,PALM BEACH,1511,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,353.33416249,200616128702wd,,0,1534320060217021,8,99998,03/03/2025
,,200616128702wd,153432006021799278,2006,6,12,99,12,99,278,8,7,5,5,4,0,25,2,1,1,3,0,0,1,2,2,1534320060217022,6,1,2,,,,Y,,1534320060217,,02,wd,1534320060217021,1,,,PALM BEACH,1512,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,353.33416249,200616128702wd,,0,1534320060217022,8,33463,03/03/2025
,COMMON SNOOK,200616128702we,15343200602181111936,2006,6,12,111,12,111,1936,8,7,5,5,3,0,150,20,1,1,3,0,0,0,1,8,1534320060218001,6,1,2,,,,Y,,1534320060218,,02,we,1534320060218001,1,,,ST LUCIE,1031,167648,0,8,1,1,8,2,8,,8,8835010105,,,,,,,30APR200714:33,1682.3163376,200616128702we,,0,1534320060218001,8,34949,03/03/2025
,,200616128702we,15343200602181111936,2006,6,12,111,12,111,1936,8,7,5,5,3,0,50,7,1,1,1,0,0,0,2,1,1534320060218004,6,1,2,,,,Y,,1534320060218,,02,we,1534320060218004,1,,,ST LUCIE,1058,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,1682.3163376,200616128702we,,0,1534320060218004,8,34951,03/03/2025
,,200616128702we,15343200602181111936,2006,6,12,111,12,111,1936,8,7,5,5,3,0,50,7,1,1,1,0,0,1,2,2,1534320060218005,6,1,2,,,,Y,,1534320060218,,02,we,1534320060218004,1,,,ST LUCIE,1059,0,0,8,1,1,8,2,8,,8,,,,,,,,30APR200714:33,1682.3163376,200616128702we,,0,1534320060218005,8,34951,03/03/2025
