PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
KING MACKEREL,DOLPHIN,200716128702we,123412007021825136,2007,6,12,86,12,86,136,8,7,1,2,10,0,200,40,1,3,2,15,0,0,3,1,1234120070218011,6,1,1,,,,Y,,1234120070218,,02,we,1234120070218011,1,5,0,MIAMI-DADE,2121,168791,172435,2,1,1,2,2,2,,1,22MAR200708:58,2,8835290101,8850030501,,,,,,5235.7567363,200716128702we,,0,1234120070218011,8,33141,03/03/2025
KING MACKEREL,DOLPHIN,200716128702we,123412007021825136,2007,6,12,86,12,86,136,8,7,1,2,10,0,150,40,1,0,2,0,1,1,3,2,1234120070218012,6,1,3,,,,Y,,1234120070218,,02,we,1234120070218011,1,,,MIAMI-DADE,2125,168791,172435,2,1,1,8,2,8,,2,22MAR200708:58,2,8835290101,8850030501,,,,,,5235.7567363,200716128702we,,0,1234120070218011,8,33141,03/03/2025
KING MACKEREL,DOLPHIN,200716128702we,123412007021825136,2007,6,12,86,12,86,136,8,7,1,2,10,,200,40,1,0,0,0,1,1,3,2,1234120070218013,6,1,3,,,,Y,,1234120070218,,02,we,1234120070218011,,,,MIAMI-DADE,2127,168791,172435,2,1,1,8,2,8,,2,22MAR200708:58,2,8835290101,8850030501,,,,,,5235.7567363,200716128702we,,0,1234120070218011,8,33141,03/03/2025
,SAILFISH,200716128702we,123412007021825136,2007,6,12,86,12,86,136,8,7,1,2,6,0,250,30,1,1,1,0,0,0,1,8,1234120070218014,6,1,2,,,,Y,,1234120070218,,02,we,1234120070218014,1,,,MIAMI-DADE,2302,172488,0,2,1,1,8,2,8,,1,22MAR200708:58,2,8850060101,,,,,,,5235.7567363,200716128702we,,0,1234120070218014,8,33143,03/03/2025
SAILFISH,WAHOO,200716128702wd,123412007022025134,2007,0,99,998,12,86,134,8,7,1,2,6,0,6,2,1,1,2,0,0,0,2,1,1234120070220001,6,1,2,,,,O,,1234120070220,,02,wd,1234120070220001,1,,,,1842,172451,172488,2,1,1,8,1,8,,2,22MAR200708:58,2,8850030601,8850060101,,,,,,3223.3164185,200716128702wd,,0,1234120070220001,8,99997,03/03/2025
SAILFISH,WAHOO,200716128702wd,123412007022025134,2007,0,99,998,12,86,134,8,7,1,2,6,0,20,10,2,1,0,9,0,1,2,2,1234120070220002,6,1,1,,,,O,,1234120070220,,02,wd,1234120070220001,1,2,0,,1850,172451,172488,2,1,1,8,1,1,,1,22MAR200708:58,2,8850030601,8850060101,,,,,,3223.3164185,200716128702wd,,0,1234120070220002,8,99997,03/03/2025
,SWORDFISH,200716128702we,123412007022425136,2007,6,12,86,12,86,136,8,7,1,2,10,0,200,40,1,1,5,0,0,0,1,8,1234120070224013,6,1,2,,,,Y,,1234120070224,,02,we,1234120070224013,1,0,2,MIAMI-DADE,2202,172482,0,2,1,1,8,2,8,,1,22MAR200708:58,2,8850040101,,,,,,,1973.9034933,200716128702we,,0,1234120070224013,8,33121,03/03/2025
,DOLPHIN,200716128702we,1234120070225253203,2007,6,12,86,12,86,3203,8,7,1,2,4,0,100,22,2,1,0,7,0,0,1,8,1234120070225014,6,1,1,,,,Y,,1234120070225,,02,we,1234120070225014,1,10,0,MIAMI-DADE,1843,168791,0,2,1,1,8,2,1,,1,22MAR200708:58,2,8835290101,,,,,,,1088.0853052,200716128702we,,0,1234120070225014,8,33157,03/03/2025
SPANISH MACKEREL,KING MACKEREL,200716128702we,123412007022525136,2007,6,12,86,12,86,136,8,7,1,2,5,0,150,30,1,2,2,15,0,0,2,1,1234120070225015,6,1,1,,,,Y,,1234120070225,,02,we,1234120070225015,1,1,0,MIAMI-DADE,2105,172435,172436,2,1,1,2,2,2,,1,22MAR200708:58,2,8850030501,8850030502,,,,,,5298.8381428,200716128702we,,0,1234120070225015,8,99998,03/03/2025
SPANISH MACKEREL,KING MACKEREL,200716128702we,123412007022525136,2007,6,12,86,12,86,136,8,7,1,2,5,0,360,55,1,0,3,0,1,1,2,2,1234120070225016,6,1,3,,,,Y,,1234120070225,,02,we,1234120070225015,1,,,MIAMI-DADE,2108,172435,172436,2,1,1,8,2,8,,1,22MAR200708:58,2,8850030501,8850030502,,,,,,5298.8381428,200716128702we,,0,1234120070225015,8,99998,03/03/2025
LEFTEYE FLOUNDER GENUS,GAG,200716128701we,1511220070106127242,2007,6,12,127,12,127,242,8,7,1,2,1.5,0,30,4,1,2,0,15,0,0,2,1,1511220070106012,6,1,1,,,,Y,,1511220070106,,01,we,1511220070106012,1,1,0,VOLUSIA,1507,167759,172734,2,8,1,2,1,2,,1,21FEB200709:19,2,8835020501,8857030300,,,,,,3148.7626197,200716128701we,,0,1511220070106012,8,32141,03/03/2025
SNAPPER GENUS,GAG,200716128701we,1511220070106127242,2007,6,12,127,12,127,242,8,7,1,2,4,0,20,3,1,1,8,0,0,0,4,1,1511220070106019,6,1,2,,,,Y,,1511220070106,,01,we,1511220070106019,1,,,VOLUSIA,1552,167759,168846,2,1,1,8,1,8,,1,21FEB200709:19,2,8835020501,8835360100,,,,,,5464.9101521,200716128701we,,0,1511220070106019,8,32132,03/03/2025
,,200716128701we,1511220070106127242,2007,6,12,127,12,127,242,8,7,1,2,5.5,0,60,0,1,4,6,4,0,0,4,1,1511220070106026,6,1,1,,,,Y,,1511220070106,,01,we,1511220070106026,1,,,VOLUSIA,1625,0,0,2,1,1,2,1,2,,1,21FEB200709:19,2,,,,,,,,1782.5350817,200716128701we,,0,1511220070106026,8,32168,03/03/2025
,,200716128701we,1511220070106127242,2007,6,12,127,12,127,242,8,7,1,2,5.5,0,3,0,1,0,4,0,1,1,4,2,1511220070106027,6,1,3,,,,Y,,1511220070106,,01,we,1511220070106026,1,,,VOLUSIA,1626,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1782.5350817,200716128701we,,0,1511220070106026,8,32713,03/03/2025
,,200716128701we,1511220070106127242,2007,6,12,95,12,127,242,8,7,1,2,5.5,0,10,0,1,0,6,0,1,1,4,2,1511220070106028,6,1,3,,,,Y,,1511220070106,,01,we,1511220070106026,1,,,ORANGE,1627,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1782.5350817,200716128701we,,0,1511220070106026,8,32812,03/03/2025
,,200716128701we,1511220070106127242,2007,6,12,127,12,127,242,8,7,1,2,5.5,0,10,2,1,0,3,0,1,1,4,2,1511220070106029,6,1,3,,,,Y,,1511220070106,,01,we,1511220070106026,1,,,VOLUSIA,1628,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1782.5350817,200716128701we,,0,1511220070106026,8,32168,03/03/2025
GROUPER GENUS (EPINEPHELUS),GROUPER GENUS (MYCTEROPERCA),200716128701we,1511220070106127242,2007,6,12,127,12,127,242,8,7,1,2,4,0,20,3,1,1,2,1,0,0,2,1,1511220070106030,6,1,1,,,,Y,,1511220070106,,01,we,1511220070106030,1,,,VOLUSIA,1634,167758,167694,2,1,1,8,1,1,,1,21FEB200709:19,2,8835020500,8835020400,,,,,,3148.7626197,200716128701we,,0,1511220070106030,8,99998,03/03/2025
,,200716128701we,1515620070120311682,2007,6,12,31,12,31,1682,8,7,1,2,3,0,20,1,1,3,0,12,0,0,3,1,1515620070120009,6,1,1,,,,Y,,1515620070120,,01,we,1515620070120009,1,12,0,DUVAL,1320,0,0,2,1,1,2,2,2,,1,21FEB200709:19,2,,,,,,,,1785.1623583,200716128701we,,0,1515620070120009,8,32218,03/03/2025
,,200716128701we,1515620070120311682,2007,6,13,305,12,31,1682,8,7,1,2,3,,1,0,1,0,0,0,1,1,3,2,1515620070120010,6,1,3,,,,O,,1515620070120,,01,we,1515620070120009,,,,WAYNE,1321,0,0,2,1,1,8,1,8,,1,21FEB200709:19,2,,,,,,,,1636.151278,200716128701we,,0,1515620070120009,8,31560,03/03/2025
,,200716128701we,1515620070120311682,2007,6,13,305,12,31,1682,8,7,1,2,3,,1,0,1,0,0,0,1,1,3,2,1515620070120011,6,1,3,,,,O,,1515620070120,,01,we,1515620070120009,,,,WAYNE,1322,0,0,2,1,1,8,2,8,,2,21FEB200709:19,2,,,,,,,,1636.151278,200716128701we,,0,1515620070120009,8,31560,03/03/2025
,,200716128701wd,151562007012331369,2007,6,12,31,12,31,369,8,7,1,2,0.5,,12,3,1,1,0,0,0,0,2,1,1515620070123001,6,1,2,,,,Y,,1515620070123,,01,wd,1515620070123001,,,,DUVAL,1337,0,0,2,1,1,8,1,8,,1,21FEB200709:19,2,,,,,,,,6444.9199387,200716128701wd,,0,1515620070123001,8,32226,03/03/2025
,,200716128701wd,151562007012331369,2007,6,12,31,12,31,369,8,7,1,2,0.5,,12,3,1,1,0,0,0,1,2,2,1515620070123002,6,1,2,,,,Y,,1515620070123,,01,wd,1515620070123001,,,,DUVAL,1338,0,0,2,1,1,8,1,8,,2,21FEB200709:19,2,,,,,,,,6444.9199387,200716128701wd,,0,1515620070123002,8,32229,03/03/2025
,WAHOO,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3,0,100,8,1,1,1,1,0,0,2,1,1521520070106010,6,1,1,,,,Y,,1521520070106,,01,we,1521520070106010,1,1,0,PALM BEACH,1119,172451,0,2,1,1,8,2,1,,1,21FEB200709:19,2,8850030601,,,,,,,1567.1440183,200716128701we,,0,1521520070106010,8,33418,03/03/2025
,WAHOO,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3,,12,1,1,1,0,0,0,1,2,2,1521520070106011,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106010,,,,PALM BEACH,1120,172451,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850030601,,,,,,,1567.1440183,200716128701we,,0,1521520070106011,8,33418,03/03/2025
,WAHOO,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,0,20,0,1,1,1,0,0,0,2,1,1521520070106012,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106012,1,,,PALM BEACH,1145,172451,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850030601,,,,,,,1567.1440183,200716128701we,,0,1521520070106012,8,33458,03/03/2025
,WAHOO,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,,50,5,1,1,0,0,0,1,2,2,1521520070106013,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106012,,,,PALM BEACH,1146,172451,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850030601,,,,,,,1567.1440183,200716128701we,,0,1521520070106013,8,33418,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3.5,0,100,16,1,1,1,0,0,0,3,1,1521520070106016,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106016,1,,,PALM BEACH,1202,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106016,8,33410,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3.5,0,100,1,1,1,1,0,0,1,3,2,1521520070106017,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106016,1,,,PALM BEACH,1203,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106017,8,33410,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3.5,0,24,0,1,1,2,0,0,1,3,2,1521520070106018,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106016,1,,,PALM BEACH,1206,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106018,8,33410,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,0,50,4,1,1,0,1,0,0,2,1,1521520070106019,6,1,1,,,,Y,,1521520070106,,01,we,1521520070106019,1,1,0,PALM BEACH,1208,0,0,2,1,1,8,2,1,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106019,8,33478,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,,12,0,1,1,0,0,0,1,2,2,1521520070106020,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106019,,,,PALM BEACH,1209,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106020,8,33418,03/03/2025
,KING MACKEREL,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3,0,12,2,1,1,2,0,0,0,2,1,1521520070106021,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106021,1,,,PALM BEACH,1232,172435,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850030501,,,,,,,1567.1440183,200716128701we,,0,1521520070106021,8,33458,03/03/2025
,KING MACKEREL,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3,0,12,2,1,1,2,0,0,1,2,2,1521520070106022,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106021,1,,,PALM BEACH,1233,172435,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850030501,,,,,,,1567.1440183,200716128701we,,0,1521520070106022,8,33458,03/03/2025
,SAILFISH,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3.5,,24,1,1,1,0,0,0,0,3,1,1521520070106023,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106023,,,,PALM BEACH,1236,172488,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850060101,,,,,,,1567.1440183,200716128701we,,0,1521520070106023,8,33477,03/03/2025
,SAILFISH,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,3.5,,24,3,1,1,0,0,0,1,3,2,1521520070106024,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106023,,,,PALM BEACH,1237,172488,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850060101,,,,,,,1567.1440183,200716128701we,,0,1521520070106024,8,33477,03/03/2025
,SAILFISH,200716128701we,152152007010699338,2007,5,42,17,12,99,338,8,7,1,2,3.5,,2,1,1,1,0,0,0,1,3,2,1521520070106025,6,1,2,,,,O,,1521520070106,,01,we,1521520070106023,,,,,1238,172488,0,2,1,1,8,2,8,,2,21FEB200709:19,2,8850060101,,,,,,,1436.3313658,200716128701we,,0,1521520070106025,8,18938,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,0,0,0,1,1,1,0,0,0,4,1,1521520070106031,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106031,1,,,PALM BEACH,1251,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106031,8,33461,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,11,12,99,338,8,7,1,2,5,0,24,4,1,1,1,0,0,1,4,2,1521520070106032,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106031,1,,,BROWARD,1252,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106032,8,33004,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,0,18,2,1,1,0,1,0,1,4,2,1521520070106033,6,1,1,,,,Y,,1521520070106,,01,we,1521520070106031,1,1,0,PALM BEACH,1253,0,0,2,1,1,8,2,1,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106033,8,33414,03/03/2025
,,200716128701we,152152007010699338,2007,6,12,99,12,99,338,8,7,1,2,5,0,18,2,1,1,1,0,0,1,4,2,1521520070106034,6,1,2,,,,Y,,1521520070106,,01,we,1521520070106031,1,,,PALM BEACH,1254,0,0,2,1,1,8,2,8,,1,21FEB200709:19,2,,,,,,,,1567.1440183,200716128701we,,0,1521520070106034,8,33415,03/03/2025
,DOLPHIN,200716128701wd,152152007010899278,2007,6,12,99,12,99,278,8,7,1,2,4,0,125,8,1,1,1,0,0,0,1,8,1521520070108002,6,1,2,,,,Y,,1521520070108,,01,wd,1521520070108002,1,,,PALM BEACH,1141,168791,0,2,1,1,8,2,8,,2,21FEB200709:19,2,8835290101,,,,,,,1420.5681081,200716128701wd,,0,1521520070108002,8,33404,03/03/2025
,DOLPHIN,200716128701wd,152152007010899278,2007,6,12,85,12,99,278,8,7,1,2,5,,12,1,1,1,0,0,0,0,2,1,1521520070108004,6,1,2,,,,Y,,1521520070108,,01,wd,1521520070108004,,,,MARTIN,1302,168791,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8835290101,,,,,,,1420.5681081,200716128701wd,,0,1521520070108004,8,34997,03/03/2025
,DOLPHIN,200716128701wd,152152007010899278,2007,6,12,85,12,99,278,8,7,1,2,5,,12,1,1,1,0,0,0,1,2,2,1521520070108005,6,1,2,,,,Y,,1521520070108,,01,wd,1521520070108004,,,,MARTIN,1303,168791,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8835290101,,,,,,,1420.5681081,200716128701wd,,0,1521520070108005,8,34997,03/03/2025
,SAILFISH,200716128701we,152152007011499286,2007,7,12,57,12,99,286,8,7,1,2,2,0,6,1,1,1,0,1,0,0,3,1,1521520070114001,6,1,1,,,,O,,1521520070114,,01,we,1521520070114001,1,1,0,HILLSBOROUGH,1136,172488,0,2,1,1,8,2,1,,1,21FEB200709:19,2,8850060101,,,,,,,426.73866935,200716128701we,,0,1521520070114001,8,33618,03/03/2025
,SAILFISH,200716128701we,152152007011499286,2007,7,12,105,12,99,286,8,7,1,2,2,0,6,2,1,1,1,0,0,1,3,2,1521520070114002,6,1,2,,,,O,,1521520070114,,01,we,1521520070114001,1,,,POLK,1137,172488,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850060101,,,,,,,426.73866935,200716128701we,,0,1521520070114002,8,33805,03/03/2025
,SAILFISH,200716128701we,152152007011499286,2007,7,12,103,12,99,286,8,7,1,2,2,0,20,8,1,1,1,0,0,1,3,2,1521520070114003,6,1,2,,,,O,,1521520070114,,01,we,1521520070114001,1,,,PINELLAS,1138,172488,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850060101,,,,,,,426.73866935,200716128701we,,0,1521520070114003,8,33706,03/03/2025
,SAILFISH,200716128701we,152152007011499286,2007,5,36,55,12,99,286,8,7,1,2,4,,25,8,1,1,0,0,0,0,2,1,1521520070114010,6,1,2,,,,O,,1521520070114,,01,we,1521520070114010,,,,,1338,172488,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850060101,,,,,,,426.73866935,200716128701we,,0,1521520070114010,8,14559,03/03/2025
,SAILFISH,200716128701we,152152007011499286,2007,5,36,55,12,99,286,8,7,1,2,4,,1,1,1,1,0,0,0,1,2,2,1521520070114011,6,1,2,,,,O,,1521520070114,,01,we,1521520070114010,,,,,1339,172488,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8850060101,,,,,,,426.73866935,200716128701we,,0,1521520070114011,8,14559,03/03/2025
,DOLPHIN,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,1.5,,0,0,1,1,0,0,0,0,3,1,1521520070120003,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120003,,,,PALM BEACH,1116,168791,0,2,1,1,8,2,8,,2,21FEB200709:19,2,8835290101,,,,,,,1208.9199732,200716128701we,,0,1521520070120003,8,33467,03/03/2025
,DOLPHIN,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,1.5,,35,0,1,1,0,0,0,1,3,2,1521520070120004,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120003,,,,PALM BEACH,1117,168791,0,2,1,1,8,2,8,,1,21FEB200709:19,2,8835290101,,,,,,,1208.9199732,200716128701we,,0,1521520070120004,8,33436,03/03/2025
,DOLPHIN,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,1,0,20,0,1,1,0,1,0,1,3,2,1521520070120005,6,1,1,,,,Y,,1521520070120,,01,we,1521520070120003,1,1,0,PALM BEACH,1118,168791,0,2,1,1,8,2,1,,1,21FEB200709:19,2,8835290101,,,,,,,1208.9199732,200716128701we,,0,1521520070120005,8,33406,03/03/2025
,,200716128701we,152152007012099214,2007,6,37,89,12,99,214,8,7,1,2,4.5,,0,0,1,1,0,0,0,0,3,1,1521520070120020,6,1,2,,,,O,,1521520070120,,01,we,1521520070120020,,,,,1259,0,0,2,1,1,8,2,8,,2,21FEB200709:19,2,,,,,,,,1108.0089998,200716128701we,,0,1521520070120020,8,99998,03/03/2025
,,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,4.5,0,1,0,1,1,1,0,0,1,3,2,1521520070120021,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120020,1,0,1,PALM BEACH,1300,0,0,2,1,1,8,2,8,,2,21FEB200709:19,2,,,,,,,,1208.9199732,200716128701we,,0,1521520070120021,8,33415,03/03/2025
,,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,4.5,,50,8,1,1,0,0,0,1,3,2,1521520070120022,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120020,,,,PALM BEACH,1301,0,0,2,1,1,8,2,8,,2,21FEB200709:19,2,,,,,,,,1208.9199732,200716128701we,,0,1521520070120022,8,33435,03/03/2025
WAHOO,DOLPHIN,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,8,0,50,5,1,1,0,1,0,0,4,1,1521520070120029,6,1,1,,,,Y,,1521520070120,,01,we,1521520070120029,1,1,0,PALM BEACH,1332,168791,172451,2,1,1,8,2,1,,1,21FEB200709:19,2,8835290101,8850030601,,,,,,1208.9199732,200716128701we,,0,1521520070120029,8,33462,03/03/2025
WAHOO,DOLPHIN,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,8,,6,3,1,1,0,0,0,1,4,2,1521520070120030,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120029,,,,PALM BEACH,1333,168791,172451,2,1,1,8,2,8,,1,21FEB200709:19,2,8835290101,8850030601,,,,,,1208.9199732,200716128701we,,0,1521520070120030,8,33467,03/03/2025
WAHOO,DOLPHIN,200716128701we,152152007012099214,2007,6,12,127,12,99,214,8,7,1,2,8,,24,5,1,1,0,0,0,1,4,2,1521520070120031,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120029,,,,VOLUSIA,1334,168791,172451,2,1,1,8,2,8,,1,21FEB200709:19,2,8835290101,8850030601,,,,,,1208.9199732,200716128701we,,0,1521520070120031,8,32168,03/03/2025
WAHOO,DOLPHIN,200716128701we,152152007012099214,2007,6,12,99,12,99,214,8,7,1,2,8,0,998,98,1,1,1,0,0,1,4,2,1521520070120032,6,1,2,,,,Y,,1521520070120,,01,we,1521520070120029,1,0,1,PALM BEACH,1335,168791,172451,2,1,1,8,2,8,,2,21FEB200709:19,2,8835290101,8850030601,,,,,,1208.9199732,200716128701we,,0,1521520070120032,8,33467,03/03/2025
DOLPHIN,WAHOO,200716128701we,15215200701219993,2007,6,12,99,12,99,93,8,7,1,2,2.5,0,50,1,1,1,1,0,0,0,3,1,1521520070121001,6,1,2,,,,Y,,1521520070121,,01,we,1521520070121001,1,,,PALM BEACH,1121,172451,168791,2,1,1,8,2,8,,1,21FEB200709:19,2,8850030601,8835290101,,,,,,1000.1096365,200716128701we,,0,1521520070121001,8,33463,03/03/2025
DOLPHIN,WAHOO,200716128701we,15215200701219993,2007,6,12,99,12,99,93,8,7,1,2,2.5,0,50,1,1,1,0,1,0,1,3,2,1521520070121002,6,1,1,,,,Y,,1521520070121,,01,we,1521520070121001,1,1,0,PALM BEACH,1122,172451,168791,2,1,1,1,2,2,,1,21FEB200709:19,2,8850030601,8835290101,,,,,,1000.1096365,200716128701we,,0,1521520070121002,8,33462,03/03/2025
DOLPHIN,WAHOO,200716128701we,15215200701219993,2007,6,12,99,12,99,93,8,7,1,2,2.5,0,50,1,1,1,0,1,0,1,3,2,1521520070121003,6,1,1,,,,Y,,1521520070121,,01,we,1521520070121001,1,1,0,PALM BEACH,1123,172451,168791,2,1,1,1,2,2,,1,21FEB200709:19,2,8850030601,8835290101,,,,,,1000.1096365,200716128701we,,0,1521520070121003,8,33461,03/03/2025
,DOLPHIN,200716128701we,15215200701219993,2007,6,12,99,12,99,93,8,7,1,2,6.5,0,24,2,1,1,0,1,0,0,3,1,1521520070121009,6,1,1,,,,Y,,1521520070121,,01,we,1521520070121009,1,1,0,PALM BEACH,1202,168791,0,2,1,1,1,2,2,,2,21FEB200709:19,2,8835290101,,,,,,,1000.1096365,200716128701we,,0,1521520070121009,8,33436,03/03/2025
,DOLPHIN,200716128701we,15215200701219993,2007,6,12,99,12,99,93,8,7,1,2,6.5,0,24,2,1,1,1,1,0,1,3,2,1521520070121010,6,1,1,,,,Y,,1521520070121,,01,we,1521520070121009,1,,,PALM BEACH,1203,168791,0,2,1,1,1,2,2,,2,21FEB200709:19,2,8835290101,,,,,,,1000.1096365,200716128701we,,0,1521520070121010,8,33436,03/03/2025
,DOLPHIN,200716128701we,15215200701219993,2007,6,12,11,12,99,93,8,7,1,2,6,,12,2,1,1,0,0,0,1,3,2,1521520070121011,6,1,2,,,,Y,,1521520070121,,01,we,1521520070121009,,,,BROWARD,1204,168791,0,2,1,1,8,2,8,,2,21FEB200709:19,2,8835290101,,,,,,,1000.1096365,200716128701we,,0,1521520070121011,8,33442,03/03/2025
,WAHOO,200716128702we,152152007021199338,2007,6,12,99,12,99,338,8,7,1,2,3.5,,100,8,1,1,0,0,0,0,3,1,1521520070211001,6,1,2,,,,Y,,1521520070211,,02,we,1521520070211001,,,,PALM BEACH,1137,172451,0,2,1,1,8,2,8,,1,22MAR200708:58,2,8850030601,,,,,,,1126.9437296,200716128702we,,0,1521520070211001,8,33418,03/03/2025
,WAHOO,200716128702we,152152007021199338,2007,6,12,99,12,99,338,8,7,1,2,3.5,,0,0,1,1,0,0,0,1,3,2,1521520070211002,6,1,2,,,,Y,,1521520070211,,02,we,1521520070211001,,,,PALM BEACH,1138,172451,0,2,1,1,8,2,8,,2,22MAR200708:58,2,8850030601,,,,,,,1126.9437296,200716128702we,,0,1521520070211002,8,33436,03/03/2025
DOLPHIN,WAHOO,200716128702we,152152007021199338,2007,6,12,99,12,99,338,8,7,1,2,3,,24,0,1,1,0,0,0,0,1,8,1521520070211003,6,1,2,,,,Y,,1521520070211,,02,we,1521520070211003,,,,PALM BEACH,1200,172451,168791,2,1,1,8,2,8,,1,22MAR200708:58,2,8850030601,8835290101,,,,,,805.58683705,200716128702we,,0,1521520070211003,8,33478,03/03/2025
