PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,COMPFLAG,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,STRIPED BASS,200725348704we,163102007042211155,2007,5,34,7,34,1,1155,8,7,4,5,5,0,25,3,1,1,1,1,0,1,3,2,1631020070422014,5,2,1,,0,6,Y,,1631020070422,3,04,we,1631020070422013,1,,,CAMDEN,1505,167680,,,1,1,8,1,1,,,20070720,8,8835020102,,8,,,,,8840.3590141,200725348704we,,0,1631020070422014,8,08303,03/03/2025
,STRIPED BASS,200725348704we,163102007042211155,2007,5,34,7,34,1,1155,8,7,4,5,5,,6,0,1,1,0,0,0,1,3,2,1631020070422015,5,2,2,,0,6,Y,,1631020070422,3,04,we,1631020070422013,,,,CAMDEN,1515,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,8840.3590141,200725348704we,,0,1631020070422015,8,08303,03/03/2025
,STRIPED BASS,200725348704we,163102007042211155,2007,5,34,7,34,1,1155,8,7,4,5,3,,25,2,1,1,0,0,0,0,2,1,1631020070422016,5,2,2,,0,4,Y,,1631020070422,3,04,we,1631020070422016,,,,CAMDEN,1555,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,8840.3590141,200725348704we,,0,1631020070422016,8,08034,03/03/2025
,STRIPED BASS,200725348704we,163102007042211155,2007,5,34,7,34,1,1155,8,7,4,5,3,,10,1,1,1,0,0,0,1,2,2,1631020070422017,5,2,2,,0,4,Y,,1631020070422,3,04,we,1631020070422016,,,,CAMDEN,1600,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,8840.3590141,200725348704we,,0,1631020070422017,8,08034,03/03/2025
,STRIPED BASS,200725348704we,163102007042211155,2007,5,34,5,34,1,1155,8,7,4,5,4,0,60,5,1,1,1,1,0,0,1,8,1631020070422018,5,2,1,,0,5,Y,,1631020070422,3,04,we,1631020070422018,1,1,0,BURLINGTON,1640,167680,,,1,1,8,1,1,,,20070720,8,8835020102,,8,,,,,8840.3590141,200725348704we,,0,1631020070422018,8,08224,03/03/2025
,STRIPED BASS,200725348704we,163102007042211155,2007,5,42,17,34,1,1155,8,7,4,5,5,0,12,0,1,1,1,2,0,0,2,1,1631020070422019,5,2,1,,0,6.5,O,,1631020070422,3,04,we,1631020070422019,1,2,0,,1705,167680,,,1,1,8,2,1,,,20070720,8,8835020102,,8,,,,,11152.142167,200725348704we,,0,1631020070422019,8,18914,03/03/2025
,STRIPED BASS,200725348704we,163102007042211155,2007,5,42,17,34,1,1155,8,7,4,5,5,0,12,0,1,1,1,0,0,1,2,2,1631020070422020,5,2,2,,0,6.5,O,,1631020070422,3,04,we,1631020070422019,1,,,,1715,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,8,,,,,11152.142167,200725348704we,,0,1631020070422020,8,18914,03/03/2025
,STRIPED BASS,200725348704we,1631220070414111003,2007,5,42,45,34,11,1003,8,7,E,5,5.5,0,30,1,1,1,1,0,0,0,3,1,1631220070414016,5,2,2,,0,6.5,O,,1631220070414,3,04,we,1631220070414016,1,,,,1645,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,9915.0707245,200725348704we,,0,1631220070414016,8,19342,03/03/2025
,STRIPED BASS,200725348704we,1631220070414111003,2007,5,42,45,34,11,1003,8,7,E,5,5.5,,0,0,1,1,0,0,0,1,3,2,1631220070414017,5,2,2,,0,6.5,O,,1631220070414,3,04,we,1631220070414016,,,,,1650,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,9915.0707245,200725348704we,,0,1631220070414017,8,19063,03/03/2025
,STRIPED BASS,200725348704we,1631220070414111003,2007,5,42,45,34,11,1003,8,7,E,5,5.5,0,1,0,1,1,1,0,0,1,3,2,1631220070414018,5,2,2,,0,6.5,O,,1631220070414,3,04,we,1631220070414016,1,,,,1655,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,9915.0707245,200725348704we,,0,1631220070414018,8,19341,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,23,34,25,101,8,7,3,5,7,0,100,2,1,2,0,2,0,0,2,1,1631620070327001,5,2,1,,0,7,Y,,1631620070327,3,03,wd,1631620070327001,1,2,0,MIDDLESEX,1312,172904,,,1,1,2,2,2,,,20070720,8,8857042001,,8,,,,,838.76889735,200725348703wd,,0,1631620070327001,8,08817,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,25,34,25,101,8,7,3,5,4,0,30,0,1,3,2,7,0,0,3,1,1631620070327002,5,2,1,,0,5,Y,,1631620070327,3,03,wd,1631620070327002,1,7,2,MONMOUTH,1426,172904,,,1,1,2,1,2,,,20070720,8,8857042001,,8,,,,,1258.153346,200725348703wd,,0,1631620070327002,8,07728,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,21,34,25,101,8,7,3,5,6,,10,0,1,1,0,0,0,0,4,1,1631620070327003,5,2,2,,0,7,Y,,1631620070327,3,03,wd,1631620070327003,,,,MERCER,1437,172904,,,1,1,8,1,8,,,20070720,8,8857042001,,8,,,,,1677.5377947,200725348703wd,,0,1631620070327003,8,08619,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,35,34,25,101,8,7,3,5,3,0,30,1,1,1,1,0,0,0,1,8,1631620070327004,5,2,2,,0,4,Y,,1631620070327,3,03,wd,1631620070327004,1,0,4,SOMERSET,1618,172904,,,1,1,8,1,8,,,20070720,8,8857042001,,8,,,,,419.38444867,200725348703wd,,0,1631620070327004,8,08873,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,13,34,25,101,8,7,3,5,9,0,200,10,1,2,1,2,0,0,2,1,1631620070327005,5,2,1,,0,10,Y,,1631620070327,3,03,wd,1631620070327005,1,2,0,ESSEX,1631,172904,,,1,1,2,1,2,,,20070720,8,8857042001,,8,,,,,838.76889735,200725348703wd,,0,1631620070327005,8,07111,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,25,34,25,101,8,7,3,5,3,,100,1,1,1,0,0,0,0,3,1,1631620070327006,5,2,2,,0,3.5,Y,,1631620070327,3,03,wd,1631620070327006,,,,MONMOUTH,1648,172904,,,1,1,8,1,8,,,20070720,8,8857042001,,8,,,,,1258.153346,200725348703wd,,0,1631620070327006,8,07764,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,42,17,34,25,101,8,7,3,5,4.5,,150,0,1,1,0,0,0,0,2,1,1631620070327007,5,2,2,,0,5,O,,1631620070327,3,03,wd,1631620070327007,,,,,1739,172904,,,1,1,8,1,8,,,20070720,8,8857042001,,8,,,,,1058.1097412,200725348703wd,,0,1631620070327007,8,19067,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032725101,2007,5,34,35,34,25,101,8,7,3,5,6,0,25,1,1,2,0,3,0,0,3,1,1631620070327008,5,2,1,,0,6,Y,,1631620070327,3,03,wd,1631620070327008,1,3,0,SOMERSET,1800,172904,,,1,1,2,1,2,,,20070720,8,8857042001,,8,,,,,1258.153346,200725348703wd,,0,1631620070327008,8,08876,03/03/2025
,WINTER FLOUNDER,200725348703wd,163162007032925100,2007,0,18,77,34,25,100,8,7,3,5,2,,0,0,2,1,0,0,0,0,3,1,1631620070329001,5,2,2,,0,2,O,,1631620070329,3,03,wd,1631620070329001,,,,,1314,172904,,,1,1,8,1,8,,,20070720,8,8857042001,,8,,,,,2363.3409122,200725348703wd,,0,1631620070329001,8,45205,03/03/2025
,STRIPED BASS,200725348704wd,16316200704242594,2007,5,34,19,34,25,94,8,7,4,5,3,,50,2,1,1,0,0,0,0,1,8,1631620070424001,5,2,2,,0,3.5,N,,1631620070424,3,04,wd,1631620070424001,,,,,1134,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,5472.3262158,200725348704wd,,0,1631620070424001,8,08822,03/03/2025
,STRIPED BASS,200725348704wd,16316200704242594,2007,5,34,23,34,25,94,8,7,4,5,3,,180,4,1,1,0,0,0,0,3,1,1631620070424002,5,2,2,,0,4,Y,,1631620070424,3,04,wd,1631620070424002,,,,MIDDLESEX,1336,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,9348.1283473,200725348704wd,,0,1631620070424002,8,08831,03/03/2025
STRIPED BASS,WINTER FLOUNDER,200725348704wd,16316200704242594,2007,5,34,23,34,25,94,8,7,4,5,2.5,0,10,0,1,1,1,0,0,0,3,1,1631620070424003,5,2,2,,0,3.5,Y,,1631620070424,3,04,wd,1631620070424003,1,,,MIDDLESEX,1406,172904,167680,,1,1,8,1,8,,,20070720,8,8857042001,8835020102,8,,,,,9348.1283473,200725348704wd,,0,1631620070424003,8,08872,03/03/2025
,STRIPED BASS,200725348704wd,16316200704242594,2007,5,34,25,34,25,94,8,7,4,5,2.5,0,50,2,1,1,1,0,0,0,1,8,1631620070424004,5,2,2,,0,3.5,Y,,1631620070424,3,04,wd,1631620070424004,1,,,MONMOUTH,1428,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,3116.0427824,200725348704wd,,0,1631620070424004,8,07730,03/03/2025
,STRIPED BASS,200725348704wd,16316200704242594,2007,5,42,17,34,25,94,8,7,4,5,6.5,0,10,0,1,1,1,0,0,0,2,1,1631620070424005,5,2,2,,0,6.5,O,,1631620070424,3,04,wd,1631620070424005,1,,,,1435,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,7861.7965747,200725348704wd,,0,1631620070424005,8,19055,03/03/2025
,STRIPED BASS,200725348704wd,16316200704242594,2007,5,42,17,34,25,94,8,7,4,5,6,0,2,0,1,1,2,0,0,0,3,1,1631620070424006,5,2,2,,0,8,O,,1631620070424,3,04,wd,1631620070424006,1,,,,1524,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,11792.694862,200725348704wd,,0,1631620070424006,8,18940,03/03/2025
,STRIPED BASS,200725348704wd,165322007042591676,2007,5,34,15,34,9,1676,8,7,E,5,5,0,40,11,1,1,1,4,0,0,2,1,1653220070425001,5,2,1,,0,7.5,Y,,1653220070425,3,04,wd,1653220070425001,1,4,0,GLOUCESTER,1400,167680,,,1,1,8,1,1,,,20070720,8,8835020102,,8,,,,,14140.275501,200725348704wd,,0,1653220070425001,8,08062,03/03/2025
,STRIPED BASS,200725348704wd,165322007042591676,2007,5,34,15,34,9,1676,8,7,E,5,6,0,40,11,2,1,1,0,0,1,2,2,1653220070425002,5,2,2,,0,7.5,Y,,1653220070425,3,04,wd,1653220070425001,1,,,GLOUCESTER,1415,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,8,,,,,14140.275501,200725348704wd,,0,1653220070425002,8,08062,03/03/2025
,WINTER FLOUNDER,200725348704wd,1653620070409251159,2007,5,34,25,34,25,1159,8,7,3,5,4,0,150,20,1,1,1,4,0,0,1,8,1653620070409001,5,2,1,,0,4,Y,,1653620070409,3,04,wd,1653620070409001,1,10,0,MONMOUTH,1410,172904,,,1,1,8,1,1,,,20070720,8,8857042001,,8,,,,,21610.762862,200725348704wd,,0,1653620070409001,8,07753,03/03/2025
,WINTER FLOUNDER,200725348704wd,165362007040925100,2007,5,34,25,34,25,100,8,7,3,5,4,0,20,0,1,1,0,1,0,0,2,1,1653620070409002,5,2,1,,0,4.5,Y,,1653620070409,3,04,wd,1653620070409002,1,1,0,MONMOUTH,1459,172904,,,1,1,8,1,1,,,20070720,8,8857042001,,8,,,,,2540.7412454,200725348704wd,,0,1653620070409002,8,07748,03/03/2025
,WINTER FLOUNDER,200725348704wd,165362007040925100,2007,5,34,25,34,25,100,8,7,3,5,4,,20,0,1,1,0,0,0,1,2,2,1653620070409003,5,2,2,,0,4.5,Y,,1653620070409,3,04,wd,1653620070409002,,,,MONMOUTH,1503,172904,,,1,1,8,1,8,,,20070720,8,8857042001,,8,,,,,2540.7412454,200725348704wd,,0,1653620070409003,8,07748,03/03/2025
,STRIPED BASS,200725348704we,1663320070428231006,2007,5,34,23,34,23,1006,8,7,D,5,4,0,60,2,1,1,3,0,0,0,1,8,1663320070428001,5,2,2,,0,5,Y,,1663320070428,3,04,we,1663320070428001,1,,,MIDDLESEX,1215,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,13810.735644,200725348704we,,0,1663320070428001,8,08859,03/03/2025
,STRIPED BASS,200725348704wd,166352007041811155,2007,5,34,1,34,1,1155,8,7,4,5,3.5,0,40,0,1,1,1,0,0,0,2,1,1663520070418001,5,2,2,,0,4,Y,,1663520070418,3,04,wd,1663520070418001,1,,,ATLANTIC,1150,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,2856.9335937,200725348704wd,,0,1663520070418001,8,08234,03/03/2025
,STRIPED BASS,200725348704wd,166352007041811155,2007,5,34,1,34,1,1155,8,7,4,5,3.5,0,10,0,1,1,1,0,0,1,2,2,1663520070418002,5,2,2,,0,4,Y,,1663520070418,3,04,wd,1663520070418001,1,,,ATLANTIC,1155,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,2856.9335937,200725348704wd,,0,1663520070418002,8,08234,03/03/2025
,STRIPED BASS,200725348704wd,166352007041811155,2007,5,34,7,34,1,1155,8,7,4,5,1.5,,50,1,1,1,0,0,0,0,2,1,1663520070418003,5,2,2,,0,2,Y,,1663520070418,3,04,wd,1663520070418003,,,,CAMDEN,1220,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,2856.9335937,200725348704wd,,0,1663520070418003,8,08009,03/03/2025
,STRIPED BASS,200725348704wd,166352007041811155,2007,5,34,1,34,1,1155,8,7,4,5,1.5,,30,1,1,1,0,0,0,1,2,2,1663520070418004,5,2,2,,0,2,Y,,1663520070418,3,04,wd,1663520070418003,,,,ATLANTIC,1225,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,8,,,,,2856.9335937,200725348704wd,,0,1663520070418004,8,08244,03/03/2025
STRIPED BASS,WINTER FLOUNDER,200725348704we,1664020070429251130,2007,5,34,23,34,25,1130,8,7,4,5,4,0,15,1,1,1,2,1,0,0,1,8,1664020070429001,5,2,1,,0,5,Y,,1664020070429,3,04,we,1664020070429001,1,,,MIDDLESEX,1210,172904,167680,,1,1,8,1,1,,,20070720,8,8857042001,8835020102,8,,,,,11938.15441,200725348704we,,0,1664020070429001,8,08816,03/03/2025
,WINTER FLOUNDER,200725348704we,16640200704292594,2007,5,34,27,34,25,94,8,7,4,5,4,0,6,2,1,3,1,1,0,0,3,1,1664020070429002,5,2,1,,0,5,Y,,1664020070429,3,04,we,1664020070429002,1,7,0,MORRIS,1330,172904,,,1,1,2,1,2,,,20070720,8,8857042001,,8,,,,,18270.117222,200725348704we,,0,1664020070429002,8,07828,03/03/2025
,WINTER FLOUNDER,200725348704we,16640200704292594,2007,5,34,27,34,25,94,8,7,4,5,4,,998,1,8,0,0,0,1,1,3,2,1664020070429003,5,2,3,,0,5,Y,,1664020070429,3,04,we,1664020070429002,,,,MORRIS,1335,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,8,,,,,18270.117222,200725348704we,,0,1664020070429002,8,99999,03/03/2025
,WINTER FLOUNDER,200725348704we,16640200704292594,2007,5,34,27,34,25,94,8,7,4,5,4,,998,1,9,0,0,0,1,1,3,2,1664020070429004,5,2,3,,0,5,Y,,1664020070429,3,04,we,1664020070429002,,,,MORRIS,1340,172904,,,1,9,8,2,8,,,20070720,8,8857042001,,8,,,,,18270.117222,200725348704we,,0,1664020070429002,8,99999,03/03/2025
,STRIPED BASS,200725348704we,16640200704292594,2007,5,34,31,34,25,94,8,7,4,5,5,0,25,3,1,1,1,0,0,0,2,1,1664020070429005,5,2,2,,0,6,Y,,1664020070429,3,04,we,1664020070429005,1,,,PASSAIC,1420,167680,,,1,1,8,1,8,,,20070720,8,8835020102,,8,,,,,18270.117222,200725348704we,,0,1664020070429005,8,07424,03/03/2025
,STRIPED BASS,200725348704we,16640200704292594,2007,5,34,31,34,25,94,8,7,4,5,5,,30,5,1,1,0,0,0,1,2,2,1664020070429006,5,2,2,,0,6,Y,,1664020070429,3,04,we,1664020070429005,,,,PASSAIC,1425,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,8,,,,,18270.117222,200725348704we,,0,1664020070429006,8,07424,03/03/2025
,WINTER FLOUNDER,200725368304we,162702007040710329,2007,5,36,103,36,103,29,1,3,1,1,1,,20,0,1,1,0,0,0,0,,,1627020070407001,5,2,2,,0,0,Y,,1627020070407,1,04,we,1627020070407001,,,,SUFFOLK,1325,172904,,,1,1,8,2,8,,,20070720,1,8857042001,,1,,,,,10806.564606,200725368304we,,0,1627020070407001,8,11946,03/03/2025
,WINTER FLOUNDER,200725368304we,162702007040710329,2007,5,36,103,36,103,29,1,3,1,1,1,,5,0,1,1,0,0,0,0,,,1627020070407002,5,2,2,,0,0,Y,,1627020070407,1,04,we,1627020070407002,,,,SUFFOLK,1335,172904,,,1,1,8,2,8,,,20070720,1,8857042001,,1,,,,,10806.564606,200725368304we,,0,1627020070407002,8,11945,03/03/2025
,WINTER FLOUNDER,200725368304we,162702007040710329,2007,5,36,103,36,103,29,1,3,1,1,1,,10,0,1,1,0,0,0,0,,,1627020070407003,5,2,2,,0,0,Y,,1627020070407,1,04,we,1627020070407003,,,,SUFFOLK,1340,172904,,,1,1,8,2,8,,,20070720,1,8857042001,,1,,,,,10806.564606,200725368304we,,0,1627020070407003,8,11946,03/03/2025
,,200725368304we,1634520070429103520,2007,5,36,103,36,103,520,5,3,1,1,2,0,30,30,1,1,0,0,0,0,,,1634520070429001,5,2,2,,0,0,Y,,1634520070429,1,04,we,1634520070429001,,,,SUFFOLK,830,,,,1,1,8,1,8,,,20070720,1,,,5,,,,,10798.95236,200725368304we,,0,1634520070429001,8,11968,03/03/2025
,WINTER FLOUNDER,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,1,,10,1,1,1,0,0,0,0,,,1655320070430001,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430001,,,,QUEENS,920,172904,,,1,1,8,1,8,,,20070720,1,8857042001,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430001,8,11417,03/03/2025
,WINTER FLOUNDER,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,1,,10,1,1,1,0,0,0,0,,,1655320070430002,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430002,,,,QUEENS,930,172904,,,1,1,8,1,8,,,20070720,1,8857042001,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430002,8,11417,03/03/2025
,WINTER FLOUNDER,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,2.5,0,35,2,1,1,1,1,0,0,,,1655320070430003,5,2,1,,0,0,Y,,1655320070430,1,04,wd,1655320070430003,1,1,0,QUEENS,1015,172904,,,1,1,8,2,1,,,20070720,1,8857042001,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430003,8,11377,03/03/2025
BLUEFISH,STRIPED BASS,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,2,,60,2,1,1,0,0,0,0,,,1655320070430004,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430004,,,,QUEENS,1100,167680,168559,,1,1,8,1,8,,,20070720,1,8835020102,8835250101,3,,,,,4655.8733397,200725368304wd,,0,1655320070430004,8,11416,03/03/2025
,WINTER FLOUNDER,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,2,,20,2,1,1,0,0,0,0,,,1655320070430005,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430005,,,,QUEENS,1145,172904,,,2,1,8,2,8,,,20070720,1,8857042001,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430005,8,11417,03/03/2025
,WINTER FLOUNDER,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,2,,20,2,1,1,0,0,0,0,,,1655320070430006,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430006,,,,QUEENS,1325,172904,,,1,1,8,2,8,,,20070720,1,8857042001,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430006,8,11417,03/03/2025
STRIPED BASS,WINTER FLOUNDER,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,6,,10,2,1,1,0,0,0,0,,,1655320070430007,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430007,,,,QUEENS,1155,172904,167680,,1,1,8,1,8,,,20070720,1,8857042001,8835020102,3,,,,,4655.8733397,200725368304wd,,0,1655320070430007,8,99998,03/03/2025
,STRIPED BASS,200725368304wd,165532007043081438,2007,5,36,47,36,81,438,3,3,1,1,1.5,,65,25,1,1,0,0,0,0,,,1655320070430008,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430008,,,,KINGS,1405,167680,,,1,1,8,1,8,,,20070720,1,8835020102,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430008,8,11208,03/03/2025
,STRIPED BASS,200725368304wd,165532007043081438,2007,5,36,81,36,81,438,3,3,1,1,4,,70,25,1,1,0,0,0,0,,,1655320070430009,5,2,2,,0,0,Y,,1655320070430,1,04,wd,1655320070430009,,,,QUEENS,1515,167680,,,1,1,8,1,8,,,20070720,1,8835020102,,3,,,,,4655.8733397,200725368304wd,,0,1655320070430009,8,11419,03/03/2025
,ATLANTIC HERRING,200725368303we,161082007032410358,2007,5,36,103,36,103,58,1,3,4,5,4,0,75,3,1,1,1,0,0,0,,,1610820070324001,5,2,2,,0,0,Y,,1610820070324,1,03,we,1610820070324001,1,,,SUFFOLK,1145,161722,,,1,1,8,2,8,,,20070720,8,8747010201,,0,,,,,7025.8075331,200725368303we,,0,1610820070324001,8,11702,03/03/2025
,ATLANTIC HERRING,200725368303we,161082007032410358,2007,5,36,103,36,103,58,1,3,4,5,4,,50,2,1,1,0,0,0,0,,,1610820070324002,5,2,2,,0,0,Y,,1610820070324,1,03,we,1610820070324002,,,,SUFFOLK,1205,161722,,,1,1,8,2,8,,,20070720,8,8747010201,,0,,,,,7025.8075331,200725368303we,,0,1610820070324002,8,11702,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,5,5,5,0,30,5,1,1,1,0,0,0,,,1610820070421001,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421001,1,,,SUFFOLK,1400,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,4,,,,,4821.5816347,200725368304we,,0,1610820070421001,8,11934,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,5,5,5,,20,5,1,1,0,0,0,0,,,1610820070421002,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421002,,,,SUFFOLK,1410,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,4,,,,,4821.5816347,200725368304we,,0,1610820070421002,8,11934,03/03/2025
,STRIPED BASS,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,5,5,5.5,,5,1,1,1,0,0,0,0,,,1610820070421003,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421003,,,,SUFFOLK,1500,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,4,,,,,4821.5816347,200725368304we,,0,1610820070421003,8,11703,03/03/2025
,STRIPED BASS,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,5,5,5.5,,10,2,1,1,0,0,0,0,,,1610820070421004,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421004,,,,SUFFOLK,1510,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,4,,,,,4821.5816347,200725368304we,,0,1610820070421004,8,11703,03/03/2025
,STRIPED BASS,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,C,5,5.5,,25,1,1,1,0,0,0,0,,,1610820070421005,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421005,,,,SUFFOLK,1520,167680,,,1,1,8,2,8,,,20070720,8,8835020102,,4,,,,,4821.5816347,200725368304we,,0,1610820070421005,8,11703,03/03/2025
STRIPED BASS,ATLANTIC MENHADEN,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,5,5,5.5,0,50,5,1,1,1,0,0,0,,,1610820070421006,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421006,1,0,3,SUFFOLK,1525,161732,167680,,1,1,8,2,8,,,20070720,8,8747010401,8835020102,4,,,,,4821.5816347,200725368304we,,0,1610820070421006,8,11946,03/03/2025
,ATLANTIC MENHADEN,200725368304we,161082007042110329,2007,5,36,103,36,103,29,4,3,5,5,5.5,0,50,10,1,1,1,0,0,0,,,1610820070421007,5,2,2,,0,0,Y,,1610820070421,1,04,we,1610820070421007,1,0,101,SUFFOLK,1545,161732,,,1,1,8,2,8,,,20070720,8,8747010401,,4,,,,,4821.5816347,200725368304we,,0,1610820070421007,8,11946,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042959194,2007,5,36,81,36,59,194,1,3,4,5,4.5,,12,1,1,1,0,0,0,0,,,1610820070429001,5,2,2,,0,0,Y,,1610820070429,1,04,we,1610820070429001,,,,QUEENS,1445,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,0,,,,,4586.8320171,200725368304we,,0,1610820070429001,8,11358,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042959194,2007,5,36,59,36,59,194,1,3,4,5,5,,50,5,1,1,0,0,0,0,,,1610820070429002,5,2,2,,0,0,Y,,1610820070429,1,04,we,1610820070429002,,,,NASSAU,1530,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,0,,,,,4586.8320171,200725368304we,,0,1610820070429002,8,11561,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042959194,2007,5,36,59,36,59,194,1,3,4,5,6,0,10,1,1,1,1,0,0,0,,,1610820070429003,5,2,2,,0,0,Y,,1610820070429,1,04,we,1610820070429003,1,,,NASSAU,1545,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,0,,,,,4586.8320171,200725368304we,,0,1610820070429003,8,11793,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042959194,2007,5,36,103,36,59,194,1,3,4,5,4,,15,1,1,1,0,0,0,0,,,1610820070429004,5,2,2,,0,0,Y,,1610820070429,1,04,we,1610820070429004,,,,SUFFOLK,1622,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,0,,,,,4586.8320171,200725368304we,,0,1610820070429004,8,11701,03/03/2025
,WINTER FLOUNDER,200725368304we,161082007042959194,2007,5,36,59,36,59,194,1,3,4,5,4.5,,50,5,1,1,0,0,0,0,,,1610820070429005,5,2,2,,0,0,Y,,1610820070429,1,04,we,1610820070429005,,,,NASSAU,1650,172904,,,1,1,8,2,8,,,20070720,8,8857042001,,0,,,,,4586.8320171,200725368304we,,0,1610820070429005,8,11801,03/03/2025
