PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,TOURN,TURTLE,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,SAILFISH,199016128502we,10629199002048583,0,1,2,,2,1,85,25,O,1,2,,8,1062919900204021,83,7,5,1,0,0,,,,5,12,34,6,1,1,1990,1062919900204,02,we,,,1062919900204021,1,0,1,8,1,,Monmouth,21AUG91:15:40,2,8,1,,,,8850060101,0,1,1,8,1610,2,8,31,1722.5336124,199016128502we,,0,1062919900204021,07701,03/03/2025
,SAILFISH,199016128502we,10629199002048583,0,1,2,,1,1,85,25,O,1,2,,8,1062919900204022,83,7,5,0,1,0,,,,5,12,34,6,1,1,1990,1062919900204,02,we,,,1062919900204022,1,1,0,8,1,,Monmouth,08AUG91:08:36,2,1,1,,,,8850060101,0,1,1,8,1615,2,8,28,1722.5336124,199016128502we,,0,1062919900204022,07701,03/03/2025
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,17,O,0,0,,3.5,1062919900209001,119,7,5,0,1,0,,,,4,12,33,6,1,1,1990,1062919900209,02,wd,,,1062919900209001,1,1,0,8,1,,Strafford,21AUG91:15:40,2,1,1,,,,8835290101,0,1,1,8,1155,2,8,38,1501.8989545,199016128502wd,,0,1062919900209001,03884,03/03/2025
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,49,O,0,0,,3.5,1062919900209002,119,7,5,0,1,0,,,,,12,26,6,1,1,1990,1062919900209,02,wd,,,1062919900209002,1,1,0,8,1,,,08AUG91:08:36,2,1,1,,,,8835290101,0,1,1,8,1205,2,8,71,1501.8989545,199016128502wd,,0,1062919900209002,48430,03/03/2025
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,998,O,0,0,,4,1062919900209003,119,7,5,0,2,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209003,1,1,0,8,1,,,08AUG91:08:36,2,1,1,,,,8835290101,0,1,1,8,1220,2,8,39,1501.8989545,199016128502wd,,0,1062919900209003,99997,03/03/2025
,DOLPHIN,199016128502wd,106291990020911119,0,1,2,,1,1,11,998,O,0,0,,4,1062919900209004,119,7,5,0,1,0,,,,,12,99,6,1,1,1990,1062919900209,02,wd,,,1062919900209004,1,1,0,8,1,,,08AUG91:08:36,2,1,1,,,,8835290101,0,1,1,8,1230,2,8,41,1501.8989545,199016128502wd,,0,1062919900209004,99997,03/03/2025
,SAILFISH,199016128502we,1062919900225998,0,1,2,,2,1,99,99,Y,2,5,,3,1062919900225016,8,7,5,1,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225016,1,0,1,8,1,,Palm Beach,08AUG91:08:36,2,8,1,,,,8850060101,0,1,1,8,1615,2,8,48,426.63797333,199016128502we,,0,1062919900225016,33407,03/03/2025
,SAILFISH,199016128502we,1062919900225998,,1,2,,2,1,99,99,Y,1,6,,3,1062919900225017,8,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225017,,,,8,1,,Palm Beach,08AUG91:08:36,2,8,1,,,,8850060101,0,1,1,8,1620,2,8,59,426.63797333,199016128502we,,0,1062919900225017,33470,03/03/2025
,SAILFISH,199016128502we,1062919900225998,,1,2,,2,1,99,99,Y,0,0,,3,1062919900225018,8,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225018,,,,8,1,,Palm Beach,08AUG91:08:36,2,8,1,,,,8850060101,0,1,1,8,1635,2,8,52,426.63797333,199016128502we,,0,1062919900225018,33414,03/03/2025
,SAILFISH,199016128502we,1062919900225998,,1,2,,2,1,99,93,Y,1,6,,3,1062919900225019,8,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225019,,,,8,1,,Okeechobee,21AUG91:15:40,2,8,1,,,,8850060101,0,1,1,8,1645,2,8,49,426.63797333,199016128502we,,0,1062919900225019,99998,03/03/2025
,,199016128502we,112141990020486132,0,1,2,,1,2,86,998,O,0,1,,4,1121419900204001,132,7,5,0,4,0,,,,,12,99,6,1,1,1990,1121419900204,02,we,,,1121419900204001,1,4,0,8,1,,,08AUG91:08:36,2,2,1,,,,0,0,1,1,2,1145,2,8,54,1722.5336124,199016128502we,,0,1121419900204001,99997,03/03/2025
,,199016128502we,112141990020486132,,1,2,,3,0,86,998,O,0,1,,4,1121419900204002,132,7,5,0,0,1,,,,,12,99,6,1,1,1990,1121419900204,02,we,,,1121419900204002,,,,8,1,,,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1155,2,8,47,1722.5336124,199016128502we,,0,1121419900204001,99997,03/03/2025
,,199016128502we,112141990022586132,0,1,2,,2,1,86,998,O,0,1,,1,1121419900225005,132,7,5,2,0,0,,,,,12,99,6,1,1,1990,1121419900225,02,we,,,1121419900225005,1,0,3,8,1,,,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1223,2,8,61,1722.5336124,199016128502we,,0,1121419900225005,99998,03/03/2025
,,199016128502we,112141990022586132,,1,2,,2,1,86,998,O,0,1,,4,1121419900225006,132,7,5,0,0,0,,,,,12,99,6,1,1,1990,1121419900225,02,we,,,1121419900225006,,,,8,9,,,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1230,2,8,54,1722.5336124,199016128502we,,0,1121419900225006,99998,03/03/2025
,,199016128502we,115871990021185294,0,1,2,,1,6,85,9,Y,0,1,,6,1158719900211001,294,7,5,3,13,0,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211001,1,0,44,8,1,,Brevard,08AUG91:08:36,2,2,1,,,,0,0,1,1,2,1625,2,8,36,1468.2352503,199016128502we,,0,1158719900211001,32952,03/03/2025
,,199016128502we,115871990021185294,0,1,2,,3,0,85,9,Y,0,0,,6,1158719900211002,294,7,5,1,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211002,1,0,1,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1627,2,8,34,1468.2352503,199016128502we,,0,1158719900211001,32959,03/03/2025
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,0,,6,1158719900211003,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211003,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1629,2,8,9,1468.2352503,199016128502we,,0,1158719900211001,32953,03/03/2025
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,2,,6,1158719900211004,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211004,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1631,2,8,37,1468.2352503,199016128502we,,0,1158719900211001,32952,03/03/2025
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,2,,6,1158719900211005,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211005,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1633,2,8,12,1468.2352503,199016128502we,,0,1158719900211001,32952,03/03/2025
,,199016128502we,115871990021185294,,1,2,,3,0,85,9,Y,0,2,,6,1158719900211006,294,7,5,0,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211006,,,,8,1,,Brevard,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1635,2,8,33,1468.2352503,199016128502we,,0,1158719900211001,32952,03/03/2025
,,199016128502we,115871990021185294,0,1,2,,1,4,85,95,Y,8,30,,6,1158719900211007,294,7,5,3,2,0,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211007,1,0,36,8,1,,Orange,08AUG91:08:36,2,2,1,,,,0,0,1,1,2,1650,2,8,57,1468.2352503,199016128502we,,0,1158719900211007,32751,03/03/2025
,,199016128502we,115871990021185294,0,1,2,,3,0,85,95,Y,1,999,,6,1158719900211008,294,7,5,2,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211008,1,,,8,1,,Orange,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1652,2,8,30,1468.2352503,199016128502we,,0,1158719900211007,32789,03/03/2025
,,199016128502we,115871990021185294,0,1,2,,3,0,85,95,Y,0,999,,6,1158719900211009,294,7,5,1,0,1,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211009,1,0,2,8,9,,Orange,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1654,2,8,99,1468.2352503,199016128502we,,0,1158719900211007,99999,03/03/2025
,,199016128502we,115871990021185294,0,1,2,,2,1,85,95,Y,0,999,,6,1158719900211010,294,7,5,1,0,0,,,,6,12,12,6,1,1,1990,1158719900211,02,we,,,1158719900211010,1,0,2,8,9,,Orange,08AUG91:08:36,2,8,1,,,,0,0,1,1,8,1656,2,8,99,1468.2352503,199016128502we,,0,1158719900211010,99999,03/03/2025
SAILFISH,KING MACKEREL,199016128502we,115871990021899920,,1,2,,2,1,99,11,Y,3,4,,7,1158719900218001,920,7,5,0,0,0,,,,6,12,12,6,1,1,1990,1158719900218,02,we,,,1158719900218001,,,,8,1,,Broward,08AUG91:08:36,2,8,1,,,,8850030501,8850060101,1,1,8,1800,2,8,36,1468.2352503,199016128502we,,0,1158719900218001,33304,03/03/2025
SAILFISH,KING MACKEREL,199016128502we,115871990021899920,0,1,2,,2,1,99,31,O,4,10,,7,1158719900218002,920,7,5,1,0,0,,,,,12,17,6,1,1,1990,1158719900218,02,we,,,1158719900218002,1,,,8,1,,,08AUG91:08:36,2,8,1,,,,8850030501,8850060101,1,1,8,1810,2,8,60,1722.5336124,199016128502we,,0,1158719900218002,60611,03/03/2025
,,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,8,52,,5,1062919900127001,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127001,,,,8,1,,Broward,21AUG91:15:40,1,8,1,,,,0,0,1,1,8,1140,2,,24,1943.1003546,199016128701we,,0,1062919900127001,33024,03/03/2025
,,199016128701we,106291990012711236,,1,1,,2,1,11,99,Y,8,52,,5,1062919900127002,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127002,,,,8,1,,Palm Beach,21AUG91:15:40,1,8,1,,,,0,0,1,1,8,1150,2,,44,1943.1003546,199016128701we,,0,1062919900127002,33406,03/03/2025
KING MACKEREL,SAILFISH,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,8,50,,5,1062919900127003,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127003,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,8850030501,1,1,8,1215,2,,26,1943.1003546,199016128701we,,0,1062919900127003,33304,03/03/2025
KING MACKEREL,SAILFISH,199016128701we,106291990012711236,0,1,1,,2,1,11,11,Y,8,52,,5,1062919900127004,236,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127004,1,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,8850030501,1,1,8,1225,2,,30,1943.1003546,199016128701we,,0,1062919900127004,33103,03/03/2025
KING MACKEREL,SAILFISH,199016128701we,106291990012711236,0,1,1,,2,1,11,11,Y,8,50,,5,1062919900127005,236,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127005,1,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,8850030501,1,1,8,1240,2,,27,1943.1003546,199016128701we,,0,1062919900127005,33313,03/03/2025
DOLPHIN,KING MACKEREL,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,4,20,,2,1062919900127011,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127011,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850030501,8835290101,1,1,8,1435,2,,29,1943.1003546,199016128701we,,0,1062919900127011,33315,03/03/2025
DOLPHIN,KING MACKEREL,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,8,20,,2,1062919900127012,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127012,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850030501,8835290101,1,1,8,1445,2,,28,1943.1003546,199016128701we,,0,1062919900127012,33315,03/03/2025
,SAILFISH,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,1,1,,5,1062919900127013,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127013,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,0,1,1,8,1510,2,,26,1943.1003546,199016128701we,,0,1062919900127013,33024,03/03/2025
,SAILFISH,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,6,36,,5,1062919900127014,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127014,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,0,1,1,8,1540,2,,39,1943.1003546,199016128701we,,0,1062919900127014,33364,03/03/2025
,SAILFISH,199016128701we,106291990012711236,,1,1,,2,1,11,11,Y,1,2,,5,1062919900127015,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900127,01,we,,,1062919900127015,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,0,1,1,8,1600,2,,24,1943.1003546,199016128701we,,0,1062919900127015,33024,03/03/2025
MUTTON SNAPPER,KING MACKEREL,199016128701we,106291990012899214,0,1,1,,2,1,99,11,Y,2,52,,3,1062919900128001,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128001,1,0,5,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850030501,8835360103,1,1,8,1140,2,,45,1943.1003546,199016128701we,,0,1062919900128001,33065,03/03/2025
,,199016128701we,106291990012899214,0,1,1,,2,1,99,99,Y,2,52,,3,1062919900128002,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128002,1,0,4,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1155,2,,42,1943.1003546,199016128701we,,0,1062919900128002,33464,03/03/2025
,,199016128701we,106291990012899214,0,1,1,,2,1,99,99,Y,5,52,,4,1062919900128003,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128003,1,0,3,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1225,2,,42,1943.1003546,199016128701we,,0,1062919900128003,33463,03/03/2025
,DOLPHIN,199016128701we,106291990012899214,0,1,1,,1,1,99,99,Y,3,50,,4,1062919900128004,214,8,7,1,1,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128004,1,1,0,8,1,,Palm Beach,08AUG91:08:36,1,1,1,,,,8835290101,0,1,1,8,1235,2,,31,1943.1003546,199016128701we,,0,1062919900128004,33463,03/03/2025
MUTTON SNAPPER,DOLPHIN,199016128701we,106291990012899214,,1,1,,2,1,99,99,Y,4,26,,4,1062919900128005,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128005,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,8835360103,1,1,8,1305,2,,29,1943.1003546,199016128701we,,0,1062919900128005,33407,03/03/2025
MUTTON SNAPPER,DOLPHIN,199016128701we,106291990012899214,,1,1,,2,1,99,99,Y,8,52,,4,1062919900128006,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128006,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,8835360103,1,1,8,1315,2,,60,1943.1003546,199016128701we,,0,1062919900128006,33467,03/03/2025
MUTTON SNAPPER,DOLPHIN,199016128701we,106291990012899214,,1,1,,2,1,99,111,Y,4,26,,4,1062919900128007,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128007,,,,8,1,,St. Lucie,21AUG91:15:40,1,8,1,,,,8835290101,8835360103,1,1,8,1335,2,,28,1943.1003546,199016128701we,,0,1062919900128007,34982,03/03/2025
,,199016128701we,106291990012899214,,1,1,,2,1,99,99,Y,3,20,,5,1062919900128010,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128010,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1445,2,,57,1943.1003546,199016128701we,,0,1062919900128010,33464,03/03/2025
DOLPHIN,KING MACKEREL,199016128701we,106291990012899214,0,1,1,,2,1,99,99,Y,8,52,,5,1062919900128019,214,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128019,1,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030501,8835290101,1,1,8,1625,2,,24,1943.1003546,199016128701we,,0,1062919900128019,33435,03/03/2025
DOLPHIN,KING MACKEREL,199016128701we,106291990012899214,0,1,1,,2,1,99,99,Y,8,52,,5,1062919900128020,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900128,01,we,,,1062919900128020,1,0,1,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030501,8835290101,1,1,8,1630,2,,46,1943.1003546,199016128701we,,0,1062919900128020,33435,03/03/2025
DOLPHIN,WAHOO,199016128702we,106291990020399214,,1,1,,2,1,99,99,Y,16,100,,4,1062919900203001,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203001,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030601,8835290101,1,1,8,1155,2,8,25,1943.1003546,199016128702we,,0,1062919900203001,33426,03/03/2025
DOLPHIN,WAHOO,199016128702we,106291990020399214,,1,1,,2,1,99,99,Y,16,100,,4,1062919900203002,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203002,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030601,8835290101,1,1,8,1200,2,8,27,1943.1003546,199016128702we,,0,1062919900203002,33426,03/03/2025
DOLPHIN,WAHOO,199016128702we,106291990020399214,,1,1,,2,1,99,99,Y,16,100,,4,1062919900203003,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203003,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030601,8835290101,1,1,8,1205,2,8,21,1943.1003546,199016128702we,,0,1062919900203003,33426,03/03/2025
,DOLPHIN,199016128702we,106291990020399214,,1,1,,2,1,99,99,Y,2,12,,0.5,1062919900203004,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203004,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1235,2,8,44,1943.1003546,199016128702we,,0,1062919900203004,33428,03/03/2025
,DOLPHIN,199016128702we,106291990020399214,,1,1,,2,1,99,99,Y,1,4,,0.5,1062919900203005,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203005,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1250,2,8,39,1943.1003546,199016128702we,,0,1062919900203005,33334,03/03/2025
,DOLPHIN,199016128702we,106291990020399214,0,1,1,,2,1,99,99,Y,2,12,,1,1062919900203006,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203006,1,0,1,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1310,2,8,36,1943.1003546,199016128702we,,0,1062919900203006,33414,03/03/2025
,DOLPHIN,199016128702we,106291990020399214,,1,1,,2,1,99,99,Y,2,12,,4,1062919900203007,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900203,02,we,,,1062919900203007,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1325,2,8,38,1943.1003546,199016128702we,,0,1062919900203007,33414,03/03/2025
GAG,MUTTON SNAPPER,199016128702we,106291990020485314,0,1,1,,2,1,85,85,Y,4,30,,5,1062919900204002,314,8,7,2,0,0,,,,6,12,12,6,1,1,1990,1062919900204,02,we,,,1062919900204002,1,,,8,9,,Martin,21AUG91:15:40,1,8,1,,,,8835360103,8835020501,1,1,8,1110,2,8,29,1943.1003546,199016128702we,,0,1062919900204002,34992,03/03/2025
,DOLPHIN,199016128702we,10629199002048583,,1,1,,2,1,85,111,Y,2,12,,3,1062919900204011,83,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900204,02,we,,,1062919900204011,,,,8,1,,St. Lucie,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1320,2,8,29,3588.3127128,199016128702we,,0,1062919900204011,34982,03/03/2025
,DOLPHIN,199016128702we,10629199002048583,0,1,1,,2,1,85,19,O,1,1,,3,1062919900204012,83,8,7,1,0,0,,,,6,12,45,6,1,1,1990,1062919900204,02,we,,,1062919900204012,1,0,1,8,1,,Charleston,21AUG91:15:40,1,8,1,,,,8835290101,0,1,1,8,1335,2,8,26,2793.2347175,199016128702we,,0,1062919900204012,99998,03/03/2025
,DOLPHIN,199016128702we,10629199002048583,0,1,1,,1,1,85,85,Y,2,12,,3,1062919900204013,83,8,7,0,1,0,,,,6,12,12,6,1,1,1990,1062919900204,02,we,,,1062919900204013,1,1,0,8,1,,Martin,08AUG91:08:36,1,1,1,,,,8835290101,0,1,1,8,1345,2,8,25,3588.3127128,199016128702we,,0,1062919900204013,34994,03/03/2025
,DOLPHIN,199016128702we,10629199002048583,0,1,1,,1,1,85,85,Y,2,12,,3,1062919900204014,83,8,7,0,1,0,,,,6,12,12,6,1,1,1990,1062919900204,02,we,,,1062919900204014,1,1,0,8,1,,Martin,08AUG91:08:36,1,1,1,,,,8835290101,0,1,1,8,1355,2,8,24,3588.3127128,199016128702we,,0,1062919900204014,34994,03/03/2025
,SAILFISH,199016128702wd,106291990020911236,0,1,1,,2,1,11,11,Y,5,25,,4,1062919900209014,236,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209014,1,0,1,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,0,1,1,8,1545,2,8,19,1938.2768748,199016128702wd,,0,1062919900209014,33312,03/03/2025
,SAILFISH,199016128702wd,106291990020911236,,1,1,,2,1,11,11,Y,16,100,,4,1062919900209015,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209015,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,8850060101,0,1,1,8,1550,2,8,52,1938.2768748,199016128702wd,,0,1062919900209015,33312,03/03/2025
,,199016128702wd,106291990020911236,,1,1,,2,1,11,11,Y,1,2,,4,1062919900209018,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209018,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1645,2,8,29,1938.2768748,199016128702wd,,0,1062919900209018,33170,03/03/2025
,,199016128702wd,106291990020911236,,1,1,,2,1,11,11,Y,4,24,,4,1062919900209019,236,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900209,02,wd,,,1062919900209019,,,,8,1,,Broward,08AUG91:08:36,1,8,1,,,,0,0,1,1,8,1650,2,8,41,1938.2768748,199016128702wd,,0,1062919900209019,33312,03/03/2025
,DOLPHIN,199016128702wd,106291990021211236,,1,1,,2,1,11,163,O,0,0,,4,1062919900212003,236,8,7,0,0,0,,,,,12,26,6,1,1,1990,1062919900212,02,wd,,,1062919900212003,,,,8,1,,,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1115,2,8,46,1508.8044694,199016128702wd,,0,1062919900212003,48111,03/03/2025
SAILFISH,KING MACKEREL,199016128702we,106291990021899214,0,1,1,,2,1,99,99,Y,4,40,,5,1062919900218003,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900218,02,we,,,1062919900218003,1,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030501,8850060101,1,1,8,1205,2,8,36,1943.1003546,199016128702we,,0,1062919900218003,33463,03/03/2025
SAILFISH,KING MACKEREL,199016128702we,106291990021899214,0,1,1,,2,1,99,99,Y,2,6,,5,1062919900218004,214,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900218,02,we,,,1062919900218004,1,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8850030501,8850060101,1,1,8,1225,2,8,30,1943.1003546,199016128702we,,0,1062919900218004,33406,03/03/2025
WAHOO,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,63,O,12,12,,4,1062919900218008,214,8,7,0,0,0,,,,,12,6,6,1,1,1990,1062919900218,02,we,,,1062919900218008,,,,8,1,,,08AUG91:08:36,1,8,1,,,,8835290101,8850030601,1,1,8,1345,2,8,42,1512.5591899,199016128702we,,0,1062919900218008,95951,03/03/2025
WAHOO,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,91,O,6,6,,4,1062919900218009,214,8,7,0,0,0,,,,5,12,36,6,1,1,1990,1062919900218,02,we,,,1062919900218009,,,,8,1,,,08AUG91:08:36,1,8,1,,,,8835290101,8850030601,1,1,8,1405,2,8,60,1512.5591899,199016128702we,,0,1062919900218009,12866,03/03/2025
,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,99,Y,8,52,,2,1062919900218010,214,8,7,0,0,0,,,,6,12,12,6,1,1,1990,1062919900218,02,we,,,1062919900218010,,,,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1415,2,8,32,1943.1003546,199016128702we,,0,1062919900218010,33415,03/03/2025
,DOLPHIN,199016128702we,106291990021899214,,1,1,,2,1,99,23,O,0,0,,2,1062919900218011,214,8,7,0,0,0,,,,5,12,34,6,1,1,1990,1062919900218,02,we,,,1062919900218011,,,,8,1,,Middelsex,08AUG91:08:36,1,8,1,,,,8835290101,0,1,1,8,1430,2,8,31,1512.5591899,199016128702we,,0,1062919900218011,08846,03/03/2025
SAILFISH,DOLPHIN,199016128702we,106291990022599278,0,1,1,,2,1,99,99,Y,8,52,,5,1062919900225008,278,8,7,1,0,0,,,,6,12,12,6,1,1,1990,1062919900225,02,we,,,1062919900225008,1,0,1,8,1,,Palm Beach,08AUG91:08:36,1,8,1,,,,8835290101,8850060101,1,1,8,1250,2,8,26,1943.1003546,199016128702we,,0,1062919900225008,33415,03/03/2025
