PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,,201116128702wd,15508201102179511,2011,6,12,9,12,9,511,8,7,5,5,5,0,108,16,1,1,1,0,0,0,2,1,1550820110217007,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217007,1,,,BREVARD,,,1205,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217007,8,32780,03/03/2025
,,201116128702wd,15508201102179511,2011,6,12,9,12,9,511,8,7,5,5,5,,54,8,1,1,0,0,0,1,2,2,1550820110217008,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217007,,,,BREVARD,,,1206,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217008,8,32780,03/03/2025
,BLACK DRUM,201116128702wd,15508201102179511,2011,6,12,117,12,9,511,8,7,5,5,5,,40,5,1,1,0,0,0,0,1,8,1550820110217009,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217009,,,,SEMINOLE,169288,,1215,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440801,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217009,8,32708,03/03/2025
,,201116128702wd,15508201102179511,2011,6,12,127,12,9,511,8,7,5,5,5.5,0,0,0,2,1,4,0,0,0,2,1,1550820110217010,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217010,1,,,VOLUSIA,,,1238,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217010,8,32725,03/03/2025
,,201116128702wd,15508201102179511,2011,6,12,127,12,9,511,8,7,5,5,5.5,0,0,0,2,1,2,0,0,1,2,2,1550820110217011,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217010,1,,,VOLUSIA,,,1239,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217011,8,32725,03/03/2025
,BLACK DRUM,201116128702wd,15508201102179511,2011,6,12,95,12,9,511,8,7,5,5,5,0,108,16,1,1,1,0,0,0,1,8,1550820110217012,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217012,1,,,ORANGE,169288,,1338,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440801,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217012,8,32833,03/03/2025
,,201116128702wd,15508201102179511,2011,6,12,127,12,9,511,8,7,5,5,3.5,0,54,8,1,1,3,0,0,0,2,1,1550820110217013,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217013,1,,,VOLUSIA,,,1520,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217013,8,32117,03/03/2025
,,201116128702wd,15508201102179511,2011,6,12,127,12,9,511,8,7,5,5,3.5,0,54,8,1,1,2,0,0,1,2,2,1550820110217014,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217013,1,,,VOLUSIA,,,1521,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217014,8,32117,03/03/2025
,SHEEPSHEAD,201116128702wd,15508201102179511,2011,6,12,95,12,9,511,8,7,5,5,2.5,0,999,99,2,1,1,1,0,0,3,1,1550820110217015,6,1,1,,,,Y,,1550820110217,,02,wd,1550820110217015,1,2,0,ORANGE,169189,,1640,8,1,1,8,2,1,,,1,21MAR201113:57,8,8835430301,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217015,8,32751,03/03/2025
,SHEEPSHEAD,201116128702wd,15508201102179511,2011,6,12,95,12,9,511,8,7,5,5,2.5,0,999,99,2,1,1,0,0,1,3,2,1550820110217016,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217015,1,,,ORANGE,169189,,1641,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835430301,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217016,8,32751,03/03/2025
,SHEEPSHEAD,201116128702wd,15508201102179511,2011,6,12,95,12,9,511,8,7,5,5,2.5,0,999,99,2,1,1,0,0,1,3,2,1550820110217017,6,1,2,,,,Y,,1550820110217,,02,wd,1550820110217015,1,,,ORANGE,169189,,1642,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835430301,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217017,8,32751,03/03/2025
,BLACK DRUM,201116128702wd,15508201102179511,2011,6,12,9,12,9,511,8,7,5,5,4.5,0,100,20,1,2,1,4,0,0,2,1,1550820110217018,6,1,1,,,,Y,,1550820110217,,02,wd,1550820110217018,1,2,0,BREVARD,169288,,1801,8,1,1,2,1,2,,,1,21MAR201113:57,8,8835440801,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217018,8,32796,03/03/2025
,BLACK DRUM,201116128702wd,15508201102179511,2011,6,12,9,12,9,511,8,7,5,5,4.5,0,0,0,1,0,1,0,1,1,2,2,1550820110217019,6,1,3,,,,Y,,1550820110217,,02,wd,1550820110217018,1,,,BREVARD,169288,,1802,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440801,,,,,,,,,,,,,,1674.5159507,201116128702wd,,0,1550820110217018,8,32796,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,0,60,12,1,1,1,0,0,0,3,1,1550820110219001,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219001,1,,,ORANGE,169290,169239,1058,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219001,8,32828,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,,2,2,1,1,0,0,0,1,3,2,1550820110219002,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219001,,,,ORANGE,169290,169239,1059,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219002,8,32828,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,,2,2,1,1,0,0,0,1,3,2,1550820110219003,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219001,,,,ORANGE,169290,169239,1100,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219003,8,32828,03/03/2025
,RED DRUM,201116128702we,15508201102199285,2011,6,12,9,12,9,285,8,7,5,5,2.5,,70,10,1,1,0,0,0,0,1,8,1550820110219004,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219004,,,,BREVARD,169290,,1130,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219004,8,32780,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,2,0,2,0,2,1,2,0,0,0,1,8,1550820110219005,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219005,1,,,SEMINOLE,,,1147,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219005,8,32708,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,5,0,50,8,2,1,1,0,0,0,1,8,1550820110219006,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219006,1,,,SEMINOLE,,,1201,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219006,8,32708,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,9,12,9,285,8,7,5,5,3,,22,4,2,1,0,0,0,0,1,8,1550820110219007,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219007,,,,BREVARD,,,1225,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219007,8,32796,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5.5,0,40,4,2,1,3,0,0,0,1,8,1550820110219008,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219008,1,,,ORANGE,169290,169239,1229,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219008,8,32820,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,69,12,9,285,8,7,5,5,5.5,0,30,1,1,1,1,0,0,0,2,1,1550820110219009,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219009,1,,,LAKE,,,1238,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219009,8,32776,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,69,12,9,285,8,7,5,5,5.5,,30,1,1,1,0,0,0,1,2,2,1550820110219010,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219009,,,,LAKE,,,1239,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219010,8,32776,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,2,0,30,4,1,1,1,0,0,0,3,1,1550820110219011,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219011,1,,,SEMINOLE,,,1245,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219011,8,32765,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,2,,0,0,2,1,0,0,0,1,3,2,1550820110219012,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219011,,,,SEMINOLE,,,1246,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219012,8,32765,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,2,,0,0,2,1,0,0,0,1,3,2,1550820110219013,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219011,,,,ORANGE,,,1247,8,1,1,8,2,8,,,2,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219013,8,99998,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,2,0,12,0,1,1,1,0,0,0,2,1,1550820110219014,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219014,1,,,ORANGE,169290,169239,1325,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219014,8,34761,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,2,,12,0,1,1,0,0,0,1,2,2,1550820110219015,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219014,,,,ORANGE,169290,169239,1326,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219015,8,34761,03/03/2025
,SPOTTED SEATROUT,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,,9,2,1,1,0,0,0,0,4,1,1550820110219016,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219016,,,,ORANGE,169239,,1339,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219016,8,32806,03/03/2025
,SPOTTED SEATROUT,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,,9,2,1,1,0,0,0,1,4,2,1550820110219017,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219016,,,,ORANGE,169239,,1340,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219017,8,32806,03/03/2025
,SPOTTED SEATROUT,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,,9,2,1,1,0,0,0,1,4,2,1550820110219018,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219016,,,,ORANGE,169239,,1341,8,1,1,8,2,8,,,2,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219018,8,99998,03/03/2025
,SPOTTED SEATROUT,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,5,,9,2,1,1,0,0,0,1,4,2,1550820110219019,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219016,,,,ORANGE,169239,,1342,8,1,1,8,2,8,,,2,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219019,8,32806,03/03/2025
,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,4,,60,6,1,1,0,0,0,0,2,1,1550820110219020,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219020,,,,ORANGE,169290,,1345,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219020,8,32825,03/03/2025
,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,4,,60,6,1,1,0,0,0,1,2,2,1550820110219021,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219020,,,,ORANGE,169290,,1346,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219021,8,32825,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,4,0,8,0,1,1,3,0,0,0,3,1,1550820110219022,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219022,1,,,SEMINOLE,,,1400,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219022,8,99998,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,4,0,8,0,1,1,1,0,0,1,3,2,1550820110219023,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219022,1,,,SEMINOLE,,,1401,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219023,8,99998,03/03/2025
,,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,4,0,8,0,1,1,1,0,0,1,3,2,1550820110219024,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219022,1,,,SEMINOLE,,,1402,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219024,8,99998,03/03/2025
,SPOTTED SEATROUT,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,3,0,20,2,1,1,1,0,0,0,2,1,1550820110219025,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219025,1,,,ORANGE,169239,,1415,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219025,8,32792,03/03/2025
,SPOTTED SEATROUT,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,3,,20,2,1,1,0,0,0,1,2,2,1550820110219026,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219025,,,,ORANGE,169239,,1416,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219026,8,32792,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,117,12,9,285,8,7,5,5,2,0,120,20,2,1,3,0,0,0,3,1,1550820110219027,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219027,1,,,SEMINOLE,169290,169239,1422,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219027,8,32765,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,2,0,120,20,1,1,2,0,0,1,3,2,1550820110219028,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219027,1,,,ORANGE,169290,169239,1423,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219028,8,32822,03/03/2025
SPOTTED SEATROUT,RED DRUM,201116128702we,15508201102199285,2011,6,12,95,12,9,285,8,7,5,5,2,0,120,20,2,1,2,0,0,1,3,2,1550820110219029,6,1,2,,,,Y,,1550820110219,,02,we,1550820110219027,1,,,ORANGE,169290,169239,1424,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,8835440102,,,,,,,,,,,,,961.19642184,201116128702we,,0,1550820110219029,8,32822,03/03/2025
,,201116128702we,15508201102199285,2011,7,12,57,12,9,285,8,7,5,5,3,,0,0,2,1,0,0,0,0,2,1,1550820110219030,6,1,2,,,,O,,1550820110219,,02,we,1550820110219030,,,,HILLSBOROUGH,,,1443,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,1479.8232658,201116128702we,,0,1550820110219030,8,33534,03/03/2025
,SPOTTED SEATROUT,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,3.5,0,4,0,1,1,1,1,0,0,2,1,1550820110227001,6,1,1,,,,Y,,1550820110227,,02,we,1550820110227001,1,1,0,BREVARD,169239,,1005,8,1,1,8,2,1,,,2,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227001,8,32796,03/03/2025
,SPOTTED SEATROUT,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,3.5,0,4,0,1,1,1,0,0,1,2,2,1550820110227002,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227001,1,,,BREVARD,169239,,1006,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227002,8,32796,03/03/2025
,,201116128702we,155082011022791324,2011,6,12,127,12,9,1324,8,7,5,5,2.5,0,60,0,2,1,1,0,0,0,1,8,1550820110227003,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227003,1,,,VOLUSIA,,,1046,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227003,8,32725,03/03/2025
,SPOTTED SEATROUT,201116128702we,155082011022791324,2011,6,12,95,12,9,1324,8,7,5,5,3,0,30,4,1,1,1,0,0,0,2,1,1550820110227004,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227004,1,,,ORANGE,169239,,1122,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440102,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227004,8,32825,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,3,0,10,10,1,1,1,0,0,1,2,2,1550820110227005,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227004,1,,,BREVARD,169290,,1123,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227005,8,32927,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,4,,72,0,1,1,0,0,0,0,4,1,1550820110227006,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227006,,,,BREVARD,169290,,1144,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,3673.6517751,201116128702we,,0,1550820110227006,8,32754,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,4,,998,98,1,1,0,0,0,1,4,2,1550820110227007,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227006,,,,BREVARD,169290,,1145,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,3673.6517751,201116128702we,,0,1550820110227007,8,32754,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,117,12,9,1324,8,7,5,5,3,0,54,8,1,1,1,0,0,0,2,1,1550820110227008,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227008,1,,,SEMINOLE,169290,,1201,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227008,8,32750,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,117,12,9,1324,8,7,5,5,3,,54,8,1,1,0,0,0,1,2,2,1550820110227009,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227008,,,,SEMINOLE,169290,,1202,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227009,8,32750,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,2.5,0,110,0,2,1,0,1,0,0,3,1,1550820110227010,6,1,1,,,,Y,,1550820110227,,02,we,1550820110227010,1,1,0,BREVARD,169290,,1216,8,1,1,8,2,1,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227010,8,32754,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,2.5,,110,0,2,1,0,0,0,1,3,2,1550820110227011,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227010,,,,BREVARD,169290,,1217,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227011,8,32754,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,9,12,9,1324,8,7,5,5,2.5,,110,0,2,1,0,0,0,1,3,2,1550820110227012,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227010,,,,BREVARD,169290,,1218,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227012,8,32754,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,95,12,9,1324,8,7,5,5,5.5,,30,4,1,1,0,0,0,0,2,1,1550820110227013,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227013,,,,ORANGE,169290,,1238,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227013,8,32712,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,95,12,9,1324,8,7,5,5,5.5,,12,4,1,1,0,0,0,1,2,2,1550820110227014,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227013,,,,ORANGE,169290,,1239,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227014,8,32712,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,95,12,9,1324,8,7,5,5,2,0,30,4,1,1,1,0,0,0,1,8,1550820110227015,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227015,1,,,ORANGE,169290,,1301,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227015,8,32712,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,95,12,9,1324,8,7,5,5,2,,20,4,1,1,0,0,0,0,1,8,1550820110227016,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227016,,,,ORANGE,169290,,1302,8,1,1,8,2,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227016,8,32712,03/03/2025
,RED DRUM,201116128702we,155082011022791324,2011,6,12,117,12,9,1324,8,7,5,5,6,0,25,7,2,1,2,0,0,0,1,8,1550820110227017,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227017,1,,,SEMINOLE,169290,,1436,8,1,1,8,1,8,,,1,21MAR201113:57,8,8835440901,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227017,8,32792,03/03/2025
,,201116128702we,155082011022791324,2011,6,12,117,12,9,1324,8,7,5,5,4,0,20,0,1,1,2,0,0,0,3,1,1550820110227018,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227018,1,,,SEMINOLE,,,1539,8,1,1,8,1,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227018,8,32746,03/03/2025
,,201116128702we,155082011022791324,2011,6,12,117,12,9,1324,8,7,5,5,4,0,20,0,1,1,1,0,0,1,3,2,1550820110227019,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227018,1,,,SEMINOLE,,,1540,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227019,8,32746,03/03/2025
,,201116128702we,155082011022791324,2011,6,12,117,12,9,1324,8,7,5,5,4,0,20,0,1,1,2,0,0,1,3,2,1550820110227020,6,1,2,,,,Y,,1550820110227,,02,we,1550820110227018,1,,,SEMINOLE,,,1541,8,1,1,8,2,8,,,1,21MAR201113:57,8,,,,,,,,,,,,,,,2016.3469492,201116128702we,,0,1550820110227020,8,32746,03/03/2025
BLACK DRUM,RED DRUM,201116378202we,110432011022731468,2011,6,37,31,37,31,468,5,3,1,1,1,0,90,1,1,1,0,0,0,0,,,1104320110227003,6,1,2,,0,0,Y,,1104320110227,1,02,we,1104320110227003,,,,CARTERET,169290,169288,1331,,1,1,8,1,8,,,1,20110729,1,8835440901,8835440801,5,1,8,,46,88,,1,2,3,,,6374.2931415,201116378202we,,0,1104320110227003,8,28557,03/03/2025
,,201116378202we,110432011022731468,2011,6,37,49,37,31,468,5,3,1,1,1,0,100,6,1,1,0,0,0,0,,,1104320110227008,6,1,2,,0,0,Y,,1104320110227,1,02,we,1104320110227008,,,,CRAVEN,,,1412,,1,1,8,1,8,,,1,20110729,1,,,5,1,8,,90,88,,1,2,3,,,6374.2931415,201116378202we,,0,1104320110227008,8,28562,03/03/2025
,,201116378202we,110432011022731468,2011,6,37,49,37,31,468,5,3,1,1,1,0,40,0,1,1,0,0,0,0,,,1104320110227009,6,1,2,,0,0,Y,,1104320110227,1,02,we,1104320110227009,,,,CRAVEN,,,1413,,1,1,8,1,8,,,1,20110729,1,,,5,1,8,,52,88,,2,2,3,,,6374.2931415,201116378202we,,0,1104320110227009,8,25862,03/03/2025
