PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,KINGFISH GENUS,201126128303wd,151122011031635917,2011,6,12,35,12,35,917,5,3,1,1,2.5,0,5,5,1,1,1,0,0,0,,,1511220110316002,6,2,2,,,,Y,,1511220110316,,03,wd,1511220110316002,2,,,FLAGLER,1131,169273,,1,1,1,8,1,8,,,2,21APR201113:39,1,8835440600,,,,,,,,,,,,,,29203.515126,201126128303wd,,0,1511220110316002,8,32136,03/03/2025
,,201126128303wd,151122011031635220,2011,6,12,35,12,35,220,5,3,1,1,4.5,0,60,8,2,1,0,2,0,0,,,1511220110316003,6,2,1,,,,Y,,1511220110316,,03,wd,1511220110316003,2,1,0,FLAGLER,1430,,,1,1,1,8,1,1,,,2,21APR201113:39,1,,,,,,,,,,,,,,,24454.447414,201126128303wd,,0,1511220110316003,8,32164,03/03/2025
,,201126128303wd,151122011031635220,2011,6,12,35,12,35,220,5,3,1,1,4.5,0,60,8,1,1,0,0,0,0,,,1511220110316004,6,2,2,,,,Y,,1511220110316,,03,wd,1511220110316004,,,,FLAGLER,1431,,,1,1,1,8,2,8,,,2,21APR201113:39,1,,,,,,,,,,,,,,,24454.447414,201126128303wd,,0,1511220110316004,8,32164,03/03/2025
,,201126128303wd,151122011031635220,2011,6,12,99,12,35,220,5,3,1,1,3,0,0,0,2,1,1,2,0,0,,,1511220110316005,6,2,1,,,,Y,,1511220110316,,03,wd,1511220110316005,2,2,0,PALM BEACH,1445,,,1,1,1,8,2,1,,,2,21APR201113:39,1,,,,,,,,,,,,,,,24454.447414,201126128303wd,,0,1511220110316005,8,33401,03/03/2025
,,201126128303wd,151122011031635220,2011,6,12,35,12,35,220,5,3,1,1,1,0,0,0,1,1,0,0,0,0,,,1511220110316006,6,2,2,,,,Y,,1511220110316,,03,wd,1511220110316006,,,,FLAGLER,1520,,,1,1,1,8,1,8,,,1,21APR201113:39,1,,,,,,,,,,,,,,,24454.447414,201126128303wd,,0,1511220110316006,8,32136,03/03/2025
,,201126128303wd,151122011031635220,2011,6,12,35,12,35,220,5,3,1,1,2.5,2,100,30,1,1,2,0,0,0,,,1511220110316007,6,2,2,,,,Y,,1511220110316,,03,wd,1511220110316007,2,,,FLAGLER,1544,,,1,1,1,8,1,8,,,1,21APR201113:39,1,,,,,,,,,,,,,,,24454.447414,201126128303wd,,0,1511220110316007,8,32164,03/03/2025
,,201126128303wd,151122011031635220,2011,6,12,35,12,35,220,5,3,1,1,2.5,2,100,30,1,1,0,0,0,0,,,1511220110316008,6,2,2,,,,Y,,1511220110316,,03,wd,1511220110316008,,,,FLAGLER,1545,,,1,1,1,8,2,8,,,1,21APR201113:39,1,,,,,,,,,,,,,,,24454.447414,201126128303wd,,0,1511220110316008,8,32164,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,3.5,0,200,10,2,1,3,0,0,0,,,1511220110401001,6,2,2,,,,Y,,1511220110401,,04,wd,1511220110401001,2,,,FLAGLER,1250,169273,168708,1,1,1,8,2,8,,,2,20MAY201113:38,1,8835440600,8835280901,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401001,8,32136,03/03/2025
,,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,1.5,0,100,15,2,1,0,0,0,0,,,1511220110401002,6,2,2,,,,Y,,1511220110401,,04,wd,1511220110401002,,,,FLAGLER,1257,,,1,1,1,8,1,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401002,8,32136,03/03/2025
,,201126128304wd,151122011040135220,2011,6,12,111,12,35,220,5,3,1,1,1.5,0,10,7,2,1,0,0,0,0,,,1511220110401003,6,2,2,,,,Y,,1511220110401,,04,wd,1511220110401003,,,,ST LUCIE,1525,,,1,1,1,8,1,8,,,1,20MAY201113:38,1,,,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401003,8,99998,03/03/2025
,,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,2,0,20,5,2,1,2,0,0,0,,,1511220110401004,6,2,2,,,,Y,,1511220110401,,04,wd,1511220110401004,2,,,FLAGLER,1545,,,1,1,1,8,1,8,,,1,20MAY201113:38,1,,,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401004,8,32136,03/03/2025
,,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,2,0,20,5,2,1,1,0,0,0,,,1511220110401005,6,2,2,,,,Y,,1511220110401,,04,wd,1511220110401005,2,,,FLAGLER,1546,,,1,1,1,8,2,8,,,1,20MAY201113:38,1,,,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401005,8,32136,03/03/2025
FLORIDA POMPANO,KINGFISH GENUS,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,5,0.5,998,40,2,1,3,4,0,0,,,1511220110401006,6,2,1,,,,Y,,1511220110401,,04,wd,1511220110401006,2,,,FLAGLER,1600,169273,168708,1,1,1,8,1,1,,,1,20MAY201113:38,1,8835440600,8835280901,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401006,8,32136,03/03/2025
BLUEFISH,KINGFISH GENUS,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,1.5,1,15,2,2,1,1,0,0,0,,,1511220110401007,6,2,2,,,,Y,,1511220110401,,04,wd,1511220110401007,2,,,FLAGLER,1737,169273,168559,1,1,1,8,1,8,,,1,20MAY201113:38,1,8835440600,8835250101,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401007,8,32164,03/03/2025
KINGFISH GENUS,FLORIDA POMPANO,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,1.5,1,0,0,1,2,1,5,0,0,,,1511220110401008,6,2,1,,,,Y,,1511220110401,,04,wd,1511220110401008,2,1,0,FLAGLER,1745,168708,169273,1,1,1,2,1,2,,,2,20MAY201113:38,1,8835280901,8835440600,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401008,8,99998,03/03/2025
KINGFISH GENUS,FLORIDA POMPANO,201126128304wd,151122011040135220,2011,6,12,35,12,35,220,5,3,1,1,1.5,1,0,0,1,0,0,0,1,0,,,1511220110401009,6,2,3,,,,Y,,1511220110401,,04,wd,1511220110401008,,,,FLAGLER,1746,168708,169273,1,1,1,8,2,8,,,2,20MAY201113:38,1,8835280901,8835440600,,,,,,,,,,,,,10745.46065,201126128304wd,,0,1511220110401008,8,99998,03/03/2025
,SPANISH MACKEREL,201126128304we,1511220110409127142,2011,0,39,99,12,127,142,1,3,1,1,1,,107,30,1,1,0,0,0,0,,,1511220110409001,6,2,2,,,,O,,1511220110409,,04,we,1511220110409001,,,,,1100,172436,,1,1,1,8,2,8,,,2,20MAY201113:38,1,8850030502,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409001,8,44511,03/03/2025
BLUEFISH,SPANISH MACKEREL,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,3,0,300,45,1,1,0,4,0,0,,,1511220110409002,6,2,1,,,,Y,,1511220110409,,04,we,1511220110409002,2,3,0,VOLUSIA,1122,172436,168559,1,1,1,8,2,1,,,2,20MAY201113:38,1,8850030502,8835250101,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409002,8,32127,03/03/2025
SHEEPSHEAD,BLACK DRUM,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4,0,200,30,1,1,1,3,0,0,,,1511220110409003,6,2,1,,,,Y,,1511220110409,,04,we,1511220110409003,2,3,0,VOLUSIA,1125,169288,169189,1,1,1,8,2,1,,,2,20MAY201113:38,1,8835440801,8835430301,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409003,8,32118,03/03/2025
,BLACK DRUM,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,1.5,,75,12,1,1,0,0,0,0,,,1511220110409004,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409004,,,,VOLUSIA,1136,169288,,1,1,1,8,2,8,,,2,20MAY201113:38,1,8835440801,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409004,8,32174,03/03/2025
,FLORIDA POMPANO,201126128304we,1511220110409127142,2011,5,42,89,12,127,142,1,3,1,1,3.5,,20,10,1,1,0,0,0,0,,,1511220110409005,6,2,2,,,,O,,1511220110409,,04,we,1511220110409005,,,,,1140,168708,,1,1,1,8,1,8,,,2,20MAY201113:38,1,8835280901,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409005,8,99998,03/03/2025
,FLORIDA POMPANO,201126128304we,1511220110409127142,2011,5,42,89,12,127,142,1,3,1,1,3.5,,20,10,1,1,0,0,0,0,,,1511220110409006,6,2,2,,,,O,,1511220110409,,04,we,1511220110409006,,,,,1141,168708,,1,1,1,8,2,8,,,2,20MAY201113:38,1,8835280901,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409006,8,99998,03/03/2025
,,201126128304we,1511220110409127142,2011,6,13,67,12,127,142,1,3,1,1,2,,0,0,1,1,0,0,0,0,,,1511220110409007,6,2,2,,,,O,,1511220110409,,04,we,1511220110409007,,,,,1222,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409007,8,30144,03/03/2025
,,201126128304we,1511220110409127142,2011,6,13,67,12,127,142,1,3,1,1,2,,0,0,1,1,0,0,0,0,,,1511220110409008,6,2,2,,,,O,,1511220110409,,04,we,1511220110409008,,,,,1223,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409008,8,30144,03/03/2025
SHEEPSHEAD,BLACK DRUM,201126128304we,1511220110409127142,2011,6,12,95,12,127,142,1,3,1,1,6,0,40,15,2,1,2,0,0,0,,,1511220110409009,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409009,2,,,ORANGE,1237,169288,169189,1,1,1,8,1,8,,,1,20MAY201113:38,1,8835440801,8835430301,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409009,8,32859,03/03/2025
SHEEPSHEAD,BLACK DRUM,201126128304we,1511220110409127142,2011,6,12,95,12,127,142,1,3,1,1,6,,40,15,2,1,0,0,0,0,,,1511220110409010,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409010,,,,ORANGE,1238,169288,169189,1,1,1,8,2,8,,,2,20MAY201113:38,1,8835440801,8835430301,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409010,8,32859,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,11,12,127,142,1,3,1,1,1.5,,20,8,2,1,0,0,0,0,,,1511220110409011,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409011,,,,BROWARD,1247,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409011,8,33312,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,117,12,127,142,1,3,1,1,5.5,0,22,4,1,1,2,0,0,0,,,1511220110409012,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409012,2,0,6,SEMINOLE,1300,,,1,1,1,8,1,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409012,8,99998,03/03/2025
SHEEPSHEAD,KINGFISH GENUS,201126128304we,1511220110409127142,2011,6,12,117,12,127,142,1,3,1,1,1.5,,2,1,1,1,0,0,0,0,,,1511220110409013,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409013,,,,SEMINOLE,1305,169273,169189,1,1,1,8,1,8,,,2,20MAY201113:38,1,8835440600,8835430301,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409013,8,32771,03/03/2025
SHEEPSHEAD,KINGFISH GENUS,201126128304we,1511220110409127142,2011,6,12,117,12,127,142,1,3,1,1,1.5,,0,0,2,1,0,0,0,0,,,1511220110409014,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409014,,,,SEMINOLE,1306,169273,169189,1,1,1,8,2,8,,,2,20MAY201113:38,1,8835440600,8835430301,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409014,8,32771,03/03/2025
,,201126128304we,1511220110409127142,2011,6,45,3,12,127,142,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1511220110409015,6,2,2,,,,O,,1511220110409,,04,we,1511220110409015,,,,,1312,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409015,8,99998,03/03/2025
,,201126128304we,1511220110409127142,2011,6,45,3,12,127,142,1,3,1,1,4,,0,0,1,1,0,0,0,0,,,1511220110409016,6,2,2,,,,O,,1511220110409,,04,we,1511220110409016,,,,,1313,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409016,8,99998,03/03/2025
,KINGFISH GENUS,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,6,0,2,2,2,2,1,1,0,0,,,1511220110409017,6,2,1,,,,Y,,1511220110409,,04,we,1511220110409017,2,10,0,VOLUSIA,1407,169273,,1,1,1,2,2,2,,,1,20MAY201113:38,1,8835440600,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409017,8,32739,03/03/2025
SHEEPSHEAD,KINGFISH GENUS,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,6,0,12,6,2,0,1,0,1,0,,,1511220110409018,6,2,3,,,,Y,,1511220110409,,04,we,1511220110409017,2,,,VOLUSIA,1408,169273,169189,1,1,1,8,1,8,,,1,20MAY201113:38,1,8835440600,8835430301,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409017,8,32725,03/03/2025
,BLACK DRUM,201126128304we,1511220110409127142,2011,6,12,117,12,127,142,1,3,1,1,4.5,0,50,7,1,1,2,0,0,0,,,1511220110409019,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409019,2,0,1,SEMINOLE,1440,169288,,1,1,1,8,1,8,,,1,20MAY201113:38,1,8835440801,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409019,8,32714,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,117,12,127,142,1,3,1,1,4.5,,998,4,1,1,0,0,0,0,,,1511220110409020,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409020,,,,SEMINOLE,1441,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409020,8,32714,03/03/2025
,BLUEFISH,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4,0,15,4,1,2,1,1,0,0,,,1511220110409021,6,2,1,,,,Y,,1511220110409,,04,we,1511220110409021,2,5,0,VOLUSIA,1500,168559,,1,1,1,2,1,2,,,1,20MAY201113:38,1,8835250101,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409021,8,32119,03/03/2025
,BLUEFISH,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4,,2,0,1,0,0,0,1,0,,,1511220110409022,6,2,3,,,,Y,,1511220110409,,04,we,1511220110409021,,,,VOLUSIA,1501,168559,,1,1,1,8,2,8,,,1,20MAY201113:38,1,8835250101,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409021,8,32174,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4.5,,0,0,1,1,0,0,0,0,,,1511220110409023,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409023,,,,VOLUSIA,1517,,,1,1,1,8,1,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409023,8,32725,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4.5,,0,0,1,1,0,0,0,0,,,1511220110409024,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409024,,,,VOLUSIA,1518,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409024,8,32725,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4.5,,0,0,1,1,0,0,0,0,,,1511220110409025,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409025,,,,VOLUSIA,1519,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409025,8,32738,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4.5,,0,0,1,1,0,0,0,0,,,1511220110409026,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409026,,,,VOLUSIA,1520,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409026,8,32738,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,4.5,,0,0,1,1,0,0,0,0,,,1511220110409027,6,2,2,,,,Y,,1511220110409,,04,we,1511220110409027,,,,VOLUSIA,1521,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409027,8,32738,03/03/2025
,,201126128304we,1511220110409127142,2011,0,18,97,12,127,142,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1511220110409028,6,2,2,,,,O,,1511220110409,,04,we,1511220110409028,,,,,1525,,,1,1,1,8,1,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409028,8,46228,03/03/2025
,,201126128304we,1511220110409127142,2011,0,18,97,12,127,142,1,3,1,1,1,,0,0,1,1,0,0,0,0,,,1511220110409029,6,2,2,,,,O,,1511220110409,,04,we,1511220110409029,,,,,1526,,,1,1,1,8,2,8,,,2,20MAY201113:38,1,,,,,,,,,,,,,,,21875.108319,201126128304we,,0,1511220110409029,8,46228,03/03/2025
,,201126128304we,1511220110409127142,2011,6,12,127,12,127,142,1,3,1,1,9,0,998,6,2,1,0,13,0,0,,,1511220110409030,6,2,1,,,,Y,,1511220110409,,04,we,1511220110409030,2,3,0,VOLUSIA,1540,,,1,1,1,8,1,1,,,1,20MAY201113:38,1,,,,,,,,,,,,,,,23784.522652,201126128304we,,0,1511220110409030,8,32724,03/03/2025
,,201126128303we,1515620110313311416,2011,6,12,31,12,31,1416,2,3,1,1,10,0,50,4,2,1,1,2,0,0,,,1515620110313005,6,2,1,,,,Y,,1515620110313,,03,we,1515620110313005,2,,,DUVAL,1822,,,1,1,1,8,2,1,,,1,21APR201113:39,1,,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313005,8,32244,03/03/2025
,,201126128303we,1515620110313311416,2011,6,12,31,12,31,1416,2,3,1,1,1,,0,0,2,1,0,0,0,0,,,1515620110313006,6,2,2,,,,Y,,1515620110313,,03,we,1515620110313006,,,,DUVAL,1823,,,1,1,1,8,2,8,,,2,21APR201113:39,1,,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313006,8,32244,03/03/2025
,KINGFISH GENUS,201126128303we,1515620110313311416,2011,6,12,19,12,31,1416,2,3,1,1,3,0,50,3,1,1,1,2,0,0,,,1515620110313007,6,2,1,,,,Y,,1515620110313,,03,we,1515620110313007,2,,,CLAY,1835,169273,,1,1,1,8,1,1,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313007,8,32065,03/03/2025
,KINGFISH GENUS,201126128303we,1515620110313311416,2011,6,12,19,12,31,1416,2,3,1,1,3,0,50,3,1,1,1,0,0,0,,,1515620110313008,6,2,2,,,,Y,,1515620110313,,03,we,1515620110313008,2,,,CLAY,1836,169273,,1,1,1,8,2,8,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313008,8,32065,03/03/2025
,KINGFISH GENUS,201126128303we,1515620110313311416,2011,6,12,19,12,31,1416,2,3,1,1,3,0,50,3,1,1,2,0,0,0,,,1515620110313009,6,2,2,,,,Y,,1515620110313,,03,we,1515620110313009,2,,,CLAY,1837,169273,,1,1,1,8,2,8,,,2,21APR201113:39,1,8835440600,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313009,8,32065,03/03/2025
,KINGFISH GENUS,201126128303we,1515620110313311416,2011,6,12,19,12,31,1416,2,3,1,1,3,0,50,3,1,1,1,0,0,0,,,1515620110313010,6,2,2,,,,Y,,1515620110313,,03,we,1515620110313010,2,,,CLAY,1838,169273,,1,1,1,8,2,8,,,2,21APR201113:39,1,8835440600,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313010,8,32065,03/03/2025
,KINGFISH GENUS,201126128303we,1515620110313311416,2011,6,12,19,12,31,1416,2,3,1,1,3,0,50,3,1,1,1,0,0,0,,,1515620110313011,6,2,2,,,,Y,,1515620110313,,03,we,1515620110313011,2,,,CLAY,1839,169273,,1,1,1,8,2,8,,,2,21APR201113:39,1,8835440600,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313011,8,32065,03/03/2025
,KINGFISH GENUS,201126128303we,1515620110313311416,2011,6,12,19,12,31,1416,2,3,1,1,3,0,50,3,1,1,1,0,0,0,,,1515620110313012,6,2,2,,,,Y,,1515620110313,,03,we,1515620110313012,2,,,CLAY,1840,169273,,1,1,1,8,2,8,,,2,21APR201113:39,1,8835440600,,,,,,,,,,,,,,17381.770017,201126128303we,,0,1515620110313012,8,32065,03/03/2025
SPOTTED SEATROUT,KINGFISH GENUS,201126128303wd,15156201103293143,2011,0,26,121,12,31,43,1,3,1,1,2,0,50,5,2,1,1,1,0,0,,,1515620110329001,6,2,1,,,,O,,1515620110329,,03,wd,1515620110329001,2,1,0,,1144,169273,169239,1,1,1,8,1,1,,,1,21APR201113:39,1,8835440600,8835440102,,,,,,,,,,,,,10655.724415,201126128303wd,,0,1515620110329001,8,49441,03/03/2025
,,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,3,0,0,0,1,1,2,1,0,0,,,1515620110329002,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329002,2,,,DUVAL,1427,,,1,1,1,8,2,1,,,2,21APR201113:39,1,,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329002,8,32246,03/03/2025
,KINGFISH GENUS,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,4,0,40,4,1,1,2,0,0,0,,,1515620110329003,6,2,2,,,,Y,,1515620110329,,03,wd,1515620110329003,2,,,DUVAL,1510,169273,,1,1,1,8,1,8,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329003,8,32217,03/03/2025
,,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,7.5,0,200,17,1,1,2,2,0,0,,,1515620110329004,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329004,2,,,DUVAL,1517,,,1,1,1,8,1,1,,,2,21APR201113:39,1,,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329004,8,32207,03/03/2025
,KINGFISH GENUS,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,8,0,100,20,1,1,2,3,0,0,,,1515620110329005,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329005,2,,,DUVAL,1543,169273,,1,1,1,8,1,1,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329005,8,32210,03/03/2025
KINGFISH GENUS,SPOTTED SEATROUT,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,4,,20,20,2,1,0,0,0,0,,,1515620110329006,6,2,2,,,,Y,,1515620110329,,03,wd,1515620110329006,,,,DUVAL,1617,169239,169273,1,1,1,8,1,8,,,1,21APR201113:39,1,8835440102,8835440600,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329006,8,99998,03/03/2025
,KINGFISH GENUS,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,9,0,90,4,1,1,3,8,0,0,,,1515620110329007,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329007,2,,,DUVAL,1624,169273,,1,1,1,8,2,1,,,2,21APR201113:39,1,8835440600,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329007,8,32250,03/03/2025
,,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,8.5,0,100,2,2,1,3,1,0,0,,,1515620110329008,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329008,2,,,DUVAL,1648,,,1,1,1,8,2,1,,,1,21APR201113:39,1,,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329008,8,32224,03/03/2025
,,201126128303wd,15156201103293143,2011,6,12,109,12,31,43,1,3,1,1,3,0,6,3,1,1,2,0,0,0,,,1515620110329009,6,2,2,,,,Y,,1515620110329,,03,wd,1515620110329009,2,,,ST JOHNS,1656,,,1,1,1,8,1,8,,,1,21APR201113:39,1,,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329009,8,32082,03/03/2025
,KINGFISH GENUS,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,3.5,0,180,50,2,2,2,1,0,0,,,1515620110329010,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329010,2,,,DUVAL,1719,169273,,1,1,1,2,1,2,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329010,8,32207,03/03/2025
,KINGFISH GENUS,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,3.5,0,2,0,2,0,1,0,1,0,,,1515620110329011,6,2,3,,,,Y,,1515620110329,,03,wd,1515620110329010,2,,,DUVAL,1720,169273,,1,1,1,8,2,8,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329010,8,32277,03/03/2025
,KINGFISH GENUS,201126128303wd,15156201103293143,2011,6,12,31,12,31,43,1,3,1,1,5,0,120,20,2,1,2,8,0,0,,,1515620110329012,6,2,1,,,,Y,,1515620110329,,03,wd,1515620110329012,2,,,DUVAL,1810,169273,,1,1,1,8,1,1,,,1,21APR201113:39,1,8835440600,,,,,,,,,,,,,,11585.831486,201126128303wd,,0,1515620110329012,8,32250,03/03/2025
