PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MODE2001,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,11,34,11,1004,8,7,E,5,6,,50,12,1,1,0,0,0,0,2,1,1696120111105002,5,6,2,,0,6.5,Y,,1696120111105,3,11,we,1696120111105002,,,,CUMBERLAND,167680,,1332,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6129.6514443,201165348711we,,0,1696120111105002,8,08321,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,42,45,34,11,1004,8,7,E,5,5,,3,1,1,1,0,0,0,0,3,1,1696120111105003,5,6,2,,0,6,O,,1696120111105,3,11,we,1696120111105003,,,,,167680,,1402,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,11598.863389,201165348711we,,0,1696120111105003,8,19032,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,33,34,11,1004,8,7,E,5,5,0,100,30,2,1,1,0,0,0,2,1,1696120111105004,5,6,2,,0,7,Y,,1696120111105,3,11,we,1696120111105004,1,,,SALEM,167680,,1440,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3236.2978387,201165348711we,,0,1696120111105004,8,08098,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,33,34,11,1004,8,7,E,5,5,0,50,6,1,1,1,0,0,1,2,2,1696120111105005,5,6,2,,0,7,Y,,1696120111105,3,11,we,1696120111105004,1,,,SALEM,167680,,1447,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3236.2978387,201165348711we,,0,1696120111105005,8,08079,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,1,34,11,1004,8,7,E,5,5.5,0,20,3,1,1,1,0,0,0,4,1,1696120111105006,5,6,2,,0,6,Y,,1696120111105,3,11,we,1696120111105006,1,,,ATLANTIC,167680,,1454,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6129.6514443,201165348711we,,0,1696120111105006,8,08225,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,11,34,11,1004,8,7,E,5,5.5,,3,0,2,1,0,0,0,1,4,2,1696120111105007,5,6,2,,0,6,Y,,1696120111105,3,11,we,1696120111105006,,,,CUMBERLAND,167680,,1456,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6129.6514443,201165348711we,,0,1696120111105007,8,08360,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,11,34,11,1004,8,7,E,5,6,,8,1,1,1,0,0,0,0,2,1,1696120111105008,5,6,2,,0,9,Y,,1696120111105,3,11,we,1696120111105008,,,,CUMBERLAND,167680,,1600,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3236.2978387,201165348711we,,0,1696120111105008,8,08332,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,15,34,11,1004,8,7,E,5,6,,4,0,1,1,0,0,0,1,2,2,1696120111105009,5,6,2,,0,9,Y,,1696120111105,3,11,we,1696120111105008,,,,GLOUCESTER,167680,,1604,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3236.2978387,201165348711we,,0,1696120111105009,8,08094,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,42,29,34,11,1004,8,7,E,5,2,,25,3,2,1,0,0,0,0,6,1,1696120111105010,5,6,2,,0,3,O,,1696120111105,3,11,we,1696120111105010,,,,,167680,,1613,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6015.7443371,201165348711we,,0,1696120111105010,8,19335,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,51,700,34,11,1004,8,7,E,5,2,,2,0,2,1,0,0,0,1,6,2,1696120111105011,5,6,2,,0,3,O,,1696120111105,3,11,we,1696120111105010,,,,NEWPORT NEWS CITY,167680,,1618,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6015.7443371,201165348711we,,0,1696120111105011,8,23602,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,42,29,34,11,1004,8,7,E,5,2,0,0,0,1,1,1,0,0,1,6,2,1696120111105012,5,6,2,,0,3,O,,1696120111105,3,11,we,1696120111105010,1,0,1,,167680,,1623,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6015.7443371,201165348711we,,0,1696120111105012,8,19380,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,42,29,34,11,1004,8,7,E,5,2,,2,1,1,1,0,0,0,1,6,2,1696120111105013,5,6,2,,0,3,O,,1696120111105,3,11,we,1696120111105010,,,,,167680,,1626,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6015.7443371,201165348711we,,0,1696120111105013,8,19310,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,42,45,34,11,1004,8,7,E,5,4,0,30,1,2,1,0,1,0,0,2,1,1696120111105014,5,6,1,,0,6,O,,1696120111105,3,11,we,1696120111105014,1,1,0,,167680,,1633,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,4082.600439,201165348711we,,0,1696120111105014,8,19036,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,42,45,34,11,1004,8,7,E,5,4,0,30,1,2,1,0,2,0,1,2,2,1696120111105015,5,6,1,,0,6,O,,1696120111105,3,11,we,1696120111105014,1,2,0,,167680,,1639,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,4082.600439,201165348711we,,0,1696120111105015,8,19036,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111003,2011,5,42,71,34,11,1003,8,7,E,5,2.5,0,30,3,1,1,1,0,0,0,1,8,1696120111105016,5,6,2,,0,3.5,O,,1696120111105,3,11,we,1696120111105016,1,,,,167680,,1651,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,824.68344027,201165348711we,,0,1696120111105016,8,17562,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,15,34,11,1004,8,7,E,5,5,0,30,7,1,1,1,1,0,0,2,1,1696120111105017,5,6,1,,0,7,Y,,1696120111105,3,11,we,1696120111105017,1,1,0,GLOUCESTER,167680,,1722,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6129.6514443,201165348711we,,0,1696120111105017,8,08096,03/03/2025
,STRIPED BASS,201165348711we,1696120111105111004,2011,5,34,15,34,11,1004,8,7,E,5,5,0,30,8,1,1,1,1,0,0,2,1,1696120111105018,5,6,1,,0,7,Y,,1696120111105,3,11,we,1696120111105018,1,1,0,GLOUCESTER,167680,,1735,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6129.6514443,201165348711we,,0,1696120111105018,8,08086,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,34,9,34,9,1044,8,7,E,5,3,0,12,2,2,1,2,0,0,0,2,1,1696120111112001,5,6,2,,0,4,Y,,1696120111112,3,11,we,1696120111112001,1,,,CAPE MAY,167680,,1147,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,615.81469872,201165348711we,,0,1696120111112001,8,08260,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,34,9,34,9,1044,8,7,E,5,3,0,2,0,2,1,1,0,0,1,2,2,1696120111112002,5,6,2,,0,4,Y,,1696120111112,3,11,we,1696120111112001,1,,,CAPE MAY,167680,,1149,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,615.81469872,201165348711we,,0,1696120111112002,8,08223,03/03/2025
,STRIPED BASS,201165348711we,1696120111112951,2011,5,34,15,34,9,51,8,7,E,5,2.5,0,12,4,1,1,1,1,0,0,3,1,1696120111112003,5,6,1,,0,4,Y,,1696120111112,3,11,we,1696120111112003,1,1,0,GLOUCESTER,167680,,1250,,1,1,8,1,1,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,4125.9924861,201165348711we,,0,1696120111112003,8,08080,03/03/2025
,STRIPED BASS,201165348711we,1696120111112951,2011,5,34,15,34,9,51,8,7,E,5,2.5,,50,7,1,1,0,0,0,1,3,2,1696120111112004,5,6,2,,0,4,Y,,1696120111112,3,11,we,1696120111112003,,,,GLOUCESTER,167680,,1253,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,4125.9924861,201165348711we,,0,1696120111112004,8,08080,03/03/2025
,STRIPED BASS,201165348711we,1696120111112951,2011,5,34,9,34,9,51,8,7,5,5,4,,8,1,2,1,0,0,0,0,2,1,1696120111112005,5,6,2,,0,6.5,Y,,1696120111112,3,11,we,1696120111112005,,,,CAPE MAY,167680,,1259,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2807.8190295,201165348711we,,0,1696120111112005,8,08204,03/03/2025
,STRIPED BASS,201165348711we,1696120111112951,2011,5,34,9,34,9,51,8,7,5,5,4,,8,1,1,1,0,0,0,1,2,2,1696120111112006,5,6,2,,0,6.5,Y,,1696120111112,3,11,we,1696120111112005,,,,CAPE MAY,167680,,1301,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2807.8190295,201165348711we,,0,1696120111112006,8,08204,03/03/2025
STRIPED BASS,TAUTOG,201165348711we,169612011111291044,2011,5,42,91,34,9,1044,8,7,5,5,1.5,,100,20,2,1,0,0,0,0,1,8,1696120111112007,5,6,2,,0,4.5,O,,1696120111112,3,11,we,1696120111112007,,,,,170479,167680,1345,,1,1,8,1,8,,,,26MAR201214:26,8,8839010101,8835020102,,8,,,,,,,,8,,,776.85228142,201165348711we,,0,1696120111112007,8,19044,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,17,34,9,1044,8,7,E,5,3,,25,7,1,1,0,0,0,0,3,1,1696120111112008,5,6,2,,0,5.5,O,,1696120111112,3,11,we,1696120111112008,,,,,167680,,1402,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,776.85228142,201165348711we,,0,1696120111112008,8,18954,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,101,34,9,1044,8,7,E,5,3,,3,1,1,1,0,0,0,1,3,2,1696120111112009,5,6,2,,0,5.5,O,,1696120111112,3,11,we,1696120111112008,,,,,167680,,1405,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,776.85228142,201165348711we,,0,1696120111112009,8,19136,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,101,34,9,1044,8,7,E,5,1,,0,0,1,1,0,0,0,1,3,2,1696120111112010,5,6,2,,0,5.5,O,,1696120111112,3,11,we,1696120111112008,,,,,167680,,1407,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,776.85228142,201165348711we,,0,1696120111112010,8,19136,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,34,9,34,9,1044,8,7,E,5,6.5,0,100,30,2,1,0,2,0,0,5,1,1696120111112011,5,6,1,,0,7.5,Y,,1696120111112,3,11,we,1696120111112011,1,2,0,CAPE MAY,167680,,1448,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,726.90034428,201165348711we,,0,1696120111112011,8,08202,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,34,9,34,9,1044,8,7,E,5,6.5,0,100,30,1,1,0,2,0,1,5,2,1696120111112012,5,6,1,,0,7.5,Y,,1696120111112,3,11,we,1696120111112011,1,2,0,CAPE MAY,167680,,1454,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,726.90034428,201165348711we,,0,1696120111112012,8,08023,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,91,34,9,1044,8,7,E,5,6.5,0,30,7,1,1,1,1,0,1,5,2,1696120111112013,5,6,1,,0,7.5,O,,1696120111112,3,11,we,1696120111112011,1,,,,167680,,1459,,1,1,1,1,2,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,916.98719109,201165348711we,,0,1696120111112013,8,19031,03/03/2025
BLUEFISH,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,91,34,9,1044,8,7,E,5,6.5,,14,6,1,1,0,0,0,1,5,2,1696120111112014,5,6,2,,0,7.5,O,,1696120111112,3,11,we,1696120111112011,,,,,167680,168559,1505,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,8835250101,,8,,,,,,,,8,,,916.98719109,201165348711we,,0,1696120111112014,8,19031,03/03/2025
,,201165348711we,169612011111291044,2011,5,34,9,34,9,1044,8,7,E,5,6,,5,4,1,1,0,0,0,0,3,1,1696120111112015,5,6,2,,0,8,Y,,1696120111112,3,11,we,1696120111112015,,,,CAPE MAY,,,1525,,1,1,8,1,8,,,,26MAR201214:26,8,,,,8,,,,,,,,8,,,615.81469872,201165348711we,,0,1696120111112015,8,08270,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,34,1,34,9,1044,8,7,E,5,6,0,60,10,2,1,1,0,0,1,3,2,1696120111112016,5,6,2,,0,8,Y,,1696120111112,3,11,we,1696120111112015,1,,,ATLANTIC,167680,,1528,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,615.81469872,201165348711we,,0,1696120111112016,8,08244,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,34,1,34,9,1044,8,7,E,5,6,,3,3,1,1,0,0,0,1,3,2,1696120111112017,5,6,2,,0,8,Y,,1696120111112,3,11,we,1696120111112015,,,,ATLANTIC,167680,,1531,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,615.81469872,201165348711we,,0,1696120111112017,8,08224,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,41,34,9,1044,8,7,E,5,5,,3,0,2,1,0,0,0,0,4,1,1696120111112018,5,6,2,,0,6,O,,1696120111112,3,11,we,1696120111112018,,,,,167680,,1550,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,963.69882765,201165348711we,,0,1696120111112018,8,17050,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,43,34,9,1044,8,7,E,5,5,,8,0,1,1,0,0,0,1,4,2,1696120111112019,5,6,2,,0,6,O,,1696120111112,3,11,we,1696120111112018,,,,,167680,,1554,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,963.69882765,201165348711we,,0,1696120111112019,8,17112,03/03/2025
,STRIPED BASS,201165348711we,169612011111291044,2011,5,42,43,34,9,1044,8,7,E,5,5,,4,0,2,1,0,0,0,1,4,2,1696120111112020,5,6,2,,0,6,O,,1696120111112,3,11,we,1696120111112018,,,,,167680,,1556,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,963.69882765,201165348711we,,0,1696120111112020,8,17112,03/03/2025
,STRIPED BASS,201165348711we,1696120111120111049,2011,5,34,11,34,11,1049,8,7,E,5,1,0,50,2,1,1,1,2,0,0,1,8,1696120111120001,5,6,1,,0,2,Y,,1696120111120,3,11,we,1696120111120001,1,2,0,CUMBERLAND,167680,,1208,,1,1,8,1,1,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,6129.6514443,201165348711we,,0,1696120111120001,8,08324,03/03/2025
,STRIPED BASS,201165348711we,1696120111120111110,2011,5,34,15,34,11,1110,8,7,E,5,3,0,15,9,2,1,2,0,0,0,2,1,1696120111120002,5,6,2,,0,6.5,Y,,1696120111120,3,11,we,1696120111120002,1,0,1,GLOUCESTER,167680,,1246,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,29428.333717,201165348711we,,0,1696120111120002,8,08094,03/03/2025
,STRIPED BASS,201165348711we,1696120111120111110,2011,5,34,15,34,11,1110,8,7,E,5,3,0,35,6,1,1,1,1,0,1,2,2,1696120111120003,5,6,1,,0,6.5,Y,,1696120111120,3,11,we,1696120111120002,1,1,0,GLOUCESTER,167680,,1257,,1,1,8,1,1,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,29428.333717,201165348711we,,0,1696120111120003,8,08028,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,4,0,50,20,1,1,0,1,0,0,2,1,1696120111120004,5,6,1,,0,6,Y,,1696120111120,3,11,we,1696120111120004,1,1,0,GLOUCESTER,167680,,1325,,1,1,8,1,1,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120004,8,08344,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,11,34,11,66,8,7,E,5,4,,156,25,1,1,0,0,0,1,2,2,1696120111120005,5,6,2,,0,6,Y,,1696120111120,3,11,we,1696120111120004,,,,CUMBERLAND,167680,,1330,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120005,8,08361,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,2,,10,2,1,1,0,0,0,0,4,1,1696120111120006,5,6,2,,0,5.5,Y,,1696120111120,3,11,we,1696120111120006,,,,GLOUCESTER,167680,,1428,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3218.9462743,201165348711we,,0,1696120111120006,8,08094,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,2,0,5,1,1,1,1,0,0,1,4,2,1696120111120007,5,6,2,,0,5.5,Y,,1696120111120,3,11,we,1696120111120006,1,,,GLOUCESTER,167680,,1432,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3218.9462743,201165348711we,,0,1696120111120007,8,08094,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,2,0,4,0,1,1,1,0,0,1,4,2,1696120111120008,5,6,2,,0,5.5,Y,,1696120111120,3,11,we,1696120111120006,1,,,GLOUCESTER,167680,,1448,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3218.9462743,201165348711we,,0,1696120111120008,8,08094,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,6.5,0,5,2,1,1,1,1,0,0,3,1,1696120111120009,5,6,1,,0,8,Y,,1696120111120,3,11,we,1696120111120009,1,1,0,GLOUCESTER,167680,,1458,,1,1,8,1,1,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120009,8,08094,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,6.5,,10,3,1,1,0,0,0,1,3,2,1696120111120010,5,6,2,,0,8,Y,,1696120111120,3,11,we,1696120111120009,,,,GLOUCESTER,167680,,1503,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120010,8,08094,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,5,34,11,66,8,7,E,5,6.5,0,3,2,1,1,1,0,0,1,3,2,1696120111120011,5,6,2,,0,8,Y,,1696120111120,3,11,we,1696120111120009,1,,,BURLINGTON,167680,,1507,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120011,8,08060,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,42,77,34,11,66,8,7,E,5,4,,7,1,2,1,0,0,0,0,2,1,1696120111120012,5,6,2,,0,5.5,O,,1696120111120,3,11,we,1696120111120012,,,,,167680,,1523,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3099.611698,201165348711we,,0,1696120111120012,8,18032,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,42,17,34,11,66,8,7,E,5,4,,20,6,1,1,0,0,0,1,2,2,1696120111120013,5,6,2,,0,5.5,O,,1696120111120,3,11,we,1696120111120012,,,,,167680,,1528,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3099.611698,201165348711we,,0,1696120111120013,8,18930,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,7,34,11,66,8,7,E,5,6.5,,15,2,1,1,0,0,0,0,2,1,1696120111120014,5,6,2,,0,8.5,Y,,1696120111120,3,11,we,1696120111120014,,,,CAMDEN,167680,,1534,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,4742.6833532,201165348711we,,0,1696120111120014,8,08081,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,33,34,11,66,8,7,E,5,7,,25,6,1,1,0,0,0,0,2,1,1696120111120015,5,6,2,,0,9,Y,,1696120111120,3,11,we,1696120111120015,,,,SALEM,167680,,1538,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,4742.6833532,201165348711we,,0,1696120111120015,8,08067,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,42,29,34,11,66,8,7,E,5,6,0,2,0,1,1,1,0,0,0,2,1,1696120111120016,5,6,2,,0,9,O,,1696120111120,3,11,we,1696120111120016,1,,,,167680,,1550,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3099.611698,201165348711we,,0,1696120111120016,8,19475,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,42,91,34,11,66,8,7,E,5,6,,25,4,1,1,0,0,0,1,2,2,1696120111120017,5,6,2,,0,9,O,,1696120111120,3,11,we,1696120111120016,,,,,167680,,1555,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3099.611698,201165348711we,,0,1696120111120017,8,19403,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,5,34,11,66,8,7,E,5,5,0,50,2,1,1,1,1,0,0,3,1,1696120111120018,5,6,1,,0,6,Y,,1696120111120,3,11,we,1696120111120018,1,1,0,BURLINGTON,167680,,1604,,1,1,8,1,1,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120018,8,08052,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,5,,30,4,1,1,0,0,0,1,3,2,1696120111120019,5,6,2,,0,6,Y,,1696120111120,3,11,we,1696120111120018,,,,GLOUCESTER,167680,,1610,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120019,8,08062,03/03/2025
,STRIPED BASS,201165348711we,16961201111201166,2011,5,34,15,34,11,66,8,7,E,5,5,0,50,5,1,1,1,0,0,1,3,2,1696120111120020,5,6,2,,0,6,Y,,1696120111120,3,11,we,1696120111120018,1,,,GLOUCESTER,167680,,1612,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,2457.0777349,201165348711we,,0,1696120111120020,8,08080,03/03/2025
,STRIPED BASS,201165348711wd,169812011110725100,2011,5,42,95,34,25,100,8,7,D,5,7,,4,0,1,1,0,0,0,0,2,1,1698120111107009,5,6,2,,0,8,O,,1698120111107,3,11,wd,1698120111107009,,,,,167680,,1650,,1,1,8,1,8,,,,26MAR201214:26,8,8835020102,,,8,,,,,,,,8,,,3754.2295642,201165348711wd,,0,1698120111107009,8,18086,03/03/2025
,STRIPED BASS,201165368311we,1610820111105103224,2011,5,36,103,36,103,224,5,3,1,1,8,0,100,98,1,1,0,0,0,0,,,1610820111105001,5,6,2,,0,0,Y,,1610820111105,1,11,we,1610820111105001,,,,SUFFOLK,167680,,1635,,1,1,8,1,8,,,,26MAR201214:26,1,8835020102,,,8,,,,,,,,5,,,6149.6441929,201165368311we,,0,1610820111105001,8,17706,03/03/2025
,STRIPED BASS,201165368311we,1610820111105103224,2011,5,36,103,36,103,224,5,3,1,1,8,0,90,59,1,1,0,0,0,0,,,1610820111105002,5,6,2,,0,0,Y,,1610820111105,1,11,we,1610820111105002,,,,SUFFOLK,167680,,1645,,1,1,8,1,8,,,,26MAR201214:26,1,8835020102,,,8,,,,,,,,5,,,6149.6441929,201165368311we,,0,1610820111105002,8,11706,03/03/2025
BLUEFISH,STRIPED BASS,201165368311we,1610820111105103224,2011,5,36,79,36,103,224,5,3,1,1,8,0,30,15,1,1,0,0,0,0,,,1610820111105003,5,6,2,,0,0,Y,,1610820111105,1,11,we,1610820111105003,,,,PUTNAM,167680,168559,1700,,1,1,8,1,8,,,,26MAR201214:26,1,8835020102,8835250101,,8,,,,,,,,5,,,6149.6441929,201165368311we,,0,1610820111105003,8,10579,03/03/2025
,STRIPED BASS,201165368311we,1610820111105103224,2011,5,36,103,36,103,224,5,3,1,1,6,0,35,20,1,1,0,0,0,0,,,1610820111105004,5,6,2,,0,0,Y,,1610820111105,1,11,we,1610820111105004,,,,SUFFOLK,167680,,1710,,1,1,8,2,8,,,,26MAR201214:26,1,8835020102,,,8,,,,,,,,5,,,6149.6441929,201165368311we,,0,1610820111105004,8,11701,03/03/2025
BLUEFISH,STRIPED BASS,201165368311we,1610820111105103224,2011,5,36,103,36,103,224,5,3,1,1,4.5,0,70,98,1,1,0,0,0,0,,,1610820111105005,5,6,2,,0,0,Y,,1610820111105,1,11,we,1610820111105005,,,,SUFFOLK,167680,168559,1720,,1,1,8,1,8,,,,26MAR201214:26,1,8835020102,8835250101,,8,,,,,,,,5,,,6149.6441929,201165368311we,,0,1610820111105005,8,11701,03/03/2025
,STRIPED BASS,201165368311we,1610820111105103224,2011,5,36,59,36,103,224,5,3,1,1,6,0,50,35,1,1,0,0,0,0,,,1610820111105006,5,6,2,,0,0,Y,,1610820111105,1,11,we,1610820111105006,,,,NASSAU,167680,,1730,,1,1,8,2,8,,,,26MAR201214:26,1,8835020102,,,8,,,,,,,,5,,,6149.6441929,201165368311we,,0,1610820111105006,8,11516,03/03/2025
