PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,NEW_LIST,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,IMP_REC,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,DISTKEYS,REEF,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
BLUEFISH,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,5,34,1786820211203001,1,4.00,0.00,12,6,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,1,Y,we,,1786820211203,1,1786820211203001,,,1,S:8AM-8PM,08055,12,,,BURLINGTON,1112,5,1,1,167680,168559,,1,75,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203001,03/03/2025
,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,29,34,1786820211203002,1,4.00,0.00,55,22,6,5,219,5,3,2,1,,,0,0,1,0,1,,29,,,2,Y,we,,1786820211203,1,1786820211203002,1,,1,S:8AM-8PM,08735,12,,,OCEAN,1124,5,1,1,167680,,,1,35,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203002,03/03/2025
BLUEFISH,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,11,34,1786820211203003,1,6.00,0.00,50,10,6,5,219,5,3,2,1,,,0,0,2,0,1,,29,,,2,Y,we,,1786820211203,1,1786820211203003,1,,1,S:8AM-8PM,08332,12,,,CUMBERLAND,1135,5,1,1,167680,168559,,1,57,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203003,03/03/2025
BLUEFISH,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,7,34,1786820211203004,1,6.00,0.00,65,20,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1786820211203,1,1786820211203004,,,1,S:8AM-8PM,08034,12,,,CAMDEN,1141,5,1,1,167680,168559,,1,60,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203004,03/03/2025
BLUEFISH,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,29,34,1786820211203005,1,3.00,0.00,36,6,6,5,219,5,3,2,1,,,0,0,1,0,1,,29,,,2,Y,we,,1786820211203,1,1786820211203005,1,,1,S:8AM-8PM,08723,12,,,OCEAN,1146,5,1,1,167680,168559,,1,61,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203005,03/03/2025
,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,29,34,1786820211203006,1,2.00,0.00,20,10,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1786820211203,1,1786820211203006,,,1,S:8AM-8PM,08732,12,,,OCEAN,1215,5,1,1,167680,,,1,40,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203006,03/03/2025
BLUEFISH,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,29,34,1786820211203007,1,3.50,0.00,7,3,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,1,Y,we,,1786820211203,1,1786820211203007,,,1,S:8AM-8PM,08732,12,,,OCEAN,1230,5,1,1,167680,168559,,1,67,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203007,03/03/2025
BLUEFISH,STRIPED BASS,2021123413weS:8AM-8PM,2021634131786820211203,2021,5,34,23,34,1786820211203008,1,7.50,0.00,10,6,6,5,219,5,3,2,1,,,0,0,1,0,1,,29,,,2,Y,we,,1786820211203,1,1786820211203008,1,,1,S:8AM-8PM,07080,12,,,MIDDLESEX,1356,5,1,1,167680,168559,,1,61,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,6515.993453,2021123413weS:8AM-8PM,,0,1786820211203008,03/03/2025
BLUEFISH,STRIPED BASS,2021113423weS:8AM-8PM,2021634231795720211106,2021,5,34,7,34,1795720211106001,1,4.50,0.00,24,3,6,5,878,5,3,2,1,,,0,0,0,0,1,,9,,,2,Y,we,,1795720211106,1,1795720211106001,,,2,S:8AM-8PM,08035,11,,,CAMDEN,1632,5,1,1,167680,168559,,1,35,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,8642.1089697,2021113423weS:8AM-8PM,,0,1795720211106001,03/03/2025
,STRIPED BASS,2021113423weS:8AM-8PM,2021634231795720211106,2021,5,42,17,34,1795720211106002,1,2.00,0.00,1,1,6,5,878,5,3,2,1,,,0,0,0,0,1,,9,,,2,O,we,,1795720211106,1,1795720211106002,,,2,S:8AM-8PM,18976,11,,,,1635,5,1,1,167680,,,1,54,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,8642.1089697,2021113423weS:8AM-8PM,,0,1795720211106002,03/03/2025
,STRIPED BASS,2021113423weS:8AM-8PM,2021634231795720211106,2021,5,42,17,34,1795720211106003,1,2.00,0.00,1,1,6,5,878,5,3,2,1,,,0,0,0,0,1,,9,,,2,O,we,,1795720211106,1,1795720211106003,,,2,S:8AM-8PM,18976,11,,,,1635,5,1,1,167680,,,2,52,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,8642.1089697,2021113423weS:8AM-8PM,,0,1795720211106003,03/03/2025
STRIPED BASS,BLUEFISH,2021113423weS:8AM-8PM,2021634231795820211114,2021,5,42,101,34,1795820211114001,1,3.00,0.00,50,15,6,5,1597,5,3,2,1,,,0,0,1,0,1,,9,,,2,O,we,,1795820211114,1,1795820211114001,1,,2,S:8AM-8PM,19136,11,,,,1501,5,1,1,168559,167680,,1,62,2,1,8,8,18JAN22:10:44,8835250101,8835020102,,,,,,,,15555.796145,2021113423weS:8AM-8PM,,0,1795820211114001,03/03/2025
STRIPED BASS,BLUEFISH,2021113423weS:8AM-8PM,2021634231795820211114,2021,5,42,101,34,1795820211114002,1,3.00,0.00,10,10,6,5,1597,5,3,2,1,,,0,0,1,0,1,,9,,,2,O,we,,1795820211114,1,1795820211114002,1,,2,S:8AM-8PM,19135,11,,,,1505,5,1,1,168559,167680,,1,58,2,1,8,8,18JAN22:10:44,8835250101,8835020102,,,,,,,,15555.796145,2021113423weS:8AM-8PM,,0,1795820211114002,03/03/2025
,STRIPED BASS,2021123423weS:8AM-8PM,2021634231795820211204,2021,5,34,9,34,1795820211204001,1,2.50,0.00,150,25,6,5,1058,5,3,2,1,,,0,0,0,0,1,,9,,,2,Y,we,,1795820211204,1,1795820211204001,,,2,S:8AM-8PM,08260,12,,,CAPE MAY,1743,5,1,1,167680,,,1,69,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,18513.098269,2021123423weS:8AM-8PM,,0,1795820211204001,03/03/2025
BLUEFISH,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,35,34,1795920211106001,1,5.00,0.00,25,15,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106001,,,1,S:8AM-8PM,08823,11,,,SOMERSET,1101,5,1,1,167680,168559,,1,55,2,1,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106001,03/03/2025
BLUEFISH,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,15,34,1795920211106002,1,6.00,0.00,35,7,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106002,,,1,S:8AM-8PM,08096,11,,,GLOUCESTER,1103,5,1,1,167680,168559,,1,62,2,2,8,8,18JAN22:10:44,8835020102,8835250101,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106002,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,31,34,1795920211106004,1,0.50,0.00,30,8,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106004,,,1,S:8AM-8PM,07506,11,,,PASSAIC,1135,5,1,1,167680,,,1,75,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106004,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,5,34,1795920211106005,1,5.00,0.00,30,15,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106005,,,1,S:8AM-8PM,08088,11,,,BURLINGTON,1137,5,1,1,167680,,,1,48,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106005,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,5,34,1795920211106006,1,5.00,0.00,20,5,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106006,,,1,S:8AM-8PM,08054,11,,,BURLINGTON,1149,5,1,1,167680,,,1,57,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106006,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,5,34,1795920211106007,1,5.00,0.00,15,10,6,5,219,5,3,2,1,,,0,0,1,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106007,1,,1,S:8AM-8PM,08088,11,,,BURLINGTON,1150,5,1,1,167680,,,1,48,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106007,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,42,103,34,1795920211106008,1,4.50,0.00,5,5,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,1,O,we,,1795920211106,1,1795920211106008,,,1,S:8AM-8PM,19154,11,,,,1235,5,1,1,167680,,,1,53,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106008,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,27,34,1795920211106009,1,6.00,0.00,30,10,6,5,219,5,3,2,1,,,0,0,1,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106009,1,,1,S:8AM-8PM,07438,11,,,MORRIS,1313,5,1,1,167680,,,1,52,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,4024.7374401,2021113413weS:8AM-8PM,,0,1795920211106009,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,10,3,34,1795920211106010,1,6.00,0.00,2,1,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,O,we,,1795920211106,1,1795920211106010,,,1,S:8AM-8PM,19720,11,,,NEW CASTLE,1418,5,1,1,167680,,,1,59,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,5289.4236342,2021113413weS:8AM-8PM,,0,1795920211106010,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,27,34,1795920211106011,1,3.00,0.00,8,2,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106011,,,1,S:8AM-8PM,07960,11,,,MORRIS,1511,5,1,1,167680,,,1,29,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,5289.4236342,2021113413weS:8AM-8PM,,0,1795920211106011,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131795920211106,2021,5,34,29,34,1795920211106012,1,3.00,0.00,3,1,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211106,1,1795920211106012,,,1,S:8AM-8PM,08723,11,,,OCEAN,1508,5,1,1,167680,,,1,64,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,5289.4236342,2021113413weS:8AM-8PM,,0,1795920211106012,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131795920211201,2021,5,34,25,34,1795920211201001,1,1.50,0.00,50,10,6,5,1139,5,3,2,1,,,0,0,1,0,1,,25,,,2,Y,wd,,1795920211201,1,1795920211201001,1,,1,S:8AM-8PM,07740,12,,,MONMOUTH,1431,5,1,1,167680,,,1,23,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,3933.8155916,2021123413wdS:8AM-8PM,,0,1795920211201001,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131795920211201,2021,5,34,25,34,1795920211201002,1,1.50,0.00,10,0,6,5,1139,5,3,2,1,,,0,0,0,0,1,,25,,,2,Y,wd,,1795920211201,1,1795920211201002,,,1,S:8AM-8PM,07740,12,,,MONMOUTH,1431,5,1,1,167680,,,1,23,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,3933.8155916,2021123413wdS:8AM-8PM,,0,1795920211201002,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131795920211201,2021,5,34,25,34,1795920211201003,1,1.00,0.00,50,10,6,5,1139,5,3,2,1,,,0,0,0,0,1,,25,,,2,Y,wd,,1795920211201,1,1795920211201003,,,1,S:8AM-8PM,08736,12,,,MONMOUTH,1606,5,1,1,167680,,,1,22,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,3933.8155916,2021123413wdS:8AM-8PM,,0,1795920211201003,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131795920211201,2021,5,34,25,34,1795920211201004,1,1.00,0.00,300,0,6,5,1139,5,3,1,1,,,0,0,1,1,1,,25,,,2,Y,wd,,1795920211201,1,1795920211201004,1,,1,S:8AM-8PM,07712,12,1,0,MONMOUTH,1703,5,1,1,167680,,,1,60,2,1,1,8,18JAN22:10:44,8835020102,,,,,,,,,6695.5705406,2021123413wdS:8AM-8PM,,0,1795920211201004,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131795920211201,2021,5,34,25,34,1795920211201005,1,1.50,0.00,25,4,6,5,1139,5,3,2,1,,,0,0,1,0,1,,25,,,2,Y,wd,,1795920211201,1,1795920211201005,1,,1,S:8AM-8PM,07712,12,,,MONMOUTH,1718,5,1,1,167680,,,1,42,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,6695.5705406,2021123413wdS:8AM-8PM,,0,1795920211201005,03/03/2025
,STRIPED BASS,2021123413weS:8AM-8PM,2021634131795920211210,2021,5,34,29,34,1795920211210001,1,2.00,0.00,50,10,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211210,1,1795920211210001,,,1,S:8AM-8PM,08733,12,,,OCEAN,1325,5,1,1,167680,,,1,62,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,2429.2194406,2021123413weS:8AM-8PM,,0,1795920211210001,03/03/2025
,STRIPED BASS,2021123413weS:8AM-8PM,2021634131795920211210,2021,5,34,5,34,1795920211210002,1,1.50,0.00,30,5,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,1,Y,we,,1795920211210,1,1795920211210002,,,1,S:8AM-8PM,08088,12,,,BURLINGTON,1421,5,1,1,167680,,,1,68,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,1088.9342026,2021123413weS:8AM-8PM,,0,1795920211210002,03/03/2025
,STRIPED BASS,2021123413weS:8AM-8PM,2021634131795920211210,2021,5,34,5,34,1795920211210003,1,1.50,0.00,10,0,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,we,,1795920211210,1,1795920211210003,,,1,S:8AM-8PM,08088,12,,,BURLINGTON,1421,5,1,1,167680,,,1,15,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,1088.9342026,2021123413weS:8AM-8PM,,0,1795920211210003,03/03/2025
,STRIPED BASS,2021123413weS:8AM-8PM,2021634131795920211226,2021,5,34,29,34,1795920211226001,1,4.50,0.00,45,0,6,5,219,5,3,2,1,,,0,0,1,0,1,,29,,,2,Y,we,,1795920211226,1,1795920211226001,1,,1,S:8AM-8PM,08753,12,,,OCEAN,1147,5,1,1,167680,,,1,52,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,2335.715941,2021123413weS:8AM-8PM,,0,1795920211226001,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131796020211126,2021,5,36,87,34,1796020211126001,1,1.00,0.00,4,2,6,5,1139,5,3,2,1,,,0,0,0,0,1,,25,,,2,O,we,,1796020211126,1,1796020211126001,,,1,S:8AM-8PM,10956,11,,,ROCKLAND,1109,5,1,1,167680,,,1,42,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,33319.427516,2021113413weS:8AM-8PM,,0,1796020211126001,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131796020211126,2021,5,42,101,34,1796020211126002,1,5.00,0.00,15,6,6,5,1139,5,3,2,1,,,0,0,1,0,1,,25,,,2,O,we,,1796020211126,1,1796020211126002,1,,1,S:8AM-8PM,19115,11,,,,1123,5,1,1,167680,,,1,40,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,33319.427516,2021113413weS:8AM-8PM,,0,1796020211126002,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131796020211126,2021,5,34,25,34,1796020211126003,1,2.00,0.00,12,4,6,5,1139,5,3,2,1,,,0,0,0,0,1,,25,,,1,Y,we,,1796020211126,1,1796020211126003,,,1,S:8AM-8PM,07712,11,,,MONMOUTH,1311,5,1,1,167680,,,1,55,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,33319.427516,2021113413weS:8AM-8PM,,0,1796020211126003,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131796020211126,2021,5,34,21,34,1796020211126004,1,4.00,0.00,60,40,6,5,1139,5,3,2,1,,,0,0,1,0,1,,25,,,2,Y,we,,1796020211126,1,1796020211126004,1,,1,S:8AM-8PM,08691,11,,,MERCER,1318,5,1,1,167680,,,1,56,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,33319.427516,2021113413weS:8AM-8PM,,0,1796020211126004,03/03/2025
,STRIPED BASS,2021113413weS:8AM-8PM,2021634131796020211126,2021,5,34,25,34,1796020211126005,1,3.00,0.00,20,6,6,5,368,5,3,2,1,,,0,0,1,0,1,,25,,,2,Y,we,,1796020211126,1,1796020211126005,1,,1,S:8AM-8PM,07750,11,,,MONMOUTH,1607,5,1,1,167680,,,1,56,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,41501.631591,2021113413weS:8AM-8PM,,0,1796020211126005,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131796020211216,2021,5,34,29,34,1796020211216001,1,2.00,0.00,8,8,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,wd,,1796020211216,1,1796020211216001,,,1,S:8AM-8PM,08721,12,,,OCEAN,1235,5,1,1,167680,,,1,69,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,3659.8401103,2021123413wdS:8AM-8PM,,0,1796020211216001,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131796020211216,2021,5,34,25,34,1796020211216002,1,1.50,0.00,50,20,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,wd,,1796020211216,1,1796020211216002,,,1,S:8AM-8PM,07762,12,,,MONMOUTH,1241,5,1,1,167680,,,1,39,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,3659.8401103,2021123413wdS:8AM-8PM,,0,1796020211216002,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131796020211216,2021,5,34,27,34,1796020211216003,1,3.50,0.00,100,4,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,1,Y,wd,,1796020211216,1,1796020211216003,,,1,S:8AM-8PM,07405,12,,,MORRIS,1257,5,1,1,167680,,,1,69,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,3659.8401103,2021123413wdS:8AM-8PM,,0,1796020211216003,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131796020211216,2021,5,34,29,34,1796020211216004,1,2.00,0.00,12,4,6,5,219,5,3,2,1,,,0,0,0,0,1,,29,,,2,Y,wd,,1796020211216,1,1796020211216004,,,1,S:8AM-8PM,08757,12,,,OCEAN,1311,5,1,1,167680,,,1,67,2,1,8,8,18JAN22:10:44,8835020102,,,,,,,,,3659.8401103,2021123413wdS:8AM-8PM,,0,1796020211216004,03/03/2025
STRIPED BASS,TAUTOG,2021113413wdS:8AM-8PM,2021634131768020211122,2021,5,34,7,34,1768020211122002,4,8.50,0.00,120,30,6,5,1011,2,3,1,1,,,0,0,1,1,5,,29,,,2,Y,wd,,1768020211122,1,1768020211122002,1,,1,S:8AM-8PM,08109,11,3,0,CAMDEN,1544,2,8,1,170479,167680,,1,34,2,1,1,8,18JAN22:10:44,8839010101,8835020102,,,,,,,,32198.536068,2021113413wdS:8AM-8PM,,0,1768020211122002,03/03/2025
STRIPED BASS,TAUTOG,2021113413wdS:8AM-8PM,2021634131768020211122,2021,5,34,29,34,1768020211122003,4,2.00,,40,12,6,5,1011,2,3,2,1,,,0,0,0,0,5,,29,,,2,Y,wd,,1768020211122,1,1768020211122003,,,1,S:8AM-8PM,99998,11,,,OCEAN,1548,2,8,1,170479,167680,,1,70,2,1,8,8,18JAN22:10:44,8839010101,8835020102,,,,,,,,32198.536068,2021113413wdS:8AM-8PM,,0,1768020211122003,03/03/2025
,TAUTOG,2021113413weS:8AM-8PM,2021634131768020211128,2021,5,34,29,34,1768020211128001,3,3.00,0.00,200,35,6,5,216,4,3,2,1,,,0,0,1,0,5,,29,,,1,Y,we,,1768020211128,1,1768020211128001,1,,1,S:8AM-8PM,08701,11,,,OCEAN,1203,4,8,1,170479,,,1,78,2,2,8,8,18JAN22:10:44,8839010101,,,,,,,,,6150.309244,2021113413weS:8AM-8PM,,0,1768020211128001,03/03/2025
,TAUTOG,2021113413weS:8AM-8PM,2021634131768020211128,2021,5,34,13,34,1768020211128002,3,2.00,0.00,60,20,6,5,216,4,3,1,1,,,0,0,1,1,5,,29,,,2,Y,we,,1768020211128,1,1768020211128002,1,,1,S:8AM-8PM,07052,11,1,0,ESSEX,1238,4,8,1,170479,,,1,68,2,2,1,8,18JAN22:10:44,8839010101,,,,,,,,,6150.309244,2021113413weS:8AM-8PM,,0,1768020211128002,03/03/2025
,TAUTOG,2021113413weS:8AM-8PM,2021634131768020211128,2021,5,34,29,34,1768020211128003,3,1.00,0.00,4,1,6,5,216,4,3,2,1,,,0,0,1,0,5,,29,,,2,Y,we,,1768020211128,1,1768020211128003,1,,1,S:8AM-8PM,08724,11,,,OCEAN,1401,4,8,1,170479,,,2,24,2,1,8,8,18JAN22:10:44,8839010101,,,,,,,,,5169.7027589,2021113413weS:8AM-8PM,,0,1768020211128003,03/03/2025
,TAUTOG,2021113413weS:8AM-8PM,2021634131768020211128,2021,5,34,29,34,1768020211128004,3,1.00,0.00,4,1,6,5,216,4,3,1,1,,,0,0,1,1,5,,29,,,1,Y,we,,1768020211128,1,1768020211128004,1,,1,S:8AM-8PM,07753,11,1,0,OCEAN,1520,4,8,1,170479,,,1,24,2,1,1,8,18JAN22:10:44,8839010101,,,,,,,,,5169.7027589,2021113413weS:8AM-8PM,,0,1768020211128004,03/03/2025
,TAUTOG,2021113413weS:8AM-8PM,2021634131768020211128,2021,5,34,29,34,1768020211128005,3,1.00,0.00,100,25,6,5,216,4,3,1,1,,,0,0,1,1,5,,29,,,2,Y,we,,1768020211128,1,1768020211128005,1,,1,S:8AM-8PM,08724,11,1,0,OCEAN,1529,4,8,1,170479,,,1,50,2,1,1,8,18JAN22:10:44,8839010101,,,,,,,,,5169.7027589,2021113413weS:8AM-8PM,,0,1768020211128005,03/03/2025
,TAUTOG,2021113413weS:8AM-8PM,2021634131768020211128,2021,5,34,29,34,1768020211128006,3,3.00,0.00,60,16,6,5,216,4,3,1,1,,,0,0,1,1,5,,29,,,2,Y,we,,1768020211128,1,1768020211128006,1,,1,S:8AM-8PM,08742,11,1,0,OCEAN,1643,4,8,1,170479,,,1,49,2,1,1,8,18JAN22:10:44,8839010101,,,,,,,,,5169.7027589,2021113413weS:8AM-8PM,,0,1768020211128006,03/03/2025
,WINTER FLOUNDER,2021123413wdS:8AM-8PM,2021634131768020211201,2021,5,34,25,34,1768020211201001,3,3.00,,30,8,6,5,4286,1,3,2,1,,,0,0,0,0,5,,25,,,1,Y,wd,,1768020211201,3,1768020211201001,,,1,S:8AM-8PM,07719,12,,,MONMOUTH,1216,0,8,1,172904,,,1,78,2,1,8,8,18JAN22:10:44,8857042001,,,,,,,,,2624.7216327,2021123413wdS:8AM-8PM,,0,1768020211201001,03/03/2025
,WINTER FLOUNDER,2021123413wdS:8AM-8PM,2021634131768020211201,2021,5,34,35,34,1768020211201002,3,3.50,,50,12,6,5,4286,1,3,2,1,,,0,0,0,0,5,,25,,,1,Y,wd,,1768020211201,3,1768020211201002,,,1,S:8AM-8PM,08540,12,,,SOMERSET,1243,0,8,1,172904,,,1,65,2,1,8,8,18JAN22:10:44,8857042001,,,,,,,,,2624.7216327,2021123413wdS:8AM-8PM,,0,1768020211201002,03/03/2025
,STRIPED BASS,2021123413wdS:8AM-8PM,2021634131768020211201,2021,5,34,25,34,1768020211201003,3,0.50,,100,35,6,5,4286,1,3,2,1,,,0,0,0,0,5,,25,,,2,Y,wd,,1768020211201,3,1768020211201003,,,1,S:8AM-8PM,07740,12,,,MONMOUTH,1307,0,8,1,167680,,,1,38,2,2,8,8,18JAN22:10:44,8835020102,,,,,,,,,2624.7216327,2021123413wdS:8AM-8PM,,0,1768020211201003,03/03/2025
,WINTER FLOUNDER,2021123413wdS:8AM-8PM,2021634131768020211215,2021,5,34,29,34,1768020211215001,3,2.00,,50,5,6,5,4286,4,3,2,1,,,0,0,0,0,5,,25,,,2,Y,wd,,1768020211215,3,1768020211215001,,,1,S:8AM-8PM,08759,12,,,OCEAN,1316,4,8,1,172904,,,1,63,2,2,8,8,18JAN22:10:44,8857042001,,,,,,,,,4050.2892926,2021123413wdS:8AM-8PM,,0,1768020211215001,03/03/2025
BLACK SEA BASS,STRIPED BASS,2021123423wdS:8AM-8PM,2021634231770220211228,2021,5,34,1,34,1770220211228001,4,2.00,0.00,150,45,6,5,381,1,3,2,1,,,0,0,1,0,5,,1,,,2,Y,wd,,1770220211228,1,1770220211228001,1,,2,S:8AM-8PM,08234,12,,,ATLANTIC,1248,0,8,1,167680,167687,,1,33,2,1,8,8,18JAN22:10:44,8835020102,8835020301,,,,,,,,6604.000521,2021123423wdS:8AM-8PM,,0,1770220211228001,03/03/2025
