PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,IMP_REC,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,DISTKEYS,REEF,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,STRIPED BASS,2021042437weS:8AM-8PM,2021224371141320210404,2021,5,24,47,24,1141320210404008,4,2.00,0.00,5,0,2,5,1658,8,7,2,1,4,2,0,1,1,0,5,,47,2.00,,,Y,,we,1141320210404,3,1141320210404006,1,,3,S:8AM-8PM,21811,04,,,WORCESTER,1506,8,8,1,167680,,,2,22,2,1,8,8,11MAR22:10:09,8835020102,,,,,,,,,5500.6103067,2021042437weS:8AM-8PM,,0,1141320210404008,03/03/2025
,YELLOW PERCH,2021032427weS:8AM-8PM,2021224271760920210307,2021,5,24,5,24,1760920210307001,F,6.00,0.00,100,8,2,5,979,8,7,2,1,2,1,0,0,3,0,5,,25,6.00,,,Y,,we,1760920210307,3,1760920210307001,1,,2,S:8AM-8PM,21087,03,,,BALTIMORE,1531,8,8,1,168469,,,1,59,2,1,8,8,11MAR22:10:09,8835200201,,,,,,,,,1012.6075353,2021032427weS:8AM-8PM,,0,1760920210307001,03/03/2025
,YELLOW PERCH,2021032427weS:8AM-8PM,2021224271760920210307,2021,5,24,25,24,1760920210307002,F,6.00,0.00,250,45,2,5,979,8,7,2,1,2,2,0,1,3,0,5,,25,6.00,,,Y,,we,1760920210307,3,1760920210307001,1,,2,S:8AM-8PM,21085,03,,,HARFORD,1531,8,8,1,168469,,,1,73,2,2,8,8,11MAR22:10:09,8835200201,,,,,,,,,1012.6075353,2021032427weS:8AM-8PM,,0,1760920210307002,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210307,2021,5,24,5,24,1760920210307003,F,3.50,,70,3,2,5,979,8,7,2,1,1,8,0,0,0,0,5,,25,4.00,,,Y,,we,1760920210307,3,1760920210307003,,,2,S:8AM-8PM,21152,03,,,BALTIMORE,1645,8,8,1,168160,,,1,23,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,1012.6075353,2021032427weS:8AM-8PM,,0,1760920210307003,03/03/2025
CRAPPIE GENUS,YELLOW PERCH,2021032427weS:8AM-8PM,2021224271760920210307,2021,5,24,5,24,1760920210307004,F,5.50,0.00,330,42,2,5,979,8,7,2,1,2,1,0,0,4,0,5,,25,5.50,,,Y,,we,1760920210307,3,1760920210307004,1,,2,S:8AM-8PM,21286,03,0,10,BALTIMORE,1800,8,8,1,168469,168165,,1,24,2,2,8,8,11MAR22:10:09,8835200201,8835160700,,,,,,,,2493.4714413,2021032427weS:8AM-8PM,,0,1760920210307004,03/03/2025
CRAPPIE GENUS,YELLOW PERCH,2021032427weS:8AM-8PM,2021224271760920210307,2021,5,24,5,24,1760920210307005,F,5.50,0.00,300,15,2,5,979,8,7,2,1,2,2,0,1,4,0,5,,25,5.50,,,Y,,we,1760920210307,3,1760920210307004,1,,2,S:8AM-8PM,21286,03,0,10,BALTIMORE,1800,8,8,1,168469,168165,,1,61,2,2,8,8,11MAR22:10:09,8835200201,8835160700,,,,,,,,2493.4714413,2021032427weS:8AM-8PM,,0,1760920210307005,03/03/2025
,CRAPPIE GENUS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,5,24,1760920210312001,F,1.00,0.00,150,20,2,5,979,8,7,2,1,2,1,0,0,1,0,5,,25,1.00,,,Y,,we,1760920210312,3,1760920210312001,1,,2,S:8AM-8PM,21234,03,,,BALTIMORE,1229,8,8,1,168165,,,1,51,2,1,8,8,11MAR22:10:09,8835160700,,,,,,,,,1334.5722739,2021032427weS:8AM-8PM,,0,1760920210312001,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,5,24,1760920210312003,F,2.50,,70,0,2,5,979,8,7,2,1,1,8,0,0,0,0,5,,25,3.50,,,Y,,we,1760920210312,3,1760920210312003,,,2,S:8AM-8PM,02120,03,,,BALTIMORE,1234,8,8,1,168160,,,1,49,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,950.63574614,2021032427weS:8AM-8PM,,0,1760920210312003,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,25,24,1760920210312004,F,3.00,,60,7,2,5,979,8,7,2,1,1,8,0,0,0,0,5,,25,4.00,,,Y,,we,1760920210312,3,1760920210312004,,,2,S:8AM-8PM,21009,03,,,HARFORD,1303,8,8,1,168160,,,1,18,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,950.63574614,2021032427weS:8AM-8PM,,0,1760920210312004,03/03/2025
,CRAPPIE GENUS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,25,24,1760920210312005,F,2.50,0.00,10,7,2,5,979,8,7,1,1,1,8,0,0,0,3,5,,25,3.00,,,Y,,we,1760920210312,3,1760920210312005,1,,2,S:8AM-8PM,21040,03,3,0,HARFORD,1311,8,8,1,168165,,,1,59,2,1,1,8,11MAR22:10:09,8835160700,,,,,,,,,950.63574614,2021032427weS:8AM-8PM,,0,1760920210312005,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,25,24,1760920210312006,F,4.00,0.00,40,2,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,4.50,,,Y,,we,1760920210312,3,1760920210312006,1,,2,S:8AM-8PM,21085,03,,,HARFORD,1447,8,8,1,168160,,,1,42,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,850.04310409,2021032427weS:8AM-8PM,,0,1760920210312006,03/03/2025
,CRAPPIE GENUS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,25,24,1760920210312007,F,5.50,,0,0,2,5,979,8,7,2,1,2,1,0,0,0,0,5,,25,6.00,,,Y,,we,1760920210312,3,1760920210312007,,,2,S:8AM-8PM,21015,03,,,HARFORD,1631,8,8,1,168165,,,1,59,2,1,8,8,11MAR22:10:09,8835160700,,,,,,,,,850.04310409,2021032427weS:8AM-8PM,,0,1760920210312007,03/03/2025
,CRAPPIE GENUS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,5,24,1760920210312008,F,5.50,,0,0,2,5,979,8,7,2,1,2,2,0,1,0,0,5,,25,6.00,,,Y,,we,1760920210312,3,1760920210312007,,,2,S:8AM-8PM,21237,03,,,BALTIMORE,1637,8,8,1,168165,,,1,62,2,2,8,8,11MAR22:10:09,8835160700,,,,,,,,,850.04310409,2021032427weS:8AM-8PM,,0,1760920210312008,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,42,29,24,1760920210312009,F,6.00,0.00,10,0,2,5,979,8,7,2,1,2,1,0,0,1,0,5,,25,7.00,,,O,,we,1760920210312,3,1760920210312009,1,,2,S:8AM-8PM,19520,03,,,,1651,8,8,1,168160,,,1,52,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,850.04310409,2021032427weS:8AM-8PM,,0,1760920210312009,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,42,29,24,1760920210312010,F,6.00,0.00,10,0,2,5,979,8,7,2,1,2,2,0,1,1,0,5,,25,7.00,,,O,,we,1760920210312,3,1760920210312009,1,,2,S:8AM-8PM,19520,03,,,,1651,8,8,1,168160,,,1,22,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,850.04310409,2021032427weS:8AM-8PM,,0,1760920210312010,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210312,2021,5,24,5,24,1760920210312011,F,2.50,0.00,50,3,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,3.00,,,Y,,we,1760920210312,3,1760920210312011,1,,2,S:8AM-8PM,21087,03,,,BALTIMORE,1656,8,8,1,168160,,,1,21,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,850.04310409,2021032427weS:8AM-8PM,,0,1760920210312011,03/03/2025
,STRIPED BASS,2021032427weS:8AM-8PM,2021224271760920210321,2021,5,24,5,24,1760920210321001,F,2.00,,50,0,2,5,139,8,7,2,1,1,8,0,0,0,0,5,,5,3.00,,,Y,,we,1760920210321,1,1760920210321001,,,2,S:8AM-8PM,21237,03,,,BALTIMORE,1413,8,8,1,167680,,,1,56,2,2,8,8,11MAR22:10:09,8835020102,,,,,,,,,1544.2487071,2021032427weS:8AM-8PM,,0,1760920210321001,03/03/2025
,CRAPPIE GENUS,2021032427weS:8AM-8PM,2021224271760920210326,2021,5,24,5,24,1760920210326001,F,1.50,0.00,60,15,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,1.50,,,Y,,we,1760920210326,3,1760920210326001,1,,2,S:8AM-8PM,21221,03,,,BALTIMORE,1441,8,8,1,168165,,,1,61,2,1,8,8,11MAR22:10:09,8835160700,,,,,,,,,847.58345127,2021032427weS:8AM-8PM,,0,1760920210326001,03/03/2025
,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210326,2021,5,24,25,24,1760920210326002,F,4.00,0.00,30,5,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,5.00,,,Y,,we,1760920210326,3,1760920210326002,1,,2,S:8AM-8PM,21085,03,,,HARFORD,1503,8,8,1,168160,,,1,43,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,847.58345127,2021032427weS:8AM-8PM,,0,1760920210326002,03/03/2025
NORTHERN SNAKEHEAD,LARGEMOUTH BASS,2021032427weS:8AM-8PM,2021224271760920210326,2021,5,24,5,24,1760920210326003,F,3.00,0.00,50,0,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,5.50,,,Y,,we,1760920210326,3,1760920210326003,1,,2,S:8AM-8PM,21234,03,,,BALTIMORE,1631,8,8,1,168160,166680,,1,34,2,1,8,8,11MAR22:10:09,8835160602,8821010109,,,,,,,,847.58345127,2021032427weS:8AM-8PM,,0,1760920210326003,03/03/2025
,NORTHERN SNAKEHEAD,2021032427weS:8AM-8PM,2021224271760920210326,2021,5,24,510,24,1760920210326004,F,0.50,,3,0,2,5,979,8,7,2,1,2,1,0,0,0,0,5,,25,2.00,,,Y,,we,1760920210326,3,1760920210326004,,,2,S:8AM-8PM,21211,03,,,BALTIMORE CITY,1648,8,8,1,166680,,,1,46,2,1,8,8,11MAR22:10:09,8821010109,,,,,,,,,847.58345127,2021032427weS:8AM-8PM,,0,1760920210326004,03/03/2025
,NORTHERN SNAKEHEAD,2021032427weS:8AM-8PM,2021224271760920210326,2021,5,24,510,24,1760920210326005,F,0.50,,0,0,2,5,979,8,7,2,1,2,2,0,1,0,0,5,,25,2.00,,,Y,,we,1760920210326,3,1760920210326004,,,2,S:8AM-8PM,21212,03,,,BALTIMORE CITY,1650,8,8,1,166680,,,2,35,2,2,8,8,11MAR22:10:09,8821010109,,,,,,,,,847.58345127,2021032427weS:8AM-8PM,,0,1760920210326005,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210404,2021,5,24,5,24,1760920210404001,F,2.00,,40,1,2,5,3628,8,7,2,1,2,1,0,0,0,0,5,,5,5.00,,,Y,,we,1760920210404,3,1760920210404001,,,2,S:8AM-8PM,21222,04,,,BALTIMORE,1314,8,8,1,168160,,,1,38,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,2234.2875824,2021042427weS:8AM-8PM,,0,1760920210404001,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210404,2021,5,24,5,24,1760920210404002,F,2.00,,8,1,2,5,3628,8,7,2,1,2,2,0,1,0,0,5,,5,5.00,,,Y,,we,1760920210404,3,1760920210404001,,,2,S:8AM-8PM,21222,04,,,BALTIMORE,1314,8,8,1,168160,,,1,12,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,2234.2875824,2021042427weS:8AM-8PM,,0,1760920210404002,03/03/2025
,NORTHERN SNAKEHEAD,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411001,F,3.50,0.00,4,0,2,5,979,8,7,2,1,2,1,0,0,1,0,5,,25,4.00,,,Y,,we,1760920210411,3,1760920210411001,1,,2,S:8AM-8PM,21222,04,,,BALTIMORE,1117,8,8,1,166680,,,1,58,2,2,8,8,11MAR22:10:09,8821010109,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411001,03/03/2025
,NORTHERN SNAKEHEAD,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411002,F,3.50,,4,0,2,5,979,8,7,2,1,2,2,0,1,0,0,5,,25,4.00,,,Y,,we,1760920210411,3,1760920210411001,,,2,S:8AM-8PM,21222,04,,,BALTIMORE,1117,8,8,1,166680,,,1,61,2,2,8,8,11MAR22:10:09,8821010109,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411002,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411003,F,4.50,0.00,75,0,2,5,979,8,7,2,1,2,1,0,0,1,0,5,,25,5.00,,,Y,,we,1760920210411,3,1760920210411003,1,,2,S:8AM-8PM,21128,04,,,BALTIMORE,1219,8,8,1,168160,,,1,42,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411003,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411004,F,4.50,0.00,75,0,2,5,979,8,7,2,1,2,2,0,1,1,0,5,,25,5.00,,,Y,,we,1760920210411,3,1760920210411003,1,,2,S:8AM-8PM,21128,04,,,BALTIMORE,1219,8,8,1,168160,,,1,15,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411004,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,3,24,1760920210411005,F,2.00,0.00,25,5,2,5,979,8,7,2,1,3,1,0,0,1,0,5,,25,2.50,,,Y,,we,1760920210411,3,1760920210411005,1,,2,S:8AM-8PM,21122,04,,,ANNE ARUNDEL,1233,8,8,1,168160,,,1,67,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411005,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,3,24,1760920210411006,F,2.00,,15,15,2,5,979,8,7,2,1,3,2,0,1,0,0,5,,25,2.50,,,Y,,we,1760920210411,3,1760920210411005,,,2,S:8AM-8PM,21122,04,,,ANNE ARUNDEL,1233,8,8,1,168160,,,1,18,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411006,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,3,24,1760920210411007,F,2.00,0.00,5,5,2,5,979,8,7,2,1,3,2,0,1,1,0,5,,25,2.50,,,Y,,we,1760920210411,3,1760920210411005,1,,2,S:8AM-8PM,21122,04,,,ANNE ARUNDEL,1233,8,8,1,168160,,,2,19,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411007,03/03/2025
YELLOW PERCH,CHANNEL CATFISH,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,25,24,1760920210411008,F,3.00,0.00,30,10,2,5,979,8,7,1,1,2,1,0,0,1,2,5,,25,4.00,,,Y,,we,1760920210411,3,1760920210411008,1,,2,S:8AM-8PM,21047,04,2,0,HARFORD,1352,8,8,1,163998,168469,,1,25,2,2,1,8,11MAR22:10:09,8777020105,8835200201,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411008,03/03/2025
YELLOW PERCH,CHANNEL CATFISH,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411009,F,3.00,,15,6,2,5,979,8,7,2,1,2,2,0,1,0,0,5,,25,4.00,,,Y,,we,1760920210411,3,1760920210411008,,,2,S:8AM-8PM,21236,04,,,BALTIMORE,1352,8,8,1,163998,168469,,1,27,2,1,8,8,11MAR22:10:09,8777020105,8835200201,,,,,,,,645.71651861,2021042427weS:8AM-8PM,,0,1760920210411009,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,25,24,1760920210411010,F,2.00,0.00,1,1,2,5,979,8,7,2,1,2,1,0,0,1,0,5,,25,2.00,,,Y,,we,1760920210411,3,1760920210411010,1,,2,S:8AM-8PM,21085,04,,,HARFORD,1425,8,8,1,163992,,,1,15,2,2,8,8,11MAR22:10:09,8777000000,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411010,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,25,24,1760920210411011,F,2.00,0.00,1,1,2,5,979,8,7,1,1,2,2,0,1,1,2,5,,25,2.00,,,Y,,we,1760920210411,3,1760920210411010,1,,2,S:8AM-8PM,21085,04,2,0,HARFORD,1425,8,8,1,163992,,,1,15,2,2,1,8,11MAR22:10:09,8777000000,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411011,03/03/2025
,NORTHERN SNAKEHEAD,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,25,24,1760920210411012,F,6.00,,90,12,2,5,979,8,7,2,1,1,8,0,0,0,0,5,,25,7.00,,,Y,,we,1760920210411,3,1760920210411012,,,2,S:8AM-8PM,21132,04,,,HARFORD,1447,8,8,1,166680,,,1,50,2,1,8,8,11MAR22:10:09,8821010109,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411012,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,21,24,1760920210411013,F,5.00,0.00,10,2,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,6.00,,,N,,we,1760920210411,3,1760920210411013,1,,2,S:8AM-8PM,21793,04,,,,1519,8,8,1,168160,,,1,35,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411013,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,3,24,1760920210411014,F,5.00,0.00,10,2,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,6.00,,,Y,,we,1760920210411,3,1760920210411014,1,,2,S:8AM-8PM,21108,04,,,ANNE ARUNDEL,1519,8,8,1,168160,,,1,40,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411014,03/03/2025
NORTHERN SNAKEHEAD,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,42,71,24,1760920210411015,F,3.00,0.00,15,6,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,3.50,,,O,,we,1760920210411,3,1760920210411015,1,,2,S:8AM-8PM,17512,04,,,,1524,8,8,1,168160,166680,,1,33,2,1,8,8,11MAR22:10:09,8835160602,8821010109,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411015,03/03/2025
NORTHERN SNAKEHEAD,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,42,71,24,1760920210411016,F,3.00,0.00,15,2,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,3.50,,,O,,we,1760920210411,3,1760920210411016,1,,2,S:8AM-8PM,17512,04,,,,1527,8,8,1,168160,166680,,1,32,2,1,8,8,11MAR22:10:09,8835160602,8821010109,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411016,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,42,77,24,1760920210411017,F,5.00,0.00,0,0,2,5,979,8,7,2,1,2,1,0,0,1,0,5,,25,8.00,,,O,,we,1760920210411,3,1760920210411017,1,,2,S:8AM-8PM,18066,04,,,,1539,8,8,1,168160,,,1,21,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411017,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,42,77,24,1760920210411018,F,5.00,0.00,1,0,2,5,979,8,7,2,1,2,2,0,1,1,0,5,,25,8.00,,,O,,we,1760920210411,3,1760920210411017,1,,2,S:8AM-8PM,18062,04,,,,1539,8,8,1,168160,,,1,28,2,2,8,8,11MAR22:10:09,8835160602,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411018,03/03/2025
,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411019,F,7.00,0.00,100,10,2,5,979,8,7,2,1,1,8,0,0,1,0,5,,25,8.00,,,Y,,we,1760920210411,3,1760920210411019,1,,2,S:8AM-8PM,21220,04,,,BALTIMORE,1615,8,8,1,168160,,,1,61,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411019,03/03/2025
WHITE PERCH,CRAPPIE GENUS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411020,F,5.00,0.00,200,10,2,5,979,8,7,2,1,2,1,0,0,4,0,5,,25,7.00,,,Y,,we,1760920210411,3,1760920210411020,1,,2,S:8AM-8PM,21220,04,0,4,BALTIMORE,1619,8,8,1,168165,167678,,1,59,2,2,8,8,11MAR22:10:09,8835160700,8835020101,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411020,03/03/2025
WHITE PERCH,CRAPPIE GENUS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411021,F,5.00,0.00,20,4,2,5,979,8,7,2,1,2,2,0,1,5,0,5,,25,7.00,,,Y,,we,1760920210411,3,1760920210411020,1,,2,S:8AM-8PM,21220,04,0,4,BALTIMORE,1619,8,8,1,168165,167678,,1,55,2,2,8,8,11MAR22:10:09,8835160700,8835020101,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411021,03/03/2025
NORTHERN SNAKEHEAD,LARGEMOUTH BASS,2021042427weS:8AM-8PM,2021224271760920210411,2021,5,24,5,24,1760920210411022,F,2.50,0.00,50,10,2,5,979,8,7,2,1,1,8,0,0,2,0,5,,25,3.00,,,Y,,we,1760920210411,3,1760920210411022,1,,2,S:8AM-8PM,21236,04,,,BALTIMORE,1628,8,8,1,168160,166680,,1,34,2,1,8,8,11MAR22:10:09,8835160602,8821010109,,,,,,,,702.15112404,2021042427weS:8AM-8PM,,0,1760920210411022,03/03/2025
,NORTHERN SNAKEHEAD,2021042427weS:8AM-8PM,2021224271760920210417,2021,5,24,5,24,1760920210417001,F,0.50,,20,0,2,5,257,8,7,2,1,2,1,0,0,0,0,5,,5,1.00,,,Y,,we,1760920210417,3,1760920210417001,,,2,S:8AM-8PM,21221,04,,,BALTIMORE,1313,8,8,1,166680,,,1,38,2,1,8,8,11MAR22:10:09,8821010109,,,,,,,,,1712.9579295,2021042427weS:8AM-8PM,,0,1760920210417001,03/03/2025
,NORTHERN SNAKEHEAD,2021042427weS:8AM-8PM,2021224271760920210417,2021,5,24,5,24,1760920210417002,F,0.50,,20,0,2,5,257,8,7,2,1,2,2,0,1,0,0,5,,5,1.00,,,Y,,we,1760920210417,3,1760920210417001,,,2,S:8AM-8PM,21236,04,,,BALTIMORE,1313,8,8,1,166680,,,1,36,2,2,8,8,11MAR22:10:09,8821010109,,,,,,,,,1712.9579295,2021042427weS:8AM-8PM,,0,1760920210417002,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427wdS:8AM-8PM,2021224271760920210420,2021,5,42,71,24,1760920210420001,F,2.50,,3,0,2,5,68,8,7,2,1,2,1,0,0,0,0,5,,15,4.00,,,O,,wd,1760920210420,3,1760920210420001,,,2,S:8AM-8PM,17555,04,,,,1124,8,8,1,163992,,,1,77,2,1,8,8,11MAR22:10:09,8777000000,,,,,,,,,3977.5387401,2021042427wdS:8AM-8PM,,0,1760920210420001,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427wdS:8AM-8PM,2021224271760920210420,2021,5,42,71,24,1760920210420002,F,2.50,,3,0,2,5,68,8,7,2,1,2,2,0,1,0,0,5,,15,4.00,,,O,,wd,1760920210420,3,1760920210420001,,,2,S:8AM-8PM,17519,04,,,,1124,8,8,1,163992,,,1,65,2,1,8,8,11MAR22:10:09,8777000000,,,,,,,,,3977.5387401,2021042427wdS:8AM-8PM,,0,1760920210420002,03/03/2025
,LARGEMOUTH BASS,2021042427wdS:8AM-8PM,2021224271760920210420,2021,5,42,91,24,1760920210420003,F,4.50,0.00,40,1,2,5,68,8,7,2,1,1,8,0,0,1,0,5,,15,5.00,,,O,,wd,1760920210420,3,1760920210420003,1,,2,S:8AM-8PM,19473,04,,,,1149,8,8,1,168160,,,1,61,2,1,8,8,11MAR22:10:09,8835160602,,,,,,,,,3977.5387401,2021042427wdS:8AM-8PM,,0,1760920210420003,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427wdS:8AM-8PM,2021224271760920210420,2021,5,42,11,24,1760920210420005,F,3.00,0.00,25,6,2,5,68,8,7,2,1,3,1,0,0,1,0,5,,15,5.00,,,O,,wd,1760920210420,3,1760920210420005,1,,2,S:8AM-8PM,19606,04,0,7,,1314,8,8,1,163992,,,1,74,2,2,8,8,11MAR22:10:09,8777000000,,,,,,,,,3977.5387401,2021042427wdS:8AM-8PM,,0,1760920210420005,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427wdS:8AM-8PM,2021224271760920210420,2021,5,42,11,24,1760920210420006,F,3.00,0.00,25,2,2,5,68,8,7,2,1,3,2,0,1,1,0,5,,15,5.00,,,O,,wd,1760920210420,3,1760920210420005,1,,2,S:8AM-8PM,19560,04,0,7,,1314,8,8,1,163992,,,1,83,2,2,8,8,11MAR22:10:09,8777000000,,,,,,,,,3977.5387401,2021042427wdS:8AM-8PM,,0,1760920210420006,03/03/2025
,UNIDENTIFIED CATFISHES,2021042427wdS:8AM-8PM,2021224271760920210420,2021,0,39,113,24,1760920210420007,F,3.00,0.00,12,0,2,5,68,8,7,2,1,3,2,0,1,1,0,5,,15,5.00,,,O,,wd,1760920210420,3,1760920210420005,1,,2,S:8AM-8PM,45458,04,0,7,,1314,8,8,1,163992,,,1,77,2,2,8,8,11MAR22:10:09,8777000000,,,,,,,,,3977.5387401,2021042427wdS:8AM-8PM,,0,1760920210420007,03/03/2025
