PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,TSN1,TSN2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,SEX,AGE,REEF,DATE1,DIST,PRIM1,PRIM2,MODE2001,TURTLE,REEFCODE,AREA_NC,ART_REEF,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
,,2021011265weS:8AM-8PM,2021112651586620210123,2021,7,12,53,12,9,1475,7,5,1,2,6,,0,0,0,0,0,1,1,6,2,1586620210123023,6,1,3,1,,,,O,we,1586620210123,5,,1586620210123020,,6,S:8AM-8PM,34609,01,,,HERNANDO,1620,,,2,1,,8,2,8,1,19,2,22FEB202108:52,2,,,,,,,,,,62.972104871,2021011265weS:8AM-8PM,,0,1586620210123020,03/03/2025
,,2021011265weS:8AM-8PM,2021112651586620210123,2021,7,12,121,12,9,1475,7,5,1,2,6,,0,0,0,0,0,1,1,6,2,1586620210123024,6,1,3,1,,,,O,we,1586620210123,5,,1586620210123020,,6,S:8AM-8PM,32060,01,,,SUWANNEE,1621,,,2,1,,8,2,8,1,25,2,22FEB202108:52,2,,,,,,,,,,62.972104871,2021011265weS:8AM-8PM,,0,1586620210123020,03/03/2025
,,2021011265weS:8AM-8PM,2021112651586620210123,2021,7,12,53,12,9,1475,7,5,1,2,6,,0,0,0,0,0,1,1,6,2,1586620210123025,6,1,3,1,,,,O,we,1586620210123,5,,1586620210123020,,6,S:8AM-8PM,34609,01,,,HERNANDO,1622,,,2,1,,8,2,8,1,27,2,22FEB202108:52,2,,,,,,,,,,62.972104871,2021011265weS:8AM-8PM,,0,1586620210123020,03/03/2025
,KING MACKEREL,2021011265weS:8AM-8PM,2021112651586620210123,2021,0,49,41,12,9,1475,7,5,1,2,6,0.00,0,0,5,2,12,0,0,5,1,1586620210123026,6,1,1,1,,,,O,we,1586620210123,5,,1586620210123026,1,6,S:8AM-8PM,84701,01,13,0,,1642,172435,,2,1,,2,1,2,1,53,2,22FEB202108:52,2,8850030501,,,,,,,,,89.343054949,2021011265weS:8AM-8PM,,0,1586620210123026,03/03/2025
,KING MACKEREL,2021011265weS:8AM-8PM,2021112651586620210123,2021,0,49,41,12,9,1475,7,5,1,2,6,0.00,0,0,0,2,0,1,1,5,2,1586620210123027,6,1,3,1,,,,O,we,1586620210123,5,,1586620210123026,1,6,S:8AM-8PM,84701,01,,,,1643,172435,,2,1,,8,2,8,1,16,2,22FEB202108:52,2,8850030501,,,,,,,,,89.343054949,2021011265weS:8AM-8PM,,0,1586620210123026,03/03/2025
,KING MACKEREL,2021011265weS:8AM-8PM,2021112651586620210123,2021,0,5,125,12,9,1475,7,5,1,2,6,0.00,0,0,0,2,0,1,1,5,2,1586620210123028,6,1,3,1,,,,O,we,1586620210123,5,,1586620210123026,1,6,S:8AM-8PM,72019,01,,,,1644,172435,,2,1,,8,2,8,1,28,2,22FEB202108:52,2,8850030501,,,,,,,,,89.343054949,2021011265weS:8AM-8PM,,0,1586620210123026,03/03/2025
,,2021021265weS:8AM-8PM,2021112651586620210206,2021,0,27,5,12,9,1475,7,5,1,2,5,0.00,0,0,5,2,5,0,0,5,1,1586620210206004,6,1,1,1,,,,O,we,1586620210206,5,,1586620210206004,1,6,S:8AM-8PM,56554,02,24,0,,1618,,,2,1,,2,1,2,1,30,2,19MAR202115:11,2,,,,,,,,,,27.574180117,2021021265weS:8AM-8PM,,0,1586620210206004,03/03/2025
,,2021021265weS:8AM-8PM,2021112651586620210206,2021,0,27,5,12,9,1475,7,5,1,2,5,0.00,0,0,0,1,0,1,1,5,2,1586620210206005,6,1,3,1,,,,O,we,1586620210206,5,,1586620210206004,1,6,S:8AM-8PM,56554,02,,,,1619,,,2,1,,8,2,8,1,39,2,19MAR202115:11,2,,,,,,,,,,27.574180117,2021021265weS:8AM-8PM,,0,1586620210206004,03/03/2025
,,2021021265weS:8AM-8PM,2021112651586620210206,2021,0,27,5,12,9,1475,7,5,1,2,5,0.00,0,0,0,1,0,1,1,5,2,1586620210206006,6,1,3,1,,,,O,we,1586620210206,5,,1586620210206004,1,6,S:8AM-8PM,56554,02,,,,1620,,,2,1,,8,2,8,2,37,2,19MAR202115:11,2,,,,,,,,,,27.574180117,2021021265weS:8AM-8PM,,0,1586620210206004,03/03/2025
,,2021021265weS:8AM-8PM,2021112651586620210206,2021,0,38,17,12,9,1475,7,5,1,2,5,0.00,0,0,0,1,0,1,1,5,2,1586620210206007,6,1,3,1,,,,O,we,1586620210206,5,,1586620210206004,1,6,S:8AM-8PM,58102,02,,,,1621,,,2,1,,8,2,8,1,48,2,19MAR202115:11,2,,,,,,,,,,27.574180117,2021021265weS:8AM-8PM,,0,1586620210206004,03/03/2025
,,2021021265weS:8AM-8PM,2021112651586620210206,2021,0,38,17,12,9,1475,7,5,1,2,5,0.00,0,0,0,1,0,1,1,5,2,1586620210206008,6,1,3,1,,,,O,we,1586620210206,5,,1586620210206004,1,6,S:8AM-8PM,58102,02,,,,1622,,,2,1,,8,2,8,2,44,2,19MAR202115:11,2,,,,,,,,,,27.574180117,2021021265weS:8AM-8PM,,0,1586620210206004,03/03/2025
DOLPHIN,AMBERJACK GENUS,2021021265weS:8AM-8PM,2021112651586620210206,2021,6,12,95,12,9,1475,7,5,1,2,5,0.00,0,0,6,1,5,0,0,6,1,1586620210206009,6,1,1,1,,,,Y,we,1586620210206,5,,1586620210206009,1,6,S:8AM-8PM,32820,02,9,0,ORANGE,1652,168688,168791,2,1,,2,1,2,2,41,2,19MAR202115:11,2,8835280800,8835290101,,,,,,,,31.732680481,2021021265weS:8AM-8PM,,0,1586620210206009,03/03/2025
DOLPHIN,AMBERJACK GENUS,2021021265weS:8AM-8PM,2021112651586620210206,2021,6,12,95,12,9,1475,7,5,1,2,5,0.00,0,0,0,1,0,1,1,6,2,1586620210206010,6,1,3,1,,,,Y,we,1586620210206,5,,1586620210206009,1,6,S:8AM-8PM,32820,02,,,ORANGE,1653,168688,168791,2,1,,8,2,8,1,43,2,19MAR202115:11,2,8835280800,8835290101,,,,,,,,31.732680481,2021021265weS:8AM-8PM,,0,1586620210206009,03/03/2025
DOLPHIN,AMBERJACK GENUS,2021021265weS:8AM-8PM,2021112651586620210206,2021,6,12,95,12,9,1475,7,5,1,2,5,0.00,0,0,0,1,0,1,1,6,2,1586620210206011,6,1,3,1,,,,Y,we,1586620210206,5,,1586620210206009,1,6,S:8AM-8PM,32820,02,,,ORANGE,1654,168688,168791,2,1,,8,2,8,1,14,2,19MAR202115:11,2,8835280800,8835290101,,,,,,,,31.732680481,2021021265weS:8AM-8PM,,0,1586620210206009,03/03/2025
,REQUIEM SHARK FAMILY,2021011275wdS:8AM-8PM,2021112751515620210119,2021,0,27,163,12,31,16,7,5,3,5,4,0.00,100,14,1,1,3,0,0,1,8,1515620210119005,6,1,1,1,,,,O,wd,1515620210119,7,,1515620210119005,1,7,S:8AM-8PM,55128,01,9,0,,1450,160178,,8,1,,8,1,1,1,32,2,22FEB202108:52,8,8708020000,,,,,,,,,810.09931247,2021011275wdS:8AM-8PM,,0,1515620210119005,03/03/2025
,,2021021255weS:8AM-8PM,2021112551543720210227,2021,6,12,86,12,11,236,7,5,5,5,3.5,0.00,1,1,1,3,0,0,0,4,1,1543720210227007,6,1,2,2,,,,Y,we,1543720210227,7,,1543720210227007,1,5,S:8AM-8PM,33187,02,,,MIAMI-DADE,1617,,,8,1,,8,1,8,1,33,2,19MAR202115:11,8,,,,,,,,,,203.38418708,2021021255weS:8AM-8PM,,0,1543720210227007,03/03/2025
,,2021021255weS:8AM-8PM,2021112551543720210227,2021,6,12,86,12,11,236,7,5,5,5,3.5,,1,1,1,0,0,0,1,4,2,1543720210227008,6,1,2,2,,,,Y,we,1543720210227,7,,1543720210227007,,5,S:8AM-8PM,33187,02,,,MIAMI-DADE,1618,,,8,1,,8,2,8,2,35,2,19MAR202115:11,8,,,,,,,,,,203.38418708,2021021255weS:8AM-8PM,,0,1543720210227008,03/03/2025
,,2021021255weS:8AM-8PM,2021112551543720210227,2021,6,12,86,12,11,236,7,5,5,5,3.5,,1,1,1,0,0,0,1,4,2,1543720210227009,6,1,2,2,,,,Y,we,1543720210227,7,,1543720210227007,,5,S:8AM-8PM,33187,02,,,MIAMI-DADE,1619,,,8,1,,8,2,8,1,6,2,19MAR202115:11,8,,,,,,,,,,203.38418708,2021021255weS:8AM-8PM,,0,1543720210227009,03/03/2025
,,2021021255weS:8AM-8PM,2021112551543720210227,2021,6,12,86,12,11,236,7,5,5,5,3.5,,1,1,1,0,0,0,1,4,2,1543720210227010,6,1,2,2,,,,Y,we,1543720210227,7,,1543720210227007,,5,S:8AM-8PM,33187,02,,,MIAMI-DADE,1620,,,8,1,,8,2,8,1,3,2,19MAR202115:11,8,,,,,,,,,,203.38418708,2021021255weS:8AM-8PM,,0,1543720210227010,03/03/2025
,,2021011255weS:8AM-8PM,2021112551579320210131,2021,5,42,29,12,86,946,7,5,H,5,4,,0,0,1,0,0,0,0,10,1,1579320210131003,6,1,2,1,,,,O,we,1579320210131,5,,1579320210131003,,5,S:8AM-8PM,19335,01,,,,1215,,,8,1,,8,2,8,1,24,2,22FEB202108:52,8,,,,,,,,,,673.42196801,2021011255weS:8AM-8PM,,0,1579320210131003,03/03/2025
HAMMERHEAD SHARK GENUS,REQUIEM SHARK FAMILY,2021021255weS:8AM-8PM,2021112551579320210228,2021,5,11,1,12,86,134,7,5,H,5,4,0.00,0,0,1,2,0,0,0,4,1,1579320210228008,6,1,2,1,,,,O,we,1579320210228,5,,1579320210228008,1,5,S:8AM-8PM,20007,02,0,1,,1153,160178,160499,8,1,,8,2,8,1,29,2,19MAR202115:11,8,8708020000,8708030100,,,,,,,,256.73532869,2021021255weS:8AM-8PM,,0,1579320210228008,03/03/2025
,,2021021255weS:8AM-8PM,2021112551579320210228,2021,0,55,113,12,86,134,7,5,H,5,4,,0,0,1,0,0,0,0,2,1,1579320210228009,6,1,2,2,,,,O,we,1579320210228,5,,1579320210228009,,5,S:8AM-8PM,54843,02,,,,1241,,,8,1,,8,2,8,1,32,2,19MAR202115:11,8,,,,,,,,,,105.13999567,2021021255weS:8AM-8PM,,0,1579320210228009,03/03/2025
,,2021021255weS:8AM-8PM,2021112551579320210228,2021,0,55,113,12,86,134,7,5,H,5,4,0.00,0,0,1,0,1,0,1,2,2,1579320210228010,6,1,1,2,,,,O,we,1579320210228,5,,1579320210228009,1,5,S:8AM-8PM,54843,02,1,0,,1242,,,8,1,,8,2,1,1,36,2,19MAR202115:11,8,,,,,,,,,,105.13999567,2021021255weS:8AM-8PM,,0,1579320210228010,03/03/2025
,,2021011275weS:8AM-8PM,2021112751581320210116,2021,0,54,57,12,127,4305,7,5,5,5,4,0.00,0,0,1,1,0,0,0,7,1,1581320210116001,6,1,2,1,,,,O,we,1581320210116,5,,1581320210116001,1,7,S:8AM-8PM,26710,01,,,,1752,,,8,1,,8,1,8,2,43,2,22FEB202108:52,8,,,,,,,,,,565.49242396,2021011275weS:8AM-8PM,,0,1581320210116001,03/03/2025
,,2021011275weS:8AM-8PM,2021112751581320210116,2021,0,54,57,12,127,4305,7,5,5,5,4,0.00,0,0,1,1,0,0,1,7,2,1581320210116002,6,1,2,1,,,,O,we,1581320210116,5,,1581320210116001,1,7,S:8AM-8PM,26710,01,,,,1753,,,8,1,,8,2,8,1,53,2,22FEB202108:52,8,,,,,,,,,,565.49242396,2021011275weS:8AM-8PM,,0,1581320210116002,03/03/2025
,,2021011275weS:8AM-8PM,2021112751581320210116,2021,0,26,125,12,127,4305,7,5,5,5,4,,0,0,1,0,0,0,1,7,2,1581320210116003,6,1,2,1,,,,O,we,1581320210116,5,,1581320210116001,,7,S:8AM-8PM,48328,01,,,,1756,,,8,1,,8,1,8,2,25,2,22FEB202108:52,8,,,,,,,,,,565.49242396,2021011275weS:8AM-8PM,,0,1581320210116003,03/03/2025
,,2021011275weS:8AM-8PM,2021112751581320210116,2021,0,26,125,12,127,4305,7,5,5,5,4,,0,0,1,0,0,0,1,7,2,1581320210116004,6,1,2,1,,,,O,we,1581320210116,5,,1581320210116001,,7,S:8AM-8PM,48328,01,,,,1757,,,8,1,,8,2,8,1,25,2,22FEB202108:52,8,,,,,,,,,,565.49242396,2021011275weS:8AM-8PM,,0,1581320210116004,03/03/2025
SPOTTED SEATROUT,RED DRUM,2021011275weS:8AM-8PM,2021112751581320210131,2021,7,12,71,12,127,1360,7,5,5,5,5.5,,0,0,1,0,0,0,0,2,1,1581320210131002,6,1,2,1,,,,O,we,1581320210131,5,,1581320210131002,,7,S:8AM-8PM,33919,01,,,LEE,1314,169290,169239,8,1,,8,1,8,1,52,2,22FEB202108:52,8,8835440901,8835440102,,,,,,,,339.13781577,2021011275weS:8AM-8PM,,0,1581320210131002,03/03/2025
SPOTTED SEATROUT,RED DRUM,2021011275weS:8AM-8PM,2021112751581320210131,2021,7,22,17,12,127,1360,7,5,5,5,5.5,,0,0,1,0,0,0,1,2,2,1581320210131003,6,1,2,1,,,,O,we,1581320210131,5,,1581320210131002,,7,S:8AM-8PM,71119,01,,,,1315,169290,169239,8,1,,8,2,8,1,52,2,22FEB202108:52,8,8835440901,8835440102,,,,,,,,339.13781577,2021011275weS:8AM-8PM,,0,1581320210131003,03/03/2025
,,2021021275wdS:8AM-8PM,2021112751581320210216,2021,0,27,145,12,127,1357,7,5,5,5,4,,0,0,1,0,0,0,0,3,1,1581320210216007,6,1,2,1,,,,O,wd,1581320210216,7,,1581320210216007,,7,S:8AM-8PM,56352,02,,,,1836,,,8,1,,8,2,8,1,60,2,19MAR202115:11,8,,,,,,,,,,526.89350953,2021021275wdS:8AM-8PM,,0,1581320210216007,03/03/2025
,,2021021275wdS:8AM-8PM,2021112751581320210216,2021,0,27,145,12,127,1357,7,5,5,5,4,,0,0,1,0,0,0,1,3,2,1581320210216008,6,1,2,1,,,,O,wd,1581320210216,7,,1581320210216007,,7,S:8AM-8PM,56352,02,,,,1837,,,8,1,,8,2,8,1,40,2,19MAR202115:11,8,,,,,,,,,,526.89350953,2021021275wdS:8AM-8PM,,0,1581320210216008,03/03/2025
,,2021021275wdS:8AM-8PM,2021112751581320210216,2021,0,27,145,12,127,1357,7,5,5,5,4,,0,0,1,0,0,0,1,3,2,1581320210216009,6,1,2,1,,,,O,wd,1581320210216,7,,1581320210216007,,7,S:8AM-8PM,56352,02,,,,1838,,,8,1,,8,2,8,1,36,2,19MAR202115:11,8,,,,,,,,,,526.89350953,2021021275wdS:8AM-8PM,,0,1581320210216009,03/03/2025
,SHEEPSHEAD,2021011265wdS:8AM-8PM,2021112651583820210126,2021,6,12,61,12,61,1762,7,5,5,5,4,0.00,1,0,1,2,0,0,0,2,1,1583820210126001,6,1,2,1,,,,Y,wd,1583820210126,5,,1583820210126001,1,6,S:8AM-8PM,32958,01,,,INDIAN RIVER,1302,169189,,8,1,,8,1,8,2,67,2,22FEB202108:52,8,8835430301,,,,,,,,,784.84329102,2021011265wdS:8AM-8PM,,0,1583820210126001,03/03/2025
,SHEEPSHEAD,2021011265wdS:8AM-8PM,2021112651583820210126,2021,0,39,29,12,61,1762,7,5,5,5,4,0.00,1,0,1,3,1,0,1,2,2,1583820210126002,6,1,1,1,,,,O,wd,1583820210126,5,,1583820210126001,1,6,S:8AM-8PM,44431,01,1,0,,1303,169189,,8,1,,8,2,1,1,91,2,22FEB202108:52,8,8835430301,,,,,,,,,784.84329102,2021011265wdS:8AM-8PM,,0,1583820210126002,03/03/2025
,BLACK DRUM,2021021265weS:8AM-8PM,2021112651585820210212,2021,7,48,381,12,9,285,7,5,5,5,6.5,0.00,0,0,1,1,0,0,0,3,1,1585820210212005,6,1,2,2,,,,O,we,1585820210212,3,,1585820210212005,1,6,S:8AM-8PM,99998,02,,,,1347,169288,,8,1,,8,2,8,1,54,2,19MAR202115:11,8,8835440801,,,,,,,,,97.987201995,2021021265weS:8AM-8PM,,0,1585820210212005,03/03/2025
,BLACK DRUM,2021021265weS:8AM-8PM,2021112651585820210212,2021,6,12,69,12,9,285,7,5,5,5,6.5,0.00,0,0,1,1,0,0,1,3,2,1585820210212006,6,1,2,2,,,,Y,we,1585820210212,3,,1585820210212005,1,6,S:8AM-8PM,34788,02,,,LAKE,1348,169288,,8,1,,8,1,8,1,8,2,19MAR202115:11,8,8835440801,,,,,,,,,97.987201995,2021021265weS:8AM-8PM,,0,1585820210212006,03/03/2025
,BLACK DRUM,2021021265weS:8AM-8PM,2021112651585820210212,2021,7,48,381,12,9,285,7,5,5,5,6.5,0.00,0,0,1,2,0,0,1,3,2,1585820210212007,6,1,2,2,,,,O,we,1585820210212,3,,1585820210212005,1,6,S:8AM-8PM,99998,02,,,,1344,169288,,8,1,,8,2,8,1,8,2,19MAR202115:11,8,8835440801,,,,,,,,,97.987201995,2021021265weS:8AM-8PM,,0,1585820210212007,03/03/2025
,,2021011265weS:8AM-8PM,2021112651586620210103,2021,0,26,145,12,9,1475,7,5,5,5,4,0.00,0,0,1,1,1,0,0,3,1,1586620210103001,6,1,1,1,,,,O,we,1586620210103,5,,1586620210103001,1,6,S:8AM-8PM,48623,01,1,0,,1208,,,8,1,,8,2,1,1,34,2,22FEB202108:52,8,,,,,,,,,,121.78658163,2021011265weS:8AM-8PM,,0,1586620210103001,03/03/2025
,,2021011265weS:8AM-8PM,2021112651586620210103,2021,0,26,145,12,9,1475,7,5,5,5,4,0.00,0,0,1,1,1,0,1,3,2,1586620210103002,6,1,1,1,,,,O,we,1586620210103,5,,1586620210103001,1,6,S:8AM-8PM,48623,01,1,0,,1209,,,8,1,,8,2,1,1,10,2,22FEB202108:52,8,,,,,,,,,,121.78658163,2021011265weS:8AM-8PM,,0,1586620210103002,03/03/2025
,,2021011265weS:8AM-8PM,2021112651586620210103,2021,0,26,145,12,9,1475,7,5,5,5,4,0.00,0,0,1,4,1,0,1,3,2,1586620210103003,6,1,1,1,,,,O,we,1586620210103,5,,1586620210103001,1,6,S:8AM-8PM,48623,01,1,0,,1210,,,8,1,,8,2,1,2,30,2,22FEB202108:52,8,,,,,,,,,,121.78658163,2021011265weS:8AM-8PM,,0,1586620210103003,03/03/2025
,SNAPPER FAMILY,2021021255weS:8AM-8PM,2021112551586820210213,2021,6,12,86,12,86,3203,7,5,H,5,3,0.00,4,4,3,4,8,0,0,3,1,1586820210213001,6,1,1,2,,,,Y,we,1586820210213,7,,1586820210213001,1,5,S:8AM-8PM,33132,02,8,0,MIAMI-DADE,1135,168845,,8,1,,2,2,2,1,38,2,19MAR202115:11,8,8835360000,,,,,,,,,279.51127129,2021021255weS:8AM-8PM,,0,1586820210213001,03/03/2025
,SNAPPER FAMILY,2021021255weS:8AM-8PM,2021112551586820210213,2021,6,12,86,12,86,3203,7,5,H,5,3,0.00,1,1,0,4,0,1,1,3,2,1586820210213002,6,1,3,2,,,,Y,we,1586820210213,7,,1586820210213001,1,5,S:8AM-8PM,33128,02,,,MIAMI-DADE,1136,168845,,8,1,,8,2,8,1,34,2,19MAR202115:11,8,8835360000,,,,,,,,,279.51127129,2021021255weS:8AM-8PM,,0,1586820210213001,03/03/2025
,SNAPPER FAMILY,2021021255weS:8AM-8PM,2021112551586820210213,2021,6,12,86,12,86,3203,7,5,H,5,3,0.00,207,31,0,4,0,1,1,3,2,1586820210213003,6,1,3,2,,,,Y,we,1586820210213,7,,1586820210213001,1,5,S:8AM-8PM,33173,02,,,MIAMI-DADE,1137,168845,,8,1,,8,2,8,1,49,2,19MAR202115:11,8,8835360000,,,,,,,,,279.51127129,2021021255weS:8AM-8PM,,0,1586820210213001,03/03/2025
DOLPHIN,WAHOO,2021011257weS:8AM-8PM,2021112571543720210102,2021,6,12,99,12,99,214,8,7,1,1,2,,50,7,1,0,0,0,0,4,1,1543720210102001,6,1,2,,,,,Y,we,1543720210102,7,,1543720210102001,,5,S:8AM-8PM,33414,01,,,PALM BEACH,1454,172451,168791,1,1,,8,1,8,1,36,2,22FEB202108:52,1,8850030601,8835290101,,,,,,,,939.84409775,2021011257weS:8AM-8PM,,0,1543720210102001,03/03/2025
,,2021011257weS:8AM-8PM,2021112571543720210102,2021,6,12,9,12,99,214,8,7,1,1,2,,24,3,1,0,0,0,1,4,2,1543720210102002,6,1,2,,,,,Y,we,1543720210102,7,,1543720210102001,,5,S:8AM-8PM,32901,01,,,BREVARD,1455,,,1,1,,8,2,8,2,26,2,22FEB202108:52,1,,,,,,,,,,939.84409775,2021011257weS:8AM-8PM,,0,1543720210102002,03/03/2025
DOLPHIN,WAHOO,2021011257weS:8AM-8PM,2021112571543720210102,2021,6,12,9,12,99,214,8,7,1,1,2,,50,7,1,0,0,0,1,4,2,1543720210102003,6,1,2,,,,,Y,we,1543720210102,7,,1543720210102001,,5,S:8AM-8PM,32901,01,,,BREVARD,1456,172451,168791,1,1,,8,2,8,1,31,2,22FEB202108:52,1,8850030601,8835290101,,,,,,,,939.84409775,2021011257weS:8AM-8PM,,0,1543720210102003,03/03/2025
DOLPHIN,WAHOO,2021011257weS:8AM-8PM,2021112571543720210102,2021,6,12,9,12,99,214,8,7,1,1,2,,50,7,1,0,0,0,1,4,2,1543720210102004,6,1,2,,,,,Y,we,1543720210102,7,,1543720210102001,,5,S:8AM-8PM,32901,01,,,BREVARD,1457,172451,168791,1,1,,8,2,8,1,31,2,22FEB202108:52,1,8850030601,8835290101,,,,,,,,939.84409775,2021011257weS:8AM-8PM,,0,1543720210102004,03/03/2025
,WAHOO,2021011257weS:8AM-8PM,2021112571543720210102,2021,6,12,99,12,99,214,8,7,1,1,7,,250,20,1,0,0,0,0,2,1,1543720210102005,6,1,2,,,,,Y,we,1543720210102,7,,1543720210102005,,5,S:8AM-8PM,33462,01,,,PALM BEACH,1537,172451,,1,1,,8,1,8,1,51,2,22FEB202108:52,1,8850030601,,,,,,,,,939.84409775,2021011257weS:8AM-8PM,,0,1543720210102005,03/03/2025
,WAHOO,2021011257weS:8AM-8PM,2021112571543720210102,2021,6,12,99,12,99,214,8,7,1,1,7,,30,2,1,0,0,0,1,2,2,1543720210102006,6,1,2,,,,,Y,we,1543720210102,7,,1543720210102005,,5,S:8AM-8PM,33462,01,,,PALM BEACH,1538,172451,,1,1,,8,2,8,1,55,2,22FEB202108:52,1,8850030601,,,,,,,,,939.84409775,2021011257weS:8AM-8PM,,0,1543720210102006,03/03/2025
,,2021021257weS:8AM-8PM,2021112571543720210227,2021,6,12,11,12,11,236,8,7,1,1,1,,12,3,1,0,0,0,0,2,1,1543720210227001,6,1,2,,,,,Y,we,1543720210227,7,,1543720210227001,,5,S:8AM-8PM,33027,02,,,BROWARD,1157,,,1,1,,8,1,8,1,20,2,19MAR202115:11,1,,,,,,,,,,1057.4345068,2021021257weS:8AM-8PM,,0,1543720210227001,03/03/2025
,,2021021257weS:8AM-8PM,2021112571543720210227,2021,6,12,11,12,11,236,8,7,1,1,1,,12,3,1,0,0,0,1,2,2,1543720210227002,6,1,2,,,,,Y,we,1543720210227,7,,1543720210227001,,5,S:8AM-8PM,33328,02,,,BROWARD,1158,,,1,1,,8,2,8,1,21,2,19MAR202115:11,1,,,,,,,,,,1057.4345068,2021021257weS:8AM-8PM,,0,1543720210227002,03/03/2025
,SNAPPER FAMILY,2021021257weS:8AM-8PM,2021112571543720210227,2021,6,12,99,12,11,236,8,7,1,1,3.5,,100,30,1,0,0,0,0,4,1,1543720210227003,6,1,2,,,,,Y,we,1543720210227,7,,1543720210227003,,5,S:8AM-8PM,33477,02,,,PALM BEACH,1505,168845,,1,8,,8,1,8,1,27,1,19MAR202115:11,1,8835360000,,,,,,,,,1097.5658229,2021021257weS:8AM-8PM,,0,1543720210227003,03/03/2025
MUTTON SNAPPER,WAHOO,2021021257weS:8AM-8PM,2021112571543720210227,2021,6,12,11,12,11,236,8,7,1,1,3.5,0.00,30,4,1,1,1,0,1,4,2,1543720210227004,6,1,1,,,,,Y,we,1543720210227,7,,1543720210227003,1,5,S:8AM-8PM,33337,02,1,0,BROWARD,1506,172451,168849,1,8,,8,2,1,1,31,1,19MAR202115:11,1,8850030601,8835360103,,,,,,,,1097.5658229,2021021257weS:8AM-8PM,,0,1543720210227004,03/03/2025
,WAHOO,2021021257weS:8AM-8PM,2021112571543720210227,2021,6,12,99,12,11,236,8,7,1,1,3.5,,8,1,1,0,0,0,1,4,2,1543720210227005,6,1,2,,,,,Y,we,1543720210227,7,,1543720210227003,,5,S:8AM-8PM,33411,02,,,PALM BEACH,1507,172451,,1,8,,8,2,8,1,38,1,19MAR202115:11,1,8850030601,,,,,,,,,1097.5658229,2021021257weS:8AM-8PM,,0,1543720210227005,03/03/2025
MUTTON SNAPPER,WAHOO,2021021257weS:8AM-8PM,2021112571543720210227,2021,6,12,86,12,11,236,8,7,1,1,3.5,,40,7,1,0,0,0,1,4,2,1543720210227006,6,1,2,,,,,Y,we,1543720210227,7,,1543720210227003,,5,S:8AM-8PM,33139,02,,,MIAMI-DADE,1508,172451,168849,1,8,,8,2,8,1,29,1,19MAR202115:11,1,8850030601,8835360103,,,,,,,,1097.5658229,2021021257weS:8AM-8PM,,0,1543720210227006,03/03/2025
,,2021011257weS:8AM-8PM,2021112571554220210117,2021,6,12,99,12,99,93,8,7,1,1,6,,30,5,1,0,0,0,0,1,8,1554220210117004,6,1,2,,,,,Y,we,1554220210117,3,,1554220210117004,,5,S:8AM-8PM,33461,01,,,PALM BEACH,1447,,,1,1,,8,1,8,1,47,2,22FEB202108:52,1,,,,,,,,,,621.76015285,2021011257weS:8AM-8PM,,0,1554220210117004,03/03/2025
,,2021011257weS:8AM-8PM,2021112571554220210117,2021,6,12,99,12,99,93,8,7,1,1,6,0.00,6,0,1,1,0,0,0,2,1,1554220210117005,6,1,2,,,,,Y,we,1554220210117,3,,1554220210117005,1,5,S:8AM-8PM,35462,01,,,PALM BEACH,1510,,,1,1,,8,2,8,1,53,2,22FEB202108:52,1,,,,,,,,,,621.76015285,2021011257weS:8AM-8PM,,0,1554220210117005,03/03/2025
,,2021011257weS:8AM-8PM,2021112571554220210117,2021,6,12,99,12,99,93,8,7,1,1,6,0.00,6,0,1,1,0,0,1,2,2,1554220210117006,6,1,2,,,,,Y,we,1554220210117,3,,1554220210117005,1,5,S:8AM-8PM,33462,01,,,PALM BEACH,1511,,,1,1,,8,2,8,1,60,2,22FEB202108:52,1,,,,,,,,,,621.76015285,2021011257weS:8AM-8PM,,0,1554220210117006,03/03/2025
,,2021011257weS:8AM-8PM,2021112571554220210123,2021,6,12,11,12,99,278,8,7,1,1,4.5,0.00,20,4,1,1,0,0,0,4,1,1554220210123001,6,1,2,,,,,Y,we,1554220210123,7,,1554220210123001,1,5,S:8AM-8PM,33026,01,,,BROWARD,1432,,,1,1,,8,1,8,1,33,2,22FEB202108:52,1,,,,,,,,,,5559.7461839,2021011257weS:8AM-8PM,,0,1554220210123001,03/03/2025
