PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,TELEFON,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,COASTAL,NEW_LIST,ASG_CODE,MODE_ASG,MONTH,KOD,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,LICENSE,DATE1,DIST,PRIM1,PRIM2,MODE2001,AREA_NC,MONITOR,COMPFLAG,AGE,ART_REEF,REEFCODE,SEX,TOURN,TURTLE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,ZIP,DATE_PUBLISHED
RED DRUM,BLACK DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,3,0,20,5,1,1,2,1,0,0,1,8,1546520100128001,6,1,1,,,,Y,,1546520100128,,01,wd,1546520100128001,1,1,0,BREVARD,169288,169290,1038,8,1,1,8,1,1,,,1,19FEB201014:48,8,8835440801,8835440901,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128001,8,32754,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,2,0,150,50,1,1,1,0,0,0,2,1,1546520100128002,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128002,1,,,BREVARD,169290,169239,1131,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128002,8,32780,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,2,,30,10,1,1,0,0,0,1,2,2,1546520100128003,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128002,,,,BREVARD,169290,169239,1132,8,1,1,8,2,8,,,2,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128003,8,32780,03/03/2025
,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,4,0,70,2,1,1,1,0,0,0,1,8,1546520100128004,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128004,1,,,BREVARD,169290,,1344,8,1,1,8,1,8,,,2,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128004,8,32754,03/03/2025
,,201016128701wd,15465201001289285,2010,6,12,95,12,9,285,8,7,5,5,4,,100,1,1,1,0,0,0,0,2,1,1546520100128005,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128005,,,,ORANGE,,,1400,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128005,8,32825,03/03/2025
,,201016128701wd,15465201001289285,2010,6,12,95,12,9,285,8,7,5,5,4,,100,1,1,1,0,0,0,1,2,2,1546520100128006,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128005,,,,ORANGE,,,1401,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128006,8,32825,03/03/2025
RED DRUM,SPOTTED SEATROUT,201016128701wd,15465201001289285,2010,6,12,95,12,9,285,8,7,5,5,4,,25,0,1,1,0,0,0,0,2,1,1546520100128007,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128007,,,,ORANGE,169239,169290,1409,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440102,8835440901,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128007,8,34761,03/03/2025
RED DRUM,SPOTTED SEATROUT,201016128701wd,15465201001289285,2010,6,12,117,12,9,285,8,7,5,5,4,,1,0,1,1,0,0,0,1,2,2,1546520100128008,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128007,,,,SEMINOLE,169239,169290,1410,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440102,8835440901,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128008,8,32766,03/03/2025
BLACK DRUM,RED DRUM,201016128701wd,15465201001289285,2010,6,12,117,12,9,285,8,7,5,5,4.5,0,104,15,1,1,1,0,0,0,2,1,1546520100128009,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128009,1,,,SEMINOLE,169290,169288,1500,8,1,1,8,1,8,,,2,19FEB201014:48,8,8835440901,8835440801,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128009,8,32771,03/03/2025
BLACK DRUM,RED DRUM,201016128701wd,15465201001289285,2010,6,12,117,12,9,285,8,7,5,5,4.5,,52,7,1,1,0,0,0,1,2,2,1546520100128010,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128009,,,,SEMINOLE,169290,169288,1501,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,8835440801,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128010,8,32771,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701wd,15465201001289285,2010,6,13,51,12,9,285,8,7,5,5,6,0,100,8,1,1,2,0,0,0,3,1,1546520100128011,6,1,2,,,,O,,1546520100128,,01,wd,1546520100128011,1,,,CHATHAM,169290,169239,1553,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,3001.7819723,201016128701wd,,0,1546520100128011,8,31406,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701wd,15465201001289285,2010,6,13,51,12,9,285,8,7,5,5,6,0,20,4,1,1,1,0,0,1,3,2,1546520100128012,6,1,2,,,,O,,1546520100128,,01,wd,1546520100128011,1,,,CHATHAM,169290,169239,1554,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,3001.7819723,201016128701wd,,0,1546520100128012,8,31406,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701wd,15465201001289285,2010,6,13,51,12,9,285,8,7,5,5,6,0,150,20,2,1,1,0,0,1,3,2,1546520100128013,6,1,2,,,,O,,1546520100128,,01,wd,1546520100128011,1,,,CHATHAM,169290,169239,1555,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,3001.7819723,201016128701wd,,0,1546520100128013,8,31406,03/03/2025
,,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,4,0,7,0,2,1,1,0,0,0,2,1,1546520100128014,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128014,1,,,BREVARD,,,1608,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128014,8,32796,03/03/2025
,,201016128701wd,15465201001289285,2010,0,99,998,12,9,285,8,7,5,5,4,0,0,0,2,1,1,0,0,1,2,2,1546520100128015,6,1,2,,,,O,,1546520100128,,01,wd,1546520100128014,1,,,,,,1609,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,3001.7819723,201016128701wd,,0,1546520100128015,8,99997,03/03/2025
,,201016128701wd,15465201001289285,2010,6,12,127,12,9,285,8,7,5,5,6,,30,0,2,1,0,0,0,0,2,1,1546520100128016,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128016,,,,VOLUSIA,,,1612,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128016,8,32738,03/03/2025
,,201016128701wd,15465201001289285,2010,6,13,113,12,9,285,8,7,5,5,6,,10,4,1,1,0,0,0,1,2,2,1546520100128017,6,1,2,,,,O,,1546520100128,,01,wd,1546520100128016,,,,,,,1613,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,3001.7819723,201016128701wd,,0,1546520100128017,8,30269,03/03/2025
,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,2,,45,6,1,1,0,0,0,0,2,1,1546520100128018,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128018,,,,BREVARD,169290,,1638,8,1,1,8,1,8,,,2,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128018,8,32780,03/03/2025
,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,2,,45,6,1,1,0,0,0,1,2,2,1546520100128019,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128018,,,,BREVARD,169290,,1639,8,1,1,8,2,8,,,2,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128019,8,32780,03/03/2025
,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,3.5,,70,30,2,1,0,0,0,0,2,1,1546520100128020,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128020,,,,BREVARD,169290,,1704,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128020,8,32931,03/03/2025
,RED DRUM,201016128701wd,15465201001289285,2010,6,12,9,12,9,285,8,7,5,5,3.5,,200,30,2,1,0,0,0,1,2,2,1546520100128021,6,1,2,,,,Y,,1546520100128,,01,wd,1546520100128020,,,,BREVARD,169290,,1705,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,3275.1667019,201016128701wd,,0,1546520100128021,8,32920,03/03/2025
,RED DRUM,201016128701we,15465201001309285,2010,6,12,9,12,9,285,8,7,5,5,3.5,,104,16,2,1,0,0,0,0,2,1,1546520100130001,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130001,,,,BREVARD,169290,,1009,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130001,8,32754,03/03/2025
,RED DRUM,201016128701we,15465201001309285,2010,6,12,9,12,9,285,8,7,5,5,3.5,,104,16,2,1,0,0,0,1,2,2,1546520100130002,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130001,,,,BREVARD,169290,,1010,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130002,8,32754,03/03/2025
,,201016128701we,15465201001309285,2010,6,12,95,12,9,285,8,7,5,5,4,,8,0,2,1,0,0,0,0,2,1,1546520100130003,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130003,,,,ORANGE,,,1118,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130003,8,32825,03/03/2025
,,201016128701we,15465201001309285,2010,6,12,117,12,9,285,8,7,5,5,4,,8,0,1,1,0,0,0,1,2,2,1546520100130004,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130003,,,,SEMINOLE,,,1119,8,1,1,8,1,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130004,8,32766,03/03/2025
,RED DRUM,201016128701we,15465201001309285,2010,6,12,31,12,9,285,8,7,5,5,2,,5,0,2,1,0,0,0,0,3,1,1546520100130005,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130005,,,,DUVAL,169290,,1152,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130005,8,32250,03/03/2025
,RED DRUM,201016128701we,15465201001309285,2010,6,12,31,12,9,285,8,7,5,5,2,,5,0,2,1,0,0,0,1,3,2,1546520100130006,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130005,,,,DUVAL,169290,,1153,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130006,8,32250,03/03/2025
,RED DRUM,201016128701we,15465201001309285,2010,6,12,31,12,9,285,8,7,5,5,2,,5,0,2,1,0,0,0,1,3,2,1546520100130007,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130005,,,,DUVAL,169290,,1154,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130007,8,32250,03/03/2025
,,201016128701we,15465201001309285,2010,6,12,95,12,9,285,8,7,5,5,2,,3,3,2,1,0,0,0,0,2,1,1546520100130008,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130008,,,,ORANGE,,,1214,8,1,1,8,2,8,,,1,19FEB201014:48,8,,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130008,8,32828,03/03/2025
,,201016128701we,15465201001309285,2010,6,12,95,12,9,285,8,7,5,5,2,,3,3,2,1,0,0,0,1,2,2,1546520100130009,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130008,,,,ORANGE,,,1215,8,1,1,8,2,8,,,2,19FEB201014:48,8,,,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130009,8,32828,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701we,15465201001309285,2010,6,12,9,12,9,285,8,7,5,5,4,0,150,30,1,1,1,0,0,0,2,1,1546520100130010,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130010,1,,,BREVARD,169290,169239,1235,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130010,8,32780,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701we,15465201001309285,2010,6,12,9,12,9,285,8,7,5,5,4,0,75,20,1,1,1,0,0,1,2,2,1546520100130011,6,1,2,,,,Y,,1546520100130,,01,we,1546520100130010,1,,,BREVARD,169290,169239,1236,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,1835.8170432,201016128701we,,0,1546520100130011,8,32780,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701we,15465201001309285,2010,6,13,51,12,9,285,8,7,5,5,5,,100,8,1,1,0,0,0,0,3,1,1546520100130012,6,1,2,,,,O,,1546520100130,,01,we,1546520100130012,,,,CHATHAM,169290,169239,1407,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,1682.5777148,201016128701we,,0,1546520100130012,8,31406,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701we,15465201001309285,2010,6,13,51,12,9,285,8,7,5,5,5,,20,4,1,1,0,0,0,1,3,2,1546520100130013,6,1,2,,,,O,,1546520100130,,01,we,1546520100130012,,,,CHATHAM,169290,169239,1408,8,1,1,8,1,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,1682.5777148,201016128701we,,0,1546520100130013,8,31406,03/03/2025
SPOTTED SEATROUT,RED DRUM,201016128701we,15465201001309285,2010,6,13,51,12,9,285,8,7,5,5,5,,150,20,2,1,0,0,0,1,3,2,1546520100130014,6,1,2,,,,O,,1546520100130,,01,we,1546520100130012,,,,CHATHAM,169290,169239,1409,8,1,1,8,2,8,,,1,19FEB201014:48,8,8835440901,8835440102,,,,,,,,,,,,,1682.5777148,201016128701we,,0,1546520100130014,8,31406,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,0,100,2,1,1,0,1,0,0,2,1,1546520100220001,6,1,1,,,,Y,,1546520100220,,02,we,1546520100220001,1,1,0,BREVARD,169290,169288,1004,8,1,1,8,2,1,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220001,8,32796,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,0,100,2,1,1,0,1,0,1,2,2,1546520100220002,6,1,1,,,,Y,,1546520100220,,02,we,1546520100220001,1,1,0,BREVARD,169290,169288,1005,8,1,1,8,1,1,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220002,8,32796,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,3,0,25,2,1,1,1,0,0,0,1,8,1546520100220003,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220003,1,,,BREVARD,169290,169288,1118,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220003,8,32907,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,117,12,9,285,8,7,5,5,4,,20,0,2,1,0,0,0,0,2,1,1546520100220004,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220004,,,,SEMINOLE,169290,,1142,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220004,8,32750,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,117,12,9,285,8,7,5,5,4,,20,0,1,1,0,0,0,1,2,2,1546520100220005,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220004,,,,SEMINOLE,169290,,1143,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220005,8,32750,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,4,0,100,2,1,1,3,0,0,0,1,8,1546520100220006,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220006,1,,,BREVARD,169290,,1149,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220006,8,32796,03/03/2025
,,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,4.5,0,40,5,1,1,2,0,0,0,1,8,1546520100220007,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220007,1,,,ORANGE,,,1210,8,1,1,8,1,8,,,1,18MAR201014:17,8,,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220007,8,32818,03/03/2025
,,201016128702we,15465201002209285,2010,0,47,41,12,9,285,8,7,5,5,0.5,,0,0,1,1,0,0,0,0,3,1,1546520100220008,6,1,2,,,,O,,1546520100220,,02,we,1546520100220008,,,,,,,1243,8,1,1,8,1,8,,,1,18MAR201014:17,8,,,,,,,,,,,,,,,1069.056634,201016128702we,,0,1546520100220008,8,37012,03/03/2025
,,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,0.5,,4,0,2,1,0,0,0,1,3,2,1546520100220009,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220008,,,,BREVARD,,,1244,8,1,1,8,2,8,,,2,18MAR201014:17,8,,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220009,8,32780,03/03/2025
,,201016128702we,15465201002209285,2010,0,47,149,12,9,285,8,7,5,5,0.5,,0,0,2,1,0,0,0,1,3,2,1546520100220010,6,1,2,,,,O,,1546520100220,,02,we,1546520100220008,,,,,,,1245,8,1,1,8,2,8,,,1,18MAR201014:17,8,,,,,,,,,,,,,,,1069.056634,201016128702we,,0,1546520100220010,8,37085,03/03/2025
,,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,,3,0,1,1,0,0,0,0,2,1,1546520100220011,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220011,,,,BREVARD,,,1252,8,1,1,8,2,8,,,2,18MAR201014:17,8,,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220011,8,32780,03/03/2025
,,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,,104,10,1,1,0,0,0,1,2,2,1546520100220012,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220011,,,,BREVARD,,,1253,8,1,1,8,2,8,,,2,18MAR201014:17,8,,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220012,8,32780,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,69,12,9,285,8,7,5,5,7,0,20,0,2,1,1,0,0,0,3,1,1546520100220013,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220013,1,,,LAKE,169290,,1308,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220013,8,32776,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,7,,20,0,2,1,0,0,0,1,3,2,1546520100220014,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220013,,,,ORANGE,169290,,1309,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220014,8,32810,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,7,,15,0,2,1,0,0,0,1,3,2,1546520100220015,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220013,,,,ORANGE,169290,,1310,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220015,8,32810,03/03/2025
RED DRUM,SPOTTED SEATROUT,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,1.5,,100,20,2,1,0,0,0,0,1,8,1546520100220016,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220016,,,,BREVARD,169239,169290,1323,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440102,8835440901,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220016,8,32796,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,4.5,,12,0,2,1,0,0,0,0,3,1,1546520100220017,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220017,,,,ORANGE,169290,169288,1339,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220017,8,32819,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,4.5,,12,0,2,1,0,0,0,1,3,2,1546520100220018,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220017,,,,ORANGE,169290,169288,1340,8,1,1,8,2,8,,,2,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220018,8,32819,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,4.5,,12,0,2,1,0,0,0,1,3,2,1546520100220019,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220017,,,,ORANGE,169290,169288,1341,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220019,8,32819,03/03/2025
,BLACK DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,3,,14,1,2,1,0,0,0,0,1,8,1546520100220020,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220020,,,,BREVARD,169288,,1356,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440801,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220020,8,32780,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,6,,28,5,1,1,0,0,0,0,2,1,1546520100220021,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220021,,,,ORANGE,169290,,1418,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220021,8,32806,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,95,12,9,285,8,7,5,5,6,,10,1,2,1,0,0,0,1,2,2,1546520100220022,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220021,,,,ORANGE,169290,,1419,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220022,8,32789,03/03/2025
RED DRUM,SPOTTED SEATROUT,201016128702we,15465201002209285,2010,6,12,117,12,9,285,8,7,5,5,8,,75,2,1,1,0,0,0,0,2,1,1546520100220023,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220023,,,,SEMINOLE,169239,169290,1451,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440102,8835440901,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220023,8,99998,03/03/2025
RED DRUM,SPOTTED SEATROUT,201016128702we,15465201002209285,2010,6,12,117,12,9,285,8,7,5,5,8,,75,2,1,1,0,0,0,1,2,2,1546520100220024,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220023,,,,SEMINOLE,169239,169290,1452,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440102,8835440901,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220024,8,32773,03/03/2025
,,201016128702we,15465201002209285,2010,0,99,998,12,9,285,8,7,5,5,4,,0,0,2,1,0,0,0,0,1,8,1546520100220025,6,1,2,,,,O,,1546520100220,,02,we,1546520100220025,,,,,,,1503,8,1,1,8,2,8,,,1,18MAR201014:17,8,,,,,,,,,,,,,,,1069.056634,201016128702we,,0,1546520100220025,8,99997,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,,40,5,1,1,0,0,0,0,3,1,1546520100220026,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220026,,,,BREVARD,169290,169288,1516,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220026,8,32780,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,,20,5,1,1,0,0,0,1,3,2,1546520100220027,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220026,,,,BREVARD,169290,169288,1517,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220027,8,32780,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,9,12,9,285,8,7,5,5,2,,12,0,1,1,0,0,0,1,3,2,1546520100220028,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220026,,,,BREVARD,169290,169288,1518,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220028,8,32780,03/03/2025
,RED DRUM,201016128702we,15465201002209285,2010,6,12,11,12,9,285,8,7,5,5,8,0,30,2,1,1,1,0,0,0,1,8,1546520100220029,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220029,1,,,BROWARD,169290,,1520,8,1,1,8,2,8,,,1,18MAR201014:17,8,8835440901,,,,,,,,,,,,,,1166.4200539,201016128702we,,0,1546520100220029,8,33328,03/03/2025
BLACK DRUM,RED DRUM,201016128702we,15465201002209285,2010,6,12,117,12,9,285,8,7,5,5,6,,15,5,1,1,0,0,0,0,5,1,1546520100220030,6,1,2,,,,Y,,1546520100220,,02,we,1546520100220030,,,,SEMINOLE,169290,169288,1543,8,1,1,8,1,8,,,1,18MAR201014:17,8,8835440901,8835440801,,,,,,,,,,,,,2991.7800005,201016128702we,,0,1546520100220030,8,99998,03/03/2025
