PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,ASG_CODE,MONTH,KOD,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,DATE,TURTLE,TOURN,AGE,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,29,Y,50,200,8,1,1191319921119001,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119001,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1641,921119,3,2,34,2460.3919445,199265348311wd,,0,1191319921119001,08701,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,29,Y,60,180,8,4,1191319921119002,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119002,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1703,921119,3,2,29,2460.3919445,199265348311wd,,0,1191319921119002,08742,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,60,150,8,2,1191319921119003,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119003,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1732,921119,3,2,36,2460.3919445,199265348311wd,,0,1191319921119003,08736,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,50,300,1,4,1191319921119004,1068,2,3,0,0,0,0,,3,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119004,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1811,921119,3,2,13,2460.3919445,199265348311wd,,0,1191319921119004,07702,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,50,300,2,4,1191319921119005,1068,2,3,0,0,0,1,,3,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119005,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1812,921119,3,2,35,2460.3919445,199265348311wd,,0,1191319921119005,07702,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,50,300,2,4,1191319921119006,1068,2,3,0,0,0,1,,3,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119006,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1815,921119,3,2,25,2460.3919445,199265348311wd,,0,1191319921119006,07702,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,29,Y,50,150,8,1.5,1191319921119007,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119007,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1911,921119,3,2,21,2460.3919445,199265348311wd,,0,1191319921119007,08753,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,29,Y,50,80,1,1.5,1191319921119008,1068,2,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119008,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1926,921119,3,2,23,2460.3919445,199265348311wd,,0,1191319921119008,08742,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,29,Y,60,200,2,1.5,1191319921119009,1068,2,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119009,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1930,921119,3,2,22,2460.3919445,199265348311wd,,0,1191319921119009,08742,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,30,30,8,1,1191319921119010,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119010,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,2002,921119,3,2,35,2460.3919445,199265348311wd,,0,1191319921119010,07753,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,32,50,8,1.5,1191319921119011,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119011,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,2029,921119,3,2,50,2460.3919445,199265348311wd,,0,1191319921119011,07712,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,29,Y,60,90,8,2,1191319921119012,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119012,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,2025,921119,3,2,34,2460.3919445,199265348311wd,,0,1191319921119012,08742,03/03/2025
,STRIPED BASS,199265348311wd,1191319921119251068,,1,1,,2,1,25,25,Y,20,30,8,0.5,1191319921119013,1068,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921119,11,wd,,,1191319921119013,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,2102,921119,3,2,67,2460.3919445,199265348311wd,,0,1191319921119013,07711,03/03/2025
,,199265348311wd,119131992112425885,,1,1,,2,1,25,21,Y,8,108,8,4,1191319921124004,885,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921124,11,wd,,,1191319921124004,,,,8,1,,Mercer,25JUN93:16:06,1,8,1,,,,,,1,88,8,1846,921124,3,2,34,2460.3919445,199265348311wd,,0,1191319921124004,08540,03/03/2025
,STRIPED BASS,199265348311wd,119131992112425885,,1,1,,2,1,25,29,Y,30,100,8,1,1191319921124005,885,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921124,11,wd,,,1191319921124005,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1919,921124,3,2,49,2460.3919445,199265348311wd,,0,1191319921124005,08753,03/03/2025
,STRIPED BASS,199265348311wd,119131992112425885,,1,1,,2,1,25,29,Y,40,80,8,1.5,1191319921124006,885,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921124,11,wd,,,1191319921124006,,,,8,9,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1941,921124,3,2,50,2460.3919445,199265348311wd,,0,1191319921124006,08742,03/03/2025
,STRIPED BASS,199265348312wd,119131992120125885,,1,1,,2,1,25,25,Y,8,16,8,2,1191319921201001,885,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921201,12,wd,,,1191319921201001,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1646,921201,3,2,39,2460.3919445,199265348312wd,,0,1191319921201001,07719,03/03/2025
,STRIPED BASS,199265348312we,119131992120525198,,1,1,,2,1,25,25,Y,25,60,8,2,1191319921205001,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205001,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1431,921205,3,2,49,1487.5558916,199265348312we,,0,1191319921205001,07739,03/03/2025
,STRIPED BASS,199265348312we,119131992120525198,0,1,1,,2,1,25,45,O,6,20,1,5,1191319921205002,198,5,3,1,0,0,0,,2,5,34,42,5,1,6,1992,1191319921205,12,we,,,1191319921205002,2,,,8,1,,,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1456,921205,3,2,38,1781.6027039,199265348312we,,0,1191319921205002,19342,03/03/2025
,,199265348312we,119131992120525198,2,1,1,,2,1,25,3,Y,60,175,8,6,1191319921205003,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205003,,,,8,1,,Bergen,25JUN93:16:06,1,8,1,,,,,,1,88,8,1520,921205,3,2,31,1487.5558916,199265348312we,,0,1191319921205003,07603,03/03/2025
,STRIPED BASS,199265348312we,119131992120525198,,1,1,,2,1,25,23,Y,8,50,8,6,1191319921205004,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205004,,,,8,1,,Middelsex,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1613,921205,3,2,32,1487.5558916,199265348312we,,0,1191319921205004,07095,03/03/2025
,STRIPED BASS,199265348312we,119131992120525198,,1,1,,2,1,25,39,Y,4,12,1,13.5,1191319921205005,198,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205005,,,,8,1,,Union,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1633,921205,3,2,32,1487.5558916,199265348312we,,0,1191319921205005,07203,03/03/2025
,STRIPED BASS,199265348312we,119131992120525198,,1,1,,2,1,25,39,Y,10,60,2,14,1191319921205006,198,5,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205006,,,,8,1,,Union,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1656,921205,3,2,30,1487.5558916,199265348312we,,0,1191319921205006,07203,03/03/2025
,,199265348312we,119131992120525198,,1,1,,2,1,25,25,Y,4,20,8,4,1191319921205007,198,5,3,0,0,0,0,,1,5,34,34,5,8,6,1992,1191319921205,12,we,,,1191319921205007,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,,,2,88,8,1717,921205,3,2,22,1487.5558916,199265348312we,,0,1191319921205007,07724,03/03/2025
,TAUTOG,199265348312we,119131992120525198,,1,1,,2,1,25,3,Y,3,10,1,3.5,1191319921205008,198,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205008,,,,8,1,,Bergen,25JUN93:16:06,1,8,1,,,,8839010101,,1,88,8,1755,921205,3,2,34,1487.5558916,199265348312we,,0,1191319921205008,07666,03/03/2025
,,199265348312we,119131992120525198,0,1,1,,2,1,25,3,Y,6,30,2,3.5,1191319921205009,198,5,3,1,0,0,1,,2,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205009,2,,,8,1,,Bergen,25JUN93:16:06,1,8,1,,,,,,1,88,8,1805,921205,3,2,31,1487.5558916,199265348312we,,0,1191319921205009,07666,03/03/2025
,STRIPED BASS,199265348312we,119131992120525198,,1,1,,2,1,25,13,Y,8,52,8,5,1191319921205010,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921205,12,we,,,1191319921205010,,,,8,1,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1837,921205,3,2,39,1487.5558916,199265348312we,,0,1191319921205010,07052,03/03/2025
,STRIPED BASS,199265348312we,119131992120625198,3,1,1,,2,1,25,39,Y,16,80,1,4,1191319921206001,198,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206001,,,,8,1,,Union,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1316,921206,3,2,42,1487.5558916,199265348312we,,0,1191319921206001,07065,03/03/2025
,STRIPED BASS,199265348312we,119131992120625198,3,1,1,,2,1,25,39,Y,16,80,2,4,1191319921206002,198,5,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206002,,,,8,1,,Union,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1319,921206,3,2,36,1487.5558916,199265348312we,,0,1191319921206002,07065,03/03/2025
BLUEFISH,STRIPED BASS,199265348312we,119131992120625198,,1,1,,2,1,25,13,Y,25,50,8,4,1191319921206003,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206003,,,,8,1,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,8835250101,1,88,8,1400,921206,3,2,70,1487.5558916,199265348312we,,0,1191319921206003,07006,03/03/2025
,STRIPED BASS,199265348312we,119131992120625198,,1,1,,2,1,25,27,Y,40,150,8,12.5,1191319921206004,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206004,,,,8,1,,Morris,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1427,921206,3,2,32,1487.5558916,199265348312we,,0,1191319921206004,07005,03/03/2025
BLUEFISH,STRIPED BASS,199265348312we,119131992120625198,0,1,1,,1,1,25,35,Y,4,24,8,2,1191319921206005,198,5,3,0,1,0,0,,1,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206005,2,1,0,8,1,,Somerset,25JUN93:16:06,1,1,1,,,,8835020102,8835250101,1,88,8,1542,921206,3,2,41,1487.5558916,199265348312we,,0,1191319921206005,07063,03/03/2025
BLUEFISH,STRIPED BASS,199265348312we,119131992120625198,,1,1,,2,1,25,35,Y,0,4,8,2,1191319921206006,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206006,,,,8,1,,Somerset,25JUN93:16:06,1,8,1,,,,8835020102,8835250101,1,88,8,1544,921206,3,2,42,1487.5558916,199265348312we,,0,1191319921206006,07063,03/03/2025
BLUEFISH,STRIPED BASS,199265348312we,119131992120625198,,1,1,,2,1,25,13,Y,8,20,8,3,1191319921206007,198,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1191319921206,12,we,,,1191319921206007,,,,8,9,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,8835250101,1,88,8,1611,921206,3,2,78,1487.5558916,199265348312we,,0,1191319921206007,07403,03/03/2025
,STRIPED BASS,199265348312wd,119131992121025885,,1,1,,2,1,25,25,Y,8,20,1,0.5,1191319921210001,885,2,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1191319921210,12,wd,,,1191319921210001,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1602,921210,3,2,26,2460.3919445,199265348312wd,,0,1191319921210001,07053,03/03/2025
,STRIPED BASS,199265348312wd,119131992121025885,,1,1,,2,1,25,25,Y,15,30,2,0.5,1191319921210002,885,2,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1191319921210,12,wd,,,1191319921210002,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1605,921210,3,2,31,2460.3919445,199265348312wd,,0,1191319921210002,07724,03/03/2025
,STRIPED BASS,199265348311wd,1250419921111251042,,1,1,,2,1,25,25,Y,10,20,1,2,1250419921111001,1042,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111001,,,,8,9,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,830,921111,3,2,33,3788.7972014,199265348311wd,,0,1250419921111001,07753,03/03/2025
,STRIPED BASS,199265348311wd,1250419921111251042,,1,1,,2,1,25,85,O,1,10,2,2,1250419921111002,1042,5,3,0,0,0,1,,2,5,34,36,5,1,6,1992,1250419921111,11,wd,,,1250419921111002,,,,8,1,,Richmond,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,835,921111,3,2,30,4537.7329193,199265348311wd,,0,1250419921111002,10301,03/03/2025
BLUEFISH,STRIPED BASS,199265348311wd,1250419921111251042,,1,1,,2,1,25,25,Y,6,20,1,4.5,1250419921111003,1042,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111003,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,8835250101,1,88,8,915,921111,3,2,30,3788.7972014,199265348311wd,,0,1250419921111003,07735,03/03/2025
BLUEFISH,STRIPED BASS,199265348311wd,1250419921111251042,,1,1,,2,1,25,25,Y,6,20,2,4.5,1250419921111004,1042,5,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111004,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,8835250101,1,88,8,920,921111,3,2,58,3788.7972014,199265348311wd,,0,1250419921111004,08527,03/03/2025
BLUEFISH,STRIPED BASS,199265348311wd,125041992111125885,,1,1,,2,1,25,13,Y,8,32,8,2,1250419921111005,885,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111005,,,,8,1,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,8835250101,1,88,8,1005,921111,3,2,72,2460.3919445,199265348311wd,,0,1250419921111005,07052,03/03/2025
,STRIPED BASS,199265348311wd,125041992111125885,,1,1,,2,1,25,5,Y,16,70,1,4,1250419921111006,885,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111006,,,,8,1,,Burlington,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1055,921111,3,2,60,2460.3919445,199265348311wd,,0,1250419921111006,08650,03/03/2025
,STRIPED BASS,199265348311wd,125041992111125885,,1,1,,2,1,25,5,Y,16,70,2,4,1250419921111007,885,5,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111007,,,,8,1,,Burlington,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1100,921111,3,2,18,2460.3919445,199265348311wd,,0,1250419921111007,08650,03/03/2025
,STRIPED BASS,199265348311wd,1250419921111251068,,1,1,,2,1,25,39,Y,20,30,1,3.5,1250419921111008,1068,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111008,,,,8,1,,Union,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1145,921111,3,2,67,2460.3919445,199265348311wd,,0,1250419921111008,07083,03/03/2025
,STRIPED BASS,199265348311wd,1250419921111251068,,1,1,,2,1,25,35,Y,1,1,2,3.5,1250419921111009,1068,5,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111009,,,,8,9,,Somerset,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1150,921111,3,2,9,2460.3919445,199265348311wd,,0,1250419921111009,09999,03/03/2025
STRIPED BASS,BLUEFISH,199265348311wd,1250419921111251068,,1,1,,2,1,25,25,Y,0,20,1,1,1250419921111010,1068,5,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111010,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835250101,8835020102,1,88,8,1240,921111,3,2,64,2460.3919445,199265348311wd,,0,1250419921111010,07719,03/03/2025
STRIPED BASS,BLUEFISH,199265348311wd,1250419921111251068,,1,1,,2,1,25,29,Y,20,35,2,1,1250419921111011,1068,5,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111011,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835250101,8835020102,1,88,8,1245,921111,3,2,30,2460.3919445,199265348311wd,,0,1250419921111011,08827,03/03/2025
,,199265348311wd,1250419921111251068,,1,1,,2,1,25,31,Y,3,3,8,1.5,1250419921111017,1068,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111017,,,,8,1,,Passaic,25JUN93:16:06,1,8,1,,,,,,1,88,8,1520,921111,3,2,65,2460.3919445,199265348311wd,,0,1250419921111017,07502,03/03/2025
,STRIPED BASS,199265348311wd,1250419921111251068,,1,1,,2,1,25,25,Y,0,1,8,2,1250419921111020,1068,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921111,11,wd,,,1250419921111020,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1555,921111,3,2,58,2460.3919445,199265348311wd,,0,1250419921111020,08724,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,,1,1,,2,1,25,25,Y,32,130,1,2,1250419921114001,1035,2,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114001,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,720,921114,3,2,59,2290.7112876,199265348311we,,0,1250419921114001,07712,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,,1,1,,2,1,25,25,Y,15,60,2,2,1250419921114002,1035,2,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114002,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,725,921114,3,2,13,2290.7112876,199265348311we,,0,1250419921114002,07712,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,0,1,1,,2,1,25,31,Y,24,96,8,6,1250419921114003,1035,2,3,1,0,0,0,,1,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114003,2,,,8,1,,Passaic,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,755,921114,3,2,43,2290.7112876,199265348311we,,0,1250419921114003,07014,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,0,1,1,,2,1,25,25,Y,60,300,8,2,1250419921114004,1035,2,3,1,0,0,0,,1,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114004,2,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,820,921114,3,2,27,2290.7112876,199265348311we,,0,1250419921114004,07753,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,0,1,1,,2,1,25,13,Y,20,80,8,6,1250419921114005,1035,2,3,1,0,0,0,,1,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114005,2,,,8,1,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,905,921114,3,2,34,2290.7112876,199265348311we,,0,1250419921114005,07003,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,0,1,1,,2,1,25,13,Y,20,80,8,6,1250419921114006,1035,2,3,1,0,0,0,,1,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114006,2,,,8,1,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,940,921114,3,2,23,2290.7112876,199265348311we,,0,1250419921114006,07003,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251035,0,1,1,,2,1,25,13,Y,24,90,8,6,1250419921114007,1035,2,3,1,0,0,0,,1,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114007,2,,,8,9,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1010,921114,3,2,27,2290.7112876,199265348311we,,0,1250419921114007,07003,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251084,,1,1,,2,1,25,13,Y,20,60,1,5,1250419921114011,1084,2,3,0,0,0,0,,2,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114011,,,,8,1,,Essex,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1205,921114,3,2,53,2290.7112876,199265348311we,,0,1250419921114011,07029,03/03/2025
,STRIPED BASS,199265348311we,1250419921114251084,,1,1,,2,1,25,17,Y,20,60,2,5,1250419921114012,1084,2,3,0,0,0,1,,2,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114012,,,,8,1,,Hudson,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,1210,921114,3,2,55,2290.7112876,199265348311we,,0,1250419921114012,07022,03/03/2025
,,199265348311we,1250419921114251084,,1,1,,2,1,25,25,Y,50,200,8,10,1250419921114013,1084,5,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921114,11,we,,,1250419921114013,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,,,1,88,8,1255,921114,3,2,56,2290.7112876,199265348311we,,0,1250419921114013,07754,03/03/2025
,STRIPED BASS,199265348311wd,125041992112525885,,1,1,,2,1,25,17,O,45,90,1,3,1250419921125001,885,5,3,0,0,0,0,,2,5,34,42,5,1,6,1992,1250419921125,11,wd,,,1250419921125001,,,,8,1,,,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,850,921125,3,2,30,2946.7403314,199265348311wd,,0,1250419921125001,19056,03/03/2025
,STRIPED BASS,199265348311wd,125041992112525885,,1,1,,2,1,25,17,O,45,90,2,3,1250419921125002,885,5,3,0,0,0,1,,2,5,34,42,5,1,6,1992,1250419921125,11,wd,,,1250419921125002,,,,8,1,,,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,855,921125,3,2,29,2946.7403314,199265348311wd,,0,1250419921125002,19056,03/03/2025
,STRIPED BASS,199265348311wd,1250419921127251035,,1,1,,2,1,25,25,Y,16,130,8,3,1250419921127001,1035,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921127,11,wd,,,1250419921127001,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,705,921127,3,2,41,3788.7972014,199265348311wd,,0,1250419921127001,07753,03/03/2025
,STRIPED BASS,199265348311wd,1250419921127251035,0,1,1,,2,1,25,17,O,6,10,1,3,1250419921127002,1035,2,3,1,0,0,0,,3,5,34,42,5,1,6,1992,1250419921127,11,wd,,,1250419921127002,2,,,8,9,,,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,735,921127,3,2,33,4537.7329193,199265348311wd,,0,1250419921127002,19067,03/03/2025
,STRIPED BASS,199265348311wd,1250419921127251035,,1,1,,2,1,25,45,O,15,25,2,3,1250419921127003,1035,2,3,0,0,0,1,,3,5,34,42,5,1,6,1992,1250419921127,11,wd,,,1250419921127003,,,,8,9,,,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,740,921127,3,2,34,4537.7329193,199265348311wd,,0,1250419921127003,19026,03/03/2025
,STRIPED BASS,199265348311wd,1250419921127251035,,1,1,,2,1,25,45,O,15,25,2,3,1250419921127004,1035,2,3,0,0,0,1,,3,5,34,42,5,1,6,1992,1250419921127,11,wd,,,1250419921127004,,,,8,9,,,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,745,921127,3,2,12,4537.7329193,199265348311wd,,0,1250419921127004,19026,03/03/2025
,STRIPED BASS,199265348311wd,1250419921127251035,,1,1,,2,1,25,25,Y,60,200,8,1.5,1250419921127005,1035,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921127,11,wd,,,1250419921127005,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,830,921127,3,2,49,3788.7972014,199265348311wd,,0,1250419921127005,07756,03/03/2025
,STRIPED BASS,199265348311wd,1250419921127251035,,1,1,,2,1,25,29,Y,45,125,8,3,1250419921127006,1035,2,3,0,0,0,0,,1,5,34,34,5,1,6,1992,1250419921127,11,wd,,,1250419921127006,,,,8,1,,Ocean,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,910,921127,3,2,37,3788.7972014,199265348311wd,,0,1250419921127006,07756,03/03/2025
,STRIPED BASS,199265348311wd,125041992112725368,,1,1,,2,1,25,25,Y,60,270,1,1,1250419921127007,368,2,3,0,0,0,0,,3,5,34,34,5,1,6,1992,1250419921127,11,wd,,,1250419921127007,,,,8,1,,Monmouth,25JUN93:16:06,1,8,1,,,,8835020102,,1,88,8,940,921127,3,2,70,2460.3919445,199265348311wd,,0,1250419921127007,07740,03/03/2025
