PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,,200316128702we,151582003022391513,,5,5,,2,1,9,127,Y,0,2,2,2.5,1515820030223014,1513,8,7,0,0,0,1,,2,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223013,,,,8,2,,VOLUSIA,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1656,824.92615737,200316128702we,,0,1515820030223014,32764,03/03/2025
,RED DRUM,200316128702we,151582003022391513,0,5,5,,2,1,9,95,Y,5,30,8,5,1515820030223015,1513,8,7,1,0,0,0,,1,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223015,1,,,8,1,,ORANGE,20MAR200310:09,8,8,1,,,,8835440901,0,1,8,8,1700,824.92615737,200316128702we,,0,1515820030223015,32822,03/03/2025
RED DRUM,BLACK DRUM,200316128702we,151582003022391513,,5,5,,2,1,9,9,Y,24,140,1,1,1515820030223016,1513,8,7,0,0,0,0,,3,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223016,,,,8,2,,BREVARD,20MAR200310:09,8,8,1,,,,8835440801,8835440901,1,8,8,1710,824.92615737,200316128702we,,0,1515820030223016,32927,03/03/2025
RED DRUM,BLACK DRUM,200316128702we,151582003022391513,,5,5,,2,1,9,9,Y,16,90,2,1,1515820030223017,1513,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223016,,,,8,2,,BREVARD,20MAR200310:09,8,8,1,,,,8835440801,8835440901,1,8,8,1711,824.92615737,200316128702we,,0,1515820030223017,32927,03/03/2025
RED DRUM,BLACK DRUM,200316128702we,151582003022391513,,5,5,,2,1,9,9,Y,16,90,2,1,1515820030223018,1513,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223016,,,,8,2,,BREVARD,20MAR200310:09,8,8,1,,,,8835440801,8835440901,1,8,8,1712,824.92615737,200316128702we,,0,1515820030223018,32927,03/03/2025
,RED DRUM,200316128702we,151582003022391513,0,5,5,,2,1,9,117,Y,5,30,1,5,1515820030223019,1513,8,7,1,0,0,0,,2,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223019,1,,,8,1,,SEMINOLE,20MAR200310:09,8,8,1,,,,8835440901,0,1,8,8,1735,824.92615737,200316128702we,,0,1515820030223019,32701,03/03/2025
,RED DRUM,200316128702we,151582003022391513,,5,5,,2,1,9,117,Y,5,30,2,5,1515820030223020,1513,8,7,0,0,0,1,,2,6,12,12,6,1,1,2003,,1515820030223,02,we,,1515820030223019,,,,8,2,,SEMINOLE,20MAR200310:09,8,8,1,,,,8835440901,0,1,8,8,1736,824.92615737,200316128702we,,0,1515820030223020,32701,03/03/2025
COMMON SNOOK,TARPON FAMILY,200316128701we,151892003010511235,,5,5,,2,1,11,11,Y,23,155,1,5.5,1518920030105001,235,8,7,0,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030105,01,we,,1518920030105001,,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,8738010000,8835010105,1,8,8,1435,2054.4605462,200316128701we,,0,1518920030105001,33314,03/03/2025
COMMON SNOOK,TARPON FAMILY,200316128701we,151892003010511235,0,5,5,,2,1,11,11,Y,6,9,2,5.5,1518920030105002,235,8,7,1,0,0,1,,2,6,12,12,6,1,1,2003,,1518920030105,01,we,,1518920030105001,1,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,8738010000,8835010105,1,8,8,1438,2054.4605462,200316128701we,,0,1518920030105002,33312,03/03/2025
,,200316128701we,151892003010511235,,5,5,,2,1,11,11,Y,15,103,1,0.5,1518920030105003,235,8,7,0,0,0,0,,4,6,12,12,6,1,1,2003,,1518920030105,01,we,,1518920030105003,,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1650,2054.4605462,200316128701we,,0,1518920030105003,33309,03/03/2025
,,200316128701we,151892003010511235,,5,5,,2,1,11,11,Y,0,0,2,0.5,1518920030105004,235,8,7,0,0,0,1,,4,6,12,12,6,1,1,2003,,1518920030105,01,we,,1518920030105003,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1653,2054.4605462,200316128701we,,0,1518920030105004,33309,03/03/2025
,,200316128701we,151892003010511235,,5,5,,2,1,11,11,Y,0,0,2,0.5,1518920030105005,235,8,7,0,0,0,1,,4,6,12,12,6,1,1,2003,,1518920030105,01,we,,1518920030105003,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1656,2054.4605462,200316128701we,,0,1518920030105005,33309,03/03/2025
,,200316128701we,151892003010511235,,5,5,,2,1,11,11,Y,0,0,2,0.5,1518920030105006,235,8,7,0,0,0,1,,4,6,12,12,6,1,1,2003,,1518920030105,01,we,,1518920030105003,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1659,2054.4605462,200316128701we,,0,1518920030105006,33309,03/03/2025
,PINFISH,200316128701wd,151892003010811216,0,5,5,,2,1,11,11,Y,0,0,1,0.5,1518920030108002,216,8,7,1,0,0,0,,3,6,12,12,6,1,1,2003,,1518920030108,01,wd,,1518920030108002,1,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,8835430201,0,1,8,8,1748,2445.1507588,200316128701wd,,0,1518920030108002,33064,03/03/2025
,PINFISH,200316128701wd,151892003010811216,0,5,5,,2,1,11,11,Y,0,0,2,0.5,1518920030108003,216,8,7,1,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030108,01,wd,,1518920030108002,1,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835430201,0,1,8,8,1751,2445.1507588,200316128701wd,,0,1518920030108003,33064,03/03/2025
,PINFISH,200316128701wd,151892003010811216,0,5,5,,2,1,11,11,Y,0,0,2,0.5,1518920030108004,216,8,7,1,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030108,01,wd,,1518920030108002,1,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835430201,0,1,8,8,1754,2445.1507588,200316128701wd,,0,1518920030108004,33064,03/03/2025
,,200316128701we,151892003011186134,0,H,5,,1,2,86,86,Y,1,11,1,7,1518920030111005,134,8,7,0,4,0,0,,2,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111005,1,1,0,8,1,,MIAMI-DADE,20MAR200310:09,8,2,1,,,,0,0,1,8,2,1241,1135.0777812,200316128701we,,0,1518920030111005,33147,03/03/2025
,,200316128701we,151892003011186134,,H,5,,3,0,86,86,Y,1,11,2,7,1518920030111006,134,8,7,0,0,1,1,,2,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111005,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1244,1135.0777812,200316128701we,,0,1518920030111005,33147,03/03/2025
,,200316128701we,151892003011186134,,H,5,,2,1,86,86,Y,0,0,1,0.5,1518920030111010,134,8,7,0,0,0,0,,3,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111010,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1310,1135.0777812,200316128701we,,0,1518920030111010,33174,03/03/2025
,,200316128701we,151892003011186134,,H,5,,2,1,86,86,Y,0,0,2,0.5,1518920030111011,134,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111010,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1313,1135.0777812,200316128701we,,0,1518920030111011,33174,03/03/2025
,,200316128701we,151892003011186134,,H,5,,2,1,86,86,Y,0,0,2,0.5,1518920030111012,134,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111010,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1316,1135.0777812,200316128701we,,0,1518920030111012,33174,03/03/2025
,,200316128701we,151892003011186134,0,H,5,,2,1,86,86,Y,1,34,1,4,1518920030111017,134,8,7,2,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111017,1,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1331,1135.0777812,200316128701we,,0,1518920030111017,33055,03/03/2025
,,200316128701we,151892003011186134,0,H,5,,2,1,86,86,Y,1,34,2,4,1518920030111018,134,8,7,1,0,0,1,,2,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111017,1,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1334,1135.0777812,200316128701we,,0,1518920030111018,33055,03/03/2025
,,200316128701we,151892003011186134,,H,5,,2,1,86,86,Y,1,6,8,6,1518920030111019,134,8,7,0,0,0,0,,1,6,12,12,6,1,1,2003,,1518920030111,01,we,,1518920030111019,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1338,1135.0777812,200316128701we,,0,1518920030111019,33166,03/03/2025
,,200316128701we,151892003011286922,0,H,5,,2,1,86,99,Y,3,11,1,2,1518920030112001,922,8,7,1,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112001,1,,,8,1,,PALM BEACH,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1000,2054.4605462,200316128701we,,0,1518920030112001,33467,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,99,Y,3,44,2,2,1518920030112002,922,8,7,0,0,0,1,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112001,,,,8,1,,PALM BEACH,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1003,2054.4605462,200316128701we,,0,1518920030112002,33414,03/03/2025
GRAY SNAPPER,SPOTTED SEATROUT,200316128701we,151892003011286922,0,H,5,,1,4,86,11,Y,4,19,1,5,1518920030112003,922,8,7,1,6,0,0,,4,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112003,1,,,8,1,,BROWARD,20MAR200310:09,8,2,1,,,,8835440102,8835360102,1,8,2,1156,2054.4605462,200316128701we,,0,1518920030112003,33023,03/03/2025
GRAY SNAPPER,SPOTTED SEATROUT,200316128701we,151892003011286922,0,H,5,,3,0,86,11,Y,4,19,2,5,1518920030112004,922,8,7,1,0,1,1,,4,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112003,1,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,8835440102,8835360102,1,8,8,1200,2054.4605462,200316128701we,,0,1518920030112003,33023,03/03/2025
GRAY SNAPPER,SPOTTED SEATROUT,200316128701we,151892003011286922,0,H,5,,3,0,86,11,Y,4,9,2,5,1518920030112005,922,8,7,1,0,1,1,,4,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112003,1,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835440102,8835360102,1,8,8,1203,2054.4605462,200316128701we,,0,1518920030112003,33023,03/03/2025
GRAY SNAPPER,SPOTTED SEATROUT,200316128701we,151892003011286922,0,H,5,,3,0,86,11,Y,4,9,2,5,1518920030112006,922,8,7,1,0,1,1,,4,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112003,1,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835440102,8835360102,1,8,8,1206,2054.4605462,200316128701we,,0,1518920030112003,33023,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,86,Y,1,4,1,6,1518920030112007,922,8,7,0,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112007,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1225,2054.4605462,200316128701we,,0,1518920030112007,33013,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,86,Y,1,4,2,6,1518920030112008,922,8,7,0,0,0,1,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112007,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1228,2054.4605462,200316128701we,,0,1518920030112008,33013,03/03/2025
,,200316128701we,151892003011286922,0,H,5,,1,1,86,11,Y,7,51,1,6.5,1518920030112009,922,8,7,2,3,0,0,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112009,1,,,8,1,,BROWARD,20MAR200310:09,8,2,1,,,,0,0,1,8,1,1240,2054.4605462,200316128701we,,0,1518920030112009,33024,03/03/2025
,,200316128701we,151892003011286922,0,H,5,,1,1,86,86,Y,1,1,2,6.5,1518920030112010,922,8,7,2,1,0,1,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112009,1,,,8,1,,MIAMI-DADE,20MAR200310:09,8,2,1,,,,0,0,1,8,1,1243,2054.4605462,200316128701we,,0,1518920030112010,33161,03/03/2025
HERRING FAMILY,SNAPPER FAMILY,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,0,0,1,3,1518920030112011,922,8,7,0,0,0,0,,3,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112011,,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,8835360000,8747010000,1,8,8,1319,2054.4605462,200316128701we,,0,1518920030112011,33024,03/03/2025
HERRING FAMILY,SNAPPER FAMILY,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,0,0,2,3,1518920030112012,922,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112011,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835360000,8747010000,1,8,8,1322,2054.4605462,200316128701we,,0,1518920030112012,33024,03/03/2025
HERRING FAMILY,SNAPPER FAMILY,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,0,0,2,3,1518920030112013,922,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112011,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835360000,8747010000,1,8,8,1325,2054.4605462,200316128701we,,0,1518920030112013,33024,03/03/2025
,SPOTTED SEATROUT,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,7,51,1,3,1518920030112014,922,8,7,0,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112014,,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,8835440102,0,1,8,8,1328,2054.4605462,200316128701we,,0,1518920030112014,33314,03/03/2025
,SPOTTED SEATROUT,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,7,51,2,3,1518920030112015,922,8,7,0,0,0,1,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112014,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,8835440102,0,1,8,8,1331,2054.4605462,200316128701we,,0,1518920030112015,33314,03/03/2025
,,200316128701we,151892003011286922,0,H,5,,1,2,86,86,Y,3,17,1,7,1518920030112019,922,8,7,1,5,0,0,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112019,1,,,8,1,,MIAMI-DADE,20MAR200310:09,8,2,1,,,,0,0,1,8,2,1540,2054.4605462,200316128701we,,0,1518920030112019,33054,03/03/2025
,,200316128701we,151892003011286922,0,H,5,,3,0,86,11,Y,3,17,2,7,1518920030112020,922,8,7,1,0,1,1,,2,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112019,1,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1543,2054.4605462,200316128701we,,0,1518920030112019,33004,03/03/2025
,,200316128701we,151892003011286922,0,H,5,,2,1,86,11,Y,7,51,1,2,1518920030112021,922,8,7,1,0,0,0,,5,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112021,1,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1546,2054.4605462,200316128701we,,0,1518920030112021,33025,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,7,51,2,2,1518920030112022,922,8,7,0,0,0,1,,5,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112021,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1549,2054.4605462,200316128701we,,0,1518920030112022,33025,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,7,51,2,2,1518920030112023,922,8,7,0,0,0,1,,5,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112021,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1552,2054.4605462,200316128701we,,0,1518920030112023,33025,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,7,51,2,2,1518920030112024,922,8,7,0,0,0,1,,5,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112021,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1555,2054.4605462,200316128701we,,0,1518920030112024,33025,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,11,Y,7,51,2,2,1518920030112025,922,8,7,0,0,0,1,,5,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112021,,,,8,2,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1558,2054.4605462,200316128701we,,0,1518920030112025,33025,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,86,Y,1,11,1,1,1518920030112026,922,8,7,0,0,0,0,,3,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112026,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1602,2054.4605462,200316128701we,,0,1518920030112026,99998,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,86,Y,1,11,2,1,1518920030112027,922,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112026,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1605,2054.4605462,200316128701we,,0,1518920030112027,99998,03/03/2025
,,200316128701we,151892003011286922,,H,5,,2,1,86,86,Y,1,11,2,1,1518920030112028,922,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030112,01,we,,1518920030112026,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1608,2054.4605462,200316128701we,,0,1518920030112028,99998,03/03/2025
,,200316128701we,151892003011886327,0,H,5,,1,2,86,86,Y,23,155,1,7.5,1518920030118003,327,8,7,1,5,0,0,,2,6,12,12,6,1,1,2003,,1518920030118,01,we,,1518920030118003,1,1,0,8,1,,MIAMI-DADE,20MAR200310:09,8,2,1,,,,0,0,1,8,2,1433,1135.0777812,200316128701we,,0,1518920030118003,33157,03/03/2025
,,200316128701we,151892003011886327,0,H,5,,3,0,86,86,Y,23,155,2,7.5,1518920030118004,327,8,7,1,0,1,1,,2,6,12,12,6,1,1,2003,,1518920030118,01,we,,1518920030118003,1,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1436,1135.0777812,200316128701we,,0,1518920030118003,33157,03/03/2025
TARPON FAMILY,PERMIT,200316128701we,151892003011886327,,H,5,,2,1,86,86,Y,7,51,1,3,1518920030118007,327,8,7,0,0,0,0,,3,6,12,12,6,1,1,2003,,1518920030118,01,we,,1518920030118007,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,8835280902,8738010000,1,8,8,1652,1135.0777812,200316128701we,,0,1518920030118007,33177,03/03/2025
TARPON FAMILY,PERMIT,200316128701we,151892003011886327,,H,5,,2,1,86,86,Y,7,51,2,3,1518920030118008,327,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030118,01,we,,1518920030118007,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,8835280902,8738010000,1,8,8,1655,1135.0777812,200316128701we,,0,1518920030118008,33177,03/03/2025
TARPON FAMILY,PERMIT,200316128701we,151892003011886327,,H,5,,2,1,86,86,Y,7,51,2,3,1518920030118009,327,8,7,0,0,0,1,,3,6,12,12,6,1,1,2003,,1518920030118,01,we,,1518920030118007,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,8835280902,8738010000,1,8,8,1658,1135.0777812,200316128701we,,0,1518920030118009,33177,03/03/2025
,LADYFISH,200316128702wd,151892003021986136,,H,5,,2,1,86,25,O,9,9,8,4,1518920030219001,136,8,7,0,0,0,0,,1,5,12,24,6,1,1,2003,,1518920030219,02,wd,,1518920030219001,,,,8,1,,HARFORD,20MAR200310:09,8,8,1,,,,8738010101,0,1,8,8,1145,1416.4814336,200316128702wd,,0,1518920030219001,21085,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,1,2,86,86,Y,7,51,1,2.5,1518920030219002,136,8,7,1,1,0,0,,2,6,12,12,6,1,1,2003,,1518920030219,02,wd,,1518920030219002,1,,,8,2,,MIAMI-DADE,20MAR200310:09,8,2,1,,,,0,0,1,8,2,1208,1350.9319043,200316128702wd,,0,1518920030219002,33034,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,3,0,86,86,Y,7,51,2,2.5,1518920030219003,136,8,7,1,0,1,1,,2,6,12,12,6,1,1,2003,,1518920030219,02,wd,,1518920030219002,1,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1211,1350.9319043,200316128702wd,,0,1518920030219002,33034,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,1,1,86,86,Y,4,4,1,3,1518920030219004,136,8,7,2,1,0,0,,4,6,12,12,6,1,1,2003,,1518920030219,02,wd,,1518920030219004,1,,,8,1,,MIAMI-DADE,20MAR200310:09,8,1,1,,,,0,0,1,8,8,1247,1350.9319043,200316128702wd,,0,1518920030219004,33033,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,2,1,86,86,Y,4,4,2,3,1518920030219005,136,8,7,1,0,0,1,,4,6,12,12,6,1,1,2003,,1518920030219,02,wd,,1518920030219004,1,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1250,1350.9319043,200316128702wd,,0,1518920030219005,33033,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,2,1,86,15,O,0,0,2,3,1518920030219006,136,8,7,1,0,0,1,,4,0,12,55,6,1,1,2003,,1518920030219,02,wd,,1518920030219004,1,,,8,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1253,1416.4814336,200316128702wd,,0,1518920030219006,99998,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,2,1,86,15,O,0,0,2,3,1518920030219007,136,8,7,1,0,0,1,,4,0,12,55,6,1,1,2003,,1518920030219,02,wd,,1518920030219004,1,,,8,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1256,1416.4814336,200316128702wd,,0,1518920030219007,99998,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,1,4,86,85,O,19,29,1,5.5,1518920030219010,136,8,7,3,9,0,0,,4,0,12,18,6,1,1,2003,,1518920030219,02,wd,,1518920030219010,1,,,8,1,,,20MAR200310:09,8,2,1,,,,0,0,1,8,2,1420,1416.4814336,200316128702wd,,0,1518920030219010,46982,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,3,0,86,85,O,19,29,2,5.5,1518920030219011,136,8,7,3,0,1,1,,4,0,12,18,6,1,1,2003,,1518920030219,02,wd,,1518920030219010,1,,,8,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1423,1416.4814336,200316128702wd,,0,1518920030219010,46982,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,3,0,86,85,O,9,14,2,5.5,1518920030219012,136,8,7,3,0,1,1,,4,0,12,18,6,1,1,2003,,1518920030219,02,wd,,1518920030219010,1,,,8,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1426,1416.4814336,200316128702wd,,0,1518920030219010,46982,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,3,0,86,85,O,9,14,2,5.5,1518920030219013,136,8,7,2,0,1,1,,4,0,12,18,6,1,1,2003,,1518920030219,02,wd,,1518920030219010,1,,,8,2,,,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1429,1416.4814336,200316128702wd,,0,1518920030219010,46982,03/03/2025
,,200316128702wd,151892003021986136,,H,5,,2,1,86,11,Y,0,2,1,5,1518920030219014,136,8,7,0,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030219,02,wd,,1518920030219014,,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1435,1350.9319043,200316128702wd,,0,1518920030219014,33351,03/03/2025
,,200316128702wd,151892003021986136,0,H,5,,2,1,86,121,O,0,2,2,5,1518920030219015,136,8,7,3,0,0,1,,2,7,12,12,6,1,1,2003,,1518920030219,02,wd,,1518920030219014,1,,,8,2,,SUWANNEE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1438,1416.4814336,200316128702wd,,0,1518920030219015,99998,03/03/2025
,BONEFISH,200316128702wd,151892003021986136,,H,5,,2,1,86,37,O,1,1,1,5.5,1518920030219020,136,8,7,0,0,0,0,,2,0,12,8,6,1,1,2003,,1518920030219,02,wd,,1518920030219020,,,,8,1,,,20MAR200310:09,8,8,1,,,,8739010101,0,1,8,8,1523,1416.4814336,200316128702wd,,0,1518920030219020,99998,03/03/2025
,BONEFISH,200316128702wd,151892003021986136,,H,5,,2,1,86,37,O,1,1,2,5.5,1518920030219021,136,8,7,0,0,0,1,,2,0,12,8,6,1,1,2003,,1518920030219,02,wd,,1518920030219020,,,,8,1,,,20MAR200310:09,8,8,1,,,,8739010101,0,1,8,8,1526,1416.4814336,200316128702wd,,0,1518920030219021,99998,03/03/2025
,,200316128702we,151892003022386320,,H,5,,2,1,86,86,Y,1,11,1,2,1518920030223001,320,8,7,0,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030223,02,we,,1518920030223001,,,,8,1,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1047,2054.4605462,200316128702we,,0,1518920030223001,33176,03/03/2025
,,200316128702we,151892003022386320,,H,5,,2,1,86,86,Y,1,11,2,2,1518920030223002,320,8,7,0,0,0,1,,2,6,12,12,6,1,1,2003,,1518920030223,02,we,,1518920030223001,,,,8,2,,MIAMI-DADE,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1050,2054.4605462,200316128702we,,0,1518920030223002,33176,03/03/2025
,,200316128702we,151892003022386320,,H,5,,2,1,86,11,Y,1,1,1,0.5,1518920030223010,320,8,7,0,0,0,0,,2,6,12,12,6,1,1,2003,,1518920030223,02,we,,1518920030223010,,,,8,1,,BROWARD,20MAR200310:09,8,8,1,,,,0,0,1,8,8,1718,2054.4605462,200316128702we,,0,1518920030223010,99998,03/03/2025
