PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,ADD_HRS,AREA,AREA_X,BOAT_HRS,CATCH,CNTRBTRS,CNTY,CNTY_RES,COASTAL,FFDAYS2,FFDAYS12,FIRST,HRSF,ID_CODE,INTSITE,MODE_F,MODE_FX,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,ON_LIST,PARTY,REG_RES,ST,ST_RES,SUB_REG,TELEFON,WAVE,YEAR,MODE_ASG,NUM_TYP9,ASG_CODE,MONTH,KOD,NEW_LIST,PRT_CODE,CELLTYPE,FSHINSP_A,NUM_FISH_A,FL_REG,ADD_PH,AREA_NC,COUNTY,DATE1,DIST,F_BY_P,GEAR,MODE2001,MUNI_RES,MUNI_TRP,PRIM1,PRIM2,PVT_RES,RIG,SEP_FISH,TIME,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,DATE_PUBLISHED
,,200366128312wd,123412003121086279,,1,1,,2,1,86,33,O,1,1,,1,1234120031210009,279,1,3,0,0,0,0,,,7,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210009,,,,8,1,,ESCAMBIA,20JAN200409:16,1,8,1,,,,0,0,1,8,8,138,3085.6791219,200366128312wd,,0,1234120031210009,32514,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,2,24,,1,1234120031210010,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210010,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,151,4118.675565,200366128312wd,,0,1234120031210010,33010,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,2,24,,1,1234120031210011,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210011,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,153,4118.675565,200366128312wd,,0,1234120031210011,33010,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,2,24,,1,1234120031210012,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210012,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,155,4118.675565,200366128312wd,,0,1234120031210012,33010,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,2,24,,1,1234120031210013,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210013,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,157,4118.675565,200366128312wd,,0,1234120031210013,33010,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,2,24,,1,1234120031210014,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210014,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,159,4118.675565,200366128312wd,,0,1234120031210014,33010,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,2,24,,1,1234120031210015,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210015,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,201,4118.675565,200366128312wd,,0,1234120031210015,33010,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,10,50,,2.5,1234120031210016,279,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1234120031210,12,wd,,1234120031210016,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,234,4118.675565,200366128312wd,,0,1234120031210016,33155,03/03/2025
,,200366128312wd,123412003121086279,0,1,1,,1,1,86,86,Y,10,50,,2.5,1234120031210017,279,1,3,0,1,0,0,,,6,12,12,6,2,6,2003,,,1234120031210,12,wd,,1234120031210017,2,1,0,8,2,,MIAMI-DADE,20JAN200409:16,1,1,1,,,,0,0,1,8,8,238,4118.675565,200366128312wd,,0,1234120031210017,33155,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,10,50,,2.5,1234120031210018,279,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1234120031210,12,wd,,1234120031210018,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,240,4118.675565,200366128312wd,,0,1234120031210018,33155,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,10,50,,2.5,1234120031210019,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210019,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,242,4118.675565,200366128312wd,,0,1234120031210019,33155,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,3,10,,3,1234120031210020,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210020,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,251,4118.675565,200366128312wd,,0,1234120031210020,33012,03/03/2025
,,200366128312wd,123412003121086279,,1,1,,2,1,86,86,Y,3,10,,3,1234120031210021,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031210,12,wd,,1234120031210021,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,253,4118.675565,200366128312wd,,0,1234120031210021,33012,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,2,2,,0.5,1234120031213001,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213001,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2044,3302.548328,200366128312we,,0,1234120031213001,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,2,2,,0.5,1234120031213002,7,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1234120031213,12,we,,1234120031213002,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2046,3302.548328,200366128312we,,0,1234120031213002,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,2,2,,0.5,1234120031213003,7,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1234120031213,12,we,,1234120031213003,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2048,3302.548328,200366128312we,,0,1234120031213003,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,2,2,,0.5,1234120031213004,7,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1234120031213,12,we,,1234120031213004,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2050,3302.548328,200366128312we,,0,1234120031213004,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,3,8,,1,1234120031213005,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213005,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2053,3302.548328,200366128312we,,0,1234120031213005,33065,03/03/2025
,,200366128312we,1234120031213117,0,1,1,,2,1,11,11,Y,50,120,,2,1234120031213006,7,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213006,2,,,8,1,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2301,3302.548328,200366128312we,,0,1234120031213006,33067,03/03/2025
,,200366128312we,1234120031213117,0,1,1,,2,1,11,11,Y,2,2,,3,1234120031213007,7,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213007,2,,,8,1,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2322,3302.548328,200366128312we,,0,1234120031213007,33067,03/03/2025
,,200366128312we,1234120031213117,0,1,1,,2,1,11,11,Y,15,30,,3,1234120031213008,7,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213008,2,,,8,1,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,2324,3302.548328,200366128312we,,0,1234120031213008,33067,03/03/2025
,COMMON SNOOK,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,20,200,,3,1234120031213009,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213009,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,8835010105,0,1,8,8,0,3302.548328,200366128312we,,0,1234120031213009,33062,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,8,30,,2,1234120031213010,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213010,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,22,3302.548328,200366128312we,,0,1234120031213010,33334,03/03/2025
,,200366128312we,1234120031213117,0,1,1,,2,1,11,95,Y,16,104,,4,1234120031213011,7,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213011,2,0,1,8,1,,ORANGE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,31,3302.548328,200366128312we,,0,1234120031213011,32828,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,33,O,0,0,,3,1234120031213012,7,1,3,0,0,0,0,,,7,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213012,,,,8,1,,ESCAMBIA,20JAN200409:16,1,8,1,,,,0,0,1,8,8,207,2474.243058,200366128312we,,0,1234120031213012,32514,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,5,20,,4,1234120031213013,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213013,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,301,3302.548328,200366128312we,,0,1234120031213013,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,5,20,,4,1234120031213014,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213014,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,304,3302.548328,200366128312we,,0,1234120031213014,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,5,20,,4,1234120031213015,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213015,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,306,3302.548328,200366128312we,,0,1234120031213015,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,5,20,,4,1234120031213016,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213016,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,308,3302.548328,200366128312we,,0,1234120031213016,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,5,20,,4,1234120031213017,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213017,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,310,3302.548328,200366128312we,,0,1234120031213017,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,4,30,,4,1234120031213018,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213018,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,340,3302.548328,200366128312we,,0,1234120031213018,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,4,18,,4,1234120031213019,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213019,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,342,3302.548328,200366128312we,,0,1234120031213019,33067,03/03/2025
,BLUEFISH,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,4,25,,4,1234120031213020,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213020,,,,8,1,,BROWARD,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,347,3302.548328,200366128312we,,0,1234120031213020,33067,03/03/2025
,BLUEFISH,200366128312we,1234120031213117,0,1,1,,2,1,11,11,Y,4,25,,4,1234120031213021,7,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213021,2,0,12,8,1,,BROWARD,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,350,3302.548328,200366128312we,,0,1234120031213021,33067,03/03/2025
,BLUEFISH,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,4,25,,4,1234120031213022,7,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031213,12,we,,1234120031213022,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,352,3302.548328,200366128312we,,0,1234120031213022,33067,03/03/2025
,,200366128312we,1234120031213117,,1,1,,2,1,11,11,Y,6,6,,5,1234120031213023,7,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1234120031213,12,we,,1234120031213023,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,400,3302.548328,200366128312we,,0,1234120031213023,33065,03/03/2025
,BLUEFISH,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,4,8,,2,1234120031221012,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221012,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,32,3302.548328,200366128312we,,0,1234120031221012,33125,03/03/2025
,BLUEFISH,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,4,8,,2,1234120031221013,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221013,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,33,3302.548328,200366128312we,,0,1234120031221013,33125,03/03/2025
,BLUEFISH,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,4,8,,2,1234120031221014,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221014,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,8835250101,0,1,8,8,34,3302.548328,200366128312we,,0,1234120031221014,33125,03/03/2025
,,200366128312we,123412003122186279,0,1,1,,2,1,86,86,Y,1,7,,2,1234120031221015,279,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221015,2,0,2,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,133,3302.548328,200366128312we,,0,1234120031221015,33012,03/03/2025
,,200366128312we,123412003122186279,0,1,1,,2,1,86,86,Y,1,7,,2,1234120031221016,279,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221016,2,0,2,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,135,3302.548328,200366128312we,,0,1234120031221016,33012,03/03/2025
,,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,2,12,,2,1234120031221017,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221017,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,137,3302.548328,200366128312we,,0,1234120031221017,33012,03/03/2025
,,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,1,7,,2,1234120031221018,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221018,,,,8,1,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,140,3302.548328,200366128312we,,0,1234120031221018,33012,03/03/2025
,,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,15,120,,4,1234120031221019,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221019,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,218,3302.548328,200366128312we,,0,1234120031221019,33141,03/03/2025
,,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,25,200,,4,1234120031221020,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221020,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,221,3302.548328,200366128312we,,0,1234120031221020,33143,03/03/2025
,,200366128312we,123412003122186279,,1,1,,2,1,86,86,Y,15,100,,4,1234120031221021,279,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221021,,,,8,2,,MIAMI-DADE,20JAN200409:16,1,8,1,,,,0,0,1,8,8,223,3302.548328,200366128312we,,0,1234120031221021,33141,03/03/2025
,,200366128312we,123412003122186279,0,1,1,,1,1,86,86,Y,20,120,,4,1234120031221022,279,1,3,0,4,0,0,,,6,12,12,6,1,6,2003,,,1234120031221,12,we,,1234120031221022,2,4,0,8,2,,MIAMI-DADE,20JAN200409:16,1,1,1,,,,0,0,1,8,8,228,3302.548328,200366128312we,,0,1234120031221022,33141,03/03/2025
,,200366128311wd,12368200311049985,0,1,1,,2,1,99,35,O,0,0,,2,1236820031104009,85,1,3,1,0,0,0,,,6,12,37,6,1,6,2003,,,1236820031104,11,wd,,1236820031104009,2,0,2,8,2,,,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1535,3085.6791219,200366128311wd,,0,1236820031104009,28658,03/03/2025
,,200366128311wd,12368200311049985,,1,1,,2,1,99,99,Y,2,90,,3,1236820031104010,85,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031104,11,wd,,1236820031104010,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1555,4118.675565,200366128311wd,,0,1236820031104010,99998,03/03/2025
,,200366128311wd,12368200311049985,0,1,1,,2,1,99,99,Y,24,150,,4,1236820031104011,85,1,3,3,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031104,11,wd,,1236820031104011,2,0,2,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1600,4118.675565,200366128311wd,,0,1236820031104011,33461,03/03/2025
,,200366128311wd,12368200311049985,,1,1,,2,1,99,99,Y,30,175,,1.5,1236820031104012,85,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1236820031104,11,wd,,1236820031104012,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1615,4118.675565,200366128311wd,,0,1236820031104012,33460,03/03/2025
,,200366128311wd,12368200311049985,,1,1,,2,1,99,99,Y,30,175,,1.5,1236820031104013,85,1,3,0,0,0,0,,,6,12,12,6,2,6,2003,,,1236820031104,11,wd,,1236820031104013,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1616,4118.675565,200366128311wd,,0,1236820031104013,33460,03/03/2025
,,200366128311wd,12368200311049985,0,1,1,,1,2,99,99,Y,50,300,,4,1236820031104014,85,1,3,2,6,0,0,,,6,12,12,6,1,6,2003,,,1236820031104,11,wd,,1236820031104014,2,5,0,8,1,,PALM BEACH,20JAN200409:16,1,2,1,,,,0,0,1,8,2,1620,4118.675565,200366128311wd,,0,1236820031104014,33414,03/03/2025
KING MACKEREL,FLORIDA POMPANO,200366128311wd,12368200311049985,0,1,1,,2,1,99,99,Y,40,250,,4,1236820031104015,85,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031104,11,wd,,1236820031104015,2,0,1,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835280901,8850030501,1,8,8,1700,4118.675565,200366128311wd,,0,1236820031104015,33463,03/03/2025
,SPANISH MACKEREL,200366128311we,1236820031108991448,,1,1,,2,1,99,99,Y,3,12,,3,1236820031108001,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108001,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,900,3302.548328,200366128311we,,0,1236820031108001,33408,03/03/2025
,SPANISH MACKEREL,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,3,12,,3,1236820031108002,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108002,2,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8850030502,0,1,8,8,901,3302.548328,200366128311we,,0,1236820031108002,33408,03/03/2025
,BLUEFISH,200366128311we,1236820031108991448,0,1,1,,1,1,99,99,Y,12,72,,4,1236820031108003,1448,1,3,0,5,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108003,2,1,0,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,8835250101,0,1,8,8,930,3302.548328,200366128311we,,0,1236820031108003,33410,03/03/2025
BLUEFISH,FLORIDA POMPANO,200366128311we,1236820031108991448,0,1,1,,1,3,99,11,Y,8,52,,4,1236820031108004,1448,1,3,0,3,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108004,2,1,0,8,1,,BROWARD,20JAN200409:16,1,2,1,,,,8835280901,8835250101,1,8,2,1000,3302.548328,200366128311we,,0,1236820031108004,33020,03/03/2025
BLUEFISH,FLORIDA POMPANO,200366128311we,1236820031108991448,,1,1,,3,0,99,11,Y,8,52,,4,1236820031108005,1448,1,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108004,,,,8,1,,BROWARD,20JAN200409:16,1,8,1,,,,8835280901,8835250101,1,8,8,1001,3302.548328,200366128311we,,0,1236820031108004,33020,03/03/2025
BLUEFISH,FLORIDA POMPANO,200366128311we,1236820031108991448,,1,1,,3,0,99,99,Y,0,15,,4,1236820031108006,1448,1,3,0,0,1,0,,,6,12,12,6,2,6,2003,,,1236820031108,11,we,,1236820031108004,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835280901,8835250101,1,8,8,1002,3302.548328,200366128311we,,0,1236820031108004,99998,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,1,2,99,11,Y,8,52,,3.5,1236820031108007,1448,1,3,0,4,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108007,2,2,0,8,1,,BROWARD,20JAN200409:16,1,2,1,,,,0,0,1,8,2,1100,3302.548328,200366128311we,,0,1236820031108007,33324,03/03/2025
,,200366128311we,1236820031108991448,,1,1,,3,0,99,99,Y,8,52,,3,1236820031108008,1448,1,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108007,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1101,3302.548328,200366128311we,,0,1236820031108007,33463,03/03/2025
,COMMON SNOOK,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,60,350,,3,1236820031108009,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108009,2,0,30,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835010105,0,1,8,8,1120,3302.548328,200366128311we,,0,1236820031108009,33403,03/03/2025
,COMMON SNOOK,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,60,350,,3,1236820031108010,1448,1,3,1,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108010,2,0,30,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835010105,0,1,1,8,1121,3302.548328,200366128311we,,0,1236820031108010,33410,03/03/2025
,FLORIDA POMPANO,200366128311we,1236820031108991448,0,1,1,,1,1,99,99,Y,16,100,,3,1236820031108011,1448,1,3,0,1,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108011,2,10,0,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,8835280901,0,1,8,8,1130,3302.548328,200366128311we,,0,1236820031108011,33409,03/03/2025
,FLORIDA POMPANO,200366128311we,1236820031108991448,0,1,1,,1,2,99,99,Y,16,100,,3,1236820031108012,1448,1,3,0,2,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108012,2,12,0,8,1,,PALM BEACH,20JAN200409:16,1,2,1,,,,8835280901,0,1,8,2,1131,3302.548328,200366128311we,,0,1236820031108012,33409,03/03/2025
,FLORIDA POMPANO,200366128311we,1236820031108991448,,1,1,,3,0,99,99,Y,16,100,,3,1236820031108013,1448,1,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108012,,,,8,1,,PALM BEACH,20JAN200409:16,1,8,1,,,,8835280901,0,1,8,8,1132,3302.548328,200366128311we,,0,1236820031108012,33409,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,2,1,99,99,Y,16,100,,3,1236820031108014,1448,1,3,2,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108014,2,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1140,3302.548328,200366128311we,,0,1236820031108014,33469,03/03/2025
SPANISH MACKEREL,BLUEFISH,200366128311we,1236820031108991448,0,1,1,,1,1,99,99,Y,4,4,,3,1236820031108015,1448,1,3,0,4,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108015,2,1,0,8,1,,PALM BEACH,20JAN200409:16,1,1,1,,,,8835250101,8850030502,1,8,8,1230,3302.548328,200366128311we,,0,1236820031108015,33467,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,1,1,99,129,O,0,0,,4,1236820031108016,1448,1,3,1,1,0,0,,,6,12,37,6,1,6,2003,,,1236820031108,11,we,,1236820031108016,2,,,8,1,,NEW HANOVER,20JAN200409:16,1,1,1,,,,0,0,1,8,8,1240,2474.243058,200366128311we,,0,1236820031108016,28401,03/03/2025
,,200366128311we,1236820031108991448,0,1,1,,1,3,99,11,Y,2,2,,9,1236820031108017,1448,1,3,2,6,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108017,2,1,0,8,1,,BROWARD,20JAN200409:16,1,2,1,,,,0,0,1,8,2,1255,3302.548328,200366128311we,,0,1236820031108017,33309,03/03/2025
,,200366128311we,1236820031108991448,,1,1,,3,0,99,11,Y,2,2,,9,1236820031108018,1448,1,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108017,,,,8,2,,BROWARD,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1256,3302.548328,200366128311we,,0,1236820031108017,33309,03/03/2025
,,200366128311we,1236820031108991448,,1,1,,3,0,99,99,Y,3,3,,9,1236820031108019,1448,1,3,0,0,1,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108017,,,,8,2,,PALM BEACH,20JAN200409:16,1,8,1,,,,0,0,1,8,8,1257,3302.548328,200366128311we,,0,1236820031108017,99998,03/03/2025
SPANISH MACKEREL,BLUEFISH,200366128311we,1236820031108991448,,1,1,,2,1,99,93,Y,8,36,,2,1236820031108020,1448,1,3,0,0,0,0,,,6,12,12,6,1,6,2003,,,1236820031108,11,we,,1236820031108020,,,,8,1,,OKEECHOBEE,20JAN200409:16,1,8,1,,,,8835250101,8850030502,1,8,8,1320,3302.548328,200366128311we,,0,1236820031108020,34974,03/03/2025
